,Train_loss
0,0.017271807193756105
1,1.5790976697206498
2,1.613291493654251
3,1.51903968334198
4,1.5588749134540558
5,1.5272206199169158
6,1.5135744607448578
7,1.5144531637430192
8,1.428017680644989
9,1.4101769876480104
10,1.3746135461330413
11,1.339187785387039
12,1.2925143623352051
13,1.247715864777565
14,1.2361552035808563
15,1.1946212023496627
16,1.2236056697368622
17,1.20142862200737
18,1.2312575316429137
19,1.181779732108116
20,1.2150551307201385
21,1.1710741496086121
22,1.1749087250232697
23,1.1865127271413802
24,1.185901215672493
25,1.1562788140773774
26,1.1125700771808624
27,1.1443023467063904
28,1.1756575042009354
29,1.125909796357155
30,1.2143527168035506
31,1.153368083834648
32,1.1643032056093217
33,1.1552205681800842
34,1.1300897425413132
35,1.1581735324859619
36,1.1018002146482468
37,1.1269018870592118
38,1.0903062826395036
39,1.0826313596963884
40,1.0743819350004196
41,1.0568545508384704
42,1.0628190904855728
43,1.0814595484733582
44,1.00228411257267
45,1.0487583947181702
46,1.0569301468133927
47,1.011442009806633
48,1.0552865093946457
49,1.0011553621292115
50,1.0248844289779664
51,1.0130843901634217
52,1.0178728657960892
53,1.0119460326433183
54,1.0095173144340515
55,0.9999620985984802
56,1.0240323948860168
57,1.030517508983612
58,1.0181666320562364
59,1.0079510062932968
60,0.996089825630188
61,1.0175667774677277
62,0.9555195689201355
63,0.9685382229089737
64,0.9880625665187835
65,1.0038260984420777
66,0.9967569524049759
67,1.0113211059570313
68,0.9757346379756927
69,1.0002099072933197
70,1.0194471698999406
71,0.9844332259893417
72,1.0010437935590744
73,1.0163749915361404
74,0.9743124288320542
75,0.9866636770963669
76,0.9951318264007568
77,1.0049441242218018
78,1.0013869893550873
79,1.0108783787488937
80,1.0146192115545274
81,1.0184549081325531
82,0.9946469646692276
83,0.9872821545600892
84,0.9793288421630859
85,0.9739949750900269
86,1.01225479722023
87,0.964708731174469
88,0.9941651833057403
89,0.9551765185594558
90,1.0048006629943849
91,0.9627811670303345
92,0.9872397828102112
93,0.984991329908371
94,1.006021758913994
95,0.9879378348588943
96,0.9871321433782577
97,0.969368547797203
98,1.0209521484375
99,0.9840359234809876
100,0.982208382487297
101,0.9971144008636474
102,1.0114109820127488
103,0.9797230219841003
104,0.9665278959274292
105,1.0039460468292236
106,0.9502242171764373
107,1.0025012284517287
108,0.9740921366214752
109,0.9629024547338486
110,1.0090133666992187
111,0.9752965271472931
112,0.9432334429025651
113,0.960445916056633
114,0.9510520190000534
115,0.9706056666374206
116,0.949831656217575
117,0.9547825187444687
118,0.965309733748436
119,0.9843646323680878
120,0.9504187244176865
121,0.961853147149086
122,0.9552756774425507
123,0.9544345539808273
124,0.9770988428592682
125,0.9744328570365905
126,0.9418797743320465
127,0.9512744003534317
128,0.9603072082996369
129,0.9669264674186706
130,0.9775979244709014
131,1.0080625891685486
132,0.9821260309219361
133,0.9743394041061402
134,0.9488447338342667
135,0.951412386894226
136,0.955570632815361
137,0.940258219242096
138,0.9519706869125366
139,0.9595028501749039
140,0.9426925879716873
141,0.9493711757659912
142,0.9686656677722931
143,0.9528259360790252
144,0.933462461233139
145,0.9836376059055328
146,0.9722204530239105
147,0.9656301307678222
148,0.953977889418602
149,0.9587040090560913
150,0.9721725362539292
151,1.0013148713111877
152,0.936695014834404
153,0.9659513765573502
154,0.9666603279113769
155,0.9613488125801086
156,0.9314119476079941
157,0.9462864744663239
158,0.9834934359788895
159,0.9484036928415298
160,0.9724841344356537
161,0.955066230893135
162,0.9594978886842728
163,0.956361529827118
164,0.9227285987138748
165,0.9569741219282151
166,0.9421301752328872
167,0.9326871854066848
168,0.9463329792022706
169,0.9388730937242508
170,0.9305551218986511
171,1.0054178899526596
172,0.9539003080129623
173,0.922977534532547
174,0.9695562374591827
175,0.9721552270650864
176,0.920209304690361
177,0.947945921421051
178,0.9671753972768784
179,0.9479489207267762
180,0.9384025627374649
181,0.9320637881755829
182,0.9672473126649856
183,0.941008071899414
184,0.942538378238678
185,0.9313711500167847
186,0.916337764263153
187,0.9399760913848877
188,0.918111823797226
189,0.937099939584732
190,0.8924345964193344
191,0.909233741760254
192,0.9482846093177796
193,0.9643249303102494
194,0.9185328578948975
195,0.9236980777978897
196,0.9298525547981262
197,0.9472712290287018
198,0.9339777207374573
199,0.9309213382005691
200,0.9364338105916977
201,0.8979355490207672
202,0.9063092136383056
203,0.9326081866025925
204,0.910456959605217
205,0.9266117358207703
206,0.9355828869342804
207,0.905704950094223
208,0.9062881541252136
209,0.894735312461853
210,0.9033304959535599
211,0.9750474083423615
212,0.9213594710826873
213,0.9344190269708633
214,0.8706077015399933
215,0.903982452750206
216,0.8872976386547089
217,0.8937501406669617
218,0.9034437197446823
219,0.9146818631887436
220,0.8787165015935898
221,0.8604519474506378
222,0.8735113602876663
223,0.9011436033248902
224,0.8985272741317749
225,0.8937845522165299
226,0.8834307789802551
227,0.9100526338815689
228,0.8968856811523438
229,0.8882524144649505
230,0.8539619860053063
231,0.8901500433683396
232,0.8949974071979523
233,0.8477123433351517
234,0.88077113032341
235,0.8721845471858978
236,0.8814386367797852
237,0.8883445978164672
238,0.889910723567009
239,0.8924855870008469
240,0.8884900951385498
241,0.8691825741529464
242,0.8491131961345673
243,0.8740338352322579
244,0.8797228550910949
245,0.9201500055193901
246,0.8811915040016174
