,Supp_X,filler
0,0.27860785,0.0
1,4.562783,0.0
2,-3.4983516,0.0
3,1.5540211,0.0
4,3.036782,0.0
5,0.04180926,0.0
6,2.7607682,0.0
7,2.9406705,0.0
8,2.735074,0.0
9,-3.4644957,0.0
