,Train_loss
0,0.002082495450973511
1,1.4120352336764335
2,1.2212768978476525
3,1.1584060829281806
4,1.1326956137418747
5,1.0955103315711021
6,1.0619843415617942
7,1.041600240111351
8,1.0275099958777427
9,1.028267718732357
10,0.9943386260867119
11,0.9923665208220482
12,0.9823255926966667
13,0.9623717138171196
14,0.9595754010677338
15,0.9537593753933906
16,0.9424887284636497
17,0.9555953350663186
18,0.9527132281661034
19,0.9214390423893929
20,0.9268405050635338
21,0.9261304678618908
22,0.9144981369972229
23,0.9153433039188384
24,0.9201586917042732
25,0.9046575095057487
26,0.9105600166618824
27,0.91027606934309
28,0.9030288259983063
29,0.8887755989134312
30,0.9055916438102722
31,0.898706682562828
32,0.892385995477438
33,0.9005046884715557
34,0.9093634335696698
35,0.9088814466297627
36,0.8958560534715653
37,0.9070136614739895
38,0.8938408433794975
39,0.9164346804022789
40,0.8982790020406246
41,0.8975875679254531
42,0.9087448919415474
43,0.8711393485069275
44,0.8918220645189285
45,0.8997776061296463
46,0.9222853392660618
47,0.9038539046049118
48,0.889933568507433
49,0.9116028706133366
50,0.898255193144083
51,0.8844572932124138
52,0.8933955799341202
53,0.9090716980397702
54,0.8976233337819576
55,0.8941124960184097
56,0.8876554902791977
57,0.8913641337156296
58,0.8914658855497837
59,0.8832753938436508
60,0.923409370303154
61,0.8828462228477001
62,0.888975615888834
63,0.8918131030201912
64,0.8793611219227314
65,0.8778453584313393
66,0.8555971896648407
67,0.8935976298153401
68,0.8731569694876671
69,0.8928667834997177
70,0.8783272897303105
71,0.8776749241054058
72,0.8787234918177128
73,0.9105182411670685
74,0.8646704123616219
75,0.8618533601164817
76,0.9119888795912265
77,0.8731983303129673
78,0.8690845343470573
79,0.8925507956147194
80,0.9190369170308114
81,0.8725162088274956
82,0.8949961419999599
83,0.8662605391740799
84,0.8873112910985946
85,0.8578931169509888
86,0.8829563013613224
87,0.867016803830862
88,0.9002704638242721
89,0.8430235719382763
90,0.888015008866787
91,0.8926234358847142
92,0.8752547243237495
93,0.8533001427054405
94,0.879327856093645
95,0.8813467796444893
96,0.8611232031583786
97,0.8708301487267017
98,0.881903125435114
99,0.8754854523539544
100,0.8670917417407036
101,0.8479468938410282
102,0.8640539848804474
103,0.8743753831088543
104,0.8846706737875938
105,0.8521630321145057
106,0.8803412200510502
107,0.8672899113595486
108,0.8584572387933731
109,0.8810987280607223
110,0.8692156071960926
111,0.8824902142584324
112,0.8757274829447269
113,0.881720214754343
114,0.8680544425249099
115,0.853693288832903
116,0.8614215234220028
117,0.8631003098189831
118,0.8581113485991955
119,0.8551556277573109
120,0.8488166211843491
121,0.8582985689640045
122,0.8594341513812542
123,0.8561047799885273
124,0.8457358579337597
125,0.8768515682816506
126,0.8514676839411258
127,0.8468110645413399
128,0.8622759276032448
129,0.8711830905377865
130,0.8615257516801357
131,0.8823022541105747
132,0.8440621983110904
133,0.83594756680727
134,0.8464577234685421
135,0.8729693292379379
136,0.8624814598858357
137,0.8387351345121861
138,0.8394970781803132
139,0.8501251214146615
140,0.8356890456974506
141,0.8433083565235138
142,0.8376254416704177
143,0.8557741587460042
144,0.8677017145454884
145,0.8528908970355987
146,0.8343039619624615
147,0.8672865386307239
148,0.8515644361972808
149,0.8457330364584923
150,0.8423369900584221
151,0.8565901731848716
152,0.8229112575650215
153,0.8448400705158711
154,0.8249447331726552
155,0.8663800295591354
156,0.8310847036242485
157,0.8347293961346149
158,0.8425113572478294
159,0.8394196051359176
160,0.8499040973484516
161,0.8637956768274307
162,0.836667463362217
163,0.8429591941833496
164,0.8467142671346665
165,0.8691055733561516
166,0.8629414929449558
167,0.845017282128334
168,0.8538469285368919
169,0.8507500649392605
170,0.8411916879415512
171,0.83566747879982
172,0.8120307060480118
173,0.8431115013957023
174,0.8207070570886135
175,0.8275496312081814
176,0.8224065507054329
177,0.8517729322910309
178,0.8245699720382691
179,0.8218148120641708
180,0.8067251388728619
181,0.847122927159071
182,0.8283065059185029
183,0.8273082373142242
184,0.8332863433659077
185,0.8263450292944908
186,0.8029242075383664
187,0.8254756486713887
188,0.8109338439702988
189,0.822434452176094
190,0.8119703306555748
191,0.8307419645786286
192,0.8038424927294254
193,0.8190372139215469
194,0.8066582132875919
195,0.8085203509926796
196,0.8290831834375858
197,0.8342070170938969
198,0.8072954665422439
199,0.8278396248221397
200,0.8126022290289402
201,0.8009288076162339
202,0.8387475141882896
203,0.818695660173893
204,0.8338913584649563
205,0.8128035720586777
206,0.7976731673777103
207,0.8068263383507729
208,0.8048268502950668
209,0.8326674495637417
210,0.812177075624466
211,0.8030264952480793
212,0.8430647613108158
213,0.8356516381204129
214,0.8152141585052013
215,0.8135534283220768
216,0.8016266629099846
217,0.801679592192173
218,0.8224067758321763
219,0.8179139289855957
220,0.800706009209156
221,0.8047675062716008
222,0.8053954455256462
223,0.8082724395990372
224,0.8230407897233963
225,0.7871949816644191
226,0.812600308507681
227,0.8137558547258377
228,0.8178297351300716
229,0.8249760480225086
230,0.8073506341874599
231,0.8446006335020065
232,0.7877172563970088
233,0.8367150550186634
234,0.8081928648650646
235,0.8207493758201599
236,0.821907635807991
237,0.7823218303918839
238,0.8088411280810833
239,0.7945110995769501
240,0.8210244979262352
241,0.8449939287304878
242,0.812735704600811
243,0.8110347084999084
244,0.8479690951406955
245,0.8224070997536183
246,0.8106760330796242
247,0.7834754791259766
248,0.8116217244267464
249,0.8154689706861973
250,0.7732177441120147
251,0.8367931073009968
252,0.7881043686270713
253,0.8124219324290752
254,0.7770380777418613
255,0.8227424364686012
256,0.7948609477579593
