,true_2,pred_2
0,-2.0341609,-3.9086475
1,0.5284669,-0.23289657
2,-1.3677254,-0.8201376
3,0.25424996,0.55514824
4,0.5909783,0.5418894
5,1.3375297,0.6925644
6,-0.48038125,-1.4277055
7,1.3960731,0.6187589
