,true_4,pred_4
0,0.114256285,0.5059462
1,-0.6976958,0.15718079
2,0.09356961,1.1888311
3,-1.680313,-0.5487802
4,0.18148798,0.7904272
5,1.2675385,-0.39938185
6,1.2017174,-1.2937135
7,-2.1363602,-1.7290184
8,-0.51433665,0.23271629
9,-0.596143,0.7046093
