,true_7,pred_7
0,-0.8345881,0.025191039
1,0.8320784,0.0070020184
2,-0.1412422,0.06872689
3,-0.3012654,-0.2723518
4,-0.067425914,0.046883516
5,0.611684,-0.056535855
6,0.7711799,0.022755578
7,-0.8345881,0.015241429
8,-0.8345881,-0.27805084
9,4.4991665,-0.039342538
