,Train_loss,Val_loss,,
142,1.7513006,0.8790846,0.6056857917,0.76127021
143,0.5795466,0.9081478,0.5623014926,0.7599743258
144,1.2182143,0.965017,0.5971974689,0.7870734405
145,1.1880696,1.0761093,0.5658479464,0.7595373635
146,0.89016426,0.97674125,0.6091381974,0.7469840227
147,0.6118535,0.8772925,0.5442343844,0.7322231744
148,0.79816103,0.90263957,0.5659813481,0.7576849934
149,1.0172116,0.82974935,0.5175619138,0.7258797832
150,0.9607099,0.974803,0.5702459237,0.7222740554
151,1.3173143,0.996168,0.5686410537,0.7565953984
152,1.3756781,1.0303912,0.5647114102,0.7495530336
153,1.0995361,1.1255744,0.5348601327,0.728961881
154,1.1769079,0.80393404,0.5774096704,0.7621544225
155,0.5606133,0.9785101,0.5637007944,0.7807410703
156,0.79982895,1.0227325,0.560686629,0.7553842977
157,1.390418,0.868822,0.589677194,0.8040865632
158,1.5025886,0.98112285,0.6099910519,0.8013140241
159,0.69452584,0.9320747,0.5992757882,0.7686201001
160,1.6287774,0.7897054,0.560290324,0.754760084
161,0.87214506,0.8869588,0.5375718989,0.746022726
162,1.070928,0.9129801,0.537876272,0.7496669844
163,0.47293887,1.0361619,0.5422319512,0.7425513671
164,1.2194952,0.96743745,0.5193035432,0.7346534273
165,1.0809238,0.9572505,0.5504456851,0.7559334594
166,1.2946234,0.9693963,0.5160769121,0.7010384008
167,0.9820651,1.0380111,0.5029064424,0.7239805606
168,0.99431443,0.6639179,0.6010911311,0.7475811618
169,0.94634986,0.96139586,0.5576453312,0.7342128763
170,0.85442203,0.866733,0.5743894077,0.7406633327
171,0.5835302,0.95845884,0.5648113865,0.7507132367
172,0.5986677,1.0161805,0.5627800557,0.7600567227
173,0.69931805,1.147448,0.57405202824,0.7664135711
174,0.60279876,0.8390547,0.5605523047,0.7542388916
175,0.50438017,0.7904379,0.5370697217,0.7339833614
176,1.3992608,0.9382452,0.5387873447,0.7465201931
177,0.8243558,0.7968597,0.5508234986,0.7784345543
178,1.4550433,1.0543096,0.6020766971,0.7658373116
179,0.8213462,0.951404,0.5612998596,0.7523071792
180,0.9644946,0.73788047,0.4834088528,0.71188758
181,0.96011937,0.8731443,0.5079702072,0.755338857
182,0.90670395,0.8405811,0.5269067757,0.7611813164
183,0.9123932,0.8654674,0.5119877393,0.7400426101
184,0.8772232,0.8674556,0.534646936,0.7241666761
185,1.0764396,1.0224998,0.504972077,0.7145837386
186,1.277183,1.003061,0.5646085289,0.7608750945
187,1.1564872,0.93805504,0.5451358297,0.7285497639
188,0.598055,0.69228685,0.5126948191,0.7392286079
189,1.0614487,1.1766566,0.55103933,0.7657089807
190,1.2979183,0.980811,0.5386703262,0.7848445811
191,0.50247884,0.98724264,0.5381109145,0.7958128223
192,0.91513556,0.8976002,0.51940325776,0.7655946619
193,0.87134576,0.756355,0.5387156593,0.7223564921
194,1.1142137,0.9292512,0.5230576027,0.7593612969
195,0.7742559,0.84968203,0.5487265066,0.7428551861
196,1.00969,1.0151904,0.5415254418,0.7645159604
197,1.0262684,0.96778744,0.5173089487,0.7223436812
198,1.1167319,0.93299794,0.5451328381,0.7479250643
199,1.1213926,0.97622836,0.5150472109,0.7346017388
200,1.4407496,1.2596687,0.484482785,0.7432327256
201,0.74377644,0.8022903,0.5160875805,0.7230378627
202,0.83957165,0.73140377,0.5098000362,0.7351876131
203,0.56477296,0.8897991,0.4874212712,0.7325752188
204,1.2178063,1.0057938,0.5303709903,0.7282133662
205,0.88450134,0.7737562,0.5049881162,0.7312530949
206,0.9622733,1.0590433,0.5312485745,0.7481642683
207,0.728388,0.8383941,0.455828952,0.706490934
208,0.9519174,1.0127671,0.4931854428,0.7040709662
209,0.631886,1.004684,0.4325120153,0.6736518033
210,0.7881172,0.9247316,0.4935351905,0.7043106871
211,0.9006491,0.84290683,0.449438102,0.707726798
212,0.89018697,1.112028,0.4691488233,0.7198545397
213,0.70241153,1.2055178,0.4505545471,0.723240504
214,1.1708238,1.1847553,0.4248266016,0.6863038312
215,0.67109334,0.93986577,0.4816724982,0.7284311762
216,0.6382288,0.6985499,0.4182375385,0.6875821919
217,0.7801292,0.7034588,0.4827338694,0.7296830271
218,0.77286196,0.86678004,0.4613975559,0.7239719207
219,0.73046017,0.74143666,0.4989663101,0.7212609343
220,0.79220366,1.0501797,0.4692448795,0.7098372714
221,0.81422585,0.91397023,0.469750487,0.7204600165
222,0.6300163,0.8091713,0.4742247335,0.6991802042
223,1.1792802,0.7163187,0.4647825698,0.7221949105
224,1.0713243,0.9198312,0.4965886897,0.7317752314
225,0.96173143,1.2615007,0.4421803389,0.6947190088
226,0.64426845,0.9680847,0.4566637598,0.6939642792
227,0.70451725,0.89139885,0.4470910241,0.6901367865
228,1.1321099,0.7870612,0.4787166096,0.7120714825
229,1.5422572,0.82284355,0.4698369708,0.7130371481
230,1.3281507,0.8126935,0.44282565264,0.7278353317
231,0.8692671,0.95539874,0.4587587927,0.7372447231
232,1.0996733,0.95416087,0.4548242179,0.7220354087
233,1.0036548,1.2398022,0.4292652892,0.7041630108
234,0.65293854,0.8377473,0.4808865908,0.7671487491
235,0.78878546,1.0249897,0.4782823358,0.7340707102
236,0.7000889,1.0839603,0.4591290403,0.7349025884
237,0.98964524,0.9922613,0.4781088604,0.7497590524
238,0.99538684,0.95004106,0.487259617,0.6969287874
239,1.153276,0.8411063,0.42775814176,0.69044981
240,0.5248939,0.94338644,0.43807925375,0.7443359457
241,1.2029127,0.9092304,0.4408815323,0.7493750594
242,0.7679937,0.8649208,0.4656891989,0.6961277537
243,0.64189357,0.94799566,0.4396296054,0.6938956303
244,0.86302567,1.3893299,0.4720889511,0.7082287157
245,0.75429124,1.0485787,0.4585281181,0.7110956702
246,1.1109543,0.7970412,0.4458182039,0.7310905686
247,0.6213044,0.8784957,0.4679869558,0.6872219398
248,1.1187003,0.8554045,0.4755389839,0.7401724912
249,0.91630304,0.87150455,0.4321710246,0.7164372997
250,1.0425532,0.8785988,0.45505326524,0.7390644494
251,0.8445941,0.9322628,0.4256568718,0.7037463314
252,0.99507946,1.0325584,0.445275107,0.7331793922
253,1.1698273,0.96532786,0.4067354378,0.6694902837
254,0.62902325,1.2215014,0.425332356,0.7250844377
255,1.1820667,0.9442004,0.4792789737,0.7354353153
256,0.5422668,0.9697816,0.4607244865,0.7304620379
257,0.96209663,0.9304222,0.4654270556,0.7347622963
258,0.95604503,1.0829768,0.4488041364,0.7392524936
259,1.4353037,0.94275665,0.443626668,0.7279091253
260,0.6454847,0.75241387,0.4520674277,0.7180975026
261,1.0522811,0.7285633,0.4784805277,0.7453171156
262,0.7037484,0.7030202,0.4621911789,0.7300910035
263,0.5478872,0.82748234,0.4415550269,0.7070151089
264,0.5771295,0.80516136,0.43450834214,0.7341925803
265,1.3354205,1.0069474,0.4602499458,0.7113139168
266,0.5196597,0.7354924,0.40970303981,0.6832403982
267,1.233302,0.9445802,0.41949341164,0.7383157011
268,0.800821,0.85439414,0.4421904893,0.7813589614
269,1.1455684,0.9661586,0.4234009723,0.6706319431
270,0.7428226,0.7642797,0.4313902125,0.7325196244
271,0.85669315,0.85397166,0.4208865282,0.7293339914
272,1.1038688,0.9538883,0.4501478255,0.7434566352
273,0.799623,0.79082894,0.467862792,0.7219897184
274,1.1077579,0.87948716,0.4312252282,0.7580678939
275,1.1155488,1.0194844,0.42221494616,0.7317561771
276,0.8383328,1.0098686,0.4712678214,0.732120662
277,0.5113179,0.79213566,0.43095821115,0.7333959843
278,0.89994097,1.059243,0.4638951123,0.7472415611
279,0.7127508,0.82853746,0.4113661579,0.7217480685
280,1.3181965,0.9405431,0.462554689,0.7069510013
281,0.81266594,0.93425626,0.43732574484,0.6926173293
282,1.2583911,0.92921793,0.4173609034,0.711396979
283,1.2329028,0.9941391,0.4381921506,0.7302509219
284,1.0342114,1.0135807,0.4001495546,0.6985232798
285,0.6993517,1.1001327,0.4199743161,0.7174550836
286,1.0251641,1.0075953,0.4004130426,0.6870805817
287,0.6781949,0.87521863,0.4413468816,0.7089533566
288,0.7398552,0.84475267,0.457067063,0.7351198612
289,1.0056775,0.8136705,0.4158670741,0.7236640743
290,0.6659436,1.0778959,0.4401010036,0.7310201259
291,0.6551508,1.1482527,0.4292470884,0.7143178025
292,0.8443798,0.9251207,0.4175865816,0.7463532794
293,0.5849798,0.7562236,0.4177739051,0.7208404614
294,1.120685,0.82381046,0.45393240561,0.7488631331
295,0.65402436,1.0209385,0.4635270206,0.7457065719
296,1.3011926,0.8871161,0.4175372852,0.7607995432
297,1.157757,0.8675275,0.4139084623,0.723770336
298,0.8065123,1.1765423,0.4579641581,0.7442944312
299,0.9487354,1.0904458,0.4382560418,0.7210819349
300,1.0391366,0.8460044,0.40186415656,0.6933871387
301,1.4172786,0.8759653,0.37652233484,0.7342299464
302,0.9889404,0.8266264,0.44231609476,0.6981715005
303,1.2104051,1.0491858,0.41761417885,0.7140153518
304,0.71997046,0.99774635,0.38322646355,0.6935273424
305,0.9489541,1.0293174,0.4417522807,0.7410690961
306,0.93698347,1.0430332,0.3974006678,0.7330110121
307,0.79654586,0.9019413,0.38820922286,0.7400542635
308,1.0324835,0.9679022,0.4115561317,0.7659789024
309,0.90507096,1.2617979,0.4428826174,0.7366701762
310,1.3957527,0.6778299,0.38461278626,0.7078255939
311,1.3691041,1.0762433,0.4260055578,0.6999670011
312,0.8602295,0.8558749,0.4005150428,0.7554514815
313,1.3275892,0.88097894,0.389567701,0.7653327754
314,1.1484896,0.88538253,0.386285915,0.6939508124
315,0.7661663,0.9316286,0.4188682446,0.7525277416
316,0.9034331,0.9972736,0.3769071991,0.7498232245
317,0.83961856,0.9696562,0.436512315,0.6881917191
318,0.8166518,0.9954578,0.4668977763,0.7590423098
319,1.0457025,0.9640195,0.39969399175,0.7712887372
320,0.81041694,0.89834374,0.37825661321,0.7481373705
321,1.6199224,0.9154808,0.37976897193,0.7046637338
322,1.3212236,0.82709074,0.4174673692,0.7661522681
323,0.729593,1.1006818,0.4164270797,0.7530311166
324,1.2456464,0.80255187,0.38576612814,0.7258492964
325,0.99691284,1.0174212,0.4052234004,0.7374317805
326,0.8827073,0.87946314,0.4278305229,0.7585425453
327,0.935682,1.1749758,0.39083044834,0.7656514298
328,1.1568388,0.81946653,0.36112298981,0.723308199
329,0.8767759,0.9004693,0.3879882683,0.7490947856
330,0.73344916,0.9473833,0.40764119419,0.7486461145
331,1.2184312,0.9024644,0.36816783015,0.7786739759
332,1.2642654,0.8782756,0.397301734,0.7493865849
333,1.408905,0.9050519,0.38828096306,0.7178495892
334,0.9031881,1.1070489,0.38122112266,0.7003213953
335,0.7989688,0.88362527,0.375374163,0.7354241665
336,1.097014,0.7059855,0.38930480146,0.7519056894
337,0.89078414,0.90297794,0.3972686791,0.7468938902
338,0.8005115,1.121311,0.3624499317,0.7093952691
339,1.3545454,1.0237193,0.3620670085,0.7289072494
340,0.54949987,0.69659364,0.36908416089,0.7313177941
341,0.9347417,1.1236014,0.39031466635,0.7520055625
342,1.0621787,0.958727,0.39628175096,0.7703800939
343,0.7110251,0.80294293,0.38202114208,0.7173301824
344,1.2648804,0.8958653,0.40735276005,0.7138210604
345,0.9504725,1.039762,0.37428479622,0.7138691588
346,0.9647955,0.6684276,0.3767312093,0.7312775375
347,0.94039774,0.88413274,0.3859365892,0.7297357139
348,0.7274008,0.7703564,0.3841450673,0.7448751828
349,1.0521517,0.869604,0.3809032434,0.7284556039
350,0.9056301,0.87031746,0.3767929211,0.7733862016
351,1.0158875,0.95550954,0.38058360946,0.7545059552
352,0.782654,0.63957393,0.43016719604,0.7891186618
353,0.97636503,0.9621627,0.4035498848,0.7519118047
354,0.9341251,1.0924072,0.3974712828,0.7664868904
355,1.0985873,0.8139507,0.3836381154,0.76320158
356,1.1363897,0.7607419,0.4077716147,0.7419764479
357,0.6960124,0.9858645,0.36896004549,0.7241727089
358,1.1386259,1.044255,0.38890273094,0.7458060956
359,0.74555296,1.0319617,0.3797283026,0.7251495475
360,0.7505714,0.92391366,0.403350192,0.7541118143
361,0.7777511,1.1585553,0.34676410709,0.7201760368
362,0.73273534,0.90231246,0.41976462455,0.7216155155
363,1.0730633,1.0051076,0.38817014765,0.7383476034
364,0.50789994,0.9489918,0.3440373457,0.725932638
365,1.0722804,0.89762115,0.37566332465,0.7285543897
366,0.6291436,0.75238204,0.40859927396,0.7799452017
367,1.2229826,1.046034,0.3374575895,0.7287420182
368,1.0196351,1.0082455,0.3796580161,0.732707261
369,1.02561,0.90817726,0.3833493848,0.7745122871
370,1.0064597,0.9352678,0.34505473965,0.7517792929
371,0.77158827,1.1164896,0.38415063645,0.774982906
372,0.7265568,1.0915906,0.3663954202,0.7757822108
373,1.0662636,0.9815528,0.40264536065,0.7532708691
374,1.7791694,1.0403392,0.37379118395,0.7697119688
375,1.1849957,0.8664584,0.38891235386,0.7552769381
376,1.0398579,0.9508189,0.38491209834,0.7872984588
377,0.48509213,1.0279658,0.3705508448,0.7424310918
378,0.79494756,0.8041689,0.3892332578,0.7627780471
379,0.96410656,0.80728,0.3770124383,0.7328531357
380,0.64833134,0.6993197,0.34677056532,0.7266176633
381,0.48312947,0.8137549,0.35273000904,0.7765714076
382,0.96578336,0.934941,0.3852208914,0.7400796248
383,0.86535597,0.9222707,0.41623106432,0.7720301629
384,1.3951025,2.0032232,0.34647229012,0.750945026
385,0.6847319,0.9168526,0.37210673691,0.7282402575
386,1.3675288,1.0798671,0.3698948604,0.7188389572
387,1.0486965,0.8744828,0.37719277626,0.7589534461
388,0.77851164,0.9162542,0.39604406114,0.7585172616
389,1.0536245,0.9699394,0.36902001154,0.7560325268
390,1.0759344,1.0635436,0.3775183254,0.7531940063
391,1.11595,0.86537635,0.38057583665,0.7237927283
392,0.7392806,0.82994294,0.36192663445,0.7523196134
393,0.86518717,0.89472646,0.35443023124,0.7548706397
394,0.74596757,0.79195726,0.34407692205,0.7787751137
395,0.79461443,1.0232787,0.37730975425,0.7474897344
396,1.2531862,1.1460536,0.3475155529,0.7809653527
397,0.84226125,1.0530005,0.36328873504,0.7831812993
398,0.57027745,0.96270466,0.3807949081,0.7629280996
399,0.90280885,0.8653283,0.37976298374,0.782509601
400,1.7063311,0.8782043,0.3514646589,0.7601785118
401,0.72060794,0.72000146,0.35577520895,0.7791725334
402,1.1281912,0.92433405,0.31668235497,0.7251662394
403,1.2149484,0.8662455,0.36022845164,0.7967061473
404,0.70125455,0.91821146,0.319367362,0.7435169733
405,1.0109447,0.8954512,0.33758426644,0.7774394828
406,0.8488071,0.7928015,0.31883819654,0.7745030422
407,0.8367774,0.86071485,0.36020924791,0.7651596866
408,1.0197521,0.8936783,0.37552183668,0.7679751825
409,1.7567387,0.8215853,0.36658437275,0.765945554
410,0.66625905,0.87276334,0.3463612061,0.7545700641
411,0.5070604,0.8302064,0.29870762258,0.7530823498
412,0.97958416,1.0134147,0.35530984355,0.7512155367
413,1.7246774,0.8763415,0.32369598965,0.7338185673
414,0.9150547,0.8243868,0.412729,0.7724566067
415,0.8988377,1.1509957,0.3398209686,0.7575994392
416,1.1133116,0.87995374,0.35543948627,0.759683661
417,1.2429397,1.1360593,0.3236730396,0.7667603821
418,1.0428481,0.9618912,0.33103928717,0.7643568699
419,0.88974047,1.0720892,0.3971981139,0.8178997009
420,0.75769037,0.86272043,0.36410402914,0.7509211234
421,0.47743532,1.0080674,0.34855779628,0.7650258859
422,1.0053627,0.9872391,0.3304059438,0.7585257471
423,0.69415,0.9203126,0.38032803249,0.7805456774
424,0.88209075,1.4262046,0.36272793006,0.7775493254
425,0.908991,0.74799764,0.3748601679,0.7732112403
426,1.1939733,0.78399193,0.33610379719,0.7643518558
427,1.269496,0.8451776,0.3225846785,0.7608204234
428,1.1325035,0.80035484,0.33900395935,0.7677292398
429,0.8350067,0.8511666,0.32272448384,0.7550910324
430,0.6996496,0.7256317,0.37932829861,0.7903494408
431,0.7476279,0.7412739,0.31634225249,0.7525834036
432,0.5516014,0.67824876,0.3456825695,0.7543684438
433,0.567093,0.88478965,0.33974024098,0.7484103572
434,0.8344145,0.7951299,0.3287959654,0.7554426763
435,1.0993248,0.92874336,0.3459911221,0.7649533168
436,0.99573195,0.6521182,0.33167974089,0.7724432414
437,1.1017437,0.7350682,0.40038966306,0.7756861471
438,0.84907234,0.91487586,0.36772691296,0.7621542448
439,0.89622533,1.2611535,0.35650370155,0.789308886
440,0.94350433,0.81261635,0.3832945691,0.7792173542
441,0.8049195,0.8167438,0.3836328989,0.7508506303
442,0.8073033,1.0416842,0.32385337916,0.7618000574
443,1.1178215,1.0585232,0.33799696314,0.7390173079
444,0.85679024,0.9031228,0.3621665738,0.7765039765
445,1.0616771,0.93401384,0.32801834044,0.7968312488
446,0.54963404,0.88491416,0.31232355648,0.7350987702
447,1.0732446,1.0483655,0.31876649966,0.7742350649
448,1.0512537,0.9927766,0.3122670281,0.7591954447
449,0.54145515,1.1005553,0.32922914125,0.7470171327
450,0.5625601,0.87999505,0.35490263516,0.7654309874
451,1.305211,0.9642663,0.3227403764,0.7432688593
452,0.7331455,0.8710345,0.38311305096,0.8120838197
453,0.52611816,0.783831,0.3500658711,0.7588686453
454,0.836491,1.0409873,0.38789541846,0.7805690784
455,0.7835557,1.0025948,0.33574995134,0.7557104615
456,0.75703514,0.7682349,0.3164872077,0.7849177562
457,0.7226894,0.9911482,0.35353658804,0.7736697292
458,1.2686427,0.6207594,0.34641168986,0.7624656853
459,0.9376187,1.0127045,0.36528333607,0.802296267
460,0.43265125,0.9931444,0.33074023295,0.7707619239
461,0.69101787,0.9891412,0.3453363065,0.7571952385
462,0.9937116,0.94227767,0.3205114863,0.7727459128
463,0.6266715,0.72518533,0.3332416227,0.7901300495
464,1.3779433,1.003758,0.37579661364,0.7901735319
465,1.0975404,1.0866365,0.33925990426,0.7622788984
466,1.5176494,0.8468744,0.37567547216,0.7742102066
467,0.99221814,0.9974202,0.32799855756,0.7889981121
468,1.2748377,1.0157131,0.38674991918,0.8005880595
469,0.63342637,0.86814755,0.34288330578,0.7872201923
470,0.9583049,0.93608063,0.32650460198,0.7559373071
471,1.226406,0.7612237,0.32091437963,0.7653128524
472,0.80211496,1.0018027,0.34644449549,0.7356947247
473,0.88402104,1.0721447,0.32470746289,0.7725794112
474,0.53465736,0.7250036,0.3470139751,0.7768510701
475,1.3302606,0.8719516,0.29344876055,0.729179601
476,0.8090188,0.8879201,0.3214647002,0.7729243567
477,0.83650947,0.90038216,0.35576209731,0.7601839308
478,0.97666854,0.79479975,0.36188451324,0.7766532377
479,1.3036507,0.7781458,0.3183550199,0.7933530481
480,1.312517,0.8557137,0.34301979725,0.7752986315
481,0.8941339,0.6534876,0.3299312422,0.7962156233
482,1.3695368,0.83247113,0.30142866121,0.7756398466
483,0.98651713,1.0195055,0.34746952999,0.7999917536
484,1.021673,1.0233881,0.34269179955,0.7669869805
485,0.76310796,0.94587153,0.34172830879,0.755901191
486,0.49523577,0.9485013,0.33957651288,0.7127828623
487,0.8857889,0.8560047,0.3932391857,0.7773924922
488,1.1735661,0.8623055,0.33985095251,0.714614189
489,0.65604603,1.0703716,0.33016855055,0.7601104748
490,0.80809486,1.2016494,0.333058448,0.7387285283
491,0.63217413,0.85602856,0.34436850513,0.7876722463
492,0.654474,0.67365336,0.3675324425,0.7635749087
493,0.8363525,0.84057635,0.33930456993,0.7582083133
494,1.2035913,0.80866766,0.32969262864,0.7560276471
495,1.1379907,0.9990438,0.34510361601,0.7627912805
496,1.58297,1.0848978,0.37526163315,0.7705364539
497,0.9584508,1.27267,0.29584421744,0.752767121
498,0.6326024,0.7884879,0.30574513451,0.7665404069
499,1.1420934,1.1064091,0.31357812114,0.7800081483
500,1.1589293,0.9089588,0.31748344366,0.7556934278
501,1.0227118,1.2223938,0.31798158556,0.7509076156
502,1.0702523,0.7890762,0.33881328705,0.7790471457
503,0.7386264,0.8644221,0.31078298404,0.762719587
