,true_1,pred_1
0,-0.023575667,-0.79907334
1,0.2581354,-0.3325888
2,-0.62855273,-0.1285473
3,0.46332043,0.6419403
4,0.42074862,0.780936
5,0.15300858,1.1574489
6,-0.5282844,0.31110978
7,-0.6633681,0.4297349
8,1.1708264,0.6026387
9,0.14480256,-0.10016872
