,true_8,pred_8
0,0.6723949,0.96903527
1,-1.312113,1.1482346
2,-1.4778739,-0.3230294
3,1.2178868,-0.6654928
4,-0.43245763,1.112114
5,0.56607014,0.28586626
6,-2.045159,-2.720889
7,-0.73624253,-1.0797544
8,-0.9601188,0.56292224
9,0.8619302,0.9029916
