,true_0,pred_0
0,-0.16337112,-0.61122066
1,-3.0185869,-3.1903481
2,0.09738005,-0.011610568
3,-0.015347066,-0.15486616
4,1.6596574,-0.20962042
5,-2.153576,-2.3031108
6,0.57343185,0.30675346
7,0.60387856,0.050008
