,true_2,pred_2
0,0.26407403,0.37059548
1,-0.6704265,-0.08118608
2,0.25208735,0.72814804
3,0.79164076,0.50447375
4,1.1284902,0.32753292
5,-0.82539445,-0.75079954
6,0.4578567,0.47418654
7,-0.846211,-0.007179834
8,-0.009333165,0.1338169
9,1.3142871,1.2178763
