,true_9,pred_9
0,0.1896176,0.019689813
1,0.4814931,-0.097203575
2,0.14403382,-0.027142666
3,0.62939274,0.010076784
4,0.1963557,-0.11384042
5,0.45542732,-0.039143257
6,-3.3557208,-0.030086718
7,0.4814931,-0.003661193
8,0.14997387,0.006826021
9,0.45167327,0.015832894
