,true_0,pred_0
0,-0.62255496,-0.0574407
1,-3.0185869,1.204941
2,-0.26522782,-1.3669199
3,0.51374006,0.30639142
4,0.50719815,0.3703354
5,-0.0017055614,0.2681393
6,1.0331063,0.009818777
7,0.04621165,0.2308116
8,0.60387856,0.24701704
9,0.38249373,-1.1296697
