,true_6,pred_6
0,-0.09482903,0.50259995
1,0.5290462,0.6970671
2,0.25113812,0.318066
3,0.1887506,0.98832583
4,-0.23094724,-0.79139316
5,1.2776964,-0.14564303
6,-2.7718208,-3.18443
7,0.8466553,1.0191892
8,-0.08915743,0.21122332
9,0.4950166,-0.80469716
