epoch,step,train_loss,val/mse,val_loss
70,567,,0.02142827957868576,0.02142827957868576
71,575,,0.02495693787932396,0.02495693787932396
72,583,,0.017406802624464035,0.017406802624464035
73,591,,0.011186708696186543,0.011186708696186543
74,599,0.02265808917582035,,
74,599,,0.00238853320479393,0.00238853320479393
75,607,,0.004988964647054672,0.004988964647054672
76,615,,0.01588202826678753,0.01588202826678753
77,623,,0.037268366664648056,0.037268366664648056
78,631,,0.033539704978466034,0.033539704978466034
79,639,,0.013980560004711151,0.013980560004711151
80,647,,0.010462012141942978,0.010462012141942978
81,649,0.04656592011451721,,
81,655,,0.019957806915044785,0.019957806915044785
82,663,,0.012936713173985481,0.012936713173985481
83,671,,0.009851285256445408,0.009851285256445408
84,679,,0.011253205128014088,0.011253205128014088
85,687,,0.012307766824960709,0.012307766824960709
86,695,,0.010604379698634148,0.010604379698634148
87,699,0.14880797266960144,,
87,703,,0.013604852370917797,0.013604852370917797
88,711,,0.015228222124278545,0.015228222124278545
89,719,,0.024933254346251488,0.024933254346251488
90,727,,0.020802617073059082,0.020802617073059082
91,735,,0.010744750499725342,0.010744750499725342
92,743,,0.012373929843306541,0.012373929843306541
93,749,0.2161375731229782,,
93,751,,0.015526163391768932,0.015526163391768932
94,759,,0.01221507415175438,0.01221507415175438
95,767,,0.007116961292922497,0.007116961292922497
96,775,,0.006927246693521738,0.006927246693521738
97,783,,0.004736519884318113,0.004736519884318113
98,791,,0.002798211295157671,0.002798211295157671
99,799,0.2280929982662201,,
99,799,,0.004243145696818829,0.004243145696818829
100,807,,0.01774575561285019,0.01774575561285019
101,815,,0.02628881298005581,0.02628881298005581
102,823,,0.02353513054549694,0.02353513054549694
103,831,,0.016940221190452576,0.016940221190452576
104,839,,0.009285702370107174,0.009285702370107174
105,847,,0.010235817171633244,0.010235817171633244
106,849,0.1839069426059723,,
106,855,,0.01656286232173443,0.01656286232173443
107,863,,0.020824149250984192,0.020824149250984192
108,871,,0.010527380742132664,0.010527380742132664
109,879,,0.008105002343654633,0.008105002343654633
110,887,,0.008186583407223225,0.008186583407223225
111,895,,0.00999406073242426,0.00999406073242426
112,899,0.007166143506765366,,
112,903,,0.01194010954350233,0.01194010954350233
113,911,,0.00560035603120923,0.00560035603120923
114,919,,0.005181020591408014,0.005181020591408014
115,927,,0.0048400769010186195,0.0048400769010186195
116,935,,0.0061206636019051075,0.0061206636019051075
117,943,,0.008507270365953445,0.008507270365953445
118,949,0.018828842788934708,,
118,951,,0.007760416716337204,0.007760416716337204
119,959,,0.012286962009966373,0.012286962009966373
120,967,,0.00900358147919178,0.00900358147919178
121,975,,0.005563102662563324,0.005563102662563324
122,983,,0.003477205988019705,0.003477205988019705
123,991,,0.006537335924804211,0.006537335924804211
124,999,0.13908597826957703,,
124,999,,0.007935170084238052,0.007935170084238052
125,1007,,0.009886091575026512,0.009886091575026512
126,1015,,0.01607777550816536,0.01607777550816536
127,1023,,0.013845736160874367,0.013845736160874367
128,1031,,0.01618003472685814,0.01618003472685814
129,1039,,0.011992961168289185,0.011992961168289185
130,1047,,0.00648625660687685,0.00648625660687685
131,1049,1.1112951040267944,,
131,1055,,0.0037335692904889584,0.0037335692904889584
132,1063,,0.005046000238507986,0.005046000238507986
133,1071,,0.0058516571298241615,0.0058516571298241615
134,1079,,0.0037449058145284653,0.0037449058145284653
135,1087,,0.006901569664478302,0.006901569664478302
136,1095,,0.008712224662303925,0.008712224662303925
137,1099,0.055017851293087006,,
137,1103,,0.010903587564826012,0.010903587564826012
138,1111,,0.006413234863430262,0.006413234863430262
139,1119,,0.009945672936737537,0.009945672936737537
140,1127,,0.012946588918566704,0.012946588918566704
141,1135,,0.01312256883829832,0.01312256883829832
142,1143,,0.010044215247035027,0.010044215247035027
143,1149,0.030060600489377975,,
143,1151,,0.008110566064715385,0.008110566064715385
144,1159,,0.0059159426018595695,0.0059159426018595695
145,1167,,0.01046069897711277,0.01046069897711277
146,1175,,0.012131145223975182,0.012131145223975182
147,1183,,0.012644353322684765,0.012644353322684765
148,1191,,0.011949160136282444,0.011949160136282444
149,1199,0.037748973816633224,,
149,1199,,0.011308986693620682,0.011308986693620682
150,1207,,0.010168077424168587,0.010168077424168587
151,1215,,0.01479746587574482,0.01479746587574482
152,1223,,0.008328493684530258,0.008328493684530258
153,1231,,0.009382215328514576,0.009382215328514576
154,1239,,0.007657499518245459,0.007657499518245459
155,1247,,0.007818466052412987,0.007818466052412987
156,1249,0.0786600187420845,,
156,1255,,0.009924164041876793,0.009924164041876793
157,1263,,0.011071421205997467,0.011071421205997467
158,1271,,0.008962582796812057,0.008962582796812057
159,1279,,0.00848080962896347,0.00848080962896347
160,1287,,0.007145962677896023,0.007145962677896023
161,1295,,0.007425437215715647,0.007425437215715647
162,1299,0.0954488217830658,,
162,1303,,0.0058514149859547615,0.0058514149859547615
163,1311,,0.0056647490710020065,0.0056647490710020065
164,1319,,0.009854101575911045,0.009854101575911045
165,1327,,0.01390073262155056,0.01390073262155056
166,1335,,0.012820685282349586,0.012820685282349586
167,1343,,0.009267847053706646,0.009267847053706646
168,1349,0.02697831019759178,,
168,1351,,0.008619551546871662,0.008619551546871662
169,1359,,0.00992598570883274,0.00992598570883274
170,1367,,0.008878292515873909,0.008878292515873909
171,1375,,0.007788528688251972,0.007788528688251972
172,1383,,0.007066613528877497,0.007066613528877497
173,1391,,0.006842430680990219,0.006842430680990219
174,1399,0.14439229667186737,,
174,1399,,0.011050598695874214,0.011050598695874214
175,1407,,0.012739518657326698,0.012739518657326698
176,1415,,0.010744232684373856,0.010744232684373856
177,1423,,0.010376466438174248,0.010376466438174248
178,1431,,0.007943015545606613,0.007943015545606613
179,1439,,0.008818881586194038,0.008818881586194038
180,1447,,0.007887862622737885,0.007887862622737885
181,1449,0.015002688392996788,,
181,1455,,0.01018882542848587,0.01018882542848587
182,1463,,0.009471368044614792,0.009471368044614792
183,1471,,0.009580174461007118,0.009580174461007118
184,1479,,0.009662754833698273,0.009662754833698273
185,1487,,0.007584400475025177,0.007584400475025177
186,1495,,0.010385660454630852,0.010385660454630852
187,1499,0.16383931040763855,,
187,1503,,0.010571387596428394,0.010571387596428394
188,1511,,0.011682024225592613,0.011682024225592613
189,1519,,0.009217984043061733,0.009217984043061733
190,1527,,0.00815557036548853,0.00815557036548853
191,1535,,0.007394920103251934,0.007394920103251934
192,1543,,0.007033278699964285,0.007033278699964285
193,1549,0.02667425572872162,,
193,1551,,0.007964534685015678,0.007964534685015678
194,1559,,0.00798930786550045,0.00798930786550045
195,1567,,0.008269725367426872,0.008269725367426872
196,1575,,0.0077519104816019535,0.0077519104816019535
197,1583,,0.006999851670116186,0.006999851670116186
198,1591,,0.007646023295819759,0.007646023295819759
199,1599,0.17600080370903015,,
199,1599,,0.008043225854635239,0.008043225854635239
