smiles,T1,T2,T3,T4,T5,Viscosity_1,Viscosity_2,Viscosity_3,Viscosity_4,Viscosity_5,Ln(A),Ea/R
Oc1ccc(cc1)[N+]([O-])=O,496.30000000000007,417.8460098109595,399.1474946761868,386.64935342040604,379.1553,0.811,2.2405,3.049,3.858,4.633,-5.72026395984137,2734.100494591035
Cc1ccc(cc1)[N+]([O-])=O,510.64999999999986,455.69292923752056,423.1499999999999,382.8890056113794,333.1539000000001,0.2838,0.38645,0.482,0.6837,1.1986,-3.944792638660011,1364.030922975256
CCCCCCC1CCCC2CCC(CCCC)CC12,372.05000000000007,333.15,310.95000000000005,293.15,273.15000000000003,2.283,5.491,11.24,24.03,74.55,-10.36235166307656,4000.682044981304
CC=O,294.74999999999994,290.82741760792203,284.02386543674965,278.0241884722597,273.1665,0.2213,0.22815,0.2428,0.2569,0.2711,-3.995919049956883,733.0429275892496
CC(N)=O,495.9500000000001,473.35538485904334,433.6898075593455,394.6492972904532,364.25,0.3857,0.475,0.7222,1.2585,2.182,-5.74168307390722,2359.577411127642
CC(=O)OC(C)=O,406.5400000000001,357.57,313.15,297.25,273.1526,0.289,0.434,0.691,0.852,1.2448,-4.195258357062023,1200.272959092016
CC(C)=O,327.01,313.19000000000005,296.16,283.15,253.14999999999998,0.2377,0.2675,0.3131,0.3562,0.505,-4.053719143644103,855.196472927104
CC(=O)c1ccccc1,474.44999999999993,424.6527359378677,372.1515,323.3377927900264,298.157,0.29,0.40905,0.6349,1.1775,1.681,-4.169351800087238,1384.094644298398
CC(Cl)=O,328.24999999999994,319.0727279849576,314.08662050302456,308.66364593456433,294.25000000000006,0.282,0.30435,0.3177,0.3342,0.382,-3.905130008331896,866.3484076058212
OCC=C,368.39,345.93933147390777,323.33368637516236,303.39979400131836,280.564,0.379,0.5245,0.7595000000000001,1.0858,1.81,-5.961476148286702,1838.454821050362
BrCC=C,341.82,324.3205037690185,307.14687251774205,288.499633660278,273.45,0.3193,0.3696,0.43235,0.5209,0.6168,-3.763631174371058,897.7569904281183
ClCC=C,315.25000000000006,307.6341378581761,298.15,288.9789235704871,273.684,0.2681,0.28725,0.313,0.34415,0.4035,-3.994646624036229,845.2708199327105
C=CCOCC=C,353.15,328.0738153283559,313.15,300.6292117079661,293.15,0.234,0.3,0.35,0.4045,0.441,-4.567928229839262,1101.851547927927
ICC=C,371.59999999999997,349.2912787485867,322.72663496685465,294.52081128328723,273.47999999999996,0.358,0.4265,0.5375,0.7165,0.926,-3.655894227878068,978.6029609819691
CCCCCN,353.15,335.48241471771183,313.07016605460643,293.0647194269145,278.1499999999999,0.333,0.415,0.5785,0.7705,0.915,-4.954569952474629,1368.228773553293
CCCCCOC(=O)CCC,373.1499999999999,342.85858225265923,308.06887067986366,288.063239632136,273.15000000000003,0.4465,0.6162,0.96195,1.36255,1.7749,-4.632267232015622,1417.479345354981
Nc1ccccc1,456.35000000000014,375.4428390705107,313.07498203305914,303.15088999738714,288.15,0.36,0.849,2.462,3.298,5.299,-5.596304985212083,2058.393618520911
COc1ccccc1,425.3499999999999,394.2844764198782,363.61128744160493,312.83883131377553,287.7042,0.2735,0.3523,0.4736,0.88845,1.242,-4.478866501430037,1354.162333558702
c1ccccc1,352.79,334.46,315.87000000000006,297.27,278.66999999999996,0.32208,0.38865,0.47988,0.6104299999999999,0.8130299999999999,-4.586504416895704,1217.588984996114
N#Cc1ccccc1,463.65,383.2571773142112,338.0760683128789,295.62886013867745,273.15000000000003,0.285,0.48815,0.7336499999999999,1.30565,1.957,-3.97812539429514,1253.766401509423
OCc1ccccc1,478.15000000000003,451.8500000000001,400.75,341.05,288.1583,0.334,0.4207,0.7223,1.845,7.76,-5.672555611122069,2157.849327414895
NCc1ccccc1,457.14999999999986,436.1408653295129,397.573928077455,343.6650457915395,294.3500000000001,0.283,0.33,0.45985,0.813,1.78,-4.431664000768044,1449.824621319936
O=C(OCc1ccccc1)c2ccccc2,373.1499999999999,342.85858225265923,305.47053200780556,298.15429993798506,278.1585,1.655,2.752,6.7675,8.48405,19.28,-6.574863276587827,2609.497209741974
N#CCc1ccccc1,504.1499999999999,413.45000000000005,373.1499999999999,323.15,291.3565,0.276,0.5083,0.712,1.293,2.325,-4.154842446298574,1434.228523088878
C(OCc1ccccc1)c2ccccc2,373.1499999999999,342.85858225265923,308.06887067986366,288.063239632136,273.15000000000003,1.2003,1.86655,3.63395,6.292450000000001,10.53,-5.709683552397809,2174.782168918273
c1ccc(cc1)c2ccccc2,498.15000000000003,473.15000000000003,448.15000000000003,410.2695056617558,373.1499999999999,0.31,0.375,0.46,0.6399999999999999,0.95,-4.063760013752951,1472.770406515852
ClB(Cl)Cl,283.15,275.6273263196082,268.15,260.62602148474963,253.14999999999998,0.3236,0.3377,0.3548,0.3767,0.4024,-3.049258944706686,541.3750407383892
[Br],329.56,316.6881601465062,301.7225107292582,286.4265451816167,273.71,0.706,0.7905,0.911,1.0695,1.245,-3.108134752988331,909.6425714982976
Brc1ccccc1,415.6499999999999,353.8500000000001,306.24999999999994,291.35,273.05,0.385,0.6,0.972,1.173,1.506,-3.571989017713403,1085.007321207688
CCCC,272.31,267.2945015806506,261.42449038921296,255.55447868364928,250.06000000000003,0.2041,0.21457,0.22775,0.242065,0.25666,-3.914623728312475,637.1200670053064
CCCC(O)=O,428.90999999999997,395.75753953018443,352.981824103312,311.1812893899972,276.36,0.327,0.4389999999999999,0.6775,1.156,2.128,-4.421636708842166,1421.346304406057
CCCCOC(C)=O,373.1499999999999,333.15,308.1599,293.15,273.1574,0.3044,0.4476,0.6042,0.7322,1.0035,-4.450348039562065,1214.708105427843
CCCCN,350.85,328.9476519756838,313.15,300.6301803917256,278.1499999999999,0.288,0.3836,0.448,0.5455,0.769,-4.632692312159003,1211.072307701843
CCCCc1ccccc1,353.15,338.0760683128789,318.0714207134999,298.0661495891329,283.15,0.492,0.5760000000000001,0.724,0.9500500000000001,1.204,-4.322080081641355,1273.462297432018
CCCCOC(=O)CCC,373.1499999999999,342.85858225265923,308.06887067986366,288.063239632136,273.15000000000003,0.3949,0.53615,0.81585,1.10425,1.4409,-4.498097790030761,1324.737266902885
CCCCCCCCCCCCCC(=O)OCCCC,373.1499999999999,342.85858225265923,308.06887067986366,288.063239632136,273.15000000000003,1.2778,2.12495,4.691599999999999,8.98555,16.6113,-7.188539824521841,2705.494976798281
CCCCOCCCC,373.1499999999999,342.85858225265923,308.06887067986366,288.063239632136,273.15000000000003,0.2931,0.3894,0.57145,0.7476,0.9425,-4.409612429284688,1186.335570100827
CCCCOC=O,373.1499999999999,342.85858225265923,308.06887067986366,288.063239632136,273.15000000000003,0.2882,0.3843,0.5661499999999999,0.7442,0.9398,-4.470745526536551,1202.562897295592
CCCCOc1ccccc1,482.45,445.6500000000001,413.5500000000001,383.1499999999999,296.1,0.227,0.2985,0.3916,0.5094,1.786,-4.537850622045415,1482.753995191164
CCCCOC(=O)CC,373.1499999999999,342.85858225265923,308.06887067986366,288.063239632136,273.15000000000003,0.3435,0.46125,0.6828,0.90505,1.155,-4.367226904400718,1229.191424100743
CCCCOC(=O)CCCC,373.1499999999999,342.85858225265923,308.06887067986366,288.063239632136,273.15000000000003,0.4556,0.6271,0.97655,1.3474,1.7899,-4.511185728817388,1385.473671513537
CCCC=O,348.05000000000007,339.3215732488768,328.65563921210736,317.7848615916955,291.5,0.264,0.28425,0.3128,0.347,0.4575,-4.203545636481529,999.2442205374809
CCCC(N)=O,489.15,470.67892417162284,449.5500000000001,422.36099739706583,394.15,0.3858,0.4804,0.6266,0.9318,1.455,-6.459420924239605,2693.510050568911
CCCC(=O)OC(=O)CCC,413.1499999999999,373.1499999999999,333.15,313.15,293.15,0.376,0.553,0.861,1.14,1.571,-4.444593495438368,1433.65643903401
CCCC#N,391.15,368.76497898874874,343.05,308.3589317555519,288.1527,0.234,0.2784,0.3467,0.4914,0.624,-4.187245919462478,1071.887663523973
CCCC(Cl)=O,373.45000000000005,363.4325928473177,348.75,325.23398125384136,293.75,0.275,0.2961,0.3322,0.41155,0.5735,-3.986405306122191,1006.294938114719
CC1(C)C2CCC1(C)C(=O)C2,493.35,479.4765954118874,468.0500000000001,460.685885608856,453.1499999999999,0.372,0.4265,0.524,0.5755,0.646,-7.520928024000066,3209.814874173986
S=C=S,319.10999999999996,303.45000000000005,293.09,282.6,273.15399999999994,0.306,0.342,0.367,0.397,0.436,-3.22689674798838,652.1953764842499
ClC(Cl)(Cl)Cl,453.1499999999999,383.1499999999999,336.02,308.36000000000007,273.7540000000001,0.201,0.352,0.5659,0.7855,1.3322,-4.41568014102033,1287.917652530857
Clc1ccccc1,313.15,303.15178,298.15,293.15,288.15,0.639,0.714,0.8131,0.8522,0.9132,-4.819978460379258,1365.722902340321
FCCl,314.54999999999995,299.75,284.15999999999997,270.66,255.38999999999996,0.2167,0.2431,0.2768,0.3127,0.3662,-3.832546065329126,723.5677572056557
ClC(Cl)Cl,353.19999999999993,312.5680402444096,301.1012470318649,288.6097985205182,252.55000000000004,0.3397,0.4676,0.5327,0.59495,0.9278,-3.647196136585845,903.9019960359533
Cl\C=C/Cl,298.15,285.6281200770173,275.6273263196082,265.62647280255976,253.14999999999998,0.444,0.503,0.5615,0.628,0.738,-3.65607669873355,847.9506415553969
C1CC[C@@H]2CCCC[C@@H]2C1,453.1499999999999,398.08720959437386,348.0781918713198,298.0661495891329,253.14999999999998,0.439,0.718,1.2755,3.052,10.677,-4.804917956085795,1771.907724765465
CC(C)c1ccccc1,313.15,303.15,293.15,283.15,273.15000000000003,0.611,0.691,0.788,0.915,1.075,-4.408988099582699,1223.750836381751
C1CCCCC1,353.43000000000006,335.5296349059696,316.97,298.4195895047248,279.86,0.41347,0.5145200000000001,0.66261,0.8871600000000001,1.2522,-5.074708217969606,1479.555774676803
OC1CCCCC1,431.6499999999999,416.46061824729895,397.8500000000001,367.79199501647537,312.2549000000001,0.589,0.8035,1.152,2.268,20.32,-9.660676845610919,3904.713923977181
O=C1CCCCC1,426.64999999999986,392.2364991400726,334.92542727069184,296.66669845548785,288.1511,0.391,0.5469999999999999,1.092,2.0515,2.518,-4.730448416644958,1616.133099033699
C1CCC=CC1,356.8500000000001,338.49125009229857,313.9479614588311,292.4993088906609,273.1517,0.335,0.4026,0.5415,0.67465,0.883,-4.232181292785406,1125.234317035426
NC1CCCCC1,405.65,392.8068401628913,364.8342577376061,327.70041907954885,288.25,0.4,0.4561,0.633,1.10025,2.472,-5.46319090238803,1828.797451952154
BrC1CCCCC1,435.15,417.5961050616251,394.15,370.4839155651471,289.34999999999997,0.424,0.488,0.5975,0.76095,2.6,-4.170672676943036,1440.835421000062
C1CCCC1,313.15,303.15,293.15,285.628660490939,273.1517,0.354,0.3905,0.439,0.4755,0.555,-4.101369804346894,959.9405994312006
CCCCCCCCCC,446.74999999999994,394.8846808564519,344.18,297.07956375387107,250.68999999999997,0.2032,0.30153,0.4815,0.862525,2.0354,-4.492323903260035,1296.24925694542
CCCCCCCCC=C,413.1499999999999,373.1499999999999,333.15,313.15,293.15,0.243,0.338,0.504,0.636,0.828,-4.401603527205252,1236.099979120305
O([2H])[2H],374.19,350.4944093353685,325.834364632406,301.17431260894824,276.9700000000001,0.3252,0.4305,0.621785,1.0177,2.0864,-6.279160799341915,1905.348823238593
CCCCNCCCC,432.14999999999986,398.15,373.1499999999999,318.15000000000003,278.1531,0.2124,0.281,0.354,0.676,1.279,-4.881891052429667,1430.082089725674
CCCCOC(=O)OCCCC,433.15,382.8890056113794,342.85858225265923,318.0714207134999,293.15,0.41,0.679,0.9199999999999999,1.229,1.92,-3.867452077581174,1306.470586703668
OC(=O)C(Cl)Cl,462.6500000000001,442.9243427733273,403.04455120257865,366.7066998364232,292.45,0.5034,0.6135999999999999,0.968,1.5425,5.48,-4.799099329367058,1907.274410879184
FC(Cl)Cl,346.71,309.0,291.18,273.0,250.74,0.2,0.247,0.2978,0.362,0.5066,-3.958054781701495,803.4089577367131
ClCCl,373.97999999999996,311.9297885777486,299.7465968306922,285.86707649795375,265.81,0.2366,0.3663,0.409,0.4671,0.5793,-3.699646570716636,840.5456907399512
CCOC(=O)OCC,393.15000000000003,342.85858225265923,318.15000000000003,305.6295517749059,293.1526,0.334,0.47,0.578,0.6825,0.813,-3.499265007935946,947.6366225971917
CCNCC,329.09999999999997,320.3255267675979,311.9453838756211,298.0661495891329,283.15,0.225,0.245,0.2706,0.3185,0.3878,-4.858053865866805,1107.203451821112
OCCOCCO.O[N+]([O-])=O.O[N+]([O-])=O,333.15,320.6305083424294,308.06887067986366,295.62886013867745,283.15,2.7473,3.66395,5.04055,7.38795,11.9048,-7.192246121308253,2722.248464316349
OC(=O)C(F)F,333.15,323.15,315.1499999999999,303.15,293.15,1.296,1.55,1.904,2.332,2.9828,-5.807203307757542,2024.690710503638
CCCCCCCNCCCCCCC,423.1499999999999,373.1499999999999,338.15000000000003,318.15000000000003,298.15,0.498,0.883,1.399,1.995,3.106,-5.007198730154996,1817.1670809478
CC(C)CNCC(C)C,398.15,353.15,318.15000000000003,298.15,278.1499999999999,0.245,0.365,0.542,0.726,1.009,-4.697726695248976,1305.415844750725
CC(C)CCNCCC(C)C,423.1499999999999,362.87463169489195,328.1499999999999,303.06753257463305,278.1499999999999,0.287,0.507,0.789,1.189,1.953,-4.923972349452253,1543.400743231279
CC(C)NC(C)C,353.15,333.15,313.15,293.15,283.15,0.227,0.273,0.333,0.415,0.473,-4.410969606604054,1036.975206541739
COC(=O)OC,373.1499999999999,328.0738153283559,315.63019958815136,305.6295517749059,293.1526,0.323,0.4135,0.4795,0.5345,0.625,-3.661414124034512,926.1123295219422
CCCCCNCCCCC,423.1499999999999,360.2167544710938,328.1499999999999,303.06753257463305,278.1499999999999,0.31,0.5675,0.855,1.3135,2.256,-4.934247557713174,1576.606765080022
N(c1ccccc1)c2ccccc2,403.15,354.15,334.15,313.15,303.15,1.04,2.5252,4.1701,8.5179,13.5682,-9.2159530118086,3577.59194563219
C(c1ccccc1)c2ccccc2,533.65,464.45,434.65,403.0500000000001,332.75,0.259,0.4025,0.5072,0.6805,1.564,-4.335274774784316,1590.685311889422
CCCNCCC,382.05000000000007,352.8998228960046,319.1815455684309,298.1211907482565,278.1531,0.2116,0.2762,0.39385,0.5075000000000001,0.693,-4.555285257676915,1152.110844420533
CCCCCCCCCCCC,488.8900000000001,432.70469211125356,376.34,319.9645836263341,263.6,0.19541,0.30062,0.49247,0.9585300000000001,2.8966,-4.63546176936766,1478.706837939859
CCCCCCCCCCCCCCCCCCCC,493.15000000000003,433.15,373.1499999999999,343.15,313.15,0.432,0.717,1.188,2.22,4.072,-4.535251155367559,1808.434388911091
CCO,348.15,323.15,303.15,288.15,253.14999999999998,0.47,0.701,0.996,1.28,2.76,-5.466676365249994,1648.08777102568
CCOCC,305.18999999999994,299.1010641747881,290.23999999999995,285.9111071472291,273.15399999999994,0.2096,0.22195,0.2389,0.25145,0.279,-4.170413077692094,795.9891260400966
CCOc1ccccc1,445.15,422.4500000000001,390.15000000000003,350.75,291.1499999999999,0.248,0.297,0.3899,0.5738,1.356,-4.592057262315409,1422.386802875764
CCOC(C)=O,463.1599999999999,328.748140263374,305.6295517749059,295.8229374820575,273.4,0.1,0.3092,0.3925,0.4329,0.5763,-4.70509035626647,1150.798916664064
CCc1ccccc1,404.55,362.6610913551659,316.66509527794005,298.92270459760823,273.56,0.241,0.3325,0.511,0.619,0.869,-4.069213352193804,1071.441971279424
CCCCCCCCCC(=O)OCC,368.15000000000003,353.15,338.15000000000003,323.15,308.1499999999999,0.729,0.8174,1.087,1.353,1.739,-5.251689958956413,1792.118549907115
CCCCCC(=O)OCC,368.15000000000003,353.15,338.15000000000003,323.15,308.1499999999999,0.4174,0.4832,0.5665,0.6734,0.8182,-4.335896605934337,1274.221092736055
CCOC(=O)CC#N,480.15000000000003,458.95000000000005,429.15000000000003,400.3500000000001,352.84999999999997,0.291,0.3389,0.4332,0.5643,0.971,-4.575031549886635,1603.353173134373
CCOC(=O)CF,333.15,323.15,313.15,303.15,293.15,0.553,0.6191,0.7078,0.8176,0.958,-4.752103626881517,1380.364687416971
CCOC=O,325.17999999999995,313.8577953357971,301.05,287.1777127437326,273.614,0.2942,0.3261,0.3698,0.42905,0.5024,-4.059764555723011,922.469128639402
CCCCCCC(=O)OCC,373.1499999999999,342.85858225265923,308.06887067986366,288.063239632136,273.15000000000003,0.4606,0.6332,0.9921500000000001,1.3732,1.8308,-4.613066817147407,1420.732408175873
CCOC(=O)C(C)O,373.1499999999999,344.4403670390251,308.06887067986366,288.063239632136,273.33,0.5595,0.9296,1.82525,3.18075,5.2851,-6.616613297090642,2239.26648942415
CCCCCCCCCCCCCCCC(=O)OCC,368.15000000000003,353.15,338.15000000000003,323.15,308.1499999999999,1.516,1.892,2.415,3.208,4.459,-5.267971666462477,2083.016236039212
CCOC(=O)CC,362.84000000000003,337.167344027992,313.0299999999999,297.9868941338299,273.53999999999996,0.2627,0.33165,0.436,0.50265,0.689,-4.275093387017295,1071.09825792242
CCCCCCCCCCCCCCCCCC(=O)OCC,368.15000000000003,353.15,338.15000000000003,323.15,308.1499999999999,1.831,2.292,2.986,4.041,5.689,-5.420936502324669,2205.499983753878
CCSCC,361.14,340.4809044857206,317.0237360835147,293.32916375534694,273.36,0.2406,0.2854,0.35045,0.4441000000000001,0.5575,-4.028137078612684,943.1950097981114
CCCCC(=O)OCC,373.1499999999999,333.15,303.15,293.15,273.23999999999995,0.3456,0.5038,0.7239,0.8322,1.1472,-4.371554563222057,1227.486228896779
OCCO.O[N+]([O-])=O.O[N+]([O-])=O,333.15,320.6305083424294,308.1499999999999,295.62886013867745,283.15,1.82,2.25,2.92,3.95,5.73,-5.774541333765009,2114.380559495893
O=[S]1OCCO1,348.15,333.07495872729993,323.07263654649546,313.07016605460643,298.15,1.002,1.2085,1.385,1.6085,2.056,-4.157332047332054,1447.562919762681
NCCN,389.8500000000001,377.53770524364415,355.9195997191011,331.0518873622225,292.74999999999994,0.389,0.4472,0.58405,0.8300000000000001,1.686,-5.373769080211836,1722.647221388538
COc1cc(CC=C)ccc1O,373.1499999999999,342.85858225265923,308.06887067986366,288.063239632136,273.15000000000003,1.1533,2.01175,5.10375,12.1805,28.86,-8.545960904757298,3181.350809152001
Fc1ccccc1,354.05,323.15,303.15,293.15,273.3595,0.325,0.426,0.506,0.5822,0.752,-3.848210400895295,964.4046854949464
[O-]C(=O)CCCF,333.15,323.15,313.15,303.15,293.15,0.618,0.697,0.796,0.927,1.086,-4.709884538203428,1404.563553064134
NC=O,318.15000000000003,308.1499999999999,298.15,288.15,278.1499999999999,2.0432,2.5932,3.3511,4.4052,6.0338,-6.893475308993832,2417.018423671997
OC=O,370.38000000000005,341.22985861841624,317.2986554065764,300.2016004396629,280.1522,0.558,0.796,1.136,1.539,2.385,-5.070464965933496,1651.985339177813
CC(C)CN,333.15,318.0714207134999,295.62886013867745,285.6281200770173,278.1499999999999,0.379,0.4115,0.589,0.667,0.746,-4.630509950210848,1207.938026746866
CCCCC(C)C,361.55999999999995,340.98401694865555,317.61682195920423,293.33976380770605,273.57,0.2012,0.24,0.29655,0.37805,0.4743,-4.264959164339219,966.1968231582129
CC(C)CC=O,365.65,352.92486543909354,328.54999999999995,313.21534471752307,294.25000000000006,0.261,0.29305,0.3693,0.4364,0.549,-4.392006555781191,1115.845034385402
Cc1cccc(O)c1,472.85,433.87129448347343,375.44999999999993,324.87432037640696,288.1511,0.3362,0.47885,0.8201,4.3375,24.666,-6.663474787084753,2554.652352369413
CO,337.3,315.95956671730596,294.10999999999996,272.2644834995317,250.42000000000002,0.3274,0.42562,0.5769299999999999,0.818285,1.227,-4.998906464141568,1305.373163806764
COC(C)=O,413.16000000000014,367.8474487718822,316.360484852316,293.02247705169765,273.49,0.13,0.192,0.30215,0.3827,0.4762,-4.58759503914402,1067.615551487595
CC1CCCCC1,373.6499999999999,339.95000000000005,303.15,288.158,273.1517,0.313,0.4254,0.639,0.777,0.991,-4.290259176515848,1166.854670807059
CC1CCCC1,323.15,303.15,288.15,273.1532000000001,253.14999999999998,0.365,0.452,0.534,0.65,0.86,-4.074952217209514,995.2019516384405
CCC(C)=O,349.4,318.72455898731005,301.51,285.13453445554967,260.95,0.2465,0.32455,0.3861,0.4616,0.603,-4.084774529960732,942.2295631330511
COC=O,302.4100000000001,298.15,288.79,284.03,273.7328,0.319,0.3298,0.36,0.381,0.4263,-3.962939201842651,851.3576196963793
COC(=O)C(C)C,362.00000000000006,342.49221627143373,317.82,296.6006238624874,273.44,0.2589,0.3163,0.3933,0.49795,0.6689,-4.185917910545765,1034.314544007309
CCC(=O)OC,348.99999999999994,325.81,311.81,296.59999999999997,273.5328,0.2637,0.3255,0.4098,0.437,0.5788,-4.105502791194718,976.6526140402565
COC(=O)c1ccccc1O,491.64999999999986,466.25940280904894,425.4375661064756,395.6835670962851,353.6499999999999,0.2991,0.36375,0.4932,0.6406000000000001,1.033,-4.262852738406094,1512.565081215418
CSC,308.96,301.8725219033107,290.5945427018099,280.9370610951932,273.42,0.2559,0.27155,0.3001,0.328,0.3529,-3.837296768245925,764.8053425994594
CSC#N,373.1499999999999,342.85858225265923,308.06887067986366,288.180830471433,273.15000000000003,0.3629,0.46605,0.66305,0.84865,1.0505,-3.923061877447607,1082.944805181113
Cc1cccc(C)c1,403.15,368.082092896917,338.0760683128789,308.06887067986366,273.15000000000003,0.233,0.301,0.3865,0.519,0.8,-4.010573809617243,1033.616437389638
CCN(CC)c1ccccc1,489.4500000000001,392.29816297991346,349.65,291.08885927931067,273.1596,0.265,0.5302,0.783,2.3292,3.8403,-4.845925114595066,1660.845248264041
CCN(CC)c1cccc(C)c1,503.1499999999999,473.53018897804054,453.7523523578669,433.5434905442805,387.8500000000001,0.2406,0.2913,0.3352,0.3934,0.5947,-4.472166984495018,1533.383330956278
CN(C)C(C)=O,441.4500000000001,423.8499999999999,384.25,345.94999999999993,293.55000000000007,0.35,0.4032,0.5883,0.9207,2.141,-4.653978196305831,1586.060390112074
CN(C)c1ccccc1,466.15000000000003,382.72724484468796,338.0760683128789,308.06887067986366,273.1543,0.2603,0.4861,0.7561500000000001,1.16725,2.0251,-4.204855032531217,1330.938790634576
CN(C)C=O,318.15000000000003,308.1499999999999,298.15,288.15,278.1499999999999,0.6474,0.7166,0.7912,0.9055,1.0673,-4.093109786072497,1155.247212087124
CN(C)c1ccccc1C,458.14999999999986,443.15,415.35,383.1499999999999,345.45000000000005,0.2596,0.2885,0.3574,0.4689,0.705,-4.397997299188993,1397.836603086659
CN(C)c1ccc(C)cc1,483.65,463.15,433.6499999999999,404.25000000000006,374.1499999999999,0.2341,0.2646,0.3217,0.4027,0.5215,-4.191010098737781,1325.391889293358
CCCCNc1ccccc1,512.6500000000001,480.3499999999999,447.75,417.3500000000001,372.05000000000007,0.2375,0.2917,0.3712,0.4783,0.76,-4.515515353174465,1577.540054196919
CCNC=O,348.15,333.07495872729993,323.07263654649546,313.07016605460643,298.15,1.01,1.24,1.44,1.695,2.21,-4.544624297372422,1584.97538032116
CCNc1ccccc1,478.15000000000003,436.8047779812315,388.50889732372616,342.85858225265923,283.15,0.2436,0.32965,0.50965,0.8887499999999999,2.979,-5.000631371245994,1695.053965490946
CCN(C)c1ccccc1,477.8499999999999,458.84999999999997,433.15,407.95000000000005,382.45000000000005,0.2437,0.2764,0.3343,0.4119,0.5142,-4.416205200026869,1437.273377720822
CCCCCCN,373.1499999999999,343.07714556316483,323.07263654649546,303.06753257463305,278.1499999999999,0.326,0.4875,0.6455,0.855,1.24,-5.088196112611831,1489.085954524935
[O-][N+](=O)c1ccccc1,480.75000000000006,371.3412750774202,320.6305083424294,300.6292117079661,273.45,0.324,0.7246,1.143435,1.77815,3.083,-4.012166399305737,1371.904354209732
[O-][N+]=O,293.15,285.94999999999993,274.75,263.15,253.15144,0.42,0.4578,0.512,0.599,0.687,-3.844764606761086,874.4432088996505
CNc1ccccc1,469.1499999999999,381.8161137133937,318.0714207134999,298.0661495891329,273.4548,0.278,0.57675,1.3411,2.05645,4.2689,-4.963213177978061,1689.919144296526
CCCCCCCCCCCCCCCCCCC,343.15,335.63137941307906,325.6308076155382,315.63019958815136,308.1499999999999,1.86,2.155,2.74,3.3,3.91,-5.959320326847849,2260.571536871691
CCCCCCCCCCCCCCCCCCCc1ccccc1,343.15,335.63137941307906,325.6308076155382,315.63019958815136,308.1499999999999,3.94,4.7,6.005,7.8,9.56,-6.435127749395614,2678.58180230028
CCCCCCCCC,423.41999999999996,380.3747391390075,336.9599999999999,293.5396511548682,250.12000000000003,0.20956,0.29145,0.42603,0.694675,1.4791,-4.52241206308896,1239.120451008615
CCCCCCCCC(O)=O,363.15,343.15,323.15,298.15,293.15,1.7322,2.4096,3.7907,6.9979,8.0775,-6.191875156530178,2428.542315394427
COc1ccccc1C=O,513.15,455.6298464070214,423.1499999999999,394.87417088607583,329.55000000000007,0.2852,0.41805,0.542,0.7075,1.685,-4.331952240074163,1576.264474775214
COc1ccccc1N,490.95,466.91900963597425,442.41452542372883,417.0063473987054,371.85,0.328,0.3896,0.4829,0.61995,1.051,-4.830771922378281,1814.516134646074
Cc1ccccc1O,463.15,424.54538334707337,371.85870295698925,329.8174950469985,283.15,0.3366,0.50065,1.0115,2.4725,17.9,-7.150316728542356,2727.979287700938
CCCCCCCCCCCCCCCCCC,373.1499999999999,358.08019684489733,338.0760683128789,318.0714207134999,303.15,1.131,1.3905,1.904,2.7755,3.813,-5.130277138236965,1955.5776017445
CCCCCCCC,398.32000000000005,361.4694884776054,324.6594304811187,287.84935765155456,250.61000000000004,0.20134,0.27114,0.38139,0.5824199999999999,1.0379,-4.409732714156275,1118.256770630069
CCCCCCCCN,423.1499999999999,360.2167544710938,328.1499999999999,303.06753257463305,278.1499999999999,0.292,0.5660000000000001,0.887,1.353,2.313,-5.175316823149598,1659.367644826899
C1CCOCC1,307.15,303.1368052119413,300.14666833250044,298.6491628997154,297.15000000000003,0.717,0.758,0.79,0.8069999999999999,0.824,-4.475619959504589,1272.560573786798
C1CO1,288.15,283.16319460385284,275.62788634015055,266.17639384268824,251.54999999999995,0.283,0.2911,0.302,0.34195,0.3937,-3.707477989491679,701.1127120858612
Cc1ccccc1C,413.04,373.85999999999996,339.07,311.88,273.15000000000003,0.254,0.343,0.47,0.632,1.097,-4.196947123964516,1167.303455519872
CC1OC(C)OC(C)O1,397.25000000000006,370.5912260588077,346.3695077944573,320.040885660731,283.1596,0.2832,0.37565,0.4993,0.72485,1.527,-5.15051675585166,1544.174582728242
Cc1ccc(O)cc1,472.85,423.1499999999999,373.7900000000001,332.711,283.15,0.361,0.615,1.081,3.46,39.65,-8.013599362877168,3165.776144406075
ClC(Cl)C(Cl)(Cl)Cl,353.15,313.15,303.15,288.158,273.1514900000001,1.0,1.7361,2.07,2.751,3.7313,-4.513182414389245,1591.024034397495
CCCCCCCCCCCCCCC,373.1499999999999,343.15,313.15,303.15,293.1517,0.786,1.155,1.868,2.291,2.841,-4.934236817349578,1743.961080098373
CCCCCOCCCCC,373.1499999999999,342.85858225265923,308.06887067986366,288.063239632136,273.15000000000003,0.4062,0.5549499999999999,0.8614999999999999,1.18765,1.5813,-4.603618768201655,1375.909342069805
Oc1ccccc1,456.1499999999999,368.17936863543787,348.15,334.57388815828807,308.15151000000003,0.406,1.2071,1.7721,2.56955,6.0241,-6.241201141943123,2396.171753633764
S=C=Nc1ccccc1,373.1499999999999,342.85858225265923,308.06887067986366,288.063239632136,273.15000000000003,0.595,0.79615,1.2304,1.7053,2.291,-4.196208827345786,1362.976857124819
