SMILES,Temp,K,lnK,lnA,splits,temp_input,lnA_input,K_target,Train_order,,Temp_max,1073.1
CC(C)(C)SCC,341.22,0.117297348,-2.143043132,-2.674952702,653,3.14489185862493,-1.95837118210586,-0.17739183123329,,,,
CC(C)(C)SCC,393.56,0.104913704,-2.254617133,-2.674952702,653,2.72664904970017,-1.95837118210586,-0.550972234900845,,,,
c1c(C(=O)OCC)cccc1,238.45,0.157003608,-1.851486496,-2.927252369,654,4.50031453134829,-2.80313977154678,0.798819873936574,,,,
c1c(C(=O)OCC)cccc1,316.1875,0.140472728,-1.962741915,-2.927252369,654,3.39387230678,-2.80313977154678,0.426306170316472,,,,
c1c(C(=O)OCC)cccc1,393.925,0.123941849,-2.087942785,-2.927252369,654,2.72412261217237,-2.80313977154678,0.00709926606528384,,,,
c1c(C(=O)OCC)cccc1,471.6625,0.107410969,-2.231092966,-2.927252369,654,2.27514377335489,-2.80313977154678,-0.472206861919347,,,,
c1c(C(=O)OCC)cccc1,549.4,0.09088009,-2.398214334,-2.927252369,654,1.95322169639607,-2.80313977154678,-1.03177510863763,,,,
C=CC(=O)OCC,201.95,0.17531433,-1.741174745,-2.851923927,655,5.31369150779896,-2.55091945572241,1.16817391787603,,,,
C=CC(=O)OCC,260.4625,0.157140348,-1.85061594,-2.851923927,655,4.11997888371647,-2.55091945572241,0.801734734558048,,,,
C=CC(=O)OCC,318.975,0.138966365,-1.973523354,-2.851923927,655,3.36421349635551,-2.55091945572241,0.390206950985465,,,,
C=CC(=O)OCC,377.4875,0.120792382,-2.113682054,-2.851923927,655,2.84274313718997,-2.55091945572241,-0.0790828768797171,,,,
C=CC(=O)OCC,436,0.1026184,-2.276738025,-2.851923927,655,2.46123853211009,-2.55091945572241,-0.625039057716014,,,,
CC(=O)OCC,189.6,0.18254552,-1.700755712,-2.607843901,656,5.65981012658228,-1.73367248220689,1.30350794308493,,,,
CC(=O)OCC,229.7525,0.168239184,-1.782368596,-2.607843901,656,4.67067822983428,-1.73367248220689,1.03024558916797,,,,
CC(=O)OCC,269.905,0.153932849,-1.87123882,-2.607843901,656,3.97584335229062,-1.73367248220689,0.732683667408564,,,,
CC(=O)OCC,310.0575,0.139626513,-1.968784187,-2.607843901,656,3.46097094893689,-1.73367248220689,0.406074983905678,,,,
CC(=O)OCC,350.21,0.125320177,-2.076883401,-2.607843901,656,3.06416150309814,-1.73367248220689,0.0441291216051471,,,,
CCOC(C)CO,191.58,0.184244709,-1.691490463,-2.565041252,657,5.60131537738804,-1.59035745587329,1.33453054181293,,,,
CCOC(C)CO,246.9725,0.168398577,-1.781421628,-2.565041252,657,4.34501817003917,-1.59035745587329,1.0334162981551,,,,
CCOC(C)CO,302.365,0.152552444,-1.880246844,-2.565041252,657,3.54902187753212,-1.59035745587329,0.702522328637832,,,,
CCOC(C)CO,357.7575,0.136706312,-1.989920362,-2.565041252,657,2.99951782981489,-1.59035745587329,0.335305264098927,,,,
CCOC(C)CO,413.15,0.12086018,-2.113120943,-2.565041252,657,2.59736173302675,-1.59035745587329,-0.0772041231198499,,,,
CC(=O)OCCOCC,211.45,0.157346606,-1.849304229,-2.763443507,test,5.07495861905888,-2.25466270483046,0.806126703300615,,,,
CC(=O)OCCOCC,266.0225,0.143899396,-1.938640864,-2.763443507,test,4.03386931556541,-2.25466270483046,0.507003109394532,,,,
CC(=O)OCCOCC,320.595,0.130452186,-2.03674851,-2.763443507,test,3.34721377438825,-2.25466270483046,0.178511761346939,,,,
CC(=O)OCCOCC,375.1675,0.117004976,-2.145538812,-2.763443507,test,2.86032238933276,-2.25466270483046,-0.185748053412909,,,,
CC(=O)OCCOCC,429.74,0.103557767,-2.267625691,-2.763443507,test,2.4970912644855,-2.25466270483046,-0.594528460412314,,,,
CCOCCOCCOC(=O)C,248.15,0.133096651,-2.016679719,-2.95802505,659,4.32440056417489,-2.9061751604983,0.245707586321431,,,,
CCOCCOCCOC(=O)C,308.3875,0.121728027,-2.105966009,-2.95802505,659,3.47971302338778,-2.9061751604983,-0.053247438695359,,,,
CCOCCOCCOC(=O)C,368.625,0.110359404,-2.204012932,-2.95802505,659,2.91108850457782,-2.9061751604983,-0.38153546945892,,,,
CCOCCOCCOC(=O)C,428.8625,0.09899078,-2.312728561,-2.95802505,659,2.5022005887668,-2.9061751604983,-0.745545258502805,,,,
CCOCCOCCOC(=O)C,489.1,0.087622157,-2.434721379,-2.95802505,659,2.19402985074627,-2.9061751604983,-1.15401072343654,,,,
CCOCCOCCOCCOCCO,290,0.1658608,-1.796606397,-2.888833964,660,3.70034482758621,-2.6745043984354,0.982573520431113,,,,
CCOCCOCCOCCOCCO,356.7875,0.150267255,-1.895339874,-2.888833964,660,3.0076726342711,-2.6745043984354,0.651986718285681,,,,
CCOCCOCCOCCOCCO,423.575,0.134673709,-2.004900397,-2.888833964,660,2.53343563713628,-2.6745043984354,0.285147992045431,,,,
CCOCCOCCOCCOCCO,490.3625,0.119080164,-2.12795837,-2.888833964,660,2.18838104463535,-2.6745043984354,-0.126883904416281,,,,
CCOCCOCCOCCOCCO,557.15,0.103486618,-2.268312969,-2.888833964,660,1.92605223009961,-2.6745043984354,-0.59682965594506,,,,
CCOC(C)(C)C,179.2,0.149481882,-1.900580083,-2.75409709,661,5.98828125,-2.22336833334239,0.634441059117984,,,,
CCOC(C)(C)C,220.7925,0.13754207,-1.983825447,-2.75409709,661,4.86021943680152,-2.22336833334239,0.355712713734254,,,,
CCOC(C)(C)C,262.385,0.125822253,-2.072885056,-2.75409709,661,4.08979171827658,-2.22336833334239,0.0575166789725851,,,,
CCOC(C)(C)C,303.9775,0.114322433,-2.168732465,-2.75409709,661,3.53019549144262,-2.22336833334239,-0.263406774733348,,,,
CCOC(C)(C)C,345.57,0.103042608,-2.272612704,-2.75409709,661,3.10530427988541,-2.22336833334239,-0.611226349821472,,,,
c1(C=C)ccc(C(C)=C)cc1,235.47,0.142337609,-1.949553516,-2.806351416,662,4.55726844183972,-2.39833017055799,0.470464552896557,,,,
c1(C=C)ccc(C(C)=C)cc1,305.3525,0.130168969,-2.03892191,-2.806351416,662,3.51429904782178,-2.39833017055799,0.171234621134578,,,,
c1(C=C)ccc(C(C)=C)cc1,375.235,0.118000329,-2.137067863,-2.806351416,662,2.85980785374499,-2.39833017055799,-0.157384989271585,,,,
c1(C=C)ccc(C(C)=C)cc1,445.1175,0.10583169,-2.24590528,-2.806351416,662,2.41082410824108,-2.39833017055799,-0.521802557993477,,,,
c1(C=C)ccc(C(C)=C)cc1,515,0.09366305,-2.368051511,-2.806351416,662,2.08368932038835,-2.39833017055799,-0.930781691792311,,,,
C=Cc1cc(C)ccc1,186.81,0.156625716,-1.853896292,-2.65586697,663,5.74433916813875,-1.89446690870035,0.790751214980474,,,,
C=Cc1cc(C)ccc1,251.295,0.14324121,-1.943225288,-2.65586697,663,4.27027994985973,-1.89446690870035,0.491653198544752,,,,
C=Cc1cc(C)ccc1,315.78,0.129856703,-2.04132372,-2.65586697,663,3.39825194755843,-1.89446690870035,0.163192701500158,,,,
C=Cc1cc(C)ccc1,380.265,0.116472197,-2.15010269,-2.65586697,663,2.82197940909629,-1.89446690870035,-0.201029170610899,,,,
C=Cc1cc(C)ccc1,444.75,0.10308769,-2.272175294,-2.65586697,663,2.41281618887015,-1.89446690870035,-0.609761780989095,,,,
C=Cc1c(C)cccc1,204.58,0.15314736,-1.876354684,-2.683623787,664,5.24538078013491,-1.98740435655064,0.715554349457258,,,,
C=Cc1c(C)cccc1,264.175,0.1407516,-1.960758644,-2.683623787,664,4.06208006056591,-1.98740435655064,0.4329467064102,,,,
C=Cc1c(C)cccc1,323.77,0.12835584,-2.052948872,-2.683623787,664,3.3143898446428,-1.98740435655064,0.124268499285192,,,,
C=Cc1c(C)cccc1,383.365,0.11596008,-2.154509285,-2.683623787,664,2.79916006938557,-1.98740435655064,-0.215783661120739,,,,
C=Cc1c(C)cccc1,442.96,0.10356432,-2.26756241,-2.683623787,664,2.42256637168142,-1.98740435655064,-0.594316578241623,,,,
CCO,159.05,0.2048108,-1.585668653,-2.166368619,665,6.74693492612386,-0.255491968999277,1.68885102994019,,,,
CCO,207.575,0.1920002,-1.650258865,-2.166368619,665,5.16969769962664,-0.255491968999277,1.47258525784573,,,,
CCO,256.1,0.1791896,-1.719310816,-2.166368619,665,4.19016009371339,-0.255491968999277,1.2413803579819,,,,
CCO,304.625,0.166379,-1.79348696,-2.166368619,665,3.5226918342224,-0.255491968999277,0.993018252386861,,,,
CCO,353.15,0.1535684,-1.873609209,-2.166368619,665,3.0386521308226,-0.255491968999277,0.724746953913194,,,,
CCS,125.26,0.193761644,-1.641126514,-2.315956755,666,8.56698068018521,-0.75635413876907,1.50316287756391,,,,
CCS,170.9825,0.179103011,-1.719794161,-2.315956755,666,6.27608088547074,-0.75635413876907,1.23976198615161,,,,
CCS,216.705,0.164444377,-1.8051829,-2.315956755,666,4.95189312660068,-0.75635413876907,0.953857032503105,,,,
CCS,262.4275,0.149785743,-1.898549383,-2.315956755,666,4.08912937859028,-0.75635413876907,0.641240400532008,,,,
CCS,308.15,0.13512711,-2.001539388,-2.315956755,666,3.48239493753042,-0.75635413876907,0.296401573414717,,,,
OCC1CO1,228.15,0.270254482,-1.30839124,-2.186297888,667,4.7034845496384,-0.322220635992399,2.61725197413896,,,,
OCC1CO1,279.525,0.249088495,-1.389947043,-2.186297888,667,3.83901261067883,-0.322220635992399,2.34418074308961,,,,
OCC1CO1,330.9,0.227922509,-1.478749581,-2.186297888,667,3.2429737080689,-0.322220635992399,2.04684545265091,,,,
OCC1CO1,382.275,0.206756523,-1.576213397,-2.186297888,667,2.80714145575829,-0.322220635992399,1.72050982429731,,,,
OCC1CO1,433.65,0.185590537,-1.684212449,-2.186297888,667,2.47457627118644,-0.322220635992399,1.35889933188633,,,,
c1ccccc1(CCCCCCCCCCCC),275.93,0.132062156,-2.024482588,-3.106868321,668,3.88902982640525,-3.40454331764074,0.219581437535342,,,,
c1ccccc1(CCCCCCCCCCCC),357.1375,0.118563033,-2.132310533,-3.106868321,668,3.00472507087606,-3.40454331764074,-0.141456141638168,,,,
c1ccccc1(CCCCCCCCCCCC),438.345,0.105063911,-2.253186441,-3.106868321,668,2.44807172432673,-3.40454331764074,-0.546181885087326,,,,
c1ccccc1(CCCCCCCCCCCC),519.5525,0.091564788,-2.390708493,-3.106868321,668,2.06543130867429,-3.40454331764074,-1.00664349118632,,,,
c1ccccc1(CCCCCCCCCCCC),600.76,0.078065665,-2.550204945,-3.106868321,668,1.78623743258539,-3.40454331764074,-1.54068142464451,,,,
C/C=C/CCCCCCCCC,243,0.15676636,-1.852998735,-2.844874475,669,4.41604938271605,-2.52731595400883,0.793756482366867,,,,
C/C=C/CCCCCCCCC,305,0.1425386,-1.948142439,-2.844874475,669,3.5183606557377,-2.52731595400883,0.475189226302022,,,,
C/C=C/CCCCCCCCC,367,0.12831084,-2.053299521,-2.844874475,669,2.92397820163488,-2.52731595400883,0.123094430113239,,,,
C/C=C/CCCCCCCCC,429,0.11408308,-2.170828324,-2.844874475,669,2.5013986013986,-2.52731595400883,-0.27042428637793,,,,
C/C=C/CCCCCCCCC,491,0.09985532,-2.304032941,-2.844874475,669,2.18553971486762,-2.52731595400883,-0.716429934138487,,,,
C/C=CCCCCCCCCC,233,0.15915301,-1.837889212,-2.825235495,val,4.60557939914163,-2.46155925432734,0.844347315813488,,,,
C/C=CCCCCCCCCC,297.5,0.144316075,-1.93574942,-2.825235495,val,3.60705882352941,-2.46155925432734,0.516684458158766,,,,
C/C=CCCCCCCCCC,362,0.12947914,-2.044235492,-2.825235495,val,2.96436464088398,-2.46155925432734,0.153443289008013,,,,
C/C=CCCCCCCCCC,426.5,0.114642205,-2.165939262,-2.825235495,val,2.51606096131301,-2.46155925432734,-0.254054363822983,,,,
C/C=CCCCCCCCCC,491,0.09980527,-2.304534291,-2.825235495,val,2.18553971486762,-2.46155925432734,-0.718108591654575,,,,
C=CCCCCCCCCCC,237.95,0.14769665,-1.912594771,-2.876565875,671,4.50977096028577,-2.63342746653574,0.594212583373175,,,,
C=CCCCCCCCCCC,300,0.13448,-2.00633979,-2.876565875,671,3.577,-2.63342746653574,0.280328508893829,,,,
C=CCCCCCCCCCC,362.05,0.12126335,-2.109790652,-2.876565875,671,2.96395525479906,-2.63342746653574,-0.0660533940525067,,,,
C=CCCCCCCCCCC,424.1,0.1080467,-2.225191738,-2.876565875,671,2.53029945767508,-2.63342746653574,-0.452447929564002,,,,
C=CCCCCCCCCCC,486.15,0.09483005,-2.355668937,-2.876565875,671,2.207343412527,-2.63342746653574,-0.889321432664709,,,,
CCCCCCCCCCCCO,296.95,0.1538005,-1.872098971,-3.099994857,672,3.61373968681596,-3.38152907209339,0.729803645585245,,,,
CCCCCCCCCCCCO,356.9875,0.138791125,-1.974785174,-3.099994857,672,3.005987604608,-3.38152907209339,0.385982031015481,,,,
CCCCCCCCCCCCO,417.025,0.12378175,-2.089235345,-3.099994857,672,2.57322702475871,-3.38152907209339,0.00277142013131457,,,,
CCCCCCCCCCCCO,477.0625,0.108772375,-2.218497883,-3.099994857,672,2.24939080309184,-3.38152907209339,-0.430035064285539,,,,
CCCCCCCCCCCCO,537.1,0.093763,-2.366984957,-3.099994857,672,1.99795196425247,-3.38152907209339,-0.927210576028047,,,,
CC(C)(C)CCCCCCCCS,256.9,0.124232437,-2.085600976,-3.113109109,673,4.17711171662125,-3.42543919015,0.0149402858699999,,,,
CC(C)(C)CCCCCCCCS,321.5875,0.112700596,-2.183020566,-3.113109109,673,3.33688342985968,-3.42543919015,-0.311247261687139,,,,
CC(C)(C)CCCCCCCCS,386.275,0.101168756,-2.290965307,-3.113109109,673,2.77807261665912,-3.42543919015,-0.672675905951402,,,,
CC(C)(C)CCCCCCCCS,450.9625,0.089636915,-2.411988045,-3.113109109,673,2.37957701582726,-3.42543919015,-1.07789327657337,,,,
CC(C)(C)CCCCCCCCS,515.65,0.078105074,-2.54970025,-3.113109109,673,2.08106273635218,-3.42543919015,-1.53899156714958,,,,
CCCCCCCCCCCC=O,315.15,0.145856767,-1.925130187,-3.000628601,674,3.40504521656354,-3.04882355203757,0.552240567245325,,,,
CCCCCCCCCCCC=O,366.8625,0.134158365,-2.008734347,-3.000628601,674,2.92507410814679,-3.04882355203757,0.27231087429574,,,,
CCCCCCCCCCCC=O,418.575,0.122459964,-2.099971131,-3.000628601,674,2.56369826196022,-3.04882355203757,-0.033174940415248,,,,
CCCCCCCCCCCC=O,470.2875,0.110761562,-2.20037548,-3.000628601,674,2.28179571007097,-3.04882355203757,-0.369356280989365,,,,
CCCCCCCCCCCC=O,522,0.09906316,-2.311997652,-3.000628601,674,2.05574712643678,-3.04882355203757,-0.743097974397036,,,,
[Si]1(C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,270.15,0.138057236,-1.980086926,-2.907575414,675,3.97223764575236,-2.73725592113392,0.368230308978505,,,,
[Si]1(C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,332.15,0.126664116,-2.066216452,-2.907575414,675,3.23076923076923,-2.73725592113392,0.0798449969668382,,,,
[Si]1(C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,394.15,0.115270996,-2.160469436,-2.907575414,675,2.72256755042497,-2.73725592113392,-0.235739883865674,,,,
[Si]1(C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,456.15,0.103877876,-2.264539339,-2.907575414,675,2.35251561986189,-2.73725592113392,-0.5841945061247,,,,
[Si]1(C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,518.15,0.092484756,-2.380711448,-2.907575414,675,2.07102190485381,-2.73725592113392,-0.973170638432898,,,,
C(F)(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F),147.51,0.091466216,-2.3917856,-3.321363783,676,7.27476103315029,-4.1227330442852,-1.01024994129339,,,,
C(F)(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F),186.2325,0.083492866,-2.482994089,-3.321363783,676,5.76215214852402,-4.1227330442852,-1.31564101657201,,,,
C(F)(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F),224.955,0.075519516,-2.583364167,-3.321363783,676,4.7702873908115,-4.1227330442852,-1.65170760842421,,,,
C(F)(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F),263.6775,0.067546166,-2.694943975,-3.321363783,676,4.06974428989959,-4.1227330442852,-2.02530745552289,,,,
C(F)(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F),302.4,0.059572816,-2.820555916,-3.321363783,676,3.54861111111111,-4.1227330442852,-2.44589073839938,,,,
C=COC=C,172.05,0.18485056,-1.688207564,-2.834154796,677,6.23714036617262,-2.4914235241227,1.34552258944614,,,,
C=COC=C,221.2625,0.16532304,-1.799853901,-2.834154796,677,4.84989548613073,-2.4914235241227,0.971699984980573,,,,
C=COC=C,270.475,0.14579552,-1.925550187,-2.834154796,677,3.96746464553101,-2.4914235241227,0.55083429187531,,,,
C=COC=C,319.6875,0.126268,-2.069348647,-2.834154796,677,3.35671554252199,-2.4914235241227,0.0693575477225872,,,,
C=COC=C,368.9,0.10674048,-2.237354811,-2.834154796,677,2.90891840607211,-2.4914235241227,-0.493173239048762,,,,
c1(C=C)cc(C=C)ccc1,206.25,0.151149375,-1.889486693,-2.713226476,678,5.20290909090909,-2.08652229090047,0.671584776086971,,,,
c1(C=C)cc(C=C)ccc1,272.85,0.138248955,-1.978699197,-2.713226476,678,3.93293018141836,-2.08652229090047,0.372876806866496,,,,
c1(C=C)cc(C=C)ccc1,339.45,0.125348535,-2.076657142,-2.713226476,678,3.16129032258065,-2.08652229090047,0.0448866988883469,,,,
c1(C=C)cc(C=C)ccc1,406.05,0.112448115,-2.185263364,-2.713226476,678,2.64277798300702,-2.08652229090047,-0.318756765466471,,,,
c1(C=C)cc(C=C)ccc1,472.65,0.099547695,-2.307118403,-2.713226476,678,2.27039035226912,-2.08652229090047,-0.726760908461626,,,,
CC(C)(C)SSC(C)(C)C,268.2,0.136863604,-1.98877044,-2.879211458,679,4.00111856823266,-2.64228560513629,0.339155518827592,,,,
CC(C)(C)SSC(C)(C)C,319.5625,0.126756491,-2.065487425,-2.879211458,679,3.35802855466458,-2.64228560513629,0.082285979619638,,,,
CC(C)(C)SSC(C)(C)C,370.925,0.116649379,-2.148582608,-2.879211458,679,2.89303767608007,-2.64228560513629,-0.195939518522794,,,,
CC(C)(C)SSC(C)(C)C,422.2875,0.106542266,-2.239213511,-2.879211458,679,2.54115975490631,-2.64228560513629,-0.499396677216018,,,,
CC(C)(C)SSC(C)(C)C,473.65,0.096435153,-2.338884486,-2.879211458,679,2.26559695978043,-2.64228560513629,-0.833122480187256,,,,
[SiH3][SiH2][SiH2][SiH3],183.25,0.196716055,-1.625993935,-2.741500553,680,5.85593451568895,-2.18119166731718,1.5538309088318,,,,
[SiH3][SiH2][SiH2][SiH3],251.5575,0.174539342,-1.745605107,-2.741500553,680,4.26582391699711,-2.18119166731718,1.15333984892162,,,,
[SiH3][SiH2][SiH2][SiH3],319.865,0.152362629,-1.881491882,-2.741500553,680,3.35485282853704,-2.18119166731718,0.698353599413705,,,,
[SiH3][SiH2][SiH2][SiH3],388.1725,0.130185916,-2.038791726,-2.741500553,680,2.76449259027881,-2.18119166731718,0.171670512926888,,,,
[SiH3][SiH2][SiH2][SiH3],456.48,0.108009203,-2.225538841,-2.741500553,680,2.35081493165089,-2.18119166731718,-0.453610125753903,,,,
CC(O)COC(C)COCCC,198.15,0.177776302,-1.727229252,-2.79088554,test,5.41559424678274,-2.34654616938058,1.21486725913465,,,,
CC(O)COC(C)COCCC,269.975,0.15858538,-1.841462157,-2.79088554,test,3.97481248263728,-2.34654616938058,0.832384114499394,,,,
CC(O)COC(C)COCCC,341.8,0.139394458,-1.970447538,-2.79088554,test,3.13955529549444,-2.34654616938058,0.400505627850939,,,,
CC(O)COC(C)COCCC,413.625,0.120203536,-2.118568838,-2.79088554,test,2.59437896645512,-2.34654616938058,-0.0954451720649202,,,,
CC(O)COC(C)COCCC,485.45,0.101012615,-2.292509874,-2.79088554,test,2.21052631578947,-2.34654616938058,-0.677847540545303,,,,
COCC(C)OCC(C)OC(=O)C,245,0.1243309,-2.084808719,-3.123497562,682,4.38,-3.46022258440348,0.0175929799314802,,,,
COCC(C)OCC(C)OC(=O)C,304.3625,0.112863252,-2.18157835,-3.123497562,682,3.52573000944597,-3.46022258440348,-0.306418326356086,,,,
COCC(C)OCC(C)OC(=O)C,363.725,0.101395605,-2.288725537,-3.123497562,682,2.95030586294591,-3.46022258440348,-0.665176540747832,,,,
COCC(C)OCC(C)OC(=O)C,423.0875,0.089927957,-2.40874641,-3.123497562,682,2.53635477294886,-3.46022258440348,-1.06703939214699,,,,
COCC(C)OCC(C)OC(=O)C,482.45,0.078460309,-2.5451624,-3.123497562,682,2.2242719452793,-3.46022258440348,-1.52379759884524,,,,
CC(O)COCC(O)C,233,0.169766,-1.773334261,-2.8964467,683,4.60557939914163,-2.69999392970976,1.06049502439409,,,,
CC(O)COCC(O)C,315.79,0.15080709,-1.891753809,-2.8964467,683,3.39814433642611,-2.69999392970976,0.663993848963715,,,,
CC(O)COCC(O)C,398.58,0.13184818,-2.02610417,-2.8964467,683,2.69230769230769,-2.69999392970976,0.214151935566152,,,,
CC(O)COCC(O)C,481.37,0.11288927,-2.181347852,-2.8964467,683,2.22926231381266,-2.69999392970976,-0.305646555736472,,,,
CC(O)COCC(O)C,564.16,0.09393036,-2.365201622,-2.8964467,683,1.9021199659671,-2.69999392970976,-0.92123948058284,,,,
CCCNCCC,210.15,0.1564129,-1.855255973,-2.896505462,val,5.10635260528194,-2.70019068102712,0.786198629501003,,,,
CCCNCCC,253.1125,0.142922675,-1.945451529,-2.896505462,val,4.23961677119858,-2.70019068102712,0.484199132149469,,,,
CCCNCCC,296.075,0.12943245,-2.044596156,-2.896505462,val,3.62441948830533,-2.70019068102712,0.152235686865034,,,,
CCCNCCC,339.0375,0.115942225,-2.154663272,-2.896505462,val,3.16513659993364,-2.70019068102712,-0.216299251895507,,,,
CCCNCCC,382,0.102452,-2.278360883,-2.896505462,val,2.80916230366492,-2.70019068102712,-0.630472832083709,,,,
CCCSSCCC,187.66,0.158692168,-1.840789004,-2.679487516,685,5.71832036662048,-1.97355498504824,0.834638015652137,,,,
CCCSSCCC,257.995,0.144259426,-1.936142031,-2.679487516,685,4.15938293377779,-1.97355498504824,0.51536988868425,,,,
CCCSSCCC,328.33,0.129826684,-2.041554918,-2.679487516,685,3.26835805439649,-1.97355498504824,0.162418587088259,,,,
CCCSSCCC,398.665,0.115393942,-2.159403422,-2.679487516,685,2.6917336610939,-1.97355498504824,-0.232170576169741,,,,
CCCSSCCC,469,0.1009612,-2.293018994,-2.679487516,685,2.28805970149254,-1.97355498504824,-0.679552214155737,,,,
CCCOC(=O)/C=CC(=O)OCCC,260,0.124904,-2.080209837,-3.206053646,686,4.12730769230769,-3.73664303100853,0.0329913001367361,,,,
CCCOC(=O)/C=CC(=O)OCCC,331.825,0.112040143,-2.188898057,-3.206053646,686,3.23393354931063,-3.73664303100853,-0.330926716046155,,,,
CCCOC(=O)/C=CC(=O)OCCC,403.65,0.099176285,-2.310856356,-3.206053646,686,2.65849126718692,-3.73664303100853,-0.739276601885852,,,,
CCCOC(=O)/C=CC(=O)OCCC,475.475,0.086312428,-2.449781688,-3.206053646,686,2.2569009937431,-3.73664303100853,-1.20443677489255,,,,
CCCOC(=O)/C=CC(=O)OCCC,547.3,0.07344857,-2.611169846,-3.206053646,686,1.96071624337658,-3.73664303100853,-1.74480865967243,,,,
c1c(C(=O)OCCC)c(C(=O)OCCC)ccc1,242.15,0.136006942,-1.99504935,-2.991549778,687,4.43155069172001,-3.01842515876703,0.318132003390584,,,,
c1c(C(=O)OCCC)c(C(=O)OCCC)ccc1,329.275,0.122056487,-2.103271333,-2.991549778,687,3.25897805785438,-3.01842515876703,-0.0442249232454268,,,,
c1c(C(=O)OCCC)c(C(=O)OCCC)ccc1,416.4,0.108106032,-2.224642756,-2.991549778,687,2.57708933717579,-3.01842515876703,-0.450609787027855,,,,
c1c(C(=O)OCCC)c(C(=O)OCCC)ccc1,503.525,0.094155577,-2.36280679,-2.991549778,687,2.13117521473611,-3.01842515876703,-0.91322092520921,,,,
c1c(C(=O)OCCC)c(C(=O)OCCC)ccc1,590.65,0.080205122,-2.523167901,-2.991549778,687,1.81681198679421,-3.01842515876703,-1.45015397451303,,,,
c1ccccc1/C=Cc2ccccc2,275.65,0.140075136,-1.965576315,-2.879681411,val,3.8929802285507,-2.64385913687193,0.416815820533682,,,,
c1ccccc1/C=Cc2ccccc2,345.2375,0.128206292,-2.054114656,-2.879681411,val,3.10829501430175,-2.64385913687193,0.120365134223388,,,,
c1ccccc1/C=Cc2ccccc2,414.825,0.116337448,-2.151260276,-2.879681411,val,2.58687398300488,-2.64385913687193,-0.20490508651679,,,,
c1ccccc1/C=Cc2ccccc2,484.4125,0.104468604,-2.258868693,-2.879681411,val,2.21526075400614,-2.64385913687193,-0.565207625644042,,,,
c1ccccc1/C=Cc2ccccc2,554,0.09259976,-2.379468729,-2.879681411,val,1.9370036101083,-2.64385913687193,-0.969009673857779,,,,
c1ccccc1C(C)c2ccccc2,255.2,0.14087672,-1.959870097,-2.853727464,689,4.20493730407524,-2.55695819301291,0.435921805841631,,,,
c1ccccc1C(C)c2ccccc2,327.845,0.12860698,-2.050994196,-2.853727464,689,3.27319312479983,-2.55695819301291,0.130813291464145,,,,
c1ccccc1C(C)c2ccccc2,400.49,0.116337239,-2.151262073,-2.853727464,689,2.67946765212615,-2.55695819301291,-0.204911103366409,,,,
c1ccccc1C(C)c2ccccc2,473.135,0.104067499,-2.262715566,-2.853727464,689,2.26806302640895,-2.55695819301291,-0.578088013147558,,,,
c1ccccc1C(C)c2ccccc2,545.78,0.091797758,-2.388167404,-2.853727464,689,1.96617684781414,-2.55695819301291,-0.998135227201275,,,,
c1ccccc1[Si](Cl)(Cl)c2ccccc2,251.15,0.119543923,-2.124071422,-3.029547347,690,4.27274537129206,-3.14565145735074,-0.113869334804542,,,,
c1ccccc1[Si](Cl)(Cl)c2ccccc2,332.675,0.109738233,-2.209657446,-3.029547347,690,3.22567069963177,-3.14565145735074,-0.400434852825366,,,,
c1ccccc1[Si](Cl)(Cl)c2ccccc2,414.2,0.099155868,-2.311062245,-3.029547347,690,2.59077740222115,-3.14565145735074,-0.739965974813608,,,,
c1ccccc1[Si](Cl)(Cl)c2ccccc2,495.725,0.087796826,-2.432729932,-3.029547347,690,2.16470825558525,-3.14565145735074,-1.14734281184895,,,,
c1ccccc1[Si](Cl)(Cl)c2ccccc2,577.25,0.075661108,-2.581491021,-3.029547347,690,1.85898657427458,-3.14565145735074,-1.64543580108077,,,,
C=C(c1ccccc1)CC(C)(c2ccccc2)C,304.54,0.12428943,-2.08514232,-3.076460926,val,3.52367505089643,-3.30273100655782,0.0164759921464508,,,,
C=C(c1ccccc1)CC(C)(c2ccccc2)C,381.905,0.113032822,-2.180077038,-3.076460926,val,2.80986109110905,-3.30273100655782,-0.301391521383922,,,,
C=C(c1ccccc1)CC(C)(c2ccccc2)C,459.27,0.101776215,-2.284978847,-3.076460926,val,2.33653406492913,-3.30273100655782,-0.652631593447635,,,,
