SMILES,Temp,K,lnK,lnA,splits,temp_input,lnA_input,K_target,Train_order,,Temp_max,1073.1
ClC(=O)OC,230,0.15821,-1.843832015,-2.576808288,342,4.66565217391304,-1.62975672469444,0.824449178937885,,,,
ClC(=O)OC,268,0.146506,-1.920688896,-2.576808288,342,4.00410447761194,-1.62975672469444,0.567111229493828,,,,
ClC(=O)OC,306,0.134802,-2.003948244,-2.576808288,342,3.50686274509804,-1.62975672469444,0.288336061836827,,,,
ClC(=O)OC,344,0.123098,-2.094774493,-2.576808288,342,3.11947674418605,-1.62975672469444,-0.0157751689240902,,,,
O=C(OCCC(C)C)CCC,189,0.14483136,-1.932185248,-2.879071332,val,5.67777777777778,-2.64181642479701,0.528618285059001,,,,
O=C(OCCC(C)C)CCC,254.4125,0.130717959,-2.034713262,-2.879071332,val,4.2179531273031,-2.64181642479701,0.185326330714255,,,,
O=C(OCCC(C)C)CCC,319.825,0.116604558,-2.148966915,-2.879071332,val,3.35527241460174,-2.64181642479701,-0.197226283924281,,,,
O=C(OCCC(C)C)CCC,385.2375,0.102491157,-2.277978757,-2.879071332,val,2.7855543658133,-2.64181642479701,-0.629193369269323,,,,
O=C(OCCC(C)C)CCC,450.65,0.088377756,-2.42613497,-2.879071332,val,2.38122711638744,-2.64181642479701,-1.12526106749945,,,,
CCC(C)C(=O)O,357.15,0.13298106,-2.017548567,-3.135089932,344,3.00461990760185,-3.49903702347754,0.242798444553128,,,,
CCC(C)C(=O)O,388.0875,0.125197185,-2.077865305,-3.135089932,344,2.7650980771089,-3.49903702347754,0.0408414372934334,,,,
CCC(C)C(=O)O,419.025,0.11741331,-2.142055005,-3.135089932,344,2.56094505101128,-3.49903702347754,-0.174083310608179,,,,
CCC(C)C(=O)O,449.9625,0.109629435,-2.210649373,-3.135089932,344,2.38486540545045,-3.49903702347754,-0.403756096894302,,,,
CCC(C)C(=O)O,480.9,0.10184556,-2.284297731,-3.135089932,344,2.23144104803493,-3.49903702347754,-0.650351029983531,,,,
CCC(C)C=O,213.15,0.170804433,-1.767236047,-2.62412618,345,5.03448275862069,-1.78819002488646,1.08091351998762,,,,
CCC(C)C=O,251.0625,0.158996584,-1.838872559,-2.62412618,345,4.27423450336072,-1.78819002488646,0.841054799941397,,,,
CCC(C)C=O,288.975,0.147188736,-1.916039596,-2.62412618,345,3.71347002335842,-1.78819002488646,0.582678363012429,,,,
CCC(C)C=O,326.8875,0.135380888,-1.99966308,-2.62412618,345,3.28278077320179,-1.78819002488646,0.302683968002724,,,,
CCC(C)C=O,364.8,0.12357304,-2.090922881,-2.62412618,345,2.94161184210526,-1.78819002488646,-0.00287891394681448,,,,
CCC(C)(N)C,168.15,0.182651389,-1.700175922,-2.513181575,346,6.38180196253345,-1.41671701191602,1.30544923926774,,,,
CCC(C)(N)C,213.625,0.169522029,-1.774772394,-2.513181575,346,5.02328847279111,-1.41671701191602,1.05567976006859,,,,
CCC(C)(N)C,259.1,0.155555719,-1.860751293,-2.513181575,346,4.14164415283674,-1.41671701191602,0.767798788628734,,,,
CCC(C)(N)C,304.575,0.140752457,-1.960752557,-2.513181575,346,3.52327013050973,-1.41671701191602,0.432967087358242,,,,
CCC(C)(N)C,350.05,0.125112244,-2.078543993,-2.513181575,346,3.06556206256249,-1.41671701191602,0.0385690034402793,,,,
C1CC(C)C2CCCCC2C1,231.3,0.125570068,-2.074891365,-2.937616995,347,4.63942931258106,-2.83784338645921,0.050799005326537,,,,
C1CC(C)C2CCCCC2C1,295.7625,0.115021425,-2.162636868,-2.937616995,347,3.62824901737036,-2.83784338645921,-0.242997041574681,,,,
C1CC(C)C2CCCCC2C1,360.225,0.104472781,-2.25882871,-2.937616995,347,2.97897147616073,-2.83784338645921,-0.565073751577091,,,,
C1CC(C)C2CCCCC2C1,424.6875,0.093924138,-2.36526787,-2.937616995,347,2.52679911699779,-2.83784338645921,-0.921461297084537,,,,
C1CC(C)C2CCCCC2C1,489.15,0.083375494,-2.48440085,-2.937616995,347,2.19380558111009,-2.83784338645921,-1.32035123882391,,,,
c1ccccc1[C@](C)([H])(O),293.35,0.151916855,-1.884421911,-2.784167763,test,3.6580876086586,-2.32405320667497,0.688543057470537,,,,
c1ccccc1[C@](C)([H])(O),339.3,0.141629891,-1.954538025,-2.784167763,test,3.16268788682582,-2.32405320667497,0.453775047567224,,,,
c1ccccc1[C@](C)([H])(O),385.25,0.131342927,-2.029943615,-2.784167763,test,2.7854639844257,-2.32405320667497,0.201296419047035,,,,
c1ccccc1[C@](C)([H])(O),431.2,0.121055962,-2.111502341,-2.784167763,test,2.48863636363636,-2.32405320667497,-0.0717845990092358,,,,
c1ccccc1[C@](C)([H])(O),477.15,0.110768998,-2.200308345,-2.784167763,test,2.24897830870795,-2.32405320667497,-0.369131494568017,,,,
c1cccc2oc(C)cc21,291.7,0.12772542,-2.057872475,-2.935873711,349,3.67877956804937,-2.83200639276363,0.107782923974159,,,,
c1cccc2oc(C)cc21,336.4375,0.119341613,-2.125765205,-2.935873711,349,3.18959687906372,-2.83200639276363,-0.119540585554662,,,,
c1cccc2oc(C)cc21,381.175,0.110957805,-2.198605285,-2.935873711,349,2.81524234275595,-2.83200639276363,-0.363429181873593,,,,
c1cccc2oc(C)cc21,425.9125,0.102573998,-2.277170814,-2.935873711,349,2.51953159393068,-2.83200639276363,-0.626488154171046,,,,
c1cccc2oc(C)cc21,470.65,0.09419019,-2.362439243,-2.935873711,349,2.28003824498035,-2.83200639276363,-0.911990276891536,,,,
C(c1cc(C)ccc1)O,252,0.16436632,-1.805657684,-2.765066026,test,4.25833333333333,-2.26009534413304,0.952267325252444,,,,
C(c1cc(C)ccc1)O,311.5375,0.150265459,-1.895351826,-2.765066026,test,3.44452914978133,-2.26009534413304,0.65194669970658,,,,
C(c1cc(C)ccc1)O,371.075,0.136164597,-1.993890853,-2.765066026,test,2.8918682207101,-2.26009534413304,0.322010969574719,,,,
C(c1cc(C)ccc1)O,430.6125,0.122063736,-2.103211949,-2.765066026,test,2.49203169903335,-2.26009534413304,-0.0440260893012052,,,,
C(c1cc(C)ccc1)O,490.15,0.107962874,-2.22596787,-2.765066026,test,2.18932979700092,-2.26009534413304,-0.455046632696099,,,,
c1c(C)cccc1(C=O),251,0.16071425,-1.828127336,-2.695016681,351,4.27529880478088,-2.02555089518254,0.877032758156213,,,,
c1c(C)cccc1(C=O),306.2875,0.148371316,-1.908037258,-2.695016681,351,3.50357099130719,-2.02555089518254,0.609472388802758,,,,
c1c(C)cccc1(C=O),361.575,0.136028381,-1.994891729,-2.695016681,351,2.96784899398465,-2.02555089518254,0.318659761795577,,,,
c1c(C)cccc1(C=O),416.8625,0.123685447,-2.090013655,-2.695016681,351,2.57423011184743,-2.02555089518254,0.000165424456942069,,,,
c1c(C)cccc1(C=O),472.15,0.111342513,-2.19514413,-2.695016681,351,2.27279466271312,-2.02555089518254,-0.351840284187151,,,,
c1(C)ccccc1(C=O),235,0.15744395,-1.848685757,-2.70039888,352,4.5663829787234,-2.04357197587354,0.808197517445006,,,,
c1(C)ccccc1(C=O),294.7875,0.144803079,-1.932380536,-2.70039888,352,3.64024933214604,-2.04357197587354,0.52796440719124,,,,
c1(C)ccccc1(C=O),354.575,0.132162208,-2.023725264,-2.70039888,352,3.02644010435028,-2.04357197587354,0.222117166317061,,,,
c1(C)ccccc1(C=O),414.3625,0.119521337,-2.124260374,-2.70039888,352,2.5897613804338,-2.04357197587354,-0.114501998003863,,,,
c1(C)ccccc1(C=O),474.15,0.106880466,-2.236044214,-2.70039888,352,2.26320784561848,-2.04357197587354,-0.4887850002842,,,,
N1C(C)C1,208.15,0.138185408,-1.979158959,-2.739355347,353,5.15541676675474,-2.17400892836144,0.371337397398236,,,,
N1C(C)C1,241.025,0.130042928,-2.039890668,-2.739355347,353,4.4522352453065,-2.17400892836144,0.167990953241946,,,,
N1C(C)C1,273.9,0.121900448,-2.104550567,-2.739355347,353,3.91785323110624,-2.17400892836144,-0.0485081500708705,,,,
N1C(C)C1,306.775,0.113757968,-2.173682175,-2.739355347,353,3.49800342270394,-2.17400892836144,-0.279979763451726,,,,
N1C(C)C1,339.65,0.105615488,-2.247950252,-2.739355347,353,3.15942882378919,-2.17400892836144,-0.528649685983884,,,,
CNCCO,268.65,0.19248049,-1.647760481,-2.554914316,354,3.99441652707984,-1.55644969237205,1.48095053376011,,,,
CNCCO,309.275,0.179586115,-1.717100437,-2.554914316,354,3.46972758871554,-1.55644969237205,1.24878131404404,,,,
CNCCO,349.9,0.16669174,-1.791609041,-2.554914316,354,3.06687625035725,-1.55644969237205,0.999306041045394,,,,
CNCCO,390.525,0.153797365,-1.872119355,-2.554914316,354,2.74783944689841,-1.55644969237205,0.729735394353954,,,,
CNCCO,431.15,0.14090299,-1.95968364,-2.554914316,354,2.48892496810855,-1.55644969237205,0.436546115095601,,,,
C=CC(C)OCCO,223,0.167107342,-1.789118907,-2.717174535,test,4.81210762331839,-2.09974147692682,1.00764369369358,,,,
C=CC(C)OCCO,274.1,0.154677257,-1.866414547,-2.717174535,test,3.91499452754469,-2.09974147692682,0.748836658594589,,,,
C=CC(C)OCCO,325.2,0.14140114,-1.956154467,-2.717174535,test,3.29981549815498,-2.09974147692682,0.448362755729942,,,,
C=CC(C)OCCO,376.3,0.12727899,-2.061373829,-2.717174535,test,2.8517140579325,-2.09974147692682,0.0960594289934337,,,,
C=CC(C)OCCO,427.4,0.112310809,-2.186485172,-2.717174535,test,2.51076275152082,-2.09974147692682,-0.322847714269537,,,,
CC(C)CCSCCC(C)C,198.55,0.150249308,-1.895459311,-2.839801646,test,5.40468395870058,-2.51033072905883,0.65158681040147,,,,
CC(C)CCSCCC(C)C,271.025,0.135389034,-1.999602911,-2.839801646,test,3.95941333825293,-2.51033072905883,0.302885430342577,,,,
CC(C)CCSCCC(C)C,343.5,0.12052876,-2.115866882,-2.839801646,test,3.12401746724891,-2.51033072905883,-0.0863982811752419,,,,
CC(C)CCSCCC(C)C,415.975,0.105668486,-2.247448576,-2.839801646,test,2.57972233908288,-2.51033072905883,-0.526969936930246,,,,
CC(C)CCSCCC(C)C,488.45,0.090808212,-2.399005557,-2.839801646,test,2.19694953424097,-2.51033072905883,-1.03442434058308,,,,
CC1OCCO1,212.1,0.182284433,-1.702186993,-2.499714668,357,5.05940594059406,-1.37162610804843,1.29871562113762,,,,
CC1OCCO1,247.8625,0.17072349,-1.767710051,-2.499714668,357,4.32941651117051,-1.37162610804843,1.07932642439121,,,,
CC1OCCO1,283.625,0.159162546,-1.837829295,-2.499714668,357,3.78351696782724,-1.37162610804843,0.84454793438812,,,,
CC1OCCO1,319.3875,0.147601603,-1.913238507,-2.499714668,357,3.35986849829752,-1.37162610804843,0.592057178417003,,,,
CC1OCCO1,355.15,0.13604066,-1.994801471,-2.499714668,357,3.02154019428411,-1.37162610804843,0.318961970372593,,,,
c1cc2SC(C)Cc2cc1,273.3,0.137712969,-1.982583695,-2.792082692,358,3.9264544456641,-2.35055456312288,0.359870440527748,,,,
c1cc2SC(C)Cc2cc1,335.425,0.127582245,-2.058994062,-2.792082692,358,3.19922486397853,-2.35055456312288,0.104027542608851,,,,
c1cc2SC(C)Cc2cc1,397.55,0.117451522,-2.141729614,-2.792082692,358,2.69928310904289,-2.35055456312288,-0.172993812158358,,,,
c1cc2SC(C)Cc2cc1,459.675,0.107320798,-2.23193282,-2.792082692,358,2.3344754446076,-2.35055456312288,-0.475018923811273,,,,
c1cc2SC(C)Cc2cc1,521.8,0.097190074,-2.331086692,-2.792082692,358,2.05653507090839,-2.35055456312288,-0.807013323895223,,,,
c1cc(C)cc2c1CCC2,213.3,0.136592074,-1.990756357,-2.787049941,359,5.0309423347398,-2.33370353032593,0.332506123199032,,,,
c1cc(C)cc2c1CCC2,278.7625,0.125449047,-2.075855601,-2.787049941,359,3.84951347473208,-2.33370353032593,0.0475704783320551,,,,
c1cc(C)cc2c1CCC2,344.225,0.114306021,-2.168876037,-2.787049941,359,3.11743772241993,-2.33370353032593,-0.263887493227213,,,,
c1cc(C)cc2c1CCC2,409.6875,0.103162994,-2.271445078,-2.787049941,359,2.61931350114416,-2.33370353032593,-0.607316817237688,,,,
c1cc(C)cc2c1CCC2,475.15,0.092019967,-2.385749693,-2.787049941,359,2.25844470167316,-2.33370353032593,-0.990040066651002,,,,
c1cccc2c1CCC2C,182.1,0.136162973,-1.99390278,-2.769221943,360,5.89291598023064,-2.27401049584001,0.321971034702485,,,,
c1cccc2c1CCC2C,252.5125,0.124413239,-2.084146681,-2.769221943,360,4.24969060937577,-2.27401049584001,0.0198096650110387,,,,
c1cccc2c1CCC2C,322.925,0.112663505,-2.183349732,-2.769221943,360,3.32306263064179,-2.27401049584001,-0.312349399873915,,,,
c1cccc2c1CCC2C,393.3375,0.100913771,-2.293488876,-2.769221943,360,2.72819143865001,-2.27401049584001,-0.681125508163865,,,,
c1cccc2c1CCC2C,463.75,0.089164038,-2.417277488,-2.769221943,360,2.31396226415094,-2.27401049584001,-1.09560378469718,,,,
C1(C)=CC=CC1,210.8,0.15342824,-1.874522313,-2.610578866,361,5.09060721062619,-1.74282989629583,0.721689630900188,,,,
C1(C)=CC=CC1,244.5825,0.144570469,-1.933988219,-2.610578866,361,4.38747661831897,-1.74282989629583,0.522581442891973,,,,
C1(C)=CC=CC1,278.365,0.135712697,-1.99721515,-2.610578866,361,3.85501050778654,-1.74282989629583,0.310880310065871,,,,
C1(C)=CC=CC1,312.1475,0.126854926,-2.064711164,-2.610578866,361,3.43779783595896,-1.74282989629583,0.08488511467917,,,,
C1(C)=CC=CC1,345.93,0.117997154,-2.137094773,-2.610578866,361,3.1020726736623,-1.74282989629583,-0.157475091343506,,,,
C#CC(C)C,183.45,0.14650043,-1.920726915,-2.72998814,362,5.84955028618152,-2.14264494624255,0.566983931438369,,,,
C#CC(C)C,213.125,0.137283375,-1.985708059,-2.72998814,362,5.03507331378299,-2.14264494624255,0.349409211622599,,,,
C#CC(C)C,242.8,0.12806632,-2.055207024,-2.72998814,362,4.41968698517298,-2.14264494624255,0.116707586096261,,,,
C#CC(C)C,272.475,0.118849265,-2.129899269,-2.72998814,362,3.9383429672447,-2.14264494624255,-0.133382567414823,,,,
C#CC(C)C,302.15,0.10963221,-2.210624061,-2.72998814,362,3.55154724474599,-2.14264494624255,-0.403671345365336,,,,
CC(C)=CC,139.39,0.15579751,-1.859198128,-2.639654295,363,7.69854365449458,-1.84018241933234,0.772999211688424,,,,
CC(C)=CC,182.4675,0.143261958,-1.943080454,-2.639654295,363,5.88104730979489,-1.84018241933234,0.492138142561278,,,,
CC(C)=CC,225.545,0.130726405,-2.034648651,-2.639654295,363,4.75780886297635,-1.84018241933234,0.185542666090284,,,,
CC(C)=CC,268.6225,0.118190853,-2.135454567,-2.639654295,363,3.99482545207494,-1.84018241933234,-0.151983231106479,,,,
CC(C)=CC,311.7,0.1056553,-2.247573371,-2.639654295,363,3.44273339749759,-1.84018241933234,-0.527387784870249,,,,
C=C(C)CC,135.58,0.155138242,-1.863438676,-2.62281955,364,7.91488420120962,-1.7838150687276,0.75880069214612,,,,
C=C(C)CC,177.76,0.142901824,-1.94559743,-2.62281955,364,6.03679117911791,-1.7838150687276,0.483710615523849,,,,
C=C(C)CC,219.94,0.130665406,-2.035115376,-2.62281955,364,4.87905792488861,-1.7838150687276,0.183979942585355,,,,
C=C(C)CC,262.12,0.118428988,-2.133441755,-2.62281955,364,4.09392644590264,-1.7838150687276,-0.14524378363012,,,,
C=C(C)CC,304.3,0.10619257,-2.242501135,-2.62281955,364,3.52645415708183,-1.7838150687276,-0.510404545447141,,,,
C=C(C)C#C,160.15,0.15782289,-1.846281824,-2.559838006,val,6.70059319388074,-1.57293555898298,0.816246545466594,,,,
C=C(C)C#C,196.4625,0.147386678,-1.914695687,-2.559838006,val,5.46211108990265,-1.57293555898298,0.587178139503481,,,,
C=C(C)C#C,232.775,0.136950465,-1.988135988,-2.559838006,val,4.6100311459564,-1.57293555898298,0.341279838401537,,,,
C=C(C)C#C,269.0875,0.126514253,-2.067400309,-2.559838006,val,3.98792214428392,-1.57293555898298,0.0758811185365517,,,,
C=C(C)C#C,305.4,0.11607804,-2.153492555,-2.559838006,val,3.51375245579568,-1.57293555898298,-0.212379369794654,,,,
CC(O)C(C)C,188,0.14161512,-1.954642324,-2.485791321,test,5.70797872340426,-1.3250069176811,0.453425825865278,,,,
CC(O)C(C)C,236.97,0.133914098,-2.010556746,-2.485791321,test,4.52842131915432,-1.3250069176811,0.266208981848024,,,,
CC(O)C(C)C,285.94,0.126213076,-2.069783724,-2.485791321,test,3.75288522067567,-1.3250069176811,0.0679007904150625,,,,
CC(O)C(C)C,334.91,0.118512053,-2.132740607,-2.485791321,test,3.20414439700218,-1.3250069176811,-0.142896147527416,,,,
CC(O)C(C)C,383.88,0.110811031,-2.19992895,-2.485791321,test,2.79540481400438,-1.3250069176811,-0.36786117589181,,,,
OCCC(C)C,155.95,0.15512268,-1.863538991,-2.268837358,test,6.88105161910869,-0.598585454361743,0.758464809970541,,,,
OCCC(C)C,218,0.1473292,-1.91508574,-2.268837358,test,4.92247706422018,-0.598585454361743,0.585872134915623,,,,
OCCC(C)C,280.05,0.13953572,-1.969434653,-2.268837358,test,3.831815747188,-0.598585454361743,0.403897045060839,,,,
OCCC(C)C,342.1,0.13174224,-2.026907993,-2.268837358,test,3.13680210464776,-0.598585454361743,0.2114605153596,,,,
OCCC(C)C,404.15,0.12394876,-2.087887025,-2.268837358,test,2.65520227638253,-0.598585454361743,0.0072859658620267,,,,
CC(C)(O)CC,264.15,0.120094644,-2.119475151,-2.553956843,test,4.06246450880182,-1.5532438097593,-0.0984797569445036,,,,
CC(C)(O)CC,291.9125,0.116704565,-2.148109626,-2.553956843,test,3.67610157153257,-1.5532438097593,-0.194355844863126,,,,
CC(C)(O)CC,319.675,0.113314486,-2.177588266,-2.553956843,test,3.35684679752874,-1.5532438097593,-0.293058429085865,,,,
CC(C)(O)CC,347.4375,0.109924407,-2.20796236,-2.553956843,test,3.08861305990286,-1.5532438097593,-0.394759239273323,,,,
CC(C)(O)CC,375.2,0.106534328,-2.239288017,-2.553956843,test,2.86007462686567,-1.5532438097593,-0.499646143770109,,,,
OCC(C)CC,195,0.15213955,-1.882957087,-2.336974056,val,5.50307692307692,-0.826725835770259,0.693447690595792,,,,
OCC(C)CC,246.7125,0.144883769,-1.93182345,-2.336974056,val,4.34959720322237,-0.826725835770259,0.529829684145479,,,,
OCC(C)CC,298.425,0.137627988,-1.983200971,-2.336974056,val,3.59587836139734,-0.826725835770259,0.357803630919887,,,,
OCC(C)CC,350.1375,0.130372207,-2.037361786,-2.336974056,val,3.0647959730106,-0.826725835770259,0.176458344837839,,,,
OCC(C)CC,401.85,0.123116426,-2.094624814,-2.336974056,val,2.67039940276222,-0.826725835770259,-0.0152740025166883,,,,
CC(C)CC(=O),222.2,0.15181913,-1.885065401,-2.675824305,370,4.82943294329433,-1.96128954837093,0.686388476189938,,,,
CC(C)CC(=O),258.0625,0.142464397,-1.948663157,-2.675824305,370,4.15829498667958,-1.96128954837093,0.473445719401728,,,,
CC(C)CC(=O),293.925,0.133109664,-2.016581951,-2.675824305,370,3.65093136004083,-1.96128954837093,0.246034940441372,,,,
CC(C)CC(=O),329.7875,0.123754931,-2.089452035,-2.675824305,370,3.25391350490846,-1.96128954837093,0.00204588248862802,,,,
CC(C)CC(=O),365.65,0.114400198,-2.168052474,-2.675824305,370,2.93477369068782,-1.96128954837093,-0.261129978078271,,,,
C=C=C(C)C,159.53,0.153280634,-1.875484829,-2.628275645,371,6.72663448881088,-1.80208357352513,0.718466862938175,,,,
C=C=C(C)C,198.1475,0.142382776,-1.949236246,-2.628275645,371,5.41566257459721,-1.80208357352513,0.471526860007616,,,,
C=C=C(C)C,236.765,0.131484917,-2.028863134,-2.628275645,371,4.5323421958482,-1.80208357352513,0.204914166232916,,,,
C=C=C(C)C,275.3825,0.120587059,-2.11538331,-2.628275645,371,3.89676177680136,-1.80208357352513,-0.0847791492866004,,,,
C=C=C(C)C,314,0.1096892,-2.210104367,-2.628275645,371,3.41751592356688,-1.80208357352513,-0.401931267098325,,,,
S1C(C)=CC=C1,209.79,0.147490816,-1.913989369,-2.663636688,372,5.11511511511512,-1.92048205883217,0.589543086186335,,,,
S1C(C)=CC=C1,253.77,0.137665244,-1.982930307,-2.663636688,372,4.22863222603145,-1.92048205883217,0.358709888340721,,,,
S1C(C)=CC=C1,297.75,0.127839673,-2.056978359,-2.663636688,372,3.60403022670025,-1.92048205883217,0.110776669947342,,,,
S1C(C)=CC=C1,341.73,0.118014101,-2.136951164,-2.663636688,372,3.14019840224739,-1.92048205883217,-0.156994248963477,,,,
S1C(C)=CC=C1,385.71,0.108188529,-2.223879936,-2.663636688,372,2.78214202380026,-1.92048205883217,-0.448055656128438,,,,
S1(=O)(=O)CCC(C)C1,273.65,0.155664965,-1.860049242,-2.684111647,test,3.92143248675315,-1.98903784584116,0.770149448223483,,,,
S1(=O)(=O)CCC(C)C1,342.525,0.143549853,-1.9410729,-2.684111647,test,3.13291000656886,-1.98903784584116,0.498859984809315,,,,
S1(=O)(=O)CCC(C)C1,411.4,0.13143474,-2.029244824,-2.684111647,test,2.60841030627127,-1.98903784584116,0.203636163266294,,,,
S1(=O)(=O)CCC(C)C1,480.275,0.119319628,-2.125949441,-2.684111647,test,2.23434490656395,-1.98903784584116,-0.120157458290544,,,,
S1(=O)(=O)CCC(C)C1,549.15,0.107204515,-2.233016914,-2.684111647,test,1.95411089866157,-1.98903784584116,-0.47864876831361,,,,
c1cc(C(=O)OC)c(O)cc1,265.15,0.150369708,-1.894658297,-2.799585639,val,4.04714312653215,-2.37567649066724,0.654268825304416,,,,
c1cc(C(=O)OC)c(O)cc1,322.3375,0.138515883,-1.976770281,-2.799585639,val,3.32911932369023,-2.37567649066724,0.379335347489421,,,,
c1cc(C(=O)OC)c(O)cc1,379.525,0.126662058,-2.0662327,-2.799585639,val,2.82748172057177,-2.37567649066724,0.0797905941996664,,,,
c1cc(C(=O)OC)c(O)cc1,436.7125,0.114808233,-2.164492082,-2.799585639,val,2.45722300140252,-2.37567649066724,-0.249208807656367,,,,
c1cc(C(=O)OC)c(O)cc1,493.9,0.102954408,-2.27346903,-2.799585639,val,2.17270702571371,-2.37567649066724,-0.614093564494099,,,,
N1(C)C(=S)CCC1,276,0.13755456,-1.983734641,-2.735605951,375,3.88804347826087,-2.16145492062993,0.356016757165801,,,,
N1(C)C(=S)CCC1,346.25,0.127583275,-2.05898599,-2.735605951,375,3.09920577617328,-2.16145492062993,0.104054569882153,,,,
N1(C)C(=S)CCC1,416.5,0.11761199,-2.140364293,-2.735605951,375,2.57647058823529,-2.16145492062993,-0.168422342409633,,,,
N1(C)C(=S)CCC1,486.75,0.107640705,-2.228956404,-2.735605951,375,2.20462249614792,-2.16145492062993,-0.465053065450036,,,,
N1(C)C(=S)CCC1,557,0.09766942,-2.326166768,-2.735605951,375,1.92657091561939,-2.16145492062993,-0.790540066886777,,,,
CSCCC,160.17,0.169409826,-1.775434497,-2.532671875,376,6.6997565087095,-1.48197589011652,1.05346285735118,,,,
CSCCC,212.3,0.155863845,-1.858772441,-2.532671875,376,5.05463966085728,-1.48197589011652,0.774424528696605,,,,
CSCCC,264.43,0.142317865,-1.949692241,-2.532671875,376,4.05816284082744,-1.48197589011652,0.470000063490116,,,,
CSCCC,316.56,0.128771884,-2.049712781,-2.532671875,376,3.3898786959818,-1.48197589011652,0.135103820876688,,,,
CSCCC,368.69,0.115225903,-2.160860699,-2.532671875,376,2.91057528004557,-1.48197589011652,-0.237049939865908,,,,
CSC(C)(C)CC,195,0.1575749,-1.847854378,-2.638033017,test,5.50307692307692,-1.83475393523865,0.810981202708929,,,,
CSC(C)(C)CC,252,0.14502464,-1.93085162,-2.638033017,test,4.25833333333333,-1.83475393523865,0.53308363793796,,,,
CSC(C)(C)CC,309,0.13247438,-2.021366011,-2.638033017,test,3.47281553398058,-1.83475393523865,0.230016593425477,,,,
CSC(C)(C)CC,366,0.11992412,-2.12089607,-2.638033017,test,2.93196721311475,-1.83475393523865,-0.103237384069473,,,,
CSC(C)(C)CC,423,0.10737386,-2.231438516,-2.638033017,test,2.53687943262411,-1.83475393523865,-0.473363858238654,,,,
N#CC(C)CCC#N,228.15,0.191739506,-1.651617568,-2.568536108,test,4.7034845496384,-1.60205919376508,1.46803594697891,,,,
N#CC(C)CCC#N,305.15,0.173662986,-1.75063872,-2.568536108,test,3.51663116500082,-1.60205919376508,1.13648592991188,,,,
N#CC(C)CCC#N,382.15,0.155586466,-1.86055365,-2.568536108,test,2.80805966243622,-1.60205919376508,0.768460551683391,,,,
N#CC(C)CCC#N,459.15,0.137509946,-1.98405903,-2.568536108,test,2.33714472394642,-1.60205919376508,0.35493061368722,,,,
N#CC(C)CCC#N,536.15,0.119433426,-2.124996167,-2.568536108,test,2.00149211974261,-1.60205919376508,-0.11696563508322,,,,
CC(=O)CC(=O)OC,218.15,0.189703287,-1.662294075,-2.505403949,379,4.91909236763695,-1.39067538362795,1.43228806880772,,,,
CC(=O)CC(=O)OC,274.725,0.17448348,-1.745925209,-2.505403949,379,3.90608790608791,-1.39067538362795,1.15226805949664,,,,
CC(=O)CC(=O)OC,331.3,0.159263674,-1.837194123,-2.505403949,379,3.23905825535768,-1.39067538362795,0.846674664719843,,,,
CC(=O)CC(=O)OC,387.875,0.144043867,-1.93763739,-2.505403949,379,2.76661295520464,-1.39067538362795,0.510363015991319,,,,
CC(=O)CC(=O)OC,444.45,0.128824061,-2.049307674,-2.505403949,379,2.41444481943976,-1.39067538362795,0.136460230391738,,,,
O=C(OC)CCCCCCC,236.2,0.152109134,-1.883157029,-2.828097316,380,4.54318374259103,-2.47114141715042,0.692778229857622,,,,
O=C(OC)CCCCCCC,293.6875,0.139063496,-1.972824647,-2.828097316,380,3.65388380506491,-2.47114141715042,0.392546413949649,,,,
O=C(OC)CCCCCCC,351.175,0.126017857,-2.071331658,-2.828097316,380,3.05574143945326,-2.47114141715042,0.0627178821802783,,,,
O=C(OC)CCCCCCC,408.6625,0.112972219,-2.180613341,-2.828097316,380,2.62588321659071,-2.47114141715042,-0.303187211145268,,,,
O=C(OC)CCCCCCC,466.15,0.099926581,-2.303319558,-2.828097316,380,2.30204869677143,-2.47114141715042,-0.714041331894945,,,,
O=CC(C)CCCCCC,244.5,0.164307125,-1.806017889,-2.753412832,test,4.38895705521472,-2.2210772495992,0.951061259967548,,,,
O=CC(C)CCCCCC,298.375,0.150744094,-1.892171623,-2.753412832,test,3.59648093841642,-2.2210772495992,0.662594892922173,,,,
O=CC(C)CCCCCC,352.25,0.137181063,-1.986453602,-2.753412832,test,3.04641589779986,-2.2210772495992,0.34691292886501,,,,
O=CC(C)CCCCCC,406.125,0.123618031,-2.090558861,-2.753412832,test,2.64228993536473,-2.2210772495992,-0.00166007499397356,,,,
O=CC(C)CCCCCC,460,0.110055,-2.206775038,-2.753412832,test,2.33282608695652,-2.2210772495992,-0.390783759071234,,,,
O=C(OC)CCCCCCC/C=CC/C=CCCCCC,233.93,0.152123604,-1.883061905,-2.66401893,382,4.58726969606293,-1.92176191004642,0.693096731139282,,,,
O=C(OC)CCCCCCC/C=CC/C=CCCCCC,330.235,0.138663054,-1.97570836,-2.66401893,382,3.24950414099051,-1.92176191004642,0.382890950697045,,,,
O=C(OC)CCCCCCC/C=CC/C=CCCCCC,426.54,0.125202504,-2.077822819,-2.66401893,382,2.51582501055001,-1.92176191004642,0.0409836920919342,,,,
O=C(OC)CCCCCCC/C=CC/C=CCCCCC,522.845,0.111741954,-2.191563045,-2.66401893,382,2.05242471478163,-1.92176191004642,-0.339849827917076,,,,
