smiles,T1,T2,T3,T4,T5,Viscosity_1,Viscosity_2,Viscosity_3,Viscosity_4,Viscosity_5,Ln(A),Ea/R,,smiles,Temp,Eta,lnEta,lnA
CCCCCCCCN,423.15,360.2167545,328.15,303.0675326,278.15,0.292,0.566,0.887,1.353,2.313,-5.175316823,1659.367645,,CCCCCCC1CC2CCCCC2CC1CCCC,273.15,111.7,4.715816706,-11.77611952
C1CCOCC1,307.15,303.1368052,300.1466683,298.6491629,297.15,0.717,0.758,0.79,0.807,0.824,-4.47561996,1272.560574,,CCCCCCc1cc2ccccc2cc1CCCC,372.05,2.271,0.820220263,-10.75405842
C1CO1,288.15,283.1631946,275.6278863,266.1763938,251.55,0.283,0.2911,0.302,0.34195,0.3937,-3.707477989,701.1127121,,CCCCCCc1cc2ccccc2cc1CCCC,333.15,5.506,1.705838407,-10.75405842
Cc1ccccc1C,413.04,373.86,339.07,311.88,273.15,0.254,0.343,0.47,0.632,1.097,-4.196947124,1167.303456,,CCCCCCc1cc2ccccc2cc1CCCC,310.95,11.49,2.441477092,-10.75405842
CC1OC(C)OC(C)O1,397.25,370.5912261,346.3695078,320.0408857,283.1596,0.2832,0.37565,0.4993,0.72485,1.527,-5.150516756,1544.174583,,CCCCCCc1cc2ccccc2cc1CCCC,293.15,24.89,3.214466116,-10.75405842
Cc1ccc(O)cc1,472.85,423.15,373.79,332.711,283.15,0.361,0.615,1.081,3.46,39.65,-8.013599363,3165.776144,,CCCCCCc1cc2ccccc2cc1CCCC,273.15,81.31,4.39826901,-10.75405842
ClC(Cl)C(Cl)(Cl)Cl,353.15,313.15,303.15,288.158,273.15149,1,1.7361,2.07,2.751,3.7313,-4.513182414,1591.024034,,Oc1ccccc1Cl,447.15,0.3843,-0.956331781,-5.691406275
CCCCCCCCCCCCCCC,373.15,343.15,313.15,303.15,293.1517,0.786,1.155,1.868,2.291,2.841,-4.934236817,1743.96108,,Oc1ccccc1Cl,409.3960496,0.55385,-0.590861387,-5.691406275
CCCCCOCCCCC,373.15,342.8585823,308.0688707,288.0632396,273.15,0.4062,0.55495,0.8615,1.18765,1.5813,-4.603618768,1375.909342,,Oc1ccccc1Cl,360.3790164,0.86575,-0.144159096,-5.691406275
Oc1ccccc1,456.15,368.1793686,348.15,334.5738882,308.15151,0.406,1.2071,1.7721,2.56955,6.0241,-6.241201142,2396.171754,,Oc1ccccc1Cl,323.2126709,1.842,0.610851938,-5.691406275
S=C=Nc1ccccc1,373.15,342.8585823,308.0688707,288.0632396,273.15,0.595,0.79615,1.2304,1.7053,2.291,-4.196208827,1362.976857,,Oc1ccccc1Cl,283.1543,6.39,1.854734268,-5.691406275
CCCC(=O)c1ccccc1,373.15,342.8585823,308.0688707,288.0632396,273.15,0.6927,0.99835,1.72675,2.69775,4.07,-5.445952214,1855.944089,,COc1ccccc1Cl,469.15,0.3061,-1.183843433,-4.398039549
ClP(Cl)Cl,333.25,315.4717963,298.75,282.9087696,256.95,0.411,0.4625,0.519,0.6155,0.786,-3.129494705,743.8958625,,COc1ccccc1Cl,446.6494403,0.35805,-1.027082638,-4.398039549
Cl[P](Cl)(Cl)=O,353.15,338.0760683,315.4717963,293.0647194,278.15,0.564,0.6505,0.821,1.101,1.368,-3.869754976,1160.36683,,COc1ccccc1Cl,413.05,0.4672,-0.760997847,-4.398039549
CC(=O)C(C)(C)C,353.15,328.0738153,318.0714207,308.0688707,293.15,0.36,0.466,0.522,0.5885,0.713,-4.372595703,1183.40276,,COc1ccccc1Cl,362.6271907,0.776,-0.253602759,-4.398039549
[Cl-].CCC#N,352.85,340.6160649,330.05,314.750397,293.65,0.2749,0.3029,0.3314,0.38165,0.4729,-3.99778856,954.8812226,,COc1ccccc1Cl,290.45,2.461,0.900567771,-4.398039549
CCCOC(N)=O,378.15,368.15,358.15,348.15,338.15,1.2,1.429,1.747,2.182,2.797,-7.245099881,2797.026123,,CC(C)Cl,306.17,0.2829,-1.262661801,-4.233919151
CCCOCCC,361.17,333.2568758,309.5631936,293.8995748,273.7428,0.2154,0.27705,0.35075,0.41715,0.5359,-4.355075012,1022.960702,,CC(C)Cl,301.37,0.2962,-1.216720377,-4.233919151
CCCOC=O,350.7,337.4720183,315.2440084,292.4503723,273.5,0.2861,0.3223,0.40305,0.52165,0.6648,-4.244501984,1050.466704,,CC(C)Cl,289.62,0.3341,-1.09631493,-4.233919151
CCC[S](=O)CCC,373.15,348.15,323.15,313.15,303.15,0.772,1.076,1.63,2.002,2.526,-5.679526177,1999.560245,,CC(C)Cl,284.17,0.354,-1.038458366,-4.233919151
CCCOC(C)=S,363.15,348.15,333.15,318.15,303.15,0.4432,0.503,0.5729,0.6669,0.7889,-3.732548061,1059.268023,,CC(C)Cl,273.424,0.4,-0.916290732,-4.233919151
CCCc1ccccc1N,495.15,475.5154473,445.7400976,416.4667727,379.65,0.248,0.28225,0.3509,0.44805,0.6458,-4.542301019,1557.650532,,Cc1ccccc1Cl,432.15,0.2861,-1.251413879,-3.938063027
CC(O)CO.O[N+]([O-])=O.O[N+]([O-])=O,333.15,320.6305083,308.15,295.6288601,283.15,1.7094,2.11795,2.7778,3.80555,5.5556,-6.084820253,2195.304659,,Cc1ccccc1Cl,395.6342032,0.36745,-1.001168024,-3.938063027
Cc1ccc(C)cc1,408.34,368.4139508,320.8085418,303.1539999,281.464,0.2249,0.305,0.46425,0.571,0.7513,-4.146380646,1086.784138,,Cc1ccccc1Cl,353.15,0.5222,-0.649704623,-3.938063027
c1cc2ccc3cccc4ccc(c1)c2c34,503.05,488.1456729,478.0997856,468.1455308,452.95,0.767,0.8815,0.9765,1.0855,1.28,-4.911152421,2336.326116,,Cc1ccccc1Cl,310.8334896,0.82285,-0.194981355,-3.938063027
c1ccncc1,383.15,333.15,303.15,290.629056,273.15156,0.385,0.5735,0.825,0.998,1.36,-4.230564219,1228.210717,,Cc1ccccc1Cl,273.1539,1.4029,0.338541523,-3.938063027
[O-][n+]1ccccc1,398.15,384.3959352,371.5596867,354.2897785,343.15,1.333,1.6955,2.02,2.47,2.995,-4.416536862,1887.41759,,CCOc1ccccc1N,373.52,0.993,-0.007024615,-7.561325857
[nH]1cccc1,343.55,318.0714207,298.0661496,278.0564893,252.65,0.641,0.892,1.242,1.8605,3.788,-5.407307788,1684.68607,,CCOc1ccccc1N,342.8585823,1.63145,0.48946919,-7.561325857
C1CCNC1,334.75,310.8968419,288.7344789,273.5539382,253.55,0.451,0.597,0.796,1.0695,1.661,-5.291927672,1481.786959,,CCOc1ccccc1N,308.0688707,3.6721,1.300763706,-7.561325857
Oc1ccccc1C=O,468.35,438.9652488,413.0897326,387.7261926,344.25,0.3516,0.4345,0.5362,0.6767,1.134,-4.24128323,1494.52758,,CCOc1ccccc1N,288.0632396,7.7654,2.049677968,-7.561325857
[CH2]1CC[C]2(CC1)CC[CH2]CC2,372.05,333.15,310.95,293.15,273.15,0.919,1.534,2.212,3.144,5.079,-5.056109734,1823.662264,,CCOc1ccccc1N,273.21,16.5071,2.803790591,-7.561325857
C1CCCC2(CC1)CCCCC2,372.05,333.15,310.95,293.15,273.15,1.138,1.992,3.009,4.507,8.001,-5.698094906,2122.224872,,CCOCCO,313.15,1.333,0.287432041,-6.385949034
C=Cc1ccccc1,413.15,378.0838887,343.15,308.0688707,273.15,0.232,0.299,0.413,0.6065,1.047,-4.346033126,1187.279624,,CCOCCO,308.15,1.471,0.385942442,-6.385949034
CCCCCCCCCCCCCC,373.15,348.0781919,328.0738153,308.0688707,283.15,0.685,0.888,1.2285,1.7245,2.96,-5.069132779,1731.923728,,CCOCCO,303.15,1.644,0.497132297,-6.385949034
Cl[P](Cl)(Cl)=S,371.65,343.0771456,307.8254827,270.4230449,252.75,0.519,0.633,0.9115,1.5505,2.102,-3.724255506,1125.452922,,CCOCCO,298.15187,1.838,0.608678024,-6.385949034
Cc1ccccc1,383.28,349.8244591,316.7644026,283.704333,250.21,0.24954,0.326295,0.44764,0.663745,1.1251,-5.009824958,1323.598115,,CCOCCO,298.15173,1.846,0.613021136,-6.385949034
Cl\C=C\Cl,293.15,283.15,273.15,263.15,253.15,0.404,0.447,0.498,0.56,0.637,-3.798686863,847.3948428,,CCOc1ccccc1C,443.75,0.2672,-1.319757837,-4.455907405
CCCCC/C=C/C,373.15,342.8585823,323.15,308.0688707,293.15,0.234,0.305,0.366,0.4285,0.506,-4.323053465,1072.418054,,CCOc1ccccc1C,413.1870599,0.33535,-1.092580516,-4.455907405
C1CC[C@@H]2CCCC[C@H]2C1,453.15,398.0872096,348.0781919,298.0661496,253.15,0.35,0.5465,0.9215,1.951,5.394,-4.429251869,1520.785305,,CCOc1ccccc1C,383.2898983,0.434,-0.834710745,-4.455907405
CCCCOB(OCCCC)OCCCC,493.15,432.9191331,363.15,328.0738153,298.15,0.229,0.34555,0.6607,1.03055,1.6434,-4.498209545,1485.597709,,CCOc1ccccc1C,337.9543607,0.70955,-0.343124313,-4.455907405
CCCCO[P](=O)(OCCCC)OCCCC,338.15,313.0701661,303.0675326,282.3553682,258.15,1.61,2.5,3.08,5.945,11.1,-7.546830103,2638.618749,,CCOc1ccccc1C,288.15,1.569,0.450438474,-4.455907405
CCCCCCCCCCCCC,473.15,382.8890056,328.0738153,300.6292117,273.1517,0.26,0.5435,1.0415,1.6245,2.962,-4.560478515,1513.864547,,CCCCC(CC)CO,373.15,0.8077,-0.213564577,-9.032767386
CCOB(OCC)OCC,353.15,338.0760683,323.15,308.0688707,298.15,0.301,0.3432,0.3945,0.46335,0.5178,-4.150595767,1041.443289,,CCCCC(CC)CO,342.8585823,1.60105,0.470659664,-9.032767386
CC1(F)CCCCC1(F)F,333.15,323.15,313.15,303.15,293.15,0.575,0.6485,0.7335,0.829,0.951,-4.163925523,1206.141974,,CCCCC(CC)CO,308.0688707,4.37795,1.476580578,-9.032767386
FC(F)(F)I,338.15,315.6301996,295.6288601,275.6273263,253.15,0.1996,0.24145,0.2902,0.35395,0.4513,-4.083160413,838.7199596,,CCCCC(CC)CO,288.0632396,9.95035,2.297607726,-9.032767386
CCCCCCN(CCCCCC)CCCCCC,423.15,385.2448399,342.8585823,305.465966,283.15,0.562,0.867,1.583,3.343,6.066,-5.381826484,2015.006838,,CCCCC(CC)CO,273.19,20.7151,3.030862903,-9.032767386
CC(C)COB(OCC(C)C)OCC(C)C,473.15,412.9079572,358.0801968,328.0738153,298.15,0.2442,0.3873,0.6926,1.05725,1.8218,-4.761306824,1578.046989,,CCCCC(=C)CC,373.15,0.225,-1.491654877,-4.244234136
CC(C)OB(OC(C)C)OC(C)C,403.15,363.15,343.15,313.15,298.15,0.2524,0.3647,0.4516,0.649,0.8049,-4.657760161,1324.109359,,CCCCC(=C)CC,342.8585823,0.288,-1.244794799,-4.244234136
CCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,358.15,350.632176,345.6319181,338.0760683,318.15,7.22,8.6,9.705,11.945,21.98,-6.154521054,2912.028874,,CCCCC(=C)CC,323.15,0.345,-1.064210862,-4.244234136
COB(OC)OC,333.15,323.15,313.15,303.15,298.15,0.2733,0.2969,0.3245,0.3568,0.375,-3.999554209,900.0293078,,CCCCC(=C)CC,308.0688707,0.402,-0.91130319,-4.244234136
CCCO[P](=O)(OCCC)OCCC,313.15,308.15,303.15,298.15,293.15,1.8359,2.03,2.2462,2.511,2.8329,-5.835403773,2015.529986,,CCCCC(=C)CC,293.15,0.472,-0.750776293,-4.244234136
O=[P](Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3,363.15,353.15,343.15,333.15,323.15,3.86,4.61,5.77,7.34,10.04,-6.366483149,2792.197482,,CCc1ccccc1N,372,0.91,-0.094310679,-5.935276525
CCCOB(OCCC)OCCC,443.15,392.8956442,348.0781919,318.0714207,298.15,0.2351,0.3463,0.5392,0.76535,1.022,-4.453201199,1332.664713,,CCc1ccccc1N,318,2.18,0.779324877,-5.935276525
CCCCC(CC)CO[P](=O)(OCC(CC)CCCC)OCC(CC)CCCC,348.65,328.1105283,313.3120533,303.3256345,252.65,3.12,4.915,7.14,9.805,133,-11.55755588,4257.713385,,CCc1ccccc1N,311,2.59,0.951657876,-5.935276525
CCCCCCCCCCC,473.15,358.0801968,313.15,298.15,263.1517,0.204,0.5047,0.8638,1.081,2.163,-4.468770666,1358.325174,,CCc1ccccc1N,303,3.325,1.201469674,-5.935276525
CCCCC#N,413.15,375.6333622,340.0059459,298.0661496,273.1545,0.24,0.3182,0.44045,0.6973,1.016,-4.212714541,1152.161664,,CCc1ccccc1N,293,4.5,1.504077397,-5.935276525
O,372.76,348.02,323.06,298.11,273.16,0.28275,0.37807,0.5473,0.89079,1.7911,-6.259892802,1839.557951,,Nc1ccccc1F,333.15,1.198,0.1806535,-5.598175044
FC(F)(F)c1ccccc1,333.15,323.15,313.15,303.15,292.95,0.3878,0.4204,0.4624,0.512,0.574,-3.890920135,977.1490976,,Nc1ccccc1F,323.15,1.405,0.340037303,-5.598175044
CCC(=O)OC(=O)CC,437.71,385.0531921,348.02,315.5612887,273.62,0.254,0.3865,0.549,0.8095,1.598,-4.391378145,1321.533076,,Nc1ccccc1F,313.15,1.7,0.530628251,-5.598175044
CC(F)F,323,313.1649961,289.46,267.6798745,254.71,0.1211,0.13525,0.1749,0.2245,0.263,-5.031147569,947.0142665,,Nc1ccccc1F,303.2,2.09,0.737164066,-5.598175044
CC#C,402.31,387.9,373.5,359.09,344.69,0.058532,0.069187,0.080086,0.091579,0.10399,-6.214317903,1372.083341,,Nc1ccccc1F,293.42,2.565,0.941958479,-5.598175044
C1CC1,310.61,301.4999041,292.1649068,282.8349037,273.67,0.12516,0.136675,0.14946,0.163485,0.17877,-4.713498245,820.6861579,,OCCF,333.15,0.889,-0.117658043,-5.967154488
CCCCCC,341.45,318.9046048,296.04,273.1695516,250.3,0.20072,0.244855,0.30425,0.386865,0.50863,-4.053227217,844.3338859,,OCCF,323.15,1.044,0.043059489,-5.967154488
FC(Cl)(Cl)Cl,296.49,285.19,273.64,262.08,250.52,0.40516,0.45682,0.52053,0.59902,0.69796,-4.581643652,1057.003444,,OCCF,313.15,1.247,0.220740667,-5.967154488
FC(F)(F)C(Cl)Cl,300.61,288.6045384,275.95,263.2895078,250.63,0.40588,0.467295,0.54551,0.64183,0.76247,-3.812926065,884.0674112,,OCCF,303.15,1.54,0.431782416,-5.967154488
FC(Cl)C(F)(F)F,260.87,258.5396747,255.6246596,252.7096672,250.08,0.40642,0.41907,0.43562,0.453035,0.46951,-4.171279503,846.4532362,,OCCF,293.15,1.924,0.654406352,-5.967154488
CC(F)(Cl)Cl,304.82,291.35,277.58,263.82,250.06,0.37873,0.4419,0.52256,0.62618,0.76343,-4.232078863,991.2109852,,Cc1ccccc1F,333.15,0.434,-0.834710745,-4.098867268
FC(C(F)(F)F)C(F)(F)F,256.5,255.35,253.71,252.07,250.42,0.42526,0.43228,0.44252,0.45304,0.46385,-3.686195654,739.5632319,,Cc1ccccc1F,323.15,0.481,-0.731888009,-4.098867268
FC(F)C(F)C(F)(F)F,279,271.8,264.6,257.4,250.2,0.50485,0.56624,0.63967,0.72914,0.8406,-5.193148467,1256.554844,,Cc1ccccc1F,313.15,0.5375,-0.620826519,-4.098867268
FC(F)(F)CC(F)(F)F,271.35,266.1048714,260.78,255.454866,250.13,0.40464,0.435215,0.46947,0.50741,0.54963,-4.364518357,941.0206721,,Cc1ccccc1F,303.15,0.6005,-0.509992637,-4.098867268
FCC(F)(F)C(F)F,298.07,286.379846,274.32,262.2498318,250.19,0.53999,0.642045,0.7803,0.970625,1.2487,-8.060064215,2112.529365,,Cc1ccccc1F,293.15,0.6795,-0.386398045,-4.098867268
FC(F)CC(F)(F)F,287.87,278.45,269,259.55,250.1,0.463,0.53297,0.61932,0.72689,0.86243,-4.443329491,1072.641813,,O=Cc1occc1,373.15,0.576,-0.551647618,-4.473184709
FC1(F)C(F)(F)C(F)(F)C1(F)F,266.86,262.8945982,258.68,254.4545849,250.23,0.58167,0.622895,0.67147,0.725605,0.78613,-5.086039452,1212.577134,,O=Cc1occc1,322.8405462,1.02885,0.028441674,-4.473184709
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,270.8,265.6347552,260.5347504,255.4347454,250.08,0.39359,0.42842,0.4673,0.511555,0.56512,-5.788702805,1306.294007,,O=Cc1occc1,300.6292117,1.4255,0.354522629,-4.473184709
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,302.09,289.2197092,276.3196956,263.4196807,250.23,0.43709,0.5241,0.63319,0.773365,0.96392,-5.603571826,1386.302644,,O=Cc1occc1,288.0632396,1.7906,0.582550759,-4.473184709
O=[S]=O,262.84,259.89,256.61,253.34,250.07,0.41599,0.43002,0.44632,0.46348,0.48157,-3.521496472,698.0136285,,O=Cc1occc1,273.1545,2.475,0.906240396,-4.473184709
CC(OC(C)=O)C(F)(F)F,333.15,323.3,313.1,303.2,293,0.4254,0.478,0.5447,0.6232,0.7255,-4.77516717,1305.053783,,CCCCCC(C)S,373.15,0.3735,-0.984837274,-4.22001475
CC(=O)OC(C)(F)F,333.15,323.15,315.15,303.15,293.15,0.613,0.703,0.816,0.953,1.13,-4.880894381,1468.062498,,CCCCCC(C)S,342.8585823,0.50105,-0.691049382,-4.22001475
CC(C)(N=C=O)c1cccc(c1)C(C)(C)N=C=O,353.15,338.0760683,318.0714207,305.6295518,298.15,2.1651,2.91335,4.6503,6.52325,8.2033,-6.433626108,2538.202397,,CCCCCC(C)S,308.0688707,0.73415,-0.309041912,-4.22001475
O=[S]1(=O)CCCO1,348.15,338.15,328.15,318.15,308.15,3.362,3.98,4.816,5.915,7.447,-5.069947493,2180.676345,,CCCCCC(C)S,288.0632396,0.9712,-0.029222859,-4.22001475
CC(=O)c1cccc(O)c1,518.35,488.15,452.45,423.15,375.15,0.6155,0.8194,1.254,2,5.814,-6.104348477,2899.682119,,CCCCCC(C)S,272.89,1.2422,0.216884001,-4.22001475
CC(C)CCO,401.25,349.5262836,305.260208,284.1017898,253.15,0.3974,1.0049,2.89565,5.86245,20.7,-7.970700763,2785.442613,,CCCCCC(C)O,423.35,0.3047,-1.188427593,-7.254317659
CCOC(=O)C(F)(F)F,333.3,323.15,313.15,303.15,298.15,0.282,0.312,0.3449,0.3848,0.4342,-5.164334729,1289.111621,,CCCCCC(C)O,391.85,0.46,-0.776528789,-7.254317659
COC(=O)c1ccc(O)cc1,514.15,491.8073745,461.214559,427.9450409,413.15,0.759,0.973,1.4465,2.603,3.508,-6.298746869,3092.568372,,CCCCCC(C)O,365.45,0.702,-0.353821875,-7.254317659
CN(C)[P](Cl)(Cl)=O,348.15,322.8405462,294.6084253,268.0567686,255.15,1.02,1.375,2.085,3.55,5.3,-4.671103454,1601.588087,,CCCCCC(C)O,333.25,1.376,0.31918074,-7.254317659
CCCCCOc1ccccc1,502.65,454.35,412.45,382.65,290,0.219,0.3112,0.4432,0.5861,2.562,-4.632158583,1572.311082,,CCCCCC(C)O,303.15,3.321,1.200265942,-7.254317659
C1CCNCC1,378.35,363.7430937,349.75,330.8143602,286.7,0.4457,0.53125,0.6377,0.846,2.075,-5.210170869,1665.044595,,CCCCCC(C)=O,353.15,0.285,-1.255266099,-6.590598301
CCCCC,308.82,294.1594003,279.8093696,265.4593355,250.69,0.20022,0.228355,0.26135,0.301565,0.35334,-4.001347565,738.9541054,,CCCCCC(C)=O,328.0738153,0.371,-0.991553216,-6.590598301
CCCCCCC,371.1,341.5296413,310.9146172,280.299563,250.04,0.19728,0.254585,0.34105,0.47889,0.72296,-4.362610471,1017.108886,,CCCCCC(C)=O,310.6298809,0.524,-0.646263595,-6.590598301
OCCCCCCCCCCO,513.1500244,428.0439212,403.1499939,370.6442321,348.2000122,0.525,1.978,3.21,8.99,19.243,-8.25796389,3850.939878,,CCCCCC(C)=O,300.6292117,0.666,-0.406465608,-6.590598301
OCC(O)CO,323.1499939,298.1499939,268.9500122,257.75,253.1499939,142,945,14850,66500,134000,-22.34006638,8692.049922,,CCCCCC(C)=O,293.15,0.835,-0.180323554,-6.590598301
OCCOCCOCCOCCO,425.7000122,383.0338674,333.224974,300.7520843,293.1499939,1.716,3.439,10.655,39.67,61.9,-7.520742652,3346.196572,,CCCCCCCCCCCCCCC(C)OC(C)=O,373.15,1.2398,0.214950076,-6.790932006
CCCCCCc1cccc2ccccc12,373.1499939,353.1499939,323.1499939,293.1499939,273.1499939,1.26,1.73,3.28,8.84,23.93,-8.659517052,3221.971617,,CCCCCCCCCCCCCCC(C)OC(C)=O,342.8585823,2.07785,0.731333705,-6.790932006
c1ccc(cc1)c1cccc(c1)c1ccccc1,548.1500244,510.3440258,460.3107993,410.2694996,373.1499939,0.49,0.685,1.136666667,2.146666667,4.185,-4.900589718,2309.950026,,CCCCCCCCCCCCCCC(C)OC(C)=O,308.0688707,4.57715,1.521076534,-6.790932006
CCCCCCCCCCc1ccccc1,373.1499939,353.1499939,333.1499939,313.1499939,303.1499939,0.931,1.14,1.519333333,2.1185,2.575,-4.823114006,1748.191077,,CCCCCCCCCCCCCCC(C)OC(C)=O,288.0632396,8.8842,2.184274418,-6.790932006
CCCCCCCCCc1ccccc1,398.1499939,365.632901,325.6308015,290.6284904,253.1499939,0.65,0.946,1.676925,3.353025,12.2,-5.426348538,1950.698377,,CCCCCCCCCCCCCCC(C)OC(C)=O,273.15,16.3961,2.797043502,-6.790932006
C[C@@H](O)c1ccccc1,363.1499939,342.8585761,318.0714146,295.628854,293,1.231,2.0239375,4.1178675,9.695,11.226,-8.837498757,3272.561679,,CCCCC(C)S,373.15,0.3129,-1.161871628,-4.126732256
O=C(OCc1ccccc1)c1ccccc1,373.1499939,358.0801907,322.8405401,293.0647133,278.1499939,1.655,2.0785,4.251,10.26766667,19.28,-6.63004386,2630.005092,,CCCCC(C)S,342.8585823,0.4088,-0.89452924,-4.126732256
CCCCOC(=O)c1ccccc1C(=O)OCCCC,370.1000061,330.6564786,311.8722566,295.628854,253.1999969,2.29,5.575,9.62,18.19,295,-10.03317152,3881.652399,,CCCCC(C)S,308.0688707,0.5831,-0.539396581,-4.126732256
CCOC(=O)c1ccccc1C(=O)OCC,373.1499939,338.0760622,315.6301935,305.6295457,277.1499939,1.7,3.385,6,8.32,25.9,-6.905034648,2753.449863,,CCCCC(C)S,288.0632396,0.74945,-0.288415675,-4.126732256
CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,368.4899902,343.7393049,323.4433656,303.0723675,288.1000061,4.5214,8.6511,17.4235,44.073,101.95,-9.74610511,4101.926253,,CCCCC(C)S,273.15,0.9309,-0.071603419,-4.126732256
COC(=O)c1ccccc1C(=O)OC,369.5,334.3086697,308.263992,293.816239,283.2000122,1.99,4.13,9.24,17.6,31.8,-8.366954346,3295.361172,,OCC(=O)c1ccccc1,486.15,0.3148,-1.155817762,-4.440791466
CCOC(=O)c1ccccc1,343.1499939,312.8306581,295.628854,286.6421446,284.1499939,0.95,1.5155,2.117,2.4865,2.705,-5.048918303,1713.235015,,OCC(=O)c1ccccc1,451.0081403,0.4054,-0.902881045,-4.440791466
CCOC(=O)Cc1ccccc1,358.1499939,338.1499939,318.1499939,303.1499939,288.1499939,0.908,1.191,1.624,2.137,2.977,-4.964649498,1738.427808,,OCC(=O)c1ccccc1,423.15,0.502,-0.689155159,-4.440791466
CCCCCCCCCc1ccccc1O,473.1499939,338.0760622,308.0688646,288.0632335,268.1499939,0.75,36.1,280.375,2904.75,44200,-15.27412197,6635.960521,,OCC(=O)c1ccccc1,373.9354289,0.8355,-0.179724931,-4.440791466
CCCCOC(=O)C,343.1499939,320.6305022,310.6298748,300.6292056,288.1499939,0.409,0.5155,0.5745,0.6537,0.77,-4.206213734,1136.246871,,OCC(=O)c1ccccc1,321.15,1.816,0.59663628,-4.440791466
CCCCCCCCCCCCCCCCCC(=O)OCCCC,363.1499939,348.0781858,328.0738092,308.0688646,298.1499939,1.98,2.51,3.7,5.91,7,-5.223927111,2142.067887,,CC(C)I,361.87,0.361,-1.018877321,-3.718889096
CC(=O)OC1CCCCC1,348.7999878,333.0799866,313.6900024,298.6400146,283.5899963,0.897,1.106,1.51,2.001,2.853,-5.36583593,1817.423247,,CC(C)I,334.3218674,0.4575,-0.781978394,-3.718889096
CCCCCCCCCCOC(=O)C,394.1499939,368.1499939,338.1499939,310.9500122,293.1499939,0.61348,0.8147,1.239,1.9075,2.7345,-4.836465585,1708.916276,,CC(C)I,309.6759913,0.578,-0.54818141,-3.718889096
CCOC(=O)C(=O)OCC,433.1499939,382.8889995,322.8405401,290.6284904,273.1499939,0.354,0.5575,1.1959,2.16355,3.262,-4.818108334,1617.752743,,CC(C)I,292.7768483,0.693,-0.36672528,-3.718889096
O=C1CCCO1,343.1499939,315.4717902,300.6292056,290.6284904,278.1499939,0.9513,1.35555,1.669258333,1.9775,2.546,-4.225261276,1428.003877,,CC(C)I,273.45,0.875,-0.133531393,-3.718889096
CCCCCCCOC(=O)C,373.1499939,342.8585761,308.0688646,290.6284904,273.1499939,0.505,0.74,1.164,1.559,2.32,-4.520706387,1438.599726,,COc1ccccc1O,478.15,0.3325,-1.101115419,-5.028561735
CCCCCCOC(=O)C,368.1499939,338.1499939,308.1499939,298.1499939,288.1499939,0.4491,0.6154,0.9102,1.075,1.254,-4.503219067,1360.443595,,COc1ccccc1O,447.6360677,0.41785,-0.872632763,-5.028561735
CCCCCCCCCCCCCC(=O)OC(C)C,372.0499878,333.1499939,310.9500122,310.1499939,293.1499939,1.2747,2.3011,3.5674,3.64,5.599,-5.685776356,2169.022856,,COc1ccccc1O,418.1925941,0.5488,-0.600021203,-5.028561735
COC(=O)C,319.25,307.6499939,298.1499939,292.6499939,273.4899902,0.294,0.328,0.364,0.386,0.4762,-4.14141657,931.8384663,,COc1ccccc1O,375.3246239,0.9202,-0.083164241,-5.028561735
CCCCCOC(=O)C,480,412.8453499,354.8999939,301.6677913,288.1499939,0.133,0.25,0.385,0.82125,1.007,-4.909536596,1422.372156,,COc1ccccc1O,320.35,2.617,0.962028624,-5.028561735
CC(=O)Oc1ccccc1,468.8500061,414.3143401,352.138635,305.4925059,251.3000031,0.44508,0.65964,1.18435,2.18135,6.254,-3.780200207,1391.66053,,Cc1ccccc1N,471.85,0.316,-1.152013065,-5.352390885
CCCOC(=O)CCC,533.1500244,462.9340811,382.8889995,318.0714146,293.1499939,0.0887,0.158,0.31235,0.61715,0.9384,-5.145168451,1500.994425,,Cc1ccccc1N,429.6971091,0.45335,-0.791090825,-5.352390885
CCCOC(=O)C,473.1499939,353.1499939,323.1499939,298.1499939,273.1499939,0.103,0.30755,0.414,0.551,0.7734,-4.942572225,1301.384725,,Cc1ccccc1N,373.15,0.8379,-0.176856517,-5.352390885
CC(=O)OC=C,333.1499939,304.324231,291.4962179,283.1510755,273.25,0.2922,0.3794,0.43545,0.4799,0.5472,-4.056724198,940.5572458,,Cc1ccccc1N,328.1253428,1.7486,0.558815468,-5.352390885
C1=CC=CC=CC=C1,353.1499939,338.0760622,318.0714146,300.6292056,293.1499939,0.568,0.68,0.9055,1.1975,1.367,-4.876305295,1519.852299,,Cc1ccccc1N,273.81,10.1056,2.313089726,-5.352390885
C[C@H]1CCCC[C@H]1C,313.1499939,303.1499939,293.1499939,288.1499939,273.1499939,0.818,0.925,1.114,1.188,1.615,-5.118371824,1529.70593,,Cc1ccccc1C#N,413.15,0.421,-0.865122445,-4.343849042
C[C@H]1CCC[C@@H](C)C1,313.1499939,303.1499939,293.1499939,288.1499939,273.1499939,0.654,0.722,0.866,0.888,1.203,-4.91295709,1393.714342,,Cc1ccccc1C#N,373.15,0.594,-0.52087596,-4.343849042
