smiles,T1,T2,T3,T4,T5,Viscosity_1,Viscosity_2,Viscosity_3,Viscosity_4,Viscosity_5,Ln(A),Ea/R,,smiles,Temp,Eta,lnEta,lnA
,,,,,,,,,,,,,,CCCCO[P](=O)(OCCCC)OCCCC,258.15,11.1,2.406945108,-7.546830103
,,,,,,,,,,,,,,CCCCCCCCCCCCC,473.15,0.26,-1.347073648,-4.560478515
,,,,,,,,,,,,,,CCCCCCCCCCCCC,382.8890056,0.5435,-0.609725572,-4.560478515
,,,,,,,,,,,,,,CCCCCCCCCCCCC,328.0738153,1.0415,0.040661982,-4.560478515
,,,,,,,,,,,,,,CCCCCCCCCCCCC,300.6292117,1.6245,0.485200076,-4.560478515
,,,,,,,,,,,,,,CCCCCCCCCCCCC,273.1517,2.962,1.085864716,-4.560478515
,,,,,,,,,,,,,,CCOB(OCC)OCC,353.15,0.301,-1.200645014,-4.150595767
,,,,,,,,,,,,,,CCOB(OCC)OCC,338.0760683,0.3432,-1.069441911,-4.150595767
,,,,,,,,,,,,,,CCOB(OCC)OCC,323.15,0.3945,-0.930136139,-4.150595767
,,,,,,,,,,,,,,CCOB(OCC)OCC,308.0688707,0.46335,-0.769272571,-4.150595767
,,,,,,,,,,,,,,CCOB(OCC)OCC,298.15,0.5178,-0.658166212,-4.150595767
,,,,,,,,,,,,,,CC1(F)CCCCC1(F)F,333.15,0.575,-0.553385238,-4.163925523
,,,,,,,,,,,,,,CC1(F)CCCCC1(F)F,323.15,0.6485,-0.433093275,-4.163925523
,,,,,,,,,,,,,,CC1(F)CCCCC1(F)F,313.15,0.7335,-0.309927681,-4.163925523
,,,,,,,,,,,,,,CC1(F)CCCCC1(F)F,303.15,0.829,-0.187535124,-4.163925523
,,,,,,,,,,,,,,CC1(F)CCCCC1(F)F,293.15,0.951,-0.050241216,-4.163925523
,,,,,,,,,,,,,,FC(F)(F)I,338.15,0.1996,-1.611439915,-4.083160413
,,,,,,,,,,,,,,FC(F)(F)I,315.6301996,0.24145,-1.421092867,-4.083160413
,,,,,,,,,,,,,,FC(F)(F)I,295.6288601,0.2902,-1.237184939,-4.083160413
,,,,,,,,,,,,,,FC(F)(F)I,275.6273263,0.35395,-1.038599619,-4.083160413
,,,,,,,,,,,,,,FC(F)(F)I,253.15,0.4513,-0.795622972,-4.083160413
,,,,,,,,,,,,,,CCCCCCN(CCCCCC)CCCCCC,423.15,0.562,-0.576253429,-5.381826484
,,,,,,,,,,,,,,CCCCCCN(CCCCCC)CCCCCC,385.2448399,0.867,-0.142716302,-5.381826484
,,,,,,,,,,,,,,CCCCCCN(CCCCCC)CCCCCC,342.8585823,1.583,0.459321781,-5.381826484
,,,,,,,,,,,,,,CCCCCCN(CCCCCC)CCCCCC,305.465966,3.343,1.206868607,-5.381826484
,,,,,,,,,,,,,,CCCCCCN(CCCCCC)CCCCCC,283.15,6.066,1.802699409,-5.381826484
,,,,,,,,,,,,,,CC(C)COB(OCC(C)C)OCC(C)C,473.15,0.2442,-1.409767717,-4.761306824
,,,,,,,,,,,,,,CC(C)COB(OCC(C)C)OCC(C)C,412.9079572,0.3873,-0.948555692,-4.761306824
,,,,,,,,,,,,,,CC(C)COB(OCC(C)C)OCC(C)C,358.0801968,0.6926,-0.367302647,-4.761306824
,,,,,,,,,,,,,,CC(C)COB(OCC(C)C)OCC(C)C,328.0738153,1.05725,0.055671197,-4.761306824
,,,,,,,,,,,,,,CC(C)COB(OCC(C)C)OCC(C)C,298.15,1.8218,0.599825023,-4.761306824
,,,,,,,,,,,,,,CC(C)OB(OC(C)C)OC(C)C,403.15,0.2524,-1.376740148,-4.657760161
,,,,,,,,,,,,,,CC(C)OB(OC(C)C)OC(C)C,363.15,0.3647,-1.008680181,-4.657760161
,,,,,,,,,,,,,,CC(C)OB(OC(C)C)OC(C)C,343.15,0.4516,-0.794958447,-4.657760161
,,,,,,,,,,,,,,CC(C)OB(OC(C)C)OC(C)C,313.15,0.649,-0.432322562,-4.657760161
,,,,,,,,,,,,,,CC(C)OB(OC(C)C)OC(C)C,298.15,0.8049,-0.217037233,-4.657760161
,,,,,,,,,,,,,,CCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,358.15,7.22,1.976854953,-6.154521054
,,,,,,,,,,,,,,CCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,350.632176,8.6,2.151762203,-6.154521054
,,,,,,,,,,,,,,CCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,345.6319181,9.705,2.272641217,-6.154521054
,,,,,,,,,,,,,,CCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,338.0760683,11.945,2.480312781,-6.154521054
,,,,,,,,,,,,,,CCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,318.15,21.98,3.090132949,-6.154521054
,,,,,,,,,,,,,,COB(OC)OC,333.15,0.2733,-1.297185186,-3.999554209
,,,,,,,,,,,,,,COB(OC)OC,323.15,0.2969,-1.214359897,-3.999554209
,,,,,,,,,,,,,,COB(OC)OC,313.15,0.3245,-1.125469743,-3.999554209
,,,,,,,,,,,,,,COB(OC)OC,303.15,0.3568,-1.030579878,-3.999554209
,,,,,,,,,,,,,,COB(OC)OC,298.15,0.375,-0.980829253,-3.999554209
,,,,,,,,,,,,,,CCCO[P](=O)(OCCC)OCCC,313.15,1.8359,0.607534824,-5.835403773
,,,,,,,,,,,,,,CCCO[P](=O)(OCCC)OCCC,308.15,2.03,0.708035793,-5.835403773
,,,,,,,,,,,,,,CCCO[P](=O)(OCCC)OCCC,303.15,2.2462,0.8092399,-5.835403773
,,,,,,,,,,,,,,CCCO[P](=O)(OCCC)OCCC,298.15,2.511,0.92068108,-5.835403773
,,,,,,,,,,,,,,CCCO[P](=O)(OCCC)OCCC,293.15,2.8329,1.041300922,-5.835403773
,,,,,,,,,,,,,,O=[P](Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3,363.15,3.86,1.350667183,-6.366483149
,,,,,,,,,,,,,,O=[P](Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3,353.15,4.61,1.528227857,-6.366483149
,,,,,,,,,,,,,,O=[P](Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3,343.15,5.77,1.752672081,-6.366483149
,,,,,,,,,,,,,,O=[P](Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3,333.15,7.34,1.993338843,-6.366483149
,,,,,,,,,,,,,,O=[P](Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3,323.15,10.04,2.306577114,-6.366483149
,,,,,,,,,,,,,,CCCOB(OCCC)OCCC,443.15,0.2351,-1.447744323,-4.453201199
,,,,,,,,,,,,,,CCCOB(OCCC)OCCC,392.8956442,0.3463,-1.060449828,-4.453201199
,,,,,,,,,,,,,,CCCOB(OCCC)OCCC,348.0781919,0.5392,-0.617668719,-4.453201199
,,,,,,,,,,,,,,CCCOB(OCCC)OCCC,318.0714207,0.76535,-0.267422033,-4.453201199
,,,,,,,,,,,,,,CCCOB(OCCC)OCCC,298.15,1.022,0.021761492,-4.453201199
,,,,,,,,,,,,,,CCCCC(CC)CO[P](=O)(OCC(CC)CCCC)OCC(CC)CCCC,348.65,3.12,1.137833002,-11.55755588
,,,,,,,,,,,,,,CCCCC(CC)CO[P](=O)(OCC(CC)CCCC)OCC(CC)CCCC,328.1105283,4.915,1.592291754,-11.55755588
,,,,,,,,,,,,,,CCCCC(CC)CO[P](=O)(OCC(CC)CCCC)OCC(CC)CCCC,313.3120533,7.14,1.965712776,-11.55755588
,,,,,,,,,,,,,,CCCCC(CC)CO[P](=O)(OCC(CC)CCCC)OCC(CC)CCCC,303.3256345,9.805,2.28289246,-11.55755588
,,,,,,,,,,,,,,CCCCC(CC)CO[P](=O)(OCC(CC)CCCC)OCC(CC)CCCC,252.65,133,4.890349128,-11.55755588
,,,,,,,,,,,,,,CCCCCCCCCCC,473.15,0.204,-1.589635285,-4.468770666
,,,,,,,,,,,,,,CCCCCCCCCCC,358.0801968,0.5047,-0.683791086,-4.468770666
,,,,,,,,,,,,,,CCCCCCCCCCC,313.15,0.8638,-0.146414018,-4.468770666
,,,,,,,,,,,,,,CCCCCCCCCCC,298.15,1.081,0.077886539,-4.468770666
,,,,,,,,,,,,,,CCCCCCCCCCC,263.1517,2.163,0.771496147,-4.468770666
,,,,,,,,,,,,,,CCCCC#N,413.15,0.24,-1.427116356,-4.212714541
,,,,,,,,,,,,,,CCCCC#N,375.6333622,0.3182,-1.145075163,-4.212714541
,,,,,,,,,,,,,,CCCCC#N,340.0059459,0.44045,-0.819958347,-4.212714541
,,,,,,,,,,,,,,CCCCC#N,298.0661496,0.6973,-0.360539545,-4.212714541
,,,,,,,,,,,,,,CCCCC#N,273.1545,1.016,0.015873349,-4.212714541
,,,,,,,,,,,,,,O,372.76,0.28275,-1.263192164,-6.259892802
,,,,,,,,,,,,,,O,348.02,0.37807,-0.972675915,-6.259892802
,,,,,,,,,,,,,,O,323.06,0.5473,-0.602758181,-6.259892802
,,,,,,,,,,,,,,O,298.11,0.89079,-0.11564657,-6.259892802
,,,,,,,,,,,,,,O,273.16,1.7911,0.582829956,-6.259892802
,,,,,,,,,,,,,,FC(F)(F)c1ccccc1,333.15,0.3878,-0.947265536,-3.890920135
,,,,,,,,,,,,,,FC(F)(F)c1ccccc1,323.15,0.4204,-0.86654864,-3.890920135
,,,,,,,,,,,,,,FC(F)(F)c1ccccc1,313.15,0.4624,-0.771324962,-3.890920135
,,,,,,,,,,,,,,FC(F)(F)c1ccccc1,303.15,0.512,-0.669430654,-3.890920135
,,,,,,,,,,,,,,FC(F)(F)c1ccccc1,292.95,0.574,-0.555125883,-3.890920135
,,,,,,,,,,,,,,CCC(=O)OC(=O)CC,437.71,0.254,-1.370421012,-4.391378145
,,,,,,,,,,,,,,CCC(=O)OC(=O)CC,385.0531921,0.3865,-0.950623411,-4.391378145
,,,,,,,,,,,,,,CCC(=O)OC(=O)CC,348.02,0.549,-0.599656837,-4.391378145
,,,,,,,,,,,,,,CCC(=O)OC(=O)CC,315.5612887,0.8095,-0.211338506,-4.391378145
,,,,,,,,,,,,,,CCC(=O)OC(=O)CC,273.62,1.598,0.468752847,-4.391378145
,,,,,,,,,,,,,,CC(F)F,323,0.1211,-2.111138628,-5.031147569
,,,,,,,,,,,,,,CC(F)F,313.1649961,0.13525,-2.000630361,-5.031147569
,,,,,,,,,,,,,,CC(F)F,289.46,0.1749,-1.743540897,-5.031147569
,,,,,,,,,,,,,,CC(F)F,267.6798745,0.2245,-1.493879572,-5.031147569
,,,,,,,,,,,,,,CC(F)F,254.71,0.263,-1.335601247,-5.031147569
,,,,,,,,,,,,,,CC#C,402.31,0.058532,-2.838181666,-6.214317903
,,,,,,,,,,,,,,CC#C,387.9,0.069187,-2.670942295,-6.214317903
,,,,,,,,,,,,,,CC#C,373.5,0.080086,-2.524654222,-6.214317903
,,,,,,,,,,,,,,CC#C,359.09,0.091579,-2.390553291,-6.214317903
,,,,,,,,,,,,,,CC#C,344.69,0.10399,-2.263460538,-6.214317903
,,,,,,,,,,,,,,C1CC1,310.61,0.12516,-2.07816236,-4.713498245
,,,,,,,,,,,,,,C1CC1,301.4999041,0.136675,-1.990149434,-4.713498245
,,,,,,,,,,,,,,C1CC1,292.1649068,0.14946,-1.90072648,-4.713498245
,,,,,,,,,,,,,,C1CC1,282.8349037,0.163485,-1.811034036,-4.713498245
,,,,,,,,,,,,,,C1CC1,273.67,0.17877,-1.721655216,-4.713498245
,,,,,,,,,,,,,,CCCCCC,341.45,0.20072,-1.605844377,-4.053227217
,,,,,,,,,,,,,,CCCCCC,318.9046048,0.244855,-1.40708908,-4.053227217
,,,,,,,,,,,,,,CCCCCC,296.04,0.30425,-1.189905547,-4.053227217
,,,,,,,,,,,,,,CCCCCC,273.1695516,0.386865,-0.949679484,-4.053227217
,,,,,,,,,,,,,,CCCCCC,250.3,0.50863,-0.676034442,-4.053227217
,,,,,,,,,,,,,,FC(Cl)(Cl)Cl,296.49,0.40516,-0.903473228,-4.581643652
,,,,,,,,,,,,,,FC(Cl)(Cl)Cl,285.19,0.45682,-0.783465839,-4.581643652
,,,,,,,,,,,,,,FC(Cl)(Cl)Cl,273.64,0.52053,-0.652907756,-4.581643652
,,,,,,,,,,,,,,FC(Cl)(Cl)Cl,262.08,0.59902,-0.512460292,-4.581643652
,,,,,,,,,,,,,,FC(Cl)(Cl)Cl,250.52,0.69796,-0.359593484,-4.581643652
,,,,,,,,,,,,,,FC(F)(F)C(Cl)Cl,300.61,0.40588,-0.90169773,-3.812926065
,,,,,,,,,,,,,,FC(F)(F)C(Cl)Cl,288.6045384,0.467295,-0.760794529,-3.812926065
,,,,,,,,,,,,,,FC(F)(F)C(Cl)Cl,275.95,0.54551,-0.606034142,-3.812926065
,,,,,,,,,,,,,,FC(F)(F)C(Cl)Cl,263.2895078,0.64183,-0.443431808,-3.812926065
,,,,,,,,,,,,,,FC(F)(F)C(Cl)Cl,250.63,0.76247,-0.271192116,-3.812926065
,,,,,,,,,,,,,,FC(Cl)C(F)(F)F,260.87,0.40642,-0.900368171,-4.171279503
,,,,,,,,,,,,,,FC(Cl)C(F)(F)F,258.5396747,0.41907,-0.869717309,-4.171279503
,,,,,,,,,,,,,,FC(Cl)C(F)(F)F,255.6246596,0.43562,-0.830984975,-4.171279503
,,,,,,,,,,,,,,FC(Cl)C(F)(F)F,252.7096672,0.453035,-0.791785894,-4.171279503
,,,,,,,,,,,,,,FC(Cl)C(F)(F)F,250.08,0.46951,-0.756065681,-4.171279503
,,,,,,,,,,,,,,CC(F)(Cl)Cl,304.82,0.37873,-0.970931729,-4.232078863
,,,,,,,,,,,,,,CC(F)(Cl)Cl,291.35,0.4419,-0.816671667,-4.232078863
,,,,,,,,,,,,,,CC(F)(Cl)Cl,277.58,0.52256,-0.649015469,-4.232078863
,,,,,,,,,,,,,,CC(F)(Cl)Cl,263.82,0.62618,-0.468117409,-4.232078863
,,,,,,,,,,,,,,CC(F)(Cl)Cl,250.06,0.76343,-0.269933842,-4.232078863
,,,,,,,,,,,,,,FC(C(F)(F)F)C(F)(F)F,256.5,0.42526,-0.855054532,-3.686195654
,,,,,,,,,,,,,,FC(C(F)(F)F)C(F)(F)F,255.35,0.43228,-0.838681753,-3.686195654
,,,,,,,,,,,,,,FC(C(F)(F)F)C(F)(F)F,253.71,0.44252,-0.815269618,-3.686195654
,,,,,,,,,,,,,,FC(C(F)(F)F)C(F)(F)F,252.07,0.45304,-0.791774857,-3.686195654
,,,,,,,,,,,,,,FC(C(F)(F)F)C(F)(F)F,250.42,0.46385,-0.768194055,-3.686195654
,,,,,,,,,,,,,,FC(F)C(F)C(F)(F)F,279,0.50485,-0.683493924,-5.193148467
,,,,,,,,,,,,,,FC(F)C(F)C(F)(F)F,271.8,0.56624,-0.568737262,-5.193148467
,,,,,,,,,,,,,,FC(F)C(F)C(F)(F)F,264.6,0.63967,-0.446802861,-5.193148467
,,,,,,,,,,,,,,FC(F)C(F)C(F)(F)F,257.4,0.72914,-0.315889522,-5.193148467
,,,,,,,,,,,,,,FC(F)C(F)C(F)(F)F,250.2,0.8406,-0.173639356,-5.193148467
,,,,,,,,,,,,,,FC(F)(F)CC(F)(F)F,271.35,0.40464,-0.904757496,-4.364518357
,,,,,,,,,,,,,,FC(F)(F)CC(F)(F)F,266.1048714,0.435215,-0.831915117,-4.364518357
,,,,,,,,,,,,,,FC(F)(F)CC(F)(F)F,260.78,0.46947,-0.75615088,-4.364518357
,,,,,,,,,,,,,,FC(F)(F)CC(F)(F)F,255.454866,0.50741,-0.678435924,-4.364518357
,,,,,,,,,,,,,,FC(F)(F)CC(F)(F)F,250.13,0.54963,-0.598509954,-4.364518357
,,,,,,,,,,,,,,FCC(F)(F)C(F)F,298.07,0.53999,-0.616204658,-8.060064215
,,,,,,,,,,,,,,FCC(F)(F)C(F)F,286.379846,0.642045,-0.443096884,-8.060064215
,,,,,,,,,,,,,,FCC(F)(F)C(F)F,274.32,0.7803,-0.248076818,-8.060064215
,,,,,,,,,,,,,,FCC(F)(F)C(F)F,262.2498318,0.970625,-0.029815085,-8.060064215
,,,,,,,,,,,,,,FCC(F)(F)C(F)F,250.19,1.2487,0.22210301,-8.060064215
,,,,,,,,,,,,,,FC(F)CC(F)(F)F,287.87,0.463,-0.770028225,-4.443329491
,,,,,,,,,,,,,,FC(F)CC(F)(F)F,278.45,0.53297,-0.629290142,-4.443329491
,,,,,,,,,,,,,,FC(F)CC(F)(F)F,269,0.61932,-0.479133177,-4.443329491
,,,,,,,,,,,,,,FC(F)CC(F)(F)F,259.55,0.72689,-0.31898012,-4.443329491
,,,,,,,,,,,,,,FC(F)CC(F)(F)F,250.1,0.86243,-0.148001293,-4.443329491
,,,,,,,,,,,,,,FC1(F)C(F)(F)C(F)(F)C1(F)F,266.86,0.58167,-0.541852002,-5.086039452
,,,,,,,,,,,,,,FC1(F)C(F)(F)C(F)(F)C1(F)F,262.8945982,0.622895,-0.473377314,-5.086039452
,,,,,,,,,,,,,,FC1(F)C(F)(F)C(F)(F)C1(F)F,258.68,0.67147,-0.39828594,-5.086039452
,,,,,,,,,,,,,,FC1(F)C(F)(F)C(F)(F)C1(F)F,254.4545849,0.725605,-0.320749489,-5.086039452
,,,,,,,,,,,,,,FC1(F)C(F)(F)C(F)(F)C1(F)F,250.23,0.78613,-0.240633106,-5.086039452
,,,,,,,,,,,,,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,270.8,0.39359,-0.932445521,-5.788702805
,,,,,,,,,,,,,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,265.6347552,0.42842,-0.847651256,-5.788702805
,,,,,,,,,,,,,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,260.5347504,0.4673,-0.760783829,-5.788702805
,,,,,,,,,,,,,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,255.4347454,0.511555,-0.670300172,-5.788702805
,,,,,,,,,,,,,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,250.08,0.56512,-0.570717181,-5.788702805
,,,,,,,,,,,,,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,302.09,0.43709,-0.827616155,-5.603571826
,,,,,,,,,,,,,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,289.2197092,0.5241,-0.646072773,-5.603571826
,,,,,,,,,,,,,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,276.3196956,0.63319,-0.456984744,-5.603571826
,,,,,,,,,,,,,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,263.4196807,0.773365,-0.257004156,-5.603571826
,,,,,,,,,,,,,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,250.23,0.96392,-0.036746975,-5.603571826
,,,,,,,,,,,,,,O=[S]=O,262.84,0.41599,-0.877094057,-3.521496472
,,,,,,,,,,,,,,O=[S]=O,259.89,0.43002,-0.84392356,-3.521496472
,,,,,,,,,,,,,,O=[S]=O,256.61,0.44632,-0.806719095,-3.521496472
,,,,,,,,,,,,,,O=[S]=O,253.34,0.46348,-0.768992045,-3.521496472
,,,,,,,,,,,,,,O=[S]=O,250.07,0.48157,-0.730703679,-3.521496472
,,,,,,,,,,,,,,CC(OC(C)=O)C(F)(F)F,333.15,0.4254,-0.854725376,-4.77516717
,,,,,,,,,,,,,,CC(OC(C)=O)C(F)(F)F,323.3,0.478,-0.738144546,-4.77516717
,,,,,,,,,,,,,,CC(OC(C)=O)C(F)(F)F,313.1,0.5447,-0.607520095,-4.77516717
,,,,,,,,,,,,,,CC(OC(C)=O)C(F)(F)F,303.2,0.6232,-0.472887784,-4.77516717
,,,,,,,,,,,,,,CC(OC(C)=O)C(F)(F)F,293,0.7255,-0.320894207,-4.77516717
,,,,,,,,,,,,,,CC(=O)OC(C)(F)F,333.15,0.613,-0.489390343,-4.880894381
,,,,,,,,,,,,,,CC(=O)OC(C)(F)F,323.15,0.703,-0.352398387,-4.880894381
,,,,,,,,,,,,,,CC(=O)OC(C)(F)F,315.15,0.816,-0.203340924,-4.880894381
,,,,,,,,,,,,,,CC(=O)OC(C)(F)F,303.15,0.953,-0.048140375,-4.880894381
,,,,,,,,,,,,,,CC(=O)OC(C)(F)F,293.15,1.13,0.122217633,-4.880894381
,,,,,,,,,,,,,,CC(C)(N=C=O)c1cccc(c1)C(C)(C)N=C=O,353.15,2.1651,0.77246655,-6.433626108
,,,,,,,,,,,,,,CC(C)(N=C=O)c1cccc(c1)C(C)(C)N=C=O,338.0760683,2.91335,1.069303622,-6.433626108
,,,,,,,,,,,,,,CC(C)(N=C=O)c1cccc(c1)C(C)(C)N=C=O,318.0714207,4.6503,1.536931734,-6.433626108
,,,,,,,,,,,,,,CC(C)(N=C=O)c1cccc(c1)C(C)(C)N=C=O,305.6295518,6.52325,1.875372718,-6.433626108
,,,,,,,,,,,,,,CC(C)(N=C=O)c1cccc(c1)C(C)(C)N=C=O,298.15,8.2033,2.104536512,-6.433626108
,,,,,,,,,,,,,,O=[S]1(=O)CCCO1,348.15,3.362,1.212536035,-5.069947493
,,,,,,,,,,,,,,O=[S]1(=O)CCCO1,338.15,3.98,1.381281819,-5.069947493
,,,,,,,,,,,,,,O=[S]1(=O)CCCO1,328.15,4.816,1.571943708,-5.069947493
,,,,,,,,,,,,,,O=[S]1(=O)CCCO1,318.15,5.915,1.777491497,-5.069947493
,,,,,,,,,,,,,,O=[S]1(=O)CCCO1,308.15,7.447,2.007811267,-5.069947493
,,,,,,,,,,,,,,CC(=O)c1cccc(O)c1,518.35,0.6155,-0.485320333,-6.104348477
,,,,,,,,,,,,,,CC(=O)c1cccc(O)c1,488.15,0.8194,-0.199182914,-6.104348477
,,,,,,,,,,,,,,CC(=O)c1cccc(O)c1,452.45,1.254,0.226338442,-6.104348477
,,,,,,,,,,,,,,CC(=O)c1cccc(O)c1,423.15,2,0.693147181,-6.104348477
,,,,,,,,,,,,,,CC(=O)c1cccc(O)c1,375.15,5.814,1.760268802,-6.104348477
,,,,,,,,,,,,,,CC(C)CCO,401.25,0.3974,-0.922811949,-7.970700763
,,,,,,,,,,,,,,CC(C)CCO,349.5262836,1.0049,0.004888034,-7.970700763
,,,,,,,,,,,,,,CC(C)CCO,305.260208,2.89565,1.063209611,-7.970700763
,,,,,,,,,,,,,,CC(C)CCO,284.1017898,5.86245,1.768567605,-7.970700763
,,,,,,,,,,,,,,CC(C)CCO,253.15,20.7,3.0301337,-7.970700763
,,,,,,,,,,,,,,CCOC(=O)C(F)(F)F,333.3,0.282,-1.265848208,-5.164334729
,,,,,,,,,,,,,,CCOC(=O)C(F)(F)F,323.15,0.312,-1.164752091,-5.164334729
,,,,,,,,,,,,,,CCOC(=O)C(F)(F)F,313.15,0.3449,-1.064500759,-5.164334729
,,,,,,,,,,,,,,CCOC(=O)C(F)(F)F,303.15,0.3848,-0.95503156,-5.164334729
,,,,,,,,,,,,,,CCOC(=O)C(F)(F)F,298.15,0.4342,-0.834250022,-5.164334729
,,,,,,,,,,,,,,COC(=O)c1ccc(O)cc1,514.15,0.759,-0.275753502,-6.298746869
,,,,,,,,,,,,,,COC(=O)c1ccc(O)cc1,491.8073745,0.973,-0.027371197,-6.298746869
,,,,,,,,,,,,,,COC(=O)c1ccc(O)cc1,461.214559,1.4465,0.369146845,-6.298746869
,,,,,,,,,,,,,,COC(=O)c1ccc(O)cc1,427.9450409,2.603,0.956664626,-6.298746869
,,,,,,,,,,,,,,COC(=O)c1ccc(O)cc1,413.15,3.508,1.255046075,-6.298746869
,,,,,,,,,,,,,,CN(C)[P](Cl)(Cl)=O,348.15,1.02,0.019802627,-4.671103454
,,,,,,,,,,,,,,CN(C)[P](Cl)(Cl)=O,322.8405462,1.375,0.318453731,-4.671103454
,,,,,,,,,,,,,,CN(C)[P](Cl)(Cl)=O,294.6084253,2.085,0.734768855,-4.671103454
,,,,,,,,,,,,,,CN(C)[P](Cl)(Cl)=O,268.0567686,3.55,1.266947603,-4.671103454
,,,,,,,,,,,,,,CN(C)[P](Cl)(Cl)=O,255.15,5.3,1.667706821,-4.671103454
,,,,,,,,,,,,,,CCCCCOc1ccccc1,502.65,0.219,-1.518683549,-4.632158583
,,,,,,,,,,,,,,CCCCCOc1ccccc1,454.35,0.3112,-1.167319487,-4.632158583
,,,,,,,,,,,,,,CCCCCOc1ccccc1,412.45,0.4432,-0.813734144,-4.632158583
,,,,,,,,,,,,,,CCCCCOc1ccccc1,382.65,0.5861,-0.534264855,-4.632158583
,,,,,,,,,,,,,,CCCCCOc1ccccc1,290,2.562,0.940788203,-4.632158583
,,,,,,,,,,,,,,C1CCNCC1,378.35,0.4457,-0.808109199,-5.210170869
,,,,,,,,,,,,,,C1CCNCC1,363.7430937,0.53125,-0.632522559,-5.210170869
,,,,,,,,,,,,,,C1CCNCC1,349.75,0.6377,-0.449887326,-5.210170869
,,,,,,,,,,,,,,C1CCNCC1,330.8143602,0.846,-0.167235919,-5.210170869
,,,,,,,,,,,,,,C1CCNCC1,286.7,2.075,0.729961154,-5.210170869
,,,,,,,,,,,,,,CCCCC,308.82,0.20022,-1.608338517,-4.001347565
,,,,,,,,,,,,,,CCCCC,294.1594003,0.228355,-1.476853843,-4.001347565
,,,,,,,,,,,,,,CCCCC,279.8093696,0.26135,-1.341894774,-4.001347565
,,,,,,,,,,,,,,CCCCC,265.4593355,0.301565,-1.198769697,-4.001347565
,,,,,,,,,,,,,,CCCCC,250.69,0.35334,-1.040324513,-4.001347565
,,,,,,,,,,,,,,CCCCCCC,371.1,0.19728,-1.62313124,-4.362610471
,,,,,,,,,,,,,,CCCCCCC,341.5296413,0.254585,-1.368120511,-4.362610471
,,,,,,,,,,,,,,CCCCCCC,310.9146172,0.34105,-1.075726185,-4.362610471
,,,,,,,,,,,,,,CCCCCCC,280.299563,0.47889,-0.736284353,-4.362610471
,,,,,,,,,,,,,,CCCCCCC,250.04,0.72296,-0.324401383,-4.362610471
,,,,,,,,,,,,,,OCCCCCCCCCCO,513.1500244,0.525,-0.644357016,-8.25796389
,,,,,,,,,,,,,,OCCCCCCCCCCO,428.0439212,1.978,0.682086233,-8.25796389
,,,,,,,,,,,,,,OCCCCCCCCCCO,403.1499939,3.21,1.166270937,-8.25796389
,,,,,,,,,,,,,,OCCCCCCCCCCO,370.6442321,8.99,2.196112848,-8.25796389
,,,,,,,,,,,,,,OCCCCCCCCCCO,348.2000122,19.243,2.957147358,-8.25796389
,,,,,,,,,,,,,,OCC(O)CO,323.1499939,142,4.955827058,-22.34006638
,,,,,,,,,,,,,,OCC(O)CO,298.1499939,945,6.851184927,-22.34006638
,,,,,,,,,,,,,,OCC(O)CO,268.9500122,14850,9.605755144,-22.34006638
,,,,,,,,,,,,,,OCC(O)CO,257.75,66500,11.10495723,-22.34006638
,,,,,,,,,,,,,,OCC(O)CO,253.1499939,134000,11.80559508,-22.34006638
,,,,,,,,,,,,,,OCCOCCOCCOCCO,425.7000122,1.716,0.539996001,-7.520742652
,,,,,,,,,,,,,,OCCOCCOCCOCCO,383.0338674,3.439,1.235180731,-7.520742652
,,,,,,,,,,,,,,OCCOCCOCCOCCO,333.224974,10.655,2.366029266,-7.520742652
,,,,,,,,,,,,,,OCCOCCOCCOCCO,300.7520843,39.67,3.680595235,-7.520742652
,,,,,,,,,,,,,,OCCOCCOCCOCCO,293.1499939,61.9,4.12552018,-7.520742652
