,K1,K2,K3,K4,K5
0,0.113590792,0.103728994,0.09386719600000001,0.08400539800000001,0.07414360000000002
1,0.09536001250000002,0.08957638750000002,0.08379276250000002,0.07800913750000002,0.07222551250000002
2,0.13962658,0.12799595574999997,0.11636533149999999,0.10473470725,0.09310408299999999
3,0.13478282,0.1234561475,0.112129475,0.1008028025,0.08947613
4,0.13135901,0.12080084425000001,0.11024267850000001,0.09968451275000001,0.08912634700000001
5,0.1287398295,0.115235205925,0.10173058234999999,0.08822595877499999,0.07472133519999999
6,0.1305807915,0.116783604225,0.10298641694999999,0.08918922967499998,0.07539204239999998
7,0.1319955885,0.117996669975,0.10399775145000001,0.08999883292500001,0.07599991440000001
8,0.13886173999999998,0.127963433,0.11706512599999999,0.10616681899999998,0.09526851199999999
9,0.16172818239999998,0.14811092705,0.13449367169999998,0.12087641635,0.10725916099999999
10,0.13318397,0.12327414962500001,0.11336432925,0.10345450887499999,0.0935446885
11,0.1428131571185,0.135162251264,0.1271779102865,0.11886013418599999,0.11020892296250001
12,0.157584784,0.14114066400000003,0.124696544,0.108252424,0.09180830400000001
13,0.1894631685,0.167997636975,0.14653210545,0.12506657392500004,0.10360104240000001
14,0.20736019999999997,0.18587607841685078,0.16482902051740309,0.14421902630165703,0.12404609576961247
15,0.10041731509708,0.0927705405983075,0.08457708696387001,0.0758369541937675,0.066550142288
16,0.12402166700000002,0.10913724875000001,0.09425283050000002,0.07936841225000002,0.06448399400000002
17,0.128144584,0.1144876628,0.10083074160000001,0.0871738204,0.0735168992
18,0.17972569200000005,0.17018240050000005,0.16063910900000003,0.1510958175,0.141552526
19,0.1318975,0.12065745562499999,0.10941741124999999,0.098177366875,0.0869373225
20,0.15907879639333,0.14618193705103252,0.132283823492,0.11738445571623249,0.10148383372373
21,0.19379280000000004,0.17767280000000002,0.16155280000000002,0.14543280000000003,0.12931280000000003
22,0.1886394495,0.16922676462500003,0.14981407975000002,0.13040139487500002,0.11098871000000002
23,0.179171275,0.1605946875,0.1420181,0.1234415125,0.104864925
24,0.17789445999999998,0.15798648799999998,0.13807851599999998,0.118170544,0.09826257199999999
25,0.134078485,0.121392179375,0.10870587375,0.096019568125,0.0833332625
26,0.1379566835,0.12470254350000001,0.11144840350000002,0.0981942635,0.0849401235
27,0.1372325,0.1245158375,0.11179917499999999,0.0990825125,0.08636585
28,0.122097997,0.11260771450000001,0.10311743200000001,0.0936271495,0.084136867
29,0.15988960000000002,0.1465786,0.1332676,0.11995660000000002,0.10664560000000002
30,0.12864365300000002,0.11713109950000002,0.10561854600000001,0.09410599250000001,0.08259343900000002
31,0.18984953996999998,0.169928330168628,0.15002434046291202,0.130137570852852,0.110268021338448
32,0.13110447700000002,0.11748721260000002,0.10386994820000002,0.09025268380000002,0.07663541940000002
33,0.14604631640000001,0.13395015155,0.12185398670000001,0.10975782185,0.09766165700000001
34,0.0753935395,0.06754940012499999,0.05970526075,0.051861121375000006,0.044016982
35,0.137566668,0.12583291800000002,0.11409916800000001,0.10236541800000001,0.09063166800000001
36,0.08707899159999999,0.0752406937,0.0634023958,0.051564097899999994,0.03972579999999999
37,0.0784695824,0.07316070935,0.0678518363,0.06254296325000001,0.057234090200000004
38,0.11585055,0.1042145125,0.092578475,0.08094243749999999,0.06930639999999999
39,0.14697559999999998,0.134484425,0.12199325,0.10950207499999999,0.0970109
40,0.148192095,0.13285018625,0.11750827749999998,0.10216636874999999,0.08682445999999998
41,0.112148843,0.10017814962499999,0.08820745625,0.076236762875,0.06426606950000001
42,0.11261267550000001,0.10718200550000001,0.10175133550000001,0.09632066550000001,0.09088999550000001
43,0.128626766,0.119854335625,0.11108190525,0.102309474875,0.0935370445
44,0.11133748,0.10384322325,0.09634896650000001,0.08885470975000001,0.081360453
45,0.1428736,0.1333735525,0.123873505,0.11437345749999998,0.10487340999999999
46,0.1337382,0.1237503275,0.11376245500000001,0.10377458250000002,0.09378671000000001
47,0.113906,0.1037679455,0.09362989099999999,0.0834918365,0.073353782
48,0.12242070000000002,0.11003249875000001,0.09764429750000002,0.08525609625000002,0.07286789500000002
49,0.176133207,0.16258559749999998,0.149037988,0.1354903785,0.12194276899999999
50,0.172342264,0.1590017708,0.14566127760000003,0.1323207844,0.1189802912
51,0.154584676,0.1432308536,0.1318770312,0.1205232088,0.10916938640000001
52,0.126747359,0.11703082925000002,0.10731429950000002,0.09759776975000001,0.08788124000000001
53,0.148963456,0.1365981695,0.12423288299999999,0.1118675965,0.09950231
54,0.15627766,0.145019743,0.13376182600000003,0.12250390900000001,0.11124599200000002
55,0.14842765015,0.14455937936250002,0.140691108575,0.1368228377875,0.132954567
56,0.1586562168,0.1525291509,0.14640208500000002,0.1402750191,0.1341479532
57,0.173360766,0.161421937,0.14948310799999998,0.137544279,0.12560545
58,0.21635951750000001,0.1950764,0.17379328250000003,0.152510165,0.1312270475
59,0.1442742725,0.134895427375,0.12551658225,0.116137737125,0.10675889200000001
60,0.1665901534,0.155064548575,0.14353894374999998,0.132013338925,0.1204877341
61,0.1524525731,0.14283979212499998,0.13322701115,0.12361423017499999,0.1140014492
62,0.12014642999999997,0.11244899999999998,0.10475156999999996,0.09705413999999997,0.08935670999999998
63,0.1570361639,0.146341884425,0.13564760495,0.124953325475,0.114259046
64,0.1324427292,0.12084647390000001,0.1092502186,0.09765396330000001,0.08605770800000001
65,0.1218622,0.11224921000000002,0.10263622,0.09302323,0.08341024000000001
66,0.134008862,0.121792043,0.109575224,0.09735840500000001,0.085141586
