,T1,T2,T3,T4,T5
552,255.65,290.25,324.85,359.45000000000005,394.05
553,150.7,200.565,250.43,300.295,350.16
554,284.4,356.66999999999996,428.94,501.21000000000004,573.48
555,288.15,297.0,305.85,314.7,323.55
556,196.0,262.2875,328.575,394.86249999999995,461.15
557,258.52,304.6775,350.835,396.99249999999995,443.15
558,293.15,308.15,323.15,338.15,353.15
559,278.15,330.275,382.4,434.525,486.65
560,187.55,216.78750000000002,246.025,275.2625,304.5
561,293.65,348.525,403.4,458.275,513.15
562,281.45,304.515,327.58,350.645,373.71
563,275.7,330.025,384.35,438.675,493.0
564,238.15,266.9,295.65,324.4,353.15
565,228.3,275.225,322.15,369.075,416.0
566,167.55,218.425,269.3,320.175,371.05
567,210.83,266.9125,322.995,379.0775,435.16
568,192.35,253.845,315.34,376.835,438.33
569,177.61,241.82750000000001,306.045,370.26250000000005,434.48
570,156.12,215.0025,273.885,332.7675,391.65
571,210.0,259.2875,308.575,357.86249999999995,407.15
572,241.3,307.36075,373.42150000000004,439.48225,505.543
573,201.2,258.1875,315.17499999999995,372.16249999999997,429.15
574,269.15,324.755,380.36,435.965,491.57
575,269.84,342.97999999999996,416.12,489.26,562.4
576,190.0,246.6875,303.375,360.0625,416.75
577,265.75,332.075,398.4,464.72499999999997,531.05
578,259.34,327.375,395.40999999999997,463.445,531.48
579,210.15,260.525,310.9,361.275,411.65
580,193.0,248.9375,304.875,360.8125,416.75
581,272.04,301.9525,331.865,361.77750000000003,391.69
582,173.15,238.9,304.65,370.4,436.15
583,203.15,266.7625,330.375,393.9875,457.6
584,178.0,229.4125,280.825,332.23749999999995,383.65
585,247.0,297.43,347.86,398.29,448.72
586,158.25,222.775,287.3,351.82500000000005,416.35
587,195.2,228.64999999999998,262.1,295.55,329.0
588,284.29,310.82000000000005,337.35,363.88,390.41
589,200.0,257.725,315.45,373.17499999999995,430.9
590,250.85,306.175,361.5,416.825,472.15
591,250.7,324.775,398.85,472.925,547.0
592,282.85,313.265,343.68,374.095,404.51
593,245.5,314.4,383.3,452.20000000000005,521.1
594,163.19,224.9275,286.66499999999996,348.4025,410.14
595,161.5,222.3625,283.225,344.0875,404.95
596,192.0,235.5,279.0,322.5,366.0
597,240.8,305.27750000000003,369.755,434.23249999999996,498.71
598,252.2,322.025,391.85,461.675,531.5
599,282.35,366.5625,450.77500000000003,534.9875000000001,619.2
600,273.9,339.42499999999995,404.95,470.475,536.0
601,226.55,290.575,354.6,418.625,482.65
602,209.65,276.275,342.9,409.525,476.15
603,172.15,244.9,317.65,390.4,463.15
604,197.55,263.27250000000004,328.995,394.7175,460.44
605,223.42,283.9275,344.435,404.9425,465.45
606,209.95,285.615,361.28,436.945,512.61
607,266.7,322.8125,378.92499999999995,435.03749999999997,491.15
608,292.0,360.2875,428.575,496.86249999999995,565.15
609,190.0,251.3,312.6,373.9,435.2
610,145.67,198.5675,251.46499999999997,304.36249999999995,357.26
611,168.0,217.7875,267.575,317.36249999999995,367.15
612,182.28,234.565,286.85,339.135,391.42
613,158.2,215.85,273.5,331.15,388.8
614,223.0,283.7875,344.575,405.36249999999995,466.15
615,190.0,240.7875,291.575,342.36249999999995,393.15
616,195.0,260.2875,325.575,390.86249999999995,456.15
617,206.22,270.39750000000004,334.575,398.75250000000005,462.93
618,219.52,279.635,339.75,399.865,459.98
619,256.89,308.465,360.03999999999996,411.615,463.19
620,188.82,255.8475,322.875,389.90250000000003,456.93
621,210.27,273.1,335.93,398.76,461.59
622,141.61,190.66250000000002,239.715,288.7675,337.82
623,223.8,272.8875,321.975,371.0625,420.15
624,210.0,268.175,326.35,384.525,442.7
625,256.53,349.47249999999997,442.41499999999996,535.3575,628.3
626,157.35,211.15,264.95,318.75,372.55
627,200.0,247.0,294.0,341.0,388.0
628,285.09,357.9925,430.895,503.7975,576.7
629,199.25,273.1875,347.125,421.0625,495.0
630,243.75,307.45,371.15,434.85,498.55
631,240.4,300.0375,359.675,419.3125,478.95
632,234.15,289.1,344.05,399.0,453.95
633,229.0,291.5375,354.075,416.61249999999995,479.15
634,253.67,346.77750000000003,439.885,532.9925000000001,626.1
635,229.0,266.225,303.45,340.67499999999995,377.9
636,223.0,280.525,338.05,395.57500000000005,453.1
637,204.15,265.6375,327.125,388.6125,450.1
638,185.0,247.7375,310.475,373.2125,435.95
639,162.1,207.975,253.85000000000002,299.725,345.6
640,247.15,292.275,337.4,382.525,427.65
641,173.15,244.025,314.9,385.775,456.65
642,280.0,350.0,420.0,490.0,560.0
643,297.15,373.8375,450.525,527.2125,603.9
644,193.55,253.45,313.35,373.25,433.15
645,218.0,273.9125,329.825,385.73749999999995,441.65
646,271.4,340.5875,409.775,478.9625,548.15
647,183.6,235.625,287.65,339.67499999999995,391.7
648,253.2,318.6875,384.17499999999995,449.66249999999997,515.15
649,250.65,307.775,364.9,422.025,479.15
650,247.15,289.7,332.25,374.8,417.35
651,258.15,322.73749999999995,387.325,451.9125,516.5
652,175.15,244.65,314.15,383.65,453.15
653,184.2,236.54,288.88,341.22,393.56
654,238.45,316.1875,393.92499999999995,471.66249999999997,549.4
655,201.95,260.4625,318.975,377.4875,436.0
656,189.6,229.7525,269.905,310.0575,350.21
657,191.58,246.9725,302.365,357.7575,413.15
658,211.45,266.0225,320.595,375.1675,429.74
659,248.15,308.3875,368.625,428.8625,489.1
660,290.0,356.7875,423.575,490.36249999999995,557.15
661,179.2,220.7925,262.385,303.97749999999996,345.57
662,235.47,305.35249999999996,375.235,445.11749999999995,515.0
663,186.81,251.29500000000002,315.78,380.265,444.75
664,204.58,264.175,323.77,383.365,442.96
665,159.05,207.575,256.1,304.625,353.15
666,125.26,170.98250000000002,216.70499999999998,262.4275,308.15
667,228.15,279.525,330.9,382.275,433.65
668,275.93,357.1375,438.345,519.5525,600.76
669,243.0,305.0,367.0,429.0,491.0
670,233.0,297.5,362.0,426.5,491.0
671,237.95,300.0,362.04999999999995,424.09999999999997,486.15
672,296.95,356.9875,417.025,477.0625,537.1
673,256.9,321.5875,386.275,450.9625,515.65
674,315.15,366.86249999999995,418.575,470.2875,522.0
675,270.15,332.15,394.15,456.15,518.15
676,147.51,186.2325,224.95499999999998,263.6775,302.4
677,172.05,221.2625,270.475,319.6875,368.9
678,206.25,272.85,339.45,406.04999999999995,472.65
679,268.2,319.5625,370.92499999999995,422.28749999999997,473.65
680,183.25,251.5575,319.865,388.1725,456.48
681,198.15,269.975,341.8,413.625,485.45
682,245.0,304.3625,363.725,423.0875,482.45
683,233.0,315.78999999999996,398.58,481.37,564.16
684,210.15,253.1125,296.075,339.0375,382.0
685,187.66,257.995,328.33,398.665,469.0
686,260.0,331.825,403.65,475.47499999999997,547.3
687,242.15,329.275,416.4,503.525,590.65
688,275.65,345.23749999999995,414.825,484.4125,554.0
689,255.2,327.84499999999997,400.49,473.135,545.78
690,251.15,332.675,414.2,495.725,577.25
691,304.54,381.90500000000003,459.27,536.635,614.0
692,203.72,277.78999999999996,351.86,425.92999999999995,500.0
693,284.95,307.33,329.71000000000004,352.09000000000003,374.47
694,206.65,259.7875,312.925,366.0625,419.2
695,228.15,289.1125,350.075,411.0375,472.0
696,285.0,364.0,443.0,522.0,601.0
697,287.77,362.5775,437.385,512.1925,587.0
698,280.65,379.98749999999995,479.325,578.6625,678.0
699,265.55,340.4125,415.275,490.1375,565.0
700,202.55,276.775,351.0,425.225,499.45
701,222.15,284.9,347.65,410.4,473.15
702,216.0,266.5375,317.075,367.61249999999995,418.15
703,224.15,271.8025,319.455,367.10749999999996,414.76
704,267.0,304.55,342.1,379.65,417.2
705,258.85,315.8,372.75,429.7,486.65
706,195.4,246.53,297.66,348.79,399.92
707,219.15,272.6175,326.085,379.5525,433.02
708,220.0,273.3825,326.765,380.1475,433.53
709,188.65,249.4,310.15,370.9,431.65
710,190.0,249.7625,309.525,369.2875,429.05
711,163.0,231.615,300.23,368.84499999999997,437.46
712,225.0,276.2625,327.525,378.7875,430.05
713,155.45,231.375,307.29999999999995,383.22499999999997,459.15
714,245.15,289.9,334.65,379.4,424.15
715,230.8,264.6375,298.475,332.3125,366.15
716,199.3,270.7625,342.225,413.6875,485.15
717,272.04,301.75,331.46000000000004,361.17,390.88
718,147.05,206.5675,266.08500000000004,325.6025,385.12
719,182.0,232.065,282.13,332.195,382.26
720,272.04,299.675,327.31,354.945,382.58
721,272.04,301.22,330.4,359.58,388.76
722,151.97,208.975,265.98,322.985,379.99
723,170.25,229.7775,289.305,348.8325,408.36
724,156.45,220.7875,285.125,349.4625,413.8
725,160.15,221.5725,282.995,344.4175,405.84
726,210.35,249.47,288.59,327.71,366.83
727,195.0,270.6,346.2,421.79999999999995,497.4
728,291.7,364.655,437.61,510.565,583.52
729,217.7,293.03749999999997,368.375,443.7125,519.05
730,183.65,257.725,331.8,405.875,479.95
731,139.18,195.60500000000002,252.03,308.455,364.88
732,155.58,207.94,260.3,312.65999999999997,365.02
733,139.45,195.5675,251.685,307.8025,363.92
734,219.26,257.615,295.97,334.325,372.68
735,203.36,242.77,282.18,321.59000000000003,361.0
736,236.21,275.285,314.36,353.435,392.51
737,183.05,236.69,290.33000000000004,343.97,397.61
738,185.72,238.6575,291.595,344.5325,397.47
739,197.58,246.495,295.41,344.32500000000005,393.24
740,223.16,268.105,313.05,357.995,402.94
741,239.66,277.92,316.18,354.44,392.7
742,259.15,324.9625,390.775,456.5875,522.4
743,194.98,223.9525,252.925,281.89750000000004,310.87
744,265.19,333.195,401.20000000000005,469.20500000000004,537.21
745,282.15,346.11249999999995,410.075,474.0375,538.0
746,257.7,316.175,374.65,433.125,491.6
747,275.65,323.40999999999997,371.16999999999996,418.93,466.69
748,214.15,282.0725,349.995,417.91749999999996,485.84
749,252.15,288.9,325.65,362.4,399.15
750,247.59,304.8025,362.015,419.22749999999996,476.44
751,240.91,255.715,270.52,285.325,300.13
752,253.15,299.675,346.2,392.725,439.25
753,210.15,303.51250000000005,396.875,490.23750000000007,583.6
754,214.15,303.8625,393.575,483.2875,573.0
755,250.0,308.4125,366.825,425.23749999999995,483.65
756,204.81,268.6075,332.405,396.2025,460.0
757,281.35,335.555,389.76,443.96500000000003,498.17
758,286.8,317.2025,347.605,378.00750000000005,408.41
759,198.32,245.6025,292.885,340.1675,387.45
760,227.17,293.3775,359.585,425.7925,492.0
761,208.0,276.225,344.45,412.67499999999995,480.9
762,150.79,215.56,280.33,345.1,409.87
763,173.68,232.0075,290.33500000000004,348.6625,406.99
764,223.64,284.5075,345.375,406.2425,467.11
765,269.5,311.0,352.5,394.0,435.5
766,248.15,300.9,353.65,406.4,459.15
767,157.95,197.0625,236.17499999999998,275.28749999999997,314.4
768,198.92,235.7775,272.635,309.4925,346.35
769,115.89,169.10750000000002,222.325,275.5425,328.76
770,221.74,280.485,339.23,397.975,456.72
771,197.15,233.345,269.54,305.735,341.93
772,210.58,260.4225,310.265,360.10749999999996,409.95
773,291.67,334.7525,377.83500000000004,420.9175,464.0
774,174.88,208.78,242.68,276.58000000000004,310.48
775,241.15,296.4,351.65,406.9,462.15
776,211.15,271.4875,331.825,392.1625,452.5
777,230.0,304.9,379.8,454.70000000000005,529.6
778,230.65,294.1625,357.675,421.1875,484.7
779,228.15,262.15,296.15,330.15,364.15
780,254.15,324.3625,394.575,464.7875,535.0
781,172.0,224.9125,277.825,330.73749999999995,383.65
782,250.0,293.7875,337.575,381.36249999999995,425.15
783,188.44,237.055,285.66999999999996,334.28499999999997,382.9
784,274.18,344.835,415.49,486.145,556.8
785,226.1,261.1125,296.125,331.1375,366.15
786,215.15,266.575,318.0,369.425,420.85
787,159.95,204.325,248.7,293.075,337.45
788,193.0,233.3875,273.775,314.1625,354.55
789,231.95,278.7625,325.575,372.3875,419.2
790,193.15,267.4,341.65,415.9,490.15
791,176.85,221.9,266.95,312.0,357.05
792,195.07,244.5925,294.115,343.63750000000005,393.16
793,233.65,316.025,398.4,480.775,563.15
794,279.25,323.225,367.2,411.17499999999995,455.15
795,171.0,213.0,255.0,297.0,339.0
796,176.0,213.9125,251.825,289.73749999999995,327.65
797,269.92,329.065,388.21000000000004,447.355,506.5
798,259.35,349.8,440.25,530.7,621.15
799,150.0,188.0375,226.075,264.11249999999995,302.15
800,260.15,288.4,316.65,344.9,373.15
801,214.15,253.9,293.65,333.4,373.15
802,239.15,279.3625,319.575,359.7875,400.0
803,248.15,306.775,365.4,424.025,482.65
804,240.12,284.925,329.73,374.53499999999997,419.34
805,130.0,182.0375,234.075,286.11249999999995,338.15
806,253.0,300.5,348.0,395.5,443.0
807,234.15,295.675,357.2,418.725,480.25
808,202.0,263.85,325.7,387.54999999999995,449.4
809,173.15,242.3175,311.485,380.6525,449.82
810,230.32,286.975,343.63,400.28499999999997,456.94
811,241.93,295.6,349.27,402.94,456.61
812,189.26,255.51749999999998,321.775,388.0325,454.29
813,235.15,298.71750000000003,362.285,425.8525,489.42
814,276.65,334.65,392.65,450.65,508.65
815,223.35,280.8,338.25,395.7,453.15
816,247.65,286.6625,325.675,364.6875,403.7
817,212.0,266.7875,321.575,376.36249999999995,431.15
818,169.2,218.21249999999998,267.225,316.2375,365.25
819,232.55,292.7,352.85,413.0,473.15
820,264.35,334.26250000000005,404.175,474.0875,544.0
821,234.18,269.42,304.65999999999997,339.9,375.14
822,171.63,235.5075,299.385,363.2625,427.14
823,230.15,272.6,315.05,357.5,399.95
824,173.15,224.025,274.9,325.775,376.65
825,273.05,337.0375,401.025,465.0125,529.0
826,249.0,331.0,413.0,495.0,577.0
827,260.15,333.86249999999995,407.575,481.2875,555.0
828,259.65,335.11249999999995,410.575,486.0375,561.5
829,183.15,250.63750000000002,318.125,385.61250000000007,453.1
830,192.5,253.875,315.25,376.625,438.0
831,223.15,261.725,300.3,338.875,377.45
832,264.5,294.6625,324.825,354.98749999999995,385.15
833,229.65,291.575,353.5,415.425,477.35
834,257.0,337.75,418.5,499.25,580.0
835,178.01,214.7575,251.505,288.2525,325.0
836,148.25,200.9875,253.725,306.4625,359.2
837,249.15,286.2625,323.375,360.4875,397.6
838,223.35,270.8125,318.275,365.73749999999995,413.2
839,193.15,253.6625,314.175,374.6875,435.2
840,226.15,282.525,338.9,395.275,451.65
841,253.15,279.01,304.87,330.73,356.59
842,176.19,236.3675,296.54499999999996,356.72249999999997,416.9
843,197.05,233.625,270.20000000000005,306.77500000000003,343.35
844,198.0,269.85,341.7,413.54999999999995,485.4
845,193.15,264.6625,336.175,407.6875,479.2
846,235.85,304.9625,374.075,443.18749999999994,512.3
847,210.0,277.5,345.0,412.5,480.0
848,247.55,314.1125,380.67499999999995,447.23749999999995,513.8
849,262.87,285.08,307.28999999999996,329.5,351.71
850,248.39,297.85,347.31,396.77,446.23
851,230.0,267.6125,305.225,342.8375,380.45
852,223.0,257.75,292.5,327.25,362.0
853,195.15,231.75,268.35,304.95000000000005,341.55
854,210.0,249.9,289.8,329.70000000000005,369.6
855,244.0,297.2875,350.575,403.86249999999995,457.15
856,269.15,313.72499999999997,358.29999999999995,402.875,447.45
857,169.65,222.6975,275.745,328.7925,381.84
858,212.0,275.675,339.35,403.025,466.7
859,275.65,335.1875,394.72499999999997,454.26249999999993,513.8
860,223.15,292.8625,362.575,432.2875,502.0
861,286.54,331.6925,376.845,421.9975,467.15
862,211.15,276.65,342.15,407.65,473.15
863,193.45,276.3375,359.225,442.1125,525.0
864,263.95,371.25,478.54999999999995,585.8499999999999,693.15
865,238.15,331.9,425.65,519.4,613.15
866,163.0,203.0375,243.075,283.11249999999995,323.15
867,238.6,315.07,391.54,468.01,544.48
868,217.95,293.0425,368.135,443.2275,518.32
869,220.6,257.975,295.35,332.725,370.1
870,210.15,282.2125,354.275,426.3375,498.4
871,276.75,360.8375,444.925,529.0125,613.1
872,294.9,320.4,345.9,371.4,396.9
873,265.15,319.15,373.15,427.15,481.15
874,236.53,275.51,314.49,353.47,392.45
875,184.75,234.6,284.45,334.29999999999995,384.15
876,226.15,305.6875,385.22499999999997,464.7625,544.3
877,277.25,348.2175,419.185,490.15250000000003,561.12
878,281.55,345.5825,409.615,473.6475,537.68
879,229.15,292.3125,355.475,418.63750000000005,481.8
880,240.15,299.15,358.15,417.15,476.15
881,230.15,297.32500000000005,364.5,431.67500000000007,498.85
882,290.0,356.0625,422.125,488.1875,554.25
883,173.15,239.8625,306.575,373.2875,440.0
884,288.15,379.15,470.15,561.15,652.15
885,271.3,346.1625,421.025,495.8875,570.75
886,258.77,336.8375,414.905,492.97249999999997,571.04
887,289.16,352.91,416.65999999999997,480.40999999999997,544.16
888,250.0,340.7875,431.575,522.3625,613.15
889,258.12,329.19,400.26,471.33,542.4
890,220.0,276.5,333.0,389.5,446.0
891,207.0,267.0,327.0,387.0,447.0
892,280.05,335.7875,391.525,447.2625,503.0
893,247.56,313.7575,379.95500000000004,446.15250000000003,512.35
894,285.0,334.1625,383.325,432.48749999999995,481.65
895,229.15,292.8875,356.625,420.3625,484.1
896,242.79,297.2075,351.625,406.0425,460.46
897,230.2,289.8925,349.58500000000004,409.27750000000003,468.97
898,193.15,235.70250000000001,278.255,320.8075,363.36
899,201.35,260.5625,319.775,378.98749999999995,438.2
900,229.15,283.65,338.15,392.65,447.15
901,205.25,266.5075,327.765,389.0225,450.28
902,201.64,264.0625,326.485,388.90749999999997,451.33
903,209.44,269.1375,328.83500000000004,388.5325,448.23
904,237.76,259.10749999999996,280.455,301.8025,323.15
905,290.65,332.025,373.4,414.775,456.15
906,248.15,288.15,328.15,368.15,408.15
907,190.45,238.2425,286.03499999999997,333.8275,381.62
908,138.13,186.885,235.64,284.395,333.15
909,221.85,267.3375,312.825,358.3125,403.8
910,286.65,340.275,393.9,447.525,501.15
911,188.15,219.775,251.39999999999998,283.025,314.65
912,214.15,264.65,315.15,365.65,416.15
913,287.95,322.03499999999997,356.12,390.20500000000004,424.29
914,203.98,258.8025,313.625,368.4475,423.27
915,268.5,305.3,342.1,378.9,415.7
916,283.05,352.0375,421.025,490.0125,559.0
917,249.0,320.9375,392.875,464.8125,536.75
918,146.39,209.82999999999998,273.27,336.71,400.15
919,239.15,314.1025,389.055,464.00750000000005,538.96
920,231.98,285.1475,338.315,391.48249999999996,444.65
921,190.0,254.2875,318.575,382.86249999999995,447.15
922,193.15,255.4,317.65,379.9,442.15
923,253.15,312.3625,371.575,430.7875,490.0
924,210.0,266.4125,322.825,379.23749999999995,435.65
925,242.0,288.645,335.28999999999996,381.935,428.58
926,296.6,363.2375,429.875,496.5125,563.15
927,189.64,250.21824999999998,310.7965,371.37474999999995,431.953
928,266.0,307.6125,349.225,390.8375,432.45
929,223.95,258.0,292.04999999999995,326.09999999999997,360.15
930,161.0,209.1225,257.245,305.3675,353.49
931,280.15,347.9375,415.72499999999997,483.51249999999993,551.3
932,177.05,242.075,307.1,372.125,437.15
933,214.4,280.1975,345.995,411.79249999999996,477.59
934,220.2,276.4375,332.67499999999995,388.91249999999997,445.15
935,217.15,259.7375,302.325,344.9125,387.5
936,265.12,296.825,328.53,360.235,391.94
937,256.35,320.925,385.5,450.075,514.65
938,250.0,293.75,337.5,381.25,425.0
939,201.0,267.5,334.0,400.5,467.0
940,264.26,308.87,353.48,398.09,442.7
941,288.65,327.75,366.85,405.95,445.05
942,285.39,332.9,380.40999999999997,427.92,475.43
943,281.15,332.4,383.65,434.9,486.15
944,215.45,244.27499999999998,273.1,301.925,330.75
945,280.65,319.4,358.15,396.9,435.65
946,236.65,285.5625,334.475,383.38750000000005,432.3
947,193.15,251.6125,310.075,368.5375,427.0
948,227.15,288.0125,348.875,409.7375,470.6
949,254.8,314.475,374.15,433.825,493.5
950,233.15,296.4,359.65,422.9,486.15
951,209.8,257.2625,304.725,352.1875,399.65
952,143.15,190.5,237.85000000000002,285.20000000000005,332.55
953,282.0,344.5,407.0,469.5,532.0
954,174.15,225.775,277.4,329.025,380.65
955,269.15,334.975,400.8,466.625,532.45
956,169.65,210.4,251.14999999999998,291.9,332.65
957,209.63,257.22249999999997,304.815,352.4075,400.0
958,205.65,254.675,303.7,352.725,401.75
959,162.15,198.775,235.39999999999998,272.025,308.65
960,229.34,276.0175,322.695,369.3725,416.05
961,280.0,354.3,428.6,502.90000000000003,577.2
962,239.97,300.0525,360.135,420.2175,480.3
963,227.95,272.18,316.40999999999997,360.64,404.87
964,271.05,323.785,376.52,429.255,481.99
965,262.75,322.475,382.2,441.92499999999995,501.65
966,251.15,283.15,315.15,347.15,379.15
967,202.9,260.375,317.85,375.32500000000005,432.8
968,266.9,316.5875,366.275,415.9625,465.65
969,276.1,322.4875,368.875,415.2625,461.65
970,240.35,303.075,365.8,428.525,491.25
971,199.15,271.9,344.65,417.4,490.15
972,250.33,275.195,300.06,324.925,349.79
973,161.11,200.745,240.38,280.015,319.65
974,229.78,291.6225,353.465,415.3075,477.15
975,267.95,344.25,420.54999999999995,496.84999999999997,573.15
976,198.13,264.085,330.03999999999996,395.995,461.95
977,236.25,302.1875,368.125,434.0625,500.0
978,213.0,261.0,309.0,357.0,405.0
979,289.15,335.65,382.15,428.65,475.15
980,277.7,349.025,420.35,491.675,563.0
981,198.42,262.34774999999996,326.27549999999997,390.20324999999997,454.131
982,197.72,259.91,322.1,384.29,446.48
983,206.19,234.03,261.87,289.71000000000004,317.55
984,168.65,210.525,252.39999999999998,294.275,336.15
985,224.05,274.4175,324.78499999999997,375.1525,425.52
986,181.15,240.8625,300.575,360.2875,420.0
987,264.15,304.65,345.15,385.65,426.15
988,235.15,290.775,346.4,402.025,457.65
989,235.15,311.1625,387.175,463.18750000000006,539.2
990,253.43,330.7075,407.985,485.2625,562.54
991,225.15,271.15,317.15,363.15,409.15
992,197.78,272.135,346.49,420.84499999999997,495.2
993,180.0,244.8,309.6,374.4,439.2
994,180.0,232.0375,284.075,336.11249999999995,388.15
995,170.2,228.575,286.95,345.325,403.7
996,277.45,305.125,332.79999999999995,360.47499999999997,388.15
997,288.0,359.425,430.85,502.27500000000003,573.7
998,256.0,280.9875,305.975,330.9625,355.95
999,156.0,208.6375,261.275,313.9125,366.55
1000,234.8,297.4125,360.025,422.6375,485.25
1001,170.15,232.4375,294.725,357.01250000000005,419.3
1002,206.44,267.0325,327.625,388.2175,448.81
1003,247.75,286.3375,324.925,363.51250000000005,402.1
1004,150.05,200.4325,250.815,301.1975,351.58
1005,287.85,370.51250000000005,453.175,535.8375,618.5
1006,251.65,333.7375,415.825,497.9125,580.0
1007,158.45,212.0625,265.67499999999995,319.28749999999997,372.9
1008,210.15,273.65,337.15,400.65,464.15
1009,215.0,269.625,324.25,378.875,433.5
1010,199.65,263.175,326.7,390.225,453.75
1011,271.2,337.9,404.6,471.3,538.0
1012,210.0,249.2875,288.575,327.86249999999995,367.15
1013,267.53,324.9025,382.275,439.6475,497.02
1014,193.15,255.65,318.15,380.65,443.15
1015,240.95,311.1125,381.275,451.4375,521.6
1016,268.8,345.8875,422.975,500.0625,577.15
1017,205.15,279.9,354.65,429.4,504.15
1018,199.17,260.495,321.82,383.145,444.47
1019,194.8,272.8,350.8,428.8,506.8
1020,253.0,296.0375,339.075,382.11249999999995,425.15
1021,228.3,277.525,326.75,375.975,425.2
1022,279.2,341.4,403.6,465.8,528.0
1023,198.15,274.8125,351.475,428.1375,504.8
1024,221.5,262.9125,304.325,345.73749999999995,387.15
1025,195.0,256.25,317.5,378.75,440.0
1026,208.1,269.35,330.6,391.85,453.1
1027,186.15,237.53,288.91,340.29,391.67
1028,284.15,340.15,396.15,452.15,508.15
1029,196.65,241.4,286.15,330.9,375.65
1030,184.45,231.9775,279.505,327.0325,374.56
1031,183.85,235.6375,287.425,339.2125,391.0
1032,274.26,290.0375,305.815,321.5925,337.37
1033,157.46,210.9975,264.535,318.0725,371.61
1034,161.3,218.66000000000003,276.02,333.38,390.74
1035,197.7,254.52499999999998,311.35,368.175,425.0
1036,133.02,189.2975,245.575,301.85249999999996,358.13
1037,270.15,311.99249999999995,353.835,395.6775,437.52
1038,293.05,345.075,397.1,449.125,501.15
1039,231.11,299.12,367.13,435.14,503.15
1040,176.8,219.585,262.37,305.155,347.94
1041,200.8,267.68,334.56,401.44,468.32
1042,200.55,245.5625,290.57500000000005,335.58750000000003,380.6
1043,222.0,265.095,308.19,351.28499999999997,394.38
1044,188.3,249.22500000000002,310.15,371.075,432.0
1045,184.15,243.01250000000002,301.875,360.7375,419.6
1046,163.35,208.5425,253.735,298.9275,344.12
1047,279.35,348.07500000000005,416.8,485.525,554.25
1048,281.2,316.4875,351.775,387.0625,422.35
1049,154.25,197.4375,240.625,283.8125,327.0
1050,263.45,343.1675,422.885,502.6025,582.32
1051,185.2,248.175,311.15,374.125,437.1
1052,160.85,214.24,267.63,321.02,374.41
1053,242.43,289.1325,335.83500000000004,382.5375,429.24
1054,252.15,300.3625,348.575,396.7875,445.0
1055,227.31,261.57,295.83000000000004,330.09000000000003,364.35
1056,268.1,324.6125,381.125,437.6375,494.15
1057,212.35,281.92499999999995,351.5,421.07499999999993,490.65
1058,192.0,269.775,347.55,425.32500000000005,503.1
1059,264.0,353.0,442.0,531.0,620.0
1060,200.35,275.98249999999996,351.615,427.24749999999995,502.88
1061,233.15,270.9,308.65,346.4,384.15
1062,246.85,329.8875,412.925,495.9625,579.0
1063,231.65,268.2375,304.825,341.4125,378.0
1064,212.95,265.9625,318.975,371.9875,425.0
1065,276.78,335.6325,394.485,453.33750000000003,512.19
1066,227.15,284.775,342.4,400.025,457.65
1067,264.5,338.375,412.25,486.125,560.0
1068,275.65,338.8875,402.125,465.3625,528.6
1069,292.55,383.4125,474.275,565.1375,656.0
1070,221.65,303.6625,385.675,467.68750000000006,549.7
1071,272.65,322.025,371.4,420.775,470.15
1072,244.14,276.905,309.66999999999996,342.435,375.2
1073,268.4,346.575,424.75,502.925,581.1
1074,255.15,318.4,381.65,444.9,508.15
1075,260.28,311.24749999999995,362.215,413.1825,464.15
1076,257.15,293.66249999999997,330.17499999999995,366.6875,403.2
1077,235.65,304.8625,374.075,443.2875,512.5
1078,267.13,358.635,450.14,541.645,633.15
1079,288.15,358.2125,428.275,498.3375,568.4
1080,254.15,314.4125,374.675,434.9375,495.2
1081,245.15,311.9,378.65,445.4,512.15
1082,260.65,319.5475,378.445,437.3425,496.24
1083,287.3,329.7625,372.225,414.6875,457.15
1084,284.15,328.275,372.4,416.525,460.65
1085,274.89,314.32,353.75,393.18,432.61
1086,199.0,257.1625,315.325,373.48749999999995,431.65
1087,209.0,274.25,339.5,404.75,470.0
1088,275.55,294.1625,312.775,331.3875,350.0
1089,286.15,335.73749999999995,385.325,434.9125,484.5
1090,185.45,220.54749999999999,255.64499999999998,290.74249999999995,325.84
1091,235.55,290.95,346.35,401.75,457.15
1092,285.7,430.4,575.1,719.8,864.5
1093,242.15,312.4525,382.755,453.0575,523.36
1094,160.3,201.2,242.1,283.0,323.9
1095,279.4,328.365,377.33,426.29499999999996,475.26
1096,229.315,260.68875,292.0625,323.43625,354.81
1097,178.45,219.625,260.79999999999995,301.97499999999997,343.15
1098,289.81,315.12,340.43,365.74,391.05
1099,297.68,363.8325,429.985,496.1375,562.29
1100,178.35,242.39249999999998,306.435,370.47749999999996,434.52
1101,212.5,287.3,362.1,436.9,511.7
1102,164.0,223.25,282.5,341.75,401.0
1103,193.15,248.275,303.4,358.525,413.65
1104,192.05,252.53750000000002,313.025,373.5125,434.0
1105,180.0,234.75,289.5,344.25,399.0
1106,195.15,242.20000000000002,289.25,336.3,383.35
1107,180.35,237.7625,295.175,352.5875,410.0
1108,193.65,245.2375,296.825,348.4125,400.0
1109,247.45,291.8375,336.225,380.6125,425.0
1110,242.15,301.775,361.4,421.025,480.65
1111,268.0,347.6,427.2,506.79999999999995,586.4
1112,281.0,351.05,421.1,491.15000000000003,561.2
1113,270.15,335.25,400.34999999999997,465.44999999999993,530.55
