epoch,step,train_loss,val/mse,val_loss
531,4255,,0.02968805469572544,0.02968805469572544
532,4263,,0.032175999134778976,0.032175999134778976
533,4271,,0.028923433274030685,0.028923433274030685
534,4279,,0.03116018697619438,0.03116018697619438
535,4287,,0.027812708169221878,0.027812708169221878
536,4295,,0.02848346158862114,0.02848346158862114
537,4299,0.18832996487617493,,
537,4303,,0.02677842415869236,0.02677842415869236
538,4311,,0.03249300271272659,0.03249300271272659
539,4319,,0.030175913125276566,0.030175913125276566
540,4327,,0.03213213384151459,0.03213213384151459
541,4335,,0.03066001832485199,0.03066001832485199
542,4343,,0.029941195622086525,0.029941195622086525
543,4349,0.38801974058151245,,
543,4351,,0.031428880989551544,0.031428880989551544
544,4359,,0.025287499651312828,0.025287499651312828
545,4367,,0.026783693581819534,0.026783693581819534
546,4375,,0.027923043817281723,0.027923043817281723
547,4383,,0.03153520077466965,0.03153520077466965
548,4391,,0.030648846179246902,0.030648846179246902
549,4399,0.24825283885002136,,
549,4399,,0.03304537385702133,0.03304537385702133
550,4407,,0.03244069218635559,0.03244069218635559
551,4415,,0.03454102948307991,0.03454102948307991
552,4423,,0.03325201943516731,0.03325201943516731
553,4431,,0.03387293592095375,0.03387293592095375
554,4439,,0.03069472685456276,0.03069472685456276
555,4447,,0.027047012001276016,0.027047012001276016
556,4449,0.08375916630029678,,
556,4455,,0.03241204470396042,0.03241204470396042
557,4463,,0.03215106204152107,0.03215106204152107
558,4471,,0.034832485020160675,0.034832485020160675
559,4479,,0.03326127305626869,0.03326127305626869
560,4487,,0.038382839411497116,0.038382839411497116
561,4495,,0.03892569988965988,0.03892569988965988
562,4499,0.24584774672985077,,
562,4503,,0.03656308725476265,0.03656308725476265
563,4511,,0.02873789705336094,0.02873789705336094
564,4519,,0.028361165896058083,0.028361165896058083
565,4527,,0.02947463095188141,0.02947463095188141
566,4535,,0.02781921997666359,0.02781921997666359
567,4543,,0.02419281005859375,0.02419281005859375
568,4549,0.14153027534484863,,
568,4551,,0.027117064222693443,0.027117064222693443
569,4559,,0.031151866540312767,0.031151866540312767
570,4567,,0.02895262837409973,0.02895262837409973
571,4575,,0.029947858303785324,0.029947858303785324
572,4583,,0.03240146487951279,0.03240146487951279
573,4591,,0.03370003029704094,0.03370003029704094
574,4599,0.3651420474052429,,
574,4599,,0.034381233155727386,0.034381233155727386
575,4607,,0.03014856018126011,0.03014856018126011
576,4615,,0.029614955186843872,0.029614955186843872
577,4623,,0.03516590595245361,0.03516590595245361
578,4631,,0.03104349970817566,0.03104349970817566
579,4639,,0.031138110905885696,0.031138110905885696
580,4647,,0.025566499680280685,0.025566499680280685
581,4649,0.06128210574388504,,
581,4655,,0.027514006942510605,0.027514006942510605
582,4663,,0.033750019967556,0.033750019967556
583,4671,,0.0325101837515831,0.0325101837515831
584,4679,,0.02768206037580967,0.02768206037580967
585,4687,,0.02944966033101082,0.02944966033101082
586,4695,,0.025807326659560204,0.025807326659560204
587,4699,0.4322688579559326,,
587,4703,,0.026164237409830093,0.026164237409830093
588,4711,,0.025342434644699097,0.025342434644699097
589,4719,,0.029258962720632553,0.029258962720632553
590,4727,,0.030383208766579628,0.030383208766579628
591,4735,,0.02963169850409031,0.02963169850409031
592,4743,,0.0308559350669384,0.0308559350669384
593,4749,0.0948706790804863,,
593,4751,,0.032795168459415436,0.032795168459415436
594,4759,,0.03404157608747482,0.03404157608747482
595,4767,,0.03436092287302017,0.03436092287302017
596,4775,,0.029330244287848473,0.029330244287848473
597,4783,,0.02734750509262085,0.02734750509262085
598,4791,,0.027162348851561546,0.027162348851561546
599,4799,0.26524895429611206,,
599,4799,,0.03243386000394821,0.03243386000394821
