epoch,step,train_loss,val/mse,val_loss
99,799,0.469961941242218,,
99,799,,0.06399506330490112,0.06399506330490112
100,807,,0.1067463755607605,0.1067463755607605
101,815,,0.1023111492395401,0.1023111492395401
102,823,,0.0647047758102417,0.0647047758102417
103,831,,0.04122226685285568,0.04122226685285568
104,839,,0.07953750342130661,0.07953750342130661
105,847,,0.12798142433166504,0.12798142433166504
106,849,0.2966079115867615,,
106,855,,0.17207057774066925,0.17207057774066925
107,863,,0.13519538938999176,0.13519538938999176
108,871,,0.05664990097284317,0.05664990097284317
109,879,,0.07145615667104721,0.07145615667104721
110,887,,0.09155363589525223,0.09155363589525223
111,895,,0.10005849599838257,0.10005849599838257
112,899,0.035346560180187225,,
112,903,,0.14409926533699036,0.14409926533699036
113,911,,0.11611373722553253,0.11611373722553253
114,919,,0.06976775079965591,0.06976775079965591
115,927,,0.07512374222278595,0.07512374222278595
116,935,,0.07767316699028015,0.07767316699028015
117,943,,0.11212452501058578,0.11212452501058578
118,949,0.11289747059345245,,
118,951,,0.0839308500289917,0.0839308500289917
119,959,,0.0851145014166832,0.0851145014166832
120,967,,0.05442846938967705,0.05442846938967705
121,975,,0.03037453070282936,0.03037453070282936
122,983,,0.08460337668657303,0.08460337668657303
123,991,,0.11619670689105988,0.11619670689105988
124,999,0.21794478595256805,,
124,999,,0.10126831382513046,0.10126831382513046
125,1007,,0.09051181375980377,0.09051181375980377
126,1015,,0.07640047371387482,0.07640047371387482
127,1023,,0.1009829193353653,0.1009829193353653
128,1031,,0.08996343612670898,0.08996343612670898
129,1039,,0.08124784380197525,0.08124784380197525
130,1047,,0.061508942395448685,0.061508942395448685
131,1049,0.946664035320282,,
131,1055,,0.04763555899262428,0.04763555899262428
132,1063,,0.06852196156978607,0.06852196156978607
133,1071,,0.041096240282058716,0.041096240282058716
134,1079,,0.02667878195643425,0.02667878195643425
135,1087,,0.07696779072284698,0.07696779072284698
136,1095,,0.11572442203760147,0.11572442203760147
137,1099,0.06166469305753708,,
137,1103,,0.1471661627292633,0.1471661627292633
138,1111,,0.06958981603384018,0.06958981603384018
139,1119,,0.07900648564100266,0.07900648564100266
140,1127,,0.08058521896600723,0.08058521896600723
141,1135,,0.04351986199617386,0.04351986199617386
142,1143,,0.052143074572086334,0.052143074572086334
143,1149,0.017145629972219467,,
143,1151,,0.056656889617443085,0.056656889617443085
144,1159,,0.06943219900131226,0.06943219900131226
145,1167,,0.07922454178333282,0.07922454178333282
146,1175,,0.0811150074005127,0.0811150074005127
147,1183,,0.07452143728733063,0.07452143728733063
148,1191,,0.05972260981798172,0.05972260981798172
149,1199,0.2692168056964874,,
149,1199,,0.07713335752487183,0.07713335752487183
150,1207,,0.06094522029161453,0.06094522029161453
151,1215,,0.037954963743686676,0.037954963743686676
152,1223,,0.05006533861160278,0.05006533861160278
153,1231,,0.07870610058307648,0.07870610058307648
154,1239,,0.07013307511806488,0.07013307511806488
155,1247,,0.061579685658216476,0.061579685658216476
156,1249,0.36783748865127563,,
156,1255,,0.05777158588171005,0.05777158588171005
157,1263,,0.040008269250392914,0.040008269250392914
158,1271,,0.042566053569316864,0.042566053569316864
159,1279,,0.07788063585758209,0.07788063585758209
160,1287,,0.08272004127502441,0.08272004127502441
161,1295,,0.05779201537370682,0.05779201537370682
162,1299,0.27545586228370667,,
162,1303,,0.04446997493505478,0.04446997493505478
163,1311,,0.045554544776678085,0.045554544776678085
164,1319,,0.06134476512670517,0.06134476512670517
165,1327,,0.06228318065404892,0.06228318065404892
166,1335,,0.050241969525814056,0.050241969525814056
167,1343,,0.05457724258303642,0.05457724258303642
168,1349,0.1489768624305725,,
168,1351,,0.07271285355091095,0.07271285355091095
169,1359,,0.07541308552026749,0.07541308552026749
170,1367,,0.07450766861438751,0.07450766861438751
171,1375,,0.05957585573196411,0.05957585573196411
172,1383,,0.06343134492635727,0.06343134492635727
173,1391,,0.04770829901099205,0.04770829901099205
174,1399,0.28777065873146057,,
174,1399,,0.055302321910858154,0.055302321910858154
175,1407,,0.05509002134203911,0.05509002134203911
176,1415,,0.05483337491750717,0.05483337491750717
177,1423,,0.053947847336530685,0.053947847336530685
178,1431,,0.0546293742954731,0.0546293742954731
179,1439,,0.06245763972401619,0.06245763972401619
180,1447,,0.08611157536506653,0.08611157536506653
181,1449,0.1592566967010498,,
181,1455,,0.0745556578040123,0.0745556578040123
182,1463,,0.06546475738286972,0.06546475738286972
183,1471,,0.048704586923122406,0.048704586923122406
184,1479,,0.03810644894838333,0.03810644894838333
185,1487,,0.04108031839132309,0.04108031839132309
186,1495,,0.04584720730781555,0.04584720730781555
187,1499,0.15537972748279572,,
187,1503,,0.04583341255784035,0.04583341255784035
188,1511,,0.06939108669757843,0.06939108669757843
189,1519,,0.06834206730127335,0.06834206730127335
190,1527,,0.058826666325330734,0.058826666325330734
191,1535,,0.08028211444616318,0.08028211444616318
192,1543,,0.1003156304359436,0.1003156304359436
193,1549,0.03307104855775833,,
193,1551,,0.09104573726654053,0.09104573726654053
194,1559,,0.07745712995529175,0.07745712995529175
195,1567,,0.07842256128787994,0.07842256128787994
196,1575,,0.08609592914581299,0.08609592914581299
197,1583,,0.10786759853363037,0.10786759853363037
198,1591,,0.08786538988351822,0.08786538988351822
199,1599,0.40513935685157776,,
199,1599,,0.11593873798847198,0.11593873798847198
200,1607,,0.07222709059715271,0.07222709059715271
201,1615,,0.04428664967417717,0.04428664967417717
202,1623,,0.024667615070939064,0.024667615070939064
203,1631,,0.02956642583012581,0.02956642583012581
204,1639,,0.03366789221763611,0.03366789221763611
205,1647,,0.05562222748994827,0.05562222748994827
206,1649,0.31613045930862427,,
206,1655,,0.07238227128982544,0.07238227128982544
207,1663,,0.0676225796341896,0.0676225796341896
208,1671,,0.058647315949201584,0.058647315949201584
209,1679,,0.06405941396951675,0.06405941396951675
210,1687,,0.07805953919887543,0.07805953919887543
211,1695,,0.06647992134094238,0.06647992134094238
212,1699,0.20200574398040771,,
212,1703,,0.06045463681221008,0.06045463681221008
213,1711,,0.05598534271121025,0.05598534271121025
214,1719,,0.0695122629404068,0.0695122629404068
215,1727,,0.06790919601917267,0.06790919601917267
216,1735,,0.06658519804477692,0.06658519804477692
217,1743,,0.05773298069834709,0.05773298069834709
218,1749,0.03612315654754639,,
218,1751,,0.06391243636608124,0.06391243636608124
219,1759,,0.063067726790905,0.063067726790905
220,1767,,0.05394843965768814,0.05394843965768814
221,1775,,0.05931451916694641,0.05931451916694641
222,1783,,0.048591021448373795,0.048591021448373795
223,1791,,0.047150563448667526,0.047150563448667526
224,1799,0.159528449177742,,
224,1799,,0.03926696628332138,0.03926696628332138
225,1807,,0.048981599509716034,0.048981599509716034
226,1815,,0.03853559494018555,0.03853559494018555
227,1823,,0.04381359741091728,0.04381359741091728
228,1831,,0.04612281173467636,0.04612281173467636
229,1839,,0.04640975594520569,0.04640975594520569
230,1847,,0.03667175769805908,0.03667175769805908
231,1849,0.3374699652194977,,
231,1855,,0.033664338290691376,0.033664338290691376
232,1863,,0.031371116638183594,0.031371116638183594
233,1871,,0.03699576109647751,0.03699576109647751
234,1879,,0.03408069163560867,0.03408069163560867
235,1887,,0.04643687605857849,0.04643687605857849
236,1895,,0.03593924641609192,0.03593924641609192
237,1899,0.03058868646621704,,
237,1903,,0.038755692541599274,0.038755692541599274
238,1911,,0.03877347335219383,0.03877347335219383
239,1919,,0.04759545624256134,0.04759545624256134
240,1927,,0.05043301731348038,0.05043301731348038
241,1935,,0.04668823629617691,0.04668823629617691
242,1943,,0.05193338915705681,0.05193338915705681
243,1949,0.1254236400127411,,
243,1951,,0.06292162090539932,0.06292162090539932
244,1959,,0.0562233030796051,0.0562233030796051
245,1967,,0.048637669533491135,0.048637669533491135
246,1975,,0.044067542999982834,0.044067542999982834
247,1983,,0.04929415136575699,0.04929415136575699
248,1991,,0.05627649277448654,0.05627649277448654
249,1999,0.06711213290691376,,
249,1999,,0.0505375936627388,0.0505375936627388
250,2007,,0.04476218670606613,0.04476218670606613
251,2015,,0.039872102439403534,0.039872102439403534
252,2023,,0.03973368927836418,0.03973368927836418
253,2031,,0.047292448580265045,0.047292448580265045
254,2039,,0.0658874586224556,0.0658874586224556
255,2047,,0.07425358146429062,0.07425358146429062
256,2049,0.30695244669914246,,
256,2055,,0.06312798708677292,0.06312798708677292
257,2063,,0.0692434087395668,0.0692434087395668
258,2071,,0.06557879596948624,0.06557879596948624
259,2079,,0.06688866764307022,0.06688866764307022
260,2087,,0.060196347534656525,0.060196347534656525
261,2095,,0.04615718871355057,0.04615718871355057
262,2099,0.14862826466560364,,
262,2103,,0.043521955609321594,0.043521955609321594
263,2111,,0.041092537343502045,0.041092537343502045
264,2119,,0.05300278589129448,0.05300278589129448
265,2127,,0.04598844796419144,0.04598844796419144
266,2135,,0.04259529709815979,0.04259529709815979
267,2143,,0.04759163409471512,0.04759163409471512
268,2149,0.6194747090339661,,
268,2151,,0.054590195417404175,0.054590195417404175
269,2159,,0.058665502816438675,0.058665502816438675
270,2167,,0.0673673003911972,0.0673673003911972
271,2175,,0.06086771562695503,0.06086771562695503
272,2183,,0.05281798169016838,0.05281798169016838
273,2191,,0.04707106947898865,0.04707106947898865
274,2199,0.4508390426635742,,
274,2199,,0.047795020043849945,0.047795020043849945
275,2207,,0.028364503756165504,0.028364503756165504
276,2215,,0.030006716027855873,0.030006716027855873
277,2223,,0.040451716631650925,0.040451716631650925
278,2231,,0.04709937050938606,0.04709937050938606
279,2239,,0.04829339310526848,0.04829339310526848
280,2247,,0.05449364706873894,0.05449364706873894
281,2249,0.7300390601158142,,
281,2255,,0.04047084227204323,0.04047084227204323
282,2263,,0.04383881390094757,0.04383881390094757
283,2271,,0.044225919991731644,0.044225919991731644
284,2279,,0.052318137139081955,0.052318137139081955
285,2287,,0.04190332442522049,0.04190332442522049
286,2295,,0.0485130175948143,0.0485130175948143
287,2299,0.063551165163517,,
287,2303,,0.03362696245312691,0.03362696245312691
288,2311,,0.04104119911789894,0.04104119911789894
289,2319,,0.05286198854446411,0.05286198854446411
290,2327,,0.05337069183588028,0.05337069183588028
291,2335,,0.04718327522277832,0.04718327522277832
292,2343,,0.0346771664917469,0.0346771664917469
293,2349,0.39719757437705994,,
293,2351,,0.03563714027404785,0.03563714027404785
294,2359,,0.03678466007113457,0.03678466007113457
295,2367,,0.03688864782452583,0.03688864782452583
296,2375,,0.03376345708966255,0.03376345708966255
297,2383,,0.037822991609573364,0.037822991609573364
298,2391,,0.03432543948292732,0.03432543948292732
299,2399,0.09942716360092163,,
299,2399,,0.04194706678390503,0.04194706678390503
300,2407,,0.03771013766527176,0.03771013766527176
301,2415,,0.04384472966194153,0.04384472966194153
302,2423,,0.04101627692580223,0.04101627692580223
303,2431,,0.04492750018835068,0.04492750018835068
304,2439,,0.03889824077486992,0.03889824077486992
305,2447,,0.03911704942584038,0.03911704942584038
306,2449,0.2542334198951721,,
306,2455,,0.04623335599899292,0.04623335599899292
307,2463,,0.04522240161895752,0.04522240161895752
308,2471,,0.040420643985271454,0.040420643985271454
309,2479,,0.04057638719677925,0.04057638719677925
310,2487,,0.03606083616614342,0.03606083616614342
311,2495,,0.030250832438468933,0.030250832438468933
312,2499,0.1329694241285324,,
312,2503,,0.031496621668338776,0.031496621668338776
313,2511,,0.022879721596837044,0.022879721596837044
314,2519,,0.027482416480779648,0.027482416480779648
315,2527,,0.029187053442001343,0.029187053442001343
316,2535,,0.02745809592306614,0.02745809592306614
317,2543,,0.02500489354133606,0.02500489354133606
318,2549,0.3060034215450287,,
318,2551,,0.0305047444999218,0.0305047444999218
319,2559,,0.025179946795105934,0.025179946795105934
320,2567,,0.028332745656371117,0.028332745656371117
321,2575,,0.03538314998149872,0.03538314998149872
322,2583,,0.033845674246549606,0.033845674246549606
323,2591,,0.028795843943953514,0.028795843943953514
324,2599,0.05626968294382095,,
324,2599,,0.032133959233760834,0.032133959233760834
325,2607,,0.026856984943151474,0.026856984943151474
326,2615,,0.035791583359241486,0.035791583359241486
327,2623,,0.03269600123167038,0.03269600123167038
328,2631,,0.04025528207421303,0.04025528207421303
329,2639,,0.04051223397254944,0.04051223397254944
330,2647,,0.031601063907146454,0.031601063907146454
331,2649,0.13501368463039398,,
331,2655,,0.036993637681007385,0.036993637681007385
332,2663,,0.0359719842672348,0.0359719842672348
333,2671,,0.030839871615171432,0.030839871615171432
334,2679,,0.0325612835586071,0.0325612835586071
335,2687,,0.039419014006853104,0.039419014006853104
336,2695,,0.039124131202697754,0.039124131202697754
337,2699,0.18975749611854553,,
337,2703,,0.03679546341300011,0.03679546341300011
338,2711,,0.03672568127512932,0.03672568127512932
339,2719,,0.039903197437524796,0.039903197437524796
340,2727,,0.03240503743290901,0.03240503743290901
341,2735,,0.030803393572568893,0.030803393572568893
342,2743,,0.03147835657000542,0.03147835657000542
343,2749,0.09605660289525986,,
343,2751,,0.03535331040620804,0.03535331040620804
344,2759,,0.0420072078704834,0.0420072078704834
345,2767,,0.03673888370394707,0.03673888370394707
346,2775,,0.03886067867279053,0.03886067867279053
347,2783,,0.03404363989830017,0.03404363989830017
348,2791,,0.027423884719610214,0.027423884719610214
349,2799,0.0992032140493393,,
349,2799,,0.02604740299284458,0.02604740299284458
350,2807,,0.025559118017554283,0.025559118017554283
351,2815,,0.0266273133456707,0.0266273133456707
352,2823,,0.03004719689488411,0.03004719689488411
353,2831,,0.030767405405640602,0.030767405405640602
354,2839,,0.02866833470761776,0.02866833470761776
355,2847,,0.033319056034088135,0.033319056034088135
356,2849,0.1428491175174713,,
356,2855,,0.037790995091199875,0.037790995091199875
357,2863,,0.031024668365716934,0.031024668365716934
358,2871,,0.03243226185441017,0.03243226185441017
359,2879,,0.03494156152009964,0.03494156152009964
360,2887,,0.03046249970793724,0.03046249970793724
361,2895,,0.032215554267168045,0.032215554267168045
362,2899,0.5492333173751831,,
362,2903,,0.029436955228447914,0.029436955228447914
363,2911,,0.03674483299255371,0.03674483299255371
364,2919,,0.04121864587068558,0.04121864587068558
365,2927,,0.03627607971429825,0.03627607971429825
366,2935,,0.039773695170879364,0.039773695170879364
367,2943,,0.03893129155039787,0.03893129155039787
368,2949,0.10297057777643204,,
368,2951,,0.03792788088321686,0.03792788088321686
369,2959,,0.042761825025081635,0.042761825025081635
370,2967,,0.03679250180721283,0.03679250180721283
371,2975,,0.04078266769647598,0.04078266769647598
372,2983,,0.03877806290984154,0.03877806290984154
373,2991,,0.04807908087968826,0.04807908087968826
374,2999,0.14232628047466278,,
374,2999,,0.05104004591703415,0.05104004591703415
375,3007,,0.045303426682949066,0.045303426682949066
376,3015,,0.043520934879779816,0.043520934879779816
377,3023,,0.0390598326921463,0.0390598326921463
378,3031,,0.03262729197740555,0.03262729197740555
379,3039,,0.029790589585900307,0.029790589585900307
380,3047,,0.029016569256782532,0.029016569256782532
381,3049,0.08192199468612671,,
381,3055,,0.0321977473795414,0.0321977473795414
382,3063,,0.030970919877290726,0.030970919877290726
383,3071,,0.027610013261437416,0.027610013261437416
384,3079,,0.030006831511855125,0.030006831511855125
385,3087,,0.028868824243545532,0.028868824243545532
386,3095,,0.028300756588578224,0.028300756588578224
387,3099,0.03902434557676315,,
387,3103,,0.03692271560430527,0.03692271560430527
388,3111,,0.036891717463731766,0.036891717463731766
389,3119,,0.030393073335289955,0.030393073335289955
390,3127,,0.028486886993050575,0.028486886993050575
391,3135,,0.030539263039827347,0.030539263039827347
392,3143,,0.03269655257463455,0.03269655257463455
393,3149,0.11151997745037079,,
393,3151,,0.036111850291490555,0.036111850291490555
394,3159,,0.02976423129439354,0.02976423129439354
395,3167,,0.035006143152713776,0.035006143152713776
396,3175,,0.03236927092075348,0.03236927092075348
397,3183,,0.022356322035193443,0.022356322035193443
398,3191,,0.024663742631673813,0.024663742631673813
399,3199,0.03528151661157608,,
399,3199,,0.03083975240588188,0.03083975240588188
400,3207,,0.027542058378458023,0.027542058378458023
401,3215,,0.02230999246239662,0.02230999246239662
402,3223,,0.022292407229542732,0.022292407229542732
403,3231,,0.033547814935445786,0.033547814935445786
404,3239,,0.031641893088817596,0.031641893088817596
405,3247,,0.02833191677927971,0.02833191677927971
406,3249,0.22414985299110413,,
406,3255,,0.023055531084537506,0.023055531084537506
407,3263,,0.032311130315065384,0.032311130315065384
408,3271,,0.031085724011063576,0.031085724011063576
409,3279,,0.02875899337232113,0.02875899337232113
410,3287,,0.02442760020494461,0.02442760020494461
411,3295,,0.025591811165213585,0.025591811165213585
412,3299,0.21622276306152344,,
412,3303,,0.02495579980313778,0.02495579980313778
413,3311,,0.026820963248610497,0.026820963248610497
414,3319,,0.03209962323307991,0.03209962323307991
415,3327,,0.027710292488336563,0.027710292488336563
416,3335,,0.02565631829202175,0.02565631829202175
417,3343,,0.02562783658504486,0.02562783658504486
418,3349,0.14400716125965118,,
418,3351,,0.02753489650785923,0.02753489650785923
419,3359,,0.03638635203242302,0.03638635203242302
420,3367,,0.027098247781395912,0.027098247781395912
421,3375,,0.02376488782465458,0.02376488782465458
422,3383,,0.025227898731827736,0.025227898731827736
423,3391,,0.028356412425637245,0.028356412425637245
424,3399,0.24379734694957733,,
424,3399,,0.03494534641504288,0.03494534641504288
425,3407,,0.03516007214784622,0.03516007214784622
426,3415,,0.027913546189665794,0.027913546189665794
427,3423,,0.0318228080868721,0.0318228080868721
428,3431,,0.03287722170352936,0.03287722170352936
429,3439,,0.026168694719672203,0.026168694719672203
430,3447,,0.030240152031183243,0.030240152031183243
431,3449,0.12591907382011414,,
431,3455,,0.02849920466542244,0.02849920466542244
432,3463,,0.030524473637342453,0.030524473637342453
433,3471,,0.03664969652891159,0.03664969652891159
434,3479,,0.03438050299882889,0.03438050299882889
435,3487,,0.03160596266388893,0.03160596266388893
436,3495,,0.026933008804917336,0.026933008804917336
437,3499,0.09094621986150742,,
437,3503,,0.02068789303302765,0.02068789303302765
438,3511,,0.02554583176970482,0.02554583176970482
439,3519,,0.029020613059401512,0.029020613059401512
440,3527,,0.02688494324684143,0.02688494324684143
441,3535,,0.02825067564845085,0.02825067564845085
442,3543,,0.025152210146188736,0.025152210146188736
443,3549,0.24226482212543488,,
443,3551,,0.025791838765144348,0.025791838765144348
444,3559,,0.025789951905608177,0.025789951905608177
445,3567,,0.031272489577531815,0.031272489577531815
446,3575,,0.036628831177949905,0.036628831177949905
447,3583,,0.033134300261735916,0.033134300261735916
448,3591,,0.0343732014298439,0.0343732014298439
449,3599,0.11429692804813385,,
449,3599,,0.02838554047048092,0.02838554047048092
450,3607,,0.03167601674795151,0.03167601674795151
451,3615,,0.03086494840681553,0.03086494840681553
452,3623,,0.025676529854536057,0.025676529854536057
453,3631,,0.03026098571717739,0.03026098571717739
454,3639,,0.02588760294020176,0.02588760294020176
455,3647,,0.024983277544379234,0.024983277544379234
456,3649,0.052901506423950195,,
456,3655,,0.029322266578674316,0.029322266578674316
457,3663,,0.03307562693953514,0.03307562693953514
458,3671,,0.03202148526906967,0.03202148526906967
459,3679,,0.03048083186149597,0.03048083186149597
460,3687,,0.028999364003539085,0.028999364003539085
461,3695,,0.031088631600141525,0.031088631600141525
462,3699,0.14594312012195587,,
462,3703,,0.03717856481671333,0.03717856481671333
463,3711,,0.03536810725927353,0.03536810725927353
464,3719,,0.03427322581410408,0.03427322581410408
465,3727,,0.034485310316085815,0.034485310316085815
466,3735,,0.0333661213517189,0.0333661213517189
467,3743,,0.038557570427656174,0.038557570427656174
468,3749,0.6953122019767761,,
468,3751,,0.02922186627984047,0.02922186627984047
469,3759,,0.02485174871981144,0.02485174871981144
470,3767,,0.021745052188634872,0.021745052188634872
471,3775,,0.033024948090314865,0.033024948090314865
472,3783,,0.024625461548566818,0.024625461548566818
473,3791,,0.027899254113435745,0.027899254113435745
474,3799,0.19603665173053741,,
474,3799,,0.024827739223837852,0.024827739223837852
475,3807,,0.02398710325360298,0.02398710325360298
476,3815,,0.023785214871168137,0.023785214871168137
477,3823,,0.030820656567811966,0.030820656567811966
478,3831,,0.02680335007607937,0.02680335007607937
479,3839,,0.028553133830428123,0.028553133830428123
480,3847,,0.02561928704380989,0.02561928704380989
481,3849,0.1352655440568924,,
481,3855,,0.026323243975639343,0.026323243975639343
482,3863,,0.02312973141670227,0.02312973141670227
483,3871,,0.025711819529533386,0.025711819529533386
484,3879,,0.026576155796647072,0.026576155796647072
485,3887,,0.02878914773464203,0.02878914773464203
486,3895,,0.03341671824455261,0.03341671824455261
487,3899,0.13314145803451538,,
487,3903,,0.036702267825603485,0.036702267825603485
488,3911,,0.03105594590306282,0.03105594590306282
489,3919,,0.02701498009264469,0.02701498009264469
490,3927,,0.02615438960492611,0.02615438960492611
491,3935,,0.026901114732027054,0.026901114732027054
492,3943,,0.02959277853369713,0.02959277853369713
493,3949,0.1037740707397461,,
493,3951,,0.0249492134898901,0.0249492134898901
494,3959,,0.03370259329676628,0.03370259329676628
495,3967,,0.0313531793653965,0.0313531793653965
496,3975,,0.029326964169740677,0.029326964169740677
497,3983,,0.030349379405379295,0.030349379405379295
498,3991,,0.032031238079071045,0.032031238079071045
499,3999,0.17216075956821442,,
499,3999,,0.02854386903345585,0.02854386903345585
500,4007,,0.027803516015410423,0.027803516015410423
501,4015,,0.02318882942199707,0.02318882942199707
502,4023,,0.027926962822675705,0.027926962822675705
503,4031,,0.02382953092455864,0.02382953092455864
504,4039,,0.028781691566109657,0.028781691566109657
505,4047,,0.030736520886421204,0.030736520886421204
506,4049,0.3361266851425171,,
506,4055,,0.024210838600993156,0.024210838600993156
507,4063,,0.03134811669588089,0.03134811669588089
508,4071,,0.035934872925281525,0.035934872925281525
509,4079,,0.034392233937978745,0.034392233937978745
510,4087,,0.027846375480294228,0.027846375480294228
511,4095,,0.027285953983664513,0.027285953983664513
512,4099,0.0360528826713562,,
512,4103,,0.03392540663480759,0.03392540663480759
513,4111,,0.032327499240636826,0.032327499240636826
514,4119,,0.024880025535821915,0.024880025535821915
515,4127,,0.029290348291397095,0.029290348291397095
516,4135,,0.03526041656732559,0.03526041656732559
517,4143,,0.03412088751792908,0.03412088751792908
518,4149,0.07070983946323395,,
518,4151,,0.029955536127090454,0.029955536127090454
519,4159,,0.029963582754135132,0.029963582754135132
520,4167,,0.028562471270561218,0.028562471270561218
521,4175,,0.031181534752249718,0.031181534752249718
522,4183,,0.02907140925526619,0.02907140925526619
523,4191,,0.030622875317931175,0.030622875317931175
524,4199,0.1597890853881836,,
524,4199,,0.03121701255440712,0.03121701255440712
525,4207,,0.03077070787549019,0.03077070787549019
526,4215,,0.030384724959731102,0.030384724959731102
527,4223,,0.034435611218214035,0.034435611218214035
528,4231,,0.027655761688947678,0.027655761688947678
529,4239,,0.030153701081871986,0.030153701081871986
530,4247,,0.029764089733362198,0.029764089733362198
531,4249,0.16323967278003693,,
