smiles,temperature,conductivity,splits
C=CCCCCCC(C)C,0.002614465,-2.325087892,train
C=CCCCCCC(C)C,0.002254029,-2.460310705,train
C=C(C)CCCCCCC,0.004800077,-2.107613059,train
C=C(C)CCCCCCC,0.003750445,-2.201143205,train
C=C(C)CCCCCCC,0.003077491,-2.304332419,train
C=C(C)CCCCCCC,0.002609297,-2.419408052,train
C=C(C)CCCCCCC,0.002264749,-2.549469107,train
CC(C)CCCCCCCO,0.004691532,-1.716900413,train
CC(C)CCCCCCCO,0.003470264,-1.824632019,train
CC(C)CCCCCCCO,0.002753493,-1.945386846,train
CC(C)CCCCCCCO,0.002282128,-2.082752136,train
CC(C)CCCCCCCO,0.001948558,-2.242037557,train
CC(C)CNCC(C)C,0.004922471,-2.029245737,test
CC(C)CNCC(C)C,0.003915044,-2.118653084,test
CC(C)CNCC(C)C,0.003249919,-2.216846117,test
CC(C)CNCC(C)C,0.002777971,-2.325741341,test
CC(C)CNCC(C)C,0.002425713,-2.447960522,test
COCC(C)C,0.005319149,-1.82367103,train
COCC(C)C,0.004192872,-1.92990175,train
COCC(C)C,0.003460208,-2.048773685,train
COCC(C)C,0.002945508,-2.183706746,train
COCC(C)C,0.002564103,-2.339729483,train
CC(C)C1=CCC(=CC1)C,0.004441681,-2.008060782,train
CC(C)C1=CCC(=CC1)C,0.003534912,-2.092113898,train
CC(C)C1=CCC(=CC1)C,0.002935607,-2.183885766,train
CC(C)C1=CCC(=CC1)C,0.002510056,-2.284938612,train
CC(C)C1=CCC(=CC1)C,0.002192261,-2.397363024,train
CC(C)C1=CC=C(CC1)C,0.004545455,-2.017777648,train
CC(C)C1=CC=C(CC1)C,0.00360962,-2.100597683,train
CC(C)C1=CC=C(CC1)C,0.00299334,-2.190901331,train
CC(C)C1=CC=C(CC1)C,0.002556809,-2.290176499,train
CC(C)C1=CC=C(CC1)C,0.002231396,-2.400404669,train
CC(C)C(=O)OCC(C)(C)C(O)C(C)C,0.004481291,-1.857753449,train
CC(C)C(=O)OCC(C)(C)C(O)C(C)C,0.003332361,-1.969825526,train
CC(C)C(=O)OCC(C)(C)C(O)C(C)C,0.002652344,-2.096061857,train
CC(C)C(=O)OCC(C)(C)C(O)C(C)C,0.002202825,-2.240567935,train
CC(C)C(=O)OCC(C)(C)C(O)C(C)C,0.001883594,-2.409541326,train
C=CCCC(C)C,0.006756757,-1.963496853,train
C=CCCC(C)C,0.004984672,-2.05482862,train
C=CCCC(C)C,0.003948979,-2.155348029,train
C=CCCC(C)C,0.00326963,-2.267112453,train
C=CCCC(C)C,0.002789712,-2.392958479,train
C=CCC(C)CC,0.007593014,-1.937535951,train
C=CCC(C)CC,0.005298154,-2.031115257,train
C=CCC(C)CC,0.004068514,-2.13436432,train
C=CCC(C)CC,0.003302128,-2.249514389,train
C=CCC(C)CC,0.002778704,-2.379670586,train
C=CC(C)CCC,0.006896552,-1.961978557,train
C=CC(C)CCC,0.005050186,-2.052705126,train
C=CC(C)CCC,0.003983667,-2.152491919,train
C=CC(C)CCC,0.003289068,-2.263351111,train
C=CC(C)CCC,0.002800728,-2.388050393,train
C=C(C)CCCC,0.00587268,-1.992182815,train
C=C(C)CCCC,0.004567096,-2.077461264,train
C=C(C)CCCC,0.003736432,-2.170695798,train
C=C(C)CCCC,0.003161431,-2.27352525,train
C=C(C)CCCC,0.002739801,-2.388153439,train
CC(=O)CCC(C)C,0.005018821,-1.728812614,train
CC(=O)CCC(C)C,0.003700175,-1.847036499,train
CC(=O)CCC(C)C,0.002930274,-1.981134983,train
CC(=O)CCC(C)C,0.00242558,-2.136042285,train
CC(=O)CCC(C)C,0.002069194,-2.319424076,train
OCCCCC(C)C,0.003411223,-1.940481033,test
OCCCCC(C)C,0.002938044,-2.032119655,test
OCCCCC(C)C,0.002580146,-2.13301094,test
OCCCCC(C)C,0.002299974,-2.245235381,test
OCCCCC(C)C,0.002074689,-2.371665111,test
C=CCCCC(C)C,0.005952381,-2.016850516,train
C=CCCCC(C)C,0.004492615,-2.108980513,train
C=CCCCC(C)C,0.003607829,-2.210467914,train
C=CCCCC(C)C,0.003014204,-2.323430456,train
C=CCCCC(C)C,0.002588327,-2.450798136,train
C=C(C)CCCCC,0.005383,-2.037938512,train
C=C(C)CCCCC,0.004211945,-2.125787348,train
C=C(C)CCCCC,0.00345937,-2.222103312,train
C=C(C)CCCCC,0.002934961,-2.328694599,train
C=C(C)CCCCC,0.002548615,-2.448018116,train
CC(C)OC(=O)CCCCCCCCCCCCCCC,0.003497115,-1.986514271,train
CC(C)OC(=O)CCCCCCCCCCCCCCC,0.002716007,-2.102273253,train
CC(C)OC(=O)CCCCCCCCCCCCCCC,0.002220125,-2.233208202,train
CC(C)OC(=O)CCCCCCCCCCCCCCC,0.001877361,-2.383907411,train
CC(C)OC(=O)CCCCCCCCCCCCCCC,0.001626281,-2.561416964,train
CC(O)COC(C)C,0.004761905,-1.721743601,train
CC(O)COC(C)C,0.003841906,-1.814528896,train
CC(O)COC(C)C,0.003219834,-1.916812006,train
CC(O)COC(C)C,0.002771139,-2.030761631,train
CC(O)COC(C)C,0.002432202,-2.159385848,train
CCC(C)CCCCCCCCC,0.004680552,-1.842017531,val
CCC(C)CCCCCCCCC,0.003400927,-1.961905932,val
CCC(C)CCCCCCCCC,0.002670762,-2.098150753,val
CCC(C)CCCCCCCCC,0.002198708,-2.255930827,val
CCC(C)CCCCCCCCC,0.00186846,-2.443355769,val
CC(C)CCCCCCCCCC,0.004046126,-1.956057298,train
CC(C)CCCCCCCCCC,0.003215176,-2.036446345,train
CC(C)CCCCCCCCCC,0.002667378,-2.123867105,train
CC(C)CCCCCCCCCC,0.002279072,-2.219668764,train
CC(C)CCCCCCCCCC,0.001989456,-2.325630408,train
CCCCCCCCCCC(C)CO,0.003690037,-1.914625381,val
CCCCCCCCCCC(C)CO,0.002959018,-2.018775434,val
CCCCCCCCCCC(C)CO,0.002469746,-2.135047448,val
CCCCCCCCCCC(C)CO,0.002119318,-2.266639545,val
CCCCCCCCCCC(C)CO,0.001855976,-2.418210221,val
C[SiH](Cl)Cl,0.005477951,-1.82719164,train
C[SiH](Cl)Cl,0.004638488,-1.895506953,train
C[SiH](Cl)Cl,0.004022122,-1.968833697,train
C[SiH](Cl)Cl,0.003550348,-2.047965666,train
C[SiH](Cl)Cl,0.003177629,-2.133901867,train
CC(C)CCCCCCCC,0.004458315,-1.965270568,test
CC(C)CCCCCCCC,0.003523453,-2.041176131,test
CC(C)CCCCCCCC,0.002912692,-2.123320119,test
CC(C)CCCCCCCC,0.002482391,-2.212820534,test
CC(C)CCCCCCCC,0.002162864,-2.311125862,test
C1=CC(C)CC1,0.00593331,-1.862213179,test
C1=CC(C)CC1,0.00474119,-1.936226923,test
C1=CC(C)CC1,0.003947966,-2.016159635,test
C1=CC(C)CC1,0.00338212,-2.103041032,test
C1=CC(C)CC1,0.002958142,-2.198195258,test
C1(C)=CCCC1,0.006820352,-1.81570505,train
C1(C)=CCCC1,0.005072923,-1.898431177,train
C1(C)=CCCC1,0.004038283,-1.988623107,train
C1(C)=CCCC1,0.003354185,-2.087763352,train
C1(C)=CCCC1,0.002868288,-2.197825158,train
CC1CCC(=O)C1,0.004656577,-1.672458919,train
CC1CCC(=O)C1,0.003475813,-1.789194621,train
CC1CCC(=O)C1,0.002772733,-1.921380984,train
CC1CCC(=O)C1,0.002306233,-2.07374118,train
CC1CCC(=O)C1,0.0019741,-2.253561432,train
C1(NC)CCCCC1,0.003778575,-2.04979917,train
C1(NC)CCCCC1,0.003289609,-2.117282401,train
C1(NC)CCCCC1,0.002912692,-2.189651307,train
C1(NC)CCCCC1,0.002613269,-2.26766892,train
C1(NC)CCCCC1,0.002369668,-2.352292277,train
C1(C)CCC(C[OH])CC1,0.004078303,-1.848001113,train
C1(C)CCC(C[OH])CC1,0.003336976,-1.933626789,train
C1(C)CCC(C[OH])CC1,0.002823702,-2.027276659,train
C1(C)CCC(C[OH])CC1,0.002447276,-2.130611559,train
C1(C)CCC(C[OH])CC1,0.002159407,-2.245868427,train
C1[C@](O)([H])(CC[C@@](C)([H])(C1)),0.003773585,-1.877898899,train
C1[C@](O)([H])(CC[C@@](C)([H])(C1)),0.003096934,-1.980459203,train
C1[C@](O)([H])(CC[C@@](C)([H])(C1)),0.00262605,-2.094752884,train
C1[C@](O)([H])(CC[C@@](C)([H])(C1)),0.002279462,-2.223815873,train
C1[C@](O)([H])(CC[C@@](C)([H])(C1)),0.002013693,-2.372039571,train
C1[C@](O)([H])(C[C@@](C)([H])(CC1)),0.003667706,-1.904940015,train
C1[C@](O)([H])(C[C@@](C)([H])(CC1)),0.003069721,-2.000570178,train
C1[C@](O)([H])(C[C@@](C)([H])(CC1)),0.002639393,-2.106321924,train
C1[C@](O)([H])(C[C@@](C)([H])(CC1)),0.002314882,-2.224594304,train
C1[C@](O)([H])(C[C@@](C)([H])(CC1)),0.002061431,-2.358755101,train
C1[C@](O)([H])([C@@](C)([H])(CCC1)),0.0037154,-1.90073752,train
C1[C@](O)([H])([C@@](C)([H])(CCC1)),0.003095376,-1.99750829,train
C1[C@](O)([H])([C@@](C)([H])(CCC1)),0.002652696,-2.104656873,train
C1[C@](O)([H])([C@@](C)([H])(CCC1)),0.002320791,-2.224679406,train
C1[C@](O)([H])([C@@](C)([H])(CCC1)),0.002062706,-2.361097647,train
C1[C@](O)([H])(CC[C@](C)([H])(C1)),0.003788596,-1.876132765,train
C1[C@](O)([H])(CC[C@](C)([H])(C1)),0.003104505,-1.978991286,train
C1[C@](O)([H])(CC[C@](C)([H])(C1)),0.002629676,-2.093655605,train
C1[C@](O)([H])(CC[C@](C)([H])(C1)),0.002280827,-2.22319155,train
C1[C@](O)([H])(CC[C@](C)([H])(C1)),0.002013693,-2.372039571,train
C1[C@](O)([H])(C[C@](C)([H])(CC1)),0.003736223,-1.893238793,train
C1[C@](O)([H])(C[C@](C)([H])(CC1)),0.003104746,-1.990200725,train
C1[C@](O)([H])(C[C@](C)([H])(CC1)),0.002655866,-2.09758368,train
C1[C@](O)([H])(C[C@](C)([H])(CC1)),0.002320388,-2.217900529,train
C1[C@](O)([H])(C[C@](C)([H])(CC1)),0.002060157,-2.354699251,train
C1[C@](O)([H])([C@](C)([H])(CCC1)),0.003569516,-1.922926528,train
C1[C@](O)([H])([C@](C)([H])(CCC1)),0.003019666,-2.017183995,train
C1[C@](O)([H])([C@](C)([H])(CCC1)),0.002616602,-2.121259282,train
C1[C@](O)([H])([C@](C)([H])(CCC1)),0.002308469,-2.237438101,train
C1[C@](O)([H])([C@](C)([H])(CCC1)),0.002065262,-2.368910703,train
ClC(=O)OC,0.005208333,-1.772462852,train
ClC(=O)OC,0.004347826,-1.843832015,train
ClC(=O)OC,0.003731343,-1.920688896,train
ClC(=O)OC,0.003267974,-2.003948244,train
ClC(=O)OC,0.002906977,-2.094774493,train
O=C(OCCC(C)C)CCC,0.005291005,-1.932185248,train
O=C(OCCC(C)C)CCC,0.003930624,-2.034713254,train
O=C(OCCC(C)C)CCC,0.00312671,-2.148966898,train
O=C(OCCC(C)C)CCC,0.002595801,-2.277978728,train
O=C(OCCC(C)C)CCC,0.002219017,-2.426134925,train
CCC(C)C(=O)O,0.002799944,-2.017548567,train
CCC(C)C(=O)O,0.002576738,-2.077865265,train
CCC(C)C(=O)O,0.002386492,-2.142055005,train
CCC(C)C(=O)O,0.002222407,-2.210649327,train
CCC(C)C(=O)O,0.002079434,-2.284297731,train
CCC(C)C=O,0.004691532,-1.767236061,test
CCC(C)C=O,0.003983072,-1.838872586,test
CCC(C)C=O,0.003460507,-1.91603957,test
CCC(C)C=O,0.003059156,-1.999663066,test
CCC(C)C=O,0.002741228,-2.090922881,test
CCC(C)(N)C,0.005947071,-1.700175916,train
CCC(C)(N)C,0.0046811,-1.77477239,train
CCC(C)(N)C,0.003859514,-1.860751284,train
CCC(C)(N)C,0.003283264,-1.960752534,train
CCC(C)(N)C,0.002856735,-2.078544025,train
C1CC(C)C2CCCCC2C1,0.00432339,-2.07489135,train
C1CC(C)C2CCCCC2C1,0.003381091,-2.162636907,train
C1CC(C)C2CCCCC2C1,0.002776043,-2.25882872,train
C1CC(C)C2CCCCC2C1,0.002354673,-2.365267844,train
C1CC(C)C2CCCCC2C1,0.002044363,-2.484400898,train
c1ccccc1[C@](C)([H])(O),0.003408897,-1.884421881,train
c1ccccc1[C@](C)([H])(O),0.002947244,-1.954538032,train
c1ccccc1[C@](C)([H])(O),0.002595717,-2.02994359,train
c1ccccc1[C@](C)([H])(O),0.002319109,-2.111502361,train
c1ccccc1[C@](C)([H])(O),0.002095777,-2.200308327,train
c1cccc2oc(C)cc21,0.00342818,-2.057872475,train
c1cccc2oc(C)cc21,0.00297232,-2.125765226,train
c1cccc2oc(C)cc21,0.002623467,-2.19860524,train
c1cccc2oc(C)cc21,0.0023479,-2.27717079,train
c1cccc2oc(C)cc21,0.002124721,-2.362439243,train
C(c1cc(C)ccc1)O,0.003968254,-1.805657684,train
C(c1cc(C)ccc1)O,0.003209886,-1.895351816,train
C(c1cc(C)ccc1)O,0.002694873,-1.993890831,train
C(c1cc(C)ccc1)O,0.002322274,-2.103211912,train
C(c1cc(C)ccc1)O,0.002040192,-2.225967907,train
c1c(C)cccc1(C=O),0.003984064,-1.828127336,train
c1c(C)cccc1(C=O),0.003264906,-1.908037228,train
c1c(C)cccc1(C=O),0.002765678,-1.994891739,train
c1c(C)cccc1(C=O),0.002398873,-2.09001363,train
c1c(C)cccc1(C=O),0.002117971,-2.195144153,train
c1(C)ccccc1(C=O),0.004255319,-1.848685757,val
c1(C)ccccc1(C=O),0.003392274,-1.932380529,val
c1(C)ccccc1(C=O),0.002820278,-2.023725247,val
c1(C)ccccc1(C=O),0.002413346,-2.124260346,val
c1(C)ccccc1(C=O),0.002109037,-2.236044172,val
N1C(C)C1,0.004804228,-1.979158945,train
N1C(C)C1,0.004148947,-2.039890652,train
N1C(C)C1,0.003650968,-2.104550551,train
N1C(C)C1,0.003259718,-2.173682158,train
N1C(C)C1,0.002944207,-2.247950233,train
CNCCO,0.003722315,-1.647760481,test
CNCCO,0.003233368,-1.717100409,test
CNCCO,0.002857959,-1.791609041,test
CNCCO,0.002560656,-1.872119322,test
CNCCO,0.002319378,-1.95968364,test
C=CC(C)OCCO,0.004484305,-1.789118919,train
C=CC(C)OCCO,0.003648304,-1.866414526,train
C=CC(C)OCCO,0.003075031,-1.956154463,train
C=CC(C)OCCO,0.002657454,-2.06137383,train
C=CC(C)OCCO,0.002339729,-2.186485162,train
CC(C)CCSCCC(C)C,0.005036515,-1.895459298,train
CC(C)CCSCCC(C)C,0.003689697,-1.999602941,train
CC(C)CCSCCC(C)C,0.002911208,-2.115866882,train
CC(C)CCSCCC(C)C,0.002403991,-2.247448538,train
CC(C)CCSCCC(C)C,0.002047292,-2.399005579,train
CC1OCCO1,0.004714757,-1.70218701,test
CC1OCCO1,0.004034495,-1.767710049,test
CC1OCCO1,0.003525782,-1.837829272,test
CC1OCCO1,0.003130993,-1.913238527,test
CC1OCCO1,0.002815712,-1.994801467,test
c1cc2SC(C)Cc2cc1,0.003658983,-1.982583687,train
c1cc2SC(C)Cc2cc1,0.002981292,-2.058994024,train
c1cc2SC(C)Cc2cc1,0.002515407,-2.141729626,train
c1cc2SC(C)Cc2cc1,0.00217545,-2.231932799,train
c1cc2SC(C)Cc2cc1,0.001916443,-2.331086733,train
c1cc(C)cc2c1CCC2,0.004688233,-1.990756386,train
c1cc(C)cc2c1CCC2,0.003587283,-2.075855579,train
c1cc(C)cc2c1CCC2,0.002905077,-2.168876041,train
c1cc(C)cc2c1CCC2,0.002440885,-2.271445114,train
c1cc(C)cc2c1CCC2,0.002104599,-2.38574966,train
c1cccc2c1CCC2C,0.005491488,-1.993902802,train
c1cccc2c1CCC2C,0.0039602,-2.084146673,train
c1cccc2c1CCC2C,0.003096694,-2.18334969,train
c1cccc2c1CCC2C,0.002542346,-2.293488889,train
c1cccc2c1CCC2C,0.002156334,-2.41727746,train
C1(C)=CC=CC1,0.004743833,-1.874522313,train
C1(C)=CC=CC1,0.0040886,-1.933988209,train
C1(C)=CC=CC1,0.003592406,-1.997215128,train
C1(C)=CC=CC1,0.003203614,-2.064711129,train
C1(C)=CC=CC1,0.002890758,-2.137094807,train
C#CC(C)C,0.005451077,-1.920726915,train
C#CC(C)C,0.004692082,-1.985708095,train
C#CC(C)C,0.004118616,-2.055207024,train
C#CC(C)C,0.003670061,-2.129899227,train
C#CC(C)C,0.003309614,-2.210624061,train
CC(C)=CC,0.007174116,-1.859198128,train
CC(C)=CC,0.005480428,-1.943080436,train
CC(C)=CC,0.004433705,-2.034648613,train
CC(C)=CC,0.003722696,-2.135454588,train
CC(C)=CC,0.003208213,-2.247573371,train
C=C(C)CC,0.007375719,-1.863438689,train
C=C(C)CC,0.005625563,-1.945597458,train
C=C(C)CC,0.004546695,-2.035115345,train
C=C(C)CC,0.003815047,-2.133441739,train
C=C(C)CC,0.003286231,-2.242501135,train
C=C(C)C#C,0.006244146,-1.846281824,train
C=C(C)C#C,0.00509003,-1.91469567,train
C=C(C)C#C,0.004295994,-1.988135951,train
C=C(C)C#C,0.003716263,-2.067400329,train
C=C(C)C#C,0.003274394,-2.153492555,train
CC(O)C(C)C,0.005319149,-1.954642324,train
CC(O)C(C)C,0.004219943,-2.010556729,train
CC(O)C(C)C,0.003497237,-2.069783689,train
CC(O)C(C)C,0.002985877,-2.132740636,train
CC(O)C(C)C,0.002604981,-2.199928961,train
OCCC(C)C,0.006412312,-1.863538991,test
OCCC(C)C,0.004587156,-1.91508574,test
OCCC(C)C,0.003570791,-1.969434653,test
OCCC(C)C,0.002923122,-2.026907993,test
OCCC(C)C,0.002474329,-2.087887025,test
CC(C)(O)CC,0.003785728,-2.11947518,val
CC(C)(O)CC,0.003425684,-2.148109666,val
CC(C)(O)CC,0.003128177,-2.177588229,val
CC(C)(O)CC,0.002878216,-2.207962331,val
CC(C)(O)CC,0.002665245,-2.239287998,val
OCC(C)CC,0.005128205,-1.882957087,train
OCC(C)CC,0.004053301,-1.931823444,train
OCC(C)CC,0.003350926,-1.983200958,train
OCC(C)CC,0.002856021,-2.037361766,train
OCC(C)CC,0.002488491,-2.094624786,train
CC(C)CC(=O),0.00450045,-1.885065401,train
CC(C)CC(=O),0.00387503,-1.948663135,train
CC(C)CC(=O),0.003402228,-2.016581979,train
CC(C)CC(=O),0.003032256,-2.08945204,train
CC(C)CC(=O),0.002734856,-2.168052452,train
C=C=C(C)C,0.006268413,-1.875484855,val
C=C=C(C)C,0.005046745,-1.949236214,val
C=C=C(C)C,0.004223597,-2.028863111,val
C=C=C(C)C,0.003631313,-2.115383297,val
C=C=C(C)C,0.003184713,-2.210104367,val
S1C(C)=CC=C1,0.004766671,-1.913989342,train
S1C(C)=CC=C1,0.003940576,-1.982930338,train
S1C(C)=CC=C1,0.003358522,-2.056978378,train
S1C(C)=CC=C1,0.002926287,-2.13695117,train
S1C(C)=CC=C1,0.002592621,-2.223879926,train
S1(=O)(=O)CCC(C)C1,0.003654303,-1.860049209,train
S1(=O)(=O)CCC(C)C1,0.002919495,-1.941072917,train
S1(=O)(=O)CCC(C)C1,0.002430724,-2.029244824,train
S1(=O)(=O)CCC(C)C1,0.00208214,-2.12594942,train
S1(=O)(=O)CCC(C)C1,0.001820996,-2.233016867,train
c1cc(C(=O)OC)c(O)cc1,0.00377145,-1.894658284,train
c1cc(C(=O)OC)c(O)cc1,0.003102338,-1.976770303,train
c1cc(C(=O)OC)c(O)cc1,0.002634873,-2.066232684,train
c1cc(C(=O)OC)c(O)cc1,0.002289836,-2.164492108,train
c1cc(C(=O)OC)c(O)cc1,0.002024701,-2.27346901,train
N1(C)C(=S)CCC1,0.003623188,-1.983734641,train
N1(C)C(=S)CCC1,0.002888087,-2.058985951,train
N1(C)C(=S)CCC1,0.00240096,-2.140364293,train
N1(C)C(=S)CCC1,0.002054443,-2.22895645,train
N1(C)C(=S)CCC1,0.001795332,-2.326166768,train
CSCCC,0.006243366,-1.77543447,train
CSCCC,0.004710316,-1.858772409,train
CSCCC,0.003781719,-1.949692272,train
CSCCC,0.003158959,-2.049712812,train
CSCCC,0.002712306,-2.16086073,train
CSC(C)(C)CC,0.005128205,-1.847854378,train
CSC(C)(C)CC,0.003968254,-1.93085162,train
CSC(C)(C)CC,0.003236246,-2.021366011,train
CSC(C)(C)CC,0.00273224,-2.12089607,train
CSC(C)(C)CC,0.002364066,-2.231438516,train
N#CC(C)CCC#N,0.004383081,-1.651617547,train
N#CC(C)CCC#N,0.003277077,-1.750638697,train
N#CC(C)CCC#N,0.002616774,-1.860553625,train
N#CC(C)CCC#N,0.002177937,-1.984059001,train
N#CC(C)CCC#N,0.00186515,-2.124996134,train
CC(=O)CC(=O)OC,0.004584002,-1.662294059,val
CC(=O)CC(=O)OC,0.003640004,-1.745925212,val
CC(=O)CC(=O)OC,0.003018412,-1.837194148,val
CC(=O)CC(=O)OC,0.00257815,-1.937637373,val
CC(=O)CC(=O)OC,0.002249972,-2.049307682,val
O=C(OC)CCCCCCC,0.0042337,-1.883157055,train
O=C(OC)CCCCCCC,0.00340498,-1.972824616,train
O=C(OC)CCCCCCC,0.002847583,-2.071331636,train
O=C(OC)CCCCCCC,0.002447007,-2.180613331,train
O=C(OC)CCCCCCC,0.002145232,-2.303319563,train
O=CC(C)CCCCCC,0.00408998,-1.806017859,train
O=CC(C)CCCCCC,0.003351487,-1.892171648,train
O=CC(C)CCCCCC,0.002838893,-1.98645362,train
O=CC(C)CCCCCC,0.002462296,-2.090558871,train
O=CC(C)CCCCCC,0.002173913,-2.206775038,train
O=C(OC)CCCCCCC/C=CC/C=CCCCCC,0.004274783,-1.883061931,train
O=C(OC)CCCCCCC/C=CC/C=CCCCCC,0.003028147,-1.975708389,train
O=C(OC)CCCCCCC/C=CC/C=CCCCCC,0.002344446,-2.077822852,train
O=C(OC)CCCCCCC/C=CC/C=CCCCCC,0.001912613,-2.191563084,train
O=C(OC)CCCCCCC/C=CC/C=CCCCCC,0.001615117,-2.319920486,train
CCCCCCCC/C=CCCCCCCCC(=O)OC,0.00394244,-1.902058426,train
CCCCCCCC/C=CCCCCCCCC(=O)OC,0.002898026,-1.989030251,train
CCCCCCCC/C=CCCCCCCCC(=O)OC,0.002291082,-2.084292971,train
CCCCCCCC/C=CCCCCCCCC(=O)OC,0.001894343,-2.189595572,train
CCCCCCCC/C=CCCCCCCCC(=O)OC,0.001614726,-2.30730612,train
CSC(C)C,0.005826148,-1.805755032,train
CSC(C)C,0.004582794,-1.88371135,train
CSC(C)C,0.003776792,-1.968262666,train
CSC(C)C,0.003211897,-2.060628659,train
CSC(C)C,0.002793998,-2.162402543,train
COC(C)(C)C(=O)OC,0.004355401,-1.838380433,train
COC(C)(C)C(=O)OC,0.003643153,-1.917205896,train
COC(C)(C)C(=O)OC,0.003131115,-2.00278062,train
COC(C)(C)C(=O)OC,0.002745273,-2.096369535,train
COC(C)(C)C(=O)OC,0.002444091,-2.199630299,train
SCCC(=O)OC,0.005007511,-1.737830474,train
SCCC(=O)OC,0.003871467,-1.823104574,train
SCCC(=O)OC,0.00315557,-1.916333929,train
SCCC(=O)OC,0.002663116,-2.019157157,train
SCCC(=O)OC,0.002303617,-2.133777608,train
CC(=O)C(C)C,0.005520287,-1.725383362,val
CC(=O)C(C)C,0.004058071,-1.84394946,val
CC(=O)C(C)C,0.003208264,-1.978488477,val
CC(=O)C(C)C,0.002652749,-2.133984236,val
CC(=O)C(C)C,0.002261216,-2.31819205,val
CC(C)C(=O)OC,0.005306447,-1.763748972,train
CC(C)C(=O)OC,0.004008378,-1.879409217,train
CC(C)C(=O)OC,0.00322056,-2.010217838,train
CC(C)C(=O)OC,0.002691555,-2.160749736,train
CC(C)C(=O)OC,0.002311818,-2.338026899,train
CI,0.004837929,-2.303382211,train
CI,0.004274874,-2.354340389,train
CI,0.003829217,-2.408035502,train
CI,0.003467707,-2.464778193,train
CI,0.003168568,-2.524935209,train
CC(O)C(=O)OC,0.00482742,-1.404855804,train
CC(O)C(=O)OC,0.003848374,-1.489543685,train
CC(O)C(=O)OC,0.003199488,-1.582072825,train
CC(O)C(=O)OC,0.002737851,-1.684044709,train
CC(O)C(=O)OC,0.002392631,-1.797608039,train
CCCCCC[C@H](C/C=CCCCCCCCC(=O)OC)O,0.003730369,-1.952050482,test
CCCCCC[C@H](C/C=CCCCCCCCC(=O)OC)O,0.002752906,-2.040930388,test
CCCCCC[C@H](C/C=CCCCCCCCC(=O)OC)O,0.002181334,-2.13848742,test
CCCCCC[C@H](C/C=CCCCCCCCC(=O)OC)O,0.001806301,-2.246601057,test
CCCCCC[C@H](C/C=CCCCCCCCC(=O)OC)O,0.001541307,-2.367836081,test
COC(=O)CO,0.003787879,-1.573504037,train
COC(=O)CO,0.003289068,-1.643863739,train
COC(=O)CO,0.002906343,-1.720466685,train
COC(=O)CO,0.002603404,-1.804423703,train
COC(=O)CO,0.002357656,-1.897173386,train
OC(C)(C)C(=O)OC,0.004168404,-1.845858971,val
OC(C)(C)C(=O)OC,0.003367627,-1.951086674,val
OC(C)(C)C(=O)OC,0.002824939,-2.068703719,val
OC(C)(C)C(=O)OC,0.002432883,-2.202021735,val
OC(C)(C)C(=O)OC,0.002136387,-2.355887984,val
C(CCCC=C/CCCCCC)CCCC(OC)=O,0.00355682,-1.872379569,test
C(CCCC=C/CCCCCC)CCCC(OC)=O,0.002779766,-1.982922493,test
C(CCCC=C/CCCCCC)CCCC(OC)=O,0.00228136,-2.107221537,test
C(CCCC=C/CCCCCC)CCCC(OC)=O,0.001934507,-2.249193532,test
C(CCCC=C/CCCCCC)CCCC(OC)=O,0.001679205,-2.414710215,test
CCC(=O)CCC(C)C,0.004282655,-1.797922763,train
CCC(=O)CCC(C)C,0.003349803,-1.909234402,train
CCC(=O)CCC(C)C,0.002750653,-2.034506494,train
CCC(=O)CCC(C)C,0.002333314,-2.177749827,train
CCC(=O)CCC(C)C,0.002025932,-2.344998144,train
COC(=O),0.005742176,-1.414291447,val
COC(=O),0.00446628,-1.514969905,val
COC(=O),0.003654303,-1.626931029,val
COC(=O),0.003092146,-1.753026567,val
COC(=O),0.002679887,-1.897348011,val
CSCC,0.005979788,-1.75465457,train
CSCC,0.004753473,-1.829570937,train
CSCC,0.00394454,-1.910557667,train
CSCC,0.003370891,-1.998685857,train
CSCC,0.002942908,-2.09533778,train
C1CCCCC1C(C)C,0.005441881,-1.98241872,train
C1CCCCC1C(C)C,0.004085009,-2.07216631,train
C1CCCCC1C(C)C,0.003269737,-2.170769772,train
C1CCCCC1C(C)C,0.002725743,-2.280170194,train
C1CCCCC1C(C)C,0.00233694,-2.403026284,train
CCCCCCCCCCCC(=O)OC,0.003595182,-1.949528497,train
CCCCCCCCCCCC(=O)OC,0.002910255,-2.048202366,train
CCCCCCCCCCCC(=O)OC,0.00244454,-2.157689481,train
CCCCCCCCCCCC(=O)OC,0.002107315,-2.280654927,train
CCCCCCCCCCCC(=O)OC,0.001851852,-2.420889014,train
C1C(C)OC(=O)O1,0.004465282,-1.483450624,train
C1C(C)OC(=O)O1,0.003370692,-1.554600972,train
C1C(C)OC(=O)O1,0.002707093,-1.631204137,train
C1C(C)OC(=O)O1,0.002261804,-1.714165739,train
C1C(C)OC(=O)O1,0.001942313,-1.8046378,train
CCCCCCCCCC(=O)OC,0.003919263,-1.935045553,train
CCCCCCCCCC(=O)OC,0.003071135,-2.041910563,train
CCCCCCCCCC(=O)OC,0.002524774,-2.161577492,train
CCCCCCCCCC(=O)OC,0.00214345,-2.29753616,train
CCCCCCCCCC(=O)OC,0.001862197,-2.454932516,train
N#CCC(=O)OC,0.003844971,-1.667107333,train
