smiles,Conductivity,temperature,splits,Conductivity_original,temperature,,mean,-2.099614069
CCOC(=O)Oc1ccccc1,0.142158428,-0.549393536,val,-2.062617123,0.002639045,,,
CCOC(=O)Oc1ccccc1,-0.253887266,-0.890058177,val,-2.165688614,0.00227771,,,
CCOC(=O)Oc1ccccc1,-0.695495086,-1.148670473,val,-2.280617717,0.002003406,,,
c1ccccc1(OC(C)=O),0.397202314,0.714199017,train,-1.996241566,0.003979308,,,
c1ccccc1(OC(C)=O),0.092412961,0.046707128,train,-2.075563456,0.003271315,,,
c1ccccc1(OC(C)=O),-0.238652054,-0.419142708,train,-2.161723627,0.002777199,,,
c1ccccc1(OC(C)=O),-0.600954225,-0.762730012,train,-2.256013315,0.002412764,,,
c1ccccc1(OC(C)=O),-1.001008231,-1.026604987,train,-2.360127975,0.002132878,,,
c1ccccc1(OCC),0.738980651,0.83230948,train,-1.907293237,0.004104585,,,
c1ccccc1(OCC),0.526148758,0.174666965,train,-1.962683059,0.003407039,,,
c1ccccc1(OCC),0.300833302,-0.291920135,train,-2.021321747,0.002912141,,,
c1ccccc1(OCC),0.061478102,-0.64014976,train,-2.0836143,0.002542782,,,
c1ccccc1(OCC),-0.193783477,-0.909986967,train,-2.150046512,0.002256572,,,
c1(OCC)ccc(N)cc1,0.754268834,0.366119296,train,-1.903314464,0.003610108,,,
c1(OCC)ccc(N)cc1,0.430633743,-0.262504948,train,-1.987540986,0.002943341,,,
c1(OCC)ccc(N)cc1,0.077211939,-0.695124106,train,-2.079519545,0.002484472,,,
c1(OCC)ccc(N)cc1,-0.312040554,-1.011045107,train,-2.180823095,0.002149382,,,
c1(OCC)ccc(N)cc1,-0.745217153,-1.251875356,train,-2.29355796,0.001893939,,,
CC(C)(C)OOCC=C,0.468924237,1.383190892,train,-1.977575827,0.004688892,,,
CC(C)(C)OOCC=C,0.161070299,0.624756105,train,-2.05769528,0.003884438,,,
CC(C)(C)OOCC=C,-0.173613958,0.088454067,train,-2.144797364,0.003315595,,,
CC(C)(C)OOCC=C,-0.540255589,-0.310838249,train,-2.240216403,0.002892075,,,
CC(C)(C)OOCC=C,-0.945608015,-0.619676978,train,-2.345709985,0.002564497,,,
OCl(=O)(=O)=O,1.701887158,2.445486453,train,-1.656695362,0.005815644,,,
OCl(=O)(=O)=O,1.417863349,1.148773531,train,-1.730612988,0.004440251,,,
OCl(=O)(=O)=O,1.111157412,0.348092123,train,-1.810433672,0.003590987,,,
OCl(=O)(=O)=O,0.777829674,-0.195480746,train,-1.89718272,0.003014432,,,
OCl(=O)(=O)=O,0.412815557,-0.588653383,train,-1.992178196,0.002597403,,,
OOC(=O)C,2.072141237,0.416621968,train,-1.560336178,0.003663675,,,
OOC(=O)C,1.845784144,0.100339877,train,-1.619245954,0.003328202,,,
OOC(=O)C,1.605253057,-0.16287797,train,-1.681844533,0.003049013,,,
OOC(=O)C,1.348653619,-0.385353896,train,-1.748624925,0.002813038,,,
OOC(=O)C,1.073684304,-0.575866262,train,-1.820186105,0.002610966,,,
CC#CCC,1.168209157,2.717241304,train,-1.795585869,0.006103888,,,
CC#CCC,0.884622194,1.557268464,train,-1.869389805,0.004873532,,,
CC#CCC,0.578425641,0.786477413,train,-1.949077921,0.004055972,,,
CC#CCC,0.245699521,0.237145012,train,-2.035670397,0.003473308,,,
CC#CCC,-0.118593198,-0.174183961,train,-2.130478128,0.003037021,,,
C#CCCC,1.19291452,2.592833916,train,-1.789156261,0.005971932,,,
C#CCCC,0.912922172,1.585884162,train,-1.862024693,0.004903884,,,
C#CCCC,0.610912334,0.884466756,train,-1.94062321,0.004159907,,,
C#CCCC,0.28312446,0.367840839,train,-2.0259305,0.003611934,,,
C#CCCC,-0.075256174,-0.028520329,train,-2.119199602,0.003191523,,,
c1(CCCCC)cccc(cccc2)c12,0.354327382,0.752048444,train,-2.007399832,0.004019454,,,
c1(CCCCC)cccc(cccc2)c12,-0.025017549,-0.192414778,train,-2.106124924,0.003017684,,,
c1(CCCCC)cccc(cccc2)c12,-0.445957263,-0.760024192,train,-2.215675121,0.002415634,,,
c1(CCCCC)cccc(cccc2)c12,-0.918749685,-1.138819214,train,-2.338720064,0.002013855,,,
c1(CCCCC)cccc(cccc2)c12,-1.457988211,-1.409577531,train,-2.479057706,0.001726668,,,
C(CCCC1)(C1)CCCCC,0.514481406,1.409673046,train,-1.965719505,0.004716981,,,
C(CCCC1)(C1)CCCCC,0.148591394,0.350372743,train,-2.060942934,0.003593406,,,
C(CCCC1)(C1)CCCCC,-0.255842364,-0.301362222,train,-2.166197431,0.002902126,,,
C(CCCC1)(C1)CCCCC,-0.707907083,-0.742799337,train,-2.283847958,0.002433904,,,
C(CCCC1)(C1)CCCCC,-1.220338503,-1.061583605,train,-2.41720901,0.002095777,,,
c1ccccc1(CCCCC),0.693902546,1.720513328,val,-1.919024882,0.005046682,,,
c1ccccc1(CCCCC),0.338592557,0.476943844,val,-2.011494844,0.003727657,,,
c1ccccc1(CCCCC),-0.052951985,-0.251270609,val,-2.113394903,0.002955257,,,
c1ccccc1(CCCCC),-0.48896957,-0.729500278,val,-2.226869139,0.00244801,,,
c1ccccc1(CCCCC),-0.98087314,-1.06761089,val,-2.354887787,0.002089384,,,
CCCCCN,1.283060186,1.28430118,val,-1.765695715,0.004584002,,,
CCCCCN,1.00757907,0.37582348,val,-1.837390092,0.003620401,,,
CCCCCN,0.779001882,-0.217054712,val,-1.896877651,0.002991549,,,
CCCCCN,0.607298011,-0.63445151,val,-1.941563843,0.002548826,,,
CCCCCN,0.500918449,-0.944232091,val,-1.969249285,0.002220249,,,
CCCCCOC(=O)CCC,0.65909972,1.677680289,train,-1.92808237,0.00500125,,,
CCCCCOC(=O)CCC,0.271603005,0.526969462,train,-2.028928976,0.003780718,,,
CCCCCOC(=O)CCC,-0.159399873,-0.172269146,train,-2.141098127,0.003039052,,,
CCCCCOC(=O)CCC,-0.644928433,-0.642159798,train,-2.267457669,0.00254065,,,
CCCCCOC(=O)CCC,-1.200804276,-0.979641566,train,-2.412125198,0.002182691,,,
CC(=O)OCCCCC,0.985200918,1.621755606,test,-1.84321404,0.004941932,,,
CC(=O)OCCCCC,0.55347595,0.46587638,test,-1.955571116,0.003715918,,,
CC(=O)OCCCCC,0.06703058,-0.230490476,test,-2.082169259,0.002977298,,,
CC(=O)OCCCCC,-0.490047807,-0.695923596,test,-2.227149752,0.002483624,,,
CC(=O)OCCCCC,-1.141813284,-1.02896103,test,-2.396772703,0.002130379,,,
CCCCCOCCOCCO,1.33140789,1.061635751,test,-1.753113152,0.004347826,,,
CCCCCOCCOCCO,0.943325161,0.080494053,test,-1.854112269,0.003307152,,,
CCCCCOCCOCCO,0.511597023,-0.521674435,test,-1.96647017,0.002668446,,,
CCCCCOCCOCCO,0.025147631,-0.928900367,test,-2.09306936,0.002236511,,,
CCCCCOCCOCCO,-0.531936041,-1.222659098,test,-2.238051228,0.001924928,,,
CCCCCOCCO,1.56716101,1.368317366,val,-1.691758046,0.004673116,,,
CCCCCOCCO,1.203806929,0.382726621,val,-1.786321495,0.003627723,,,
CCCCCOCCO,0.802469772,-0.242514876,val,-1.890770097,0.002964544,,,
CCCCCOCCO,0.35427137,-0.674488221,val,-2.007414409,0.00250636,,,
CCCCCOCCO,-0.153196274,-0.990808966,val,-2.139483631,0.002170846,,,
C/C=C/CC,1.28183612,4.057077646,train,-1.76601428,0.007525021,,,
C/C=C/CC,0.940642299,2.287848389,train,-1.854810488,0.005648441,,,
C/C=C/CC,0.56617304,1.224903242,train,-1.952266679,0.004521,,,
C/C=C/CC,0.151229488,0.515686098,train,-2.060256366,0.00376875,,,
C/C=C/CC,-0.314009887,0.008813389,train,-2.181335617,0.003231122,,,
C/C=CCC,1.377392134,4.706220869,train,-1.741145683,0.008213552,,,
C/C=CCC,1.017536945,2.546729381,train,-1.83479854,0.00592303,,,
C/C=CCC,0.620464817,1.329036777,train,-1.938137162,0.004631452,,,
C/C=CCC,0.177580155,0.547333823,train,-2.053398565,0.003802318,,,
C/C=CCC,-0.323084025,0.003017089,train,-2.183697175,0.003224974,,,
C=CCCC,1.486433021,5.69081508,train,-1.712767627,0.009257888,,,
C=CCCC,1.152353149,2.974597798,train,-1.799712419,0.00637686,,,
C=CCCC,0.786436797,1.547703814,train,-1.894942703,0.004863387,,,
C=CCCC,0.381970856,0.668205731,train,-2.000205576,0.003930524,,,
C=CCCC,-0.070134094,0.071804317,train,-2.117866573,0.003297935,,,
C#CCC=C,1.190087343,2.150701019,train,-1.789892038,0.005502972,,,
C#CCC=C,0.947021324,1.343493588,train,-1.853150337,0.004646786,,,
C#CCC=C,0.687534786,0.753648366,train,-1.920682101,0.004021151,,,
C#CCC=C,0.409247347,0.303787382,train,-1.993106828,0.003543994,,,
C#CCC=C,0.109220283,-0.050635459,train,-2.071189325,0.003168066,,,
CC#CC=C,0.706347226,0.737482269,test,-1.915786135,0.004004004,,,
CC#CC=C,0.544331691,0.449034299,test,-1.957950923,0.003698054,,,
CC#CC=C,0.375182934,0.201538493,test,-2.001972143,0.003435541,,,
CC#CC=C,0.198243785,-0.013149008,test,-2.048020824,0.003207827,,,
CC#CC=C,0.012761851,-0.201145055,test,-2.096292778,0.003008424,,,
CCC(O)CC,1.032465915,1.580675223,train,-1.830913253,0.004898359,,,
CCC(O)CC,0.599218781,0.519807995,train,-1.943666475,0.003773122,,,
CCC(O)CC,0.110839517,-0.144708435,train,-2.070767917,0.003068285,,,
CCC(O)CC,-0.448777692,-0.600033855,train,-2.216409142,0.002585332,,,
CCC(O)CC,-1.104023356,-0.931514736,train,-2.386937817,0.002233738,,,
CCCC(O)C,1.09866012,1.676501796,test,-1.813686111,0.005,,,
CCCC(O)C,0.769622317,0.763353492,test,-1.899318697,0.004031445,,,
CCCC(O)C,0.409746844,0.146569804,test,-1.992976833,0.003377237,,,
CCCC(O)C,0.012650013,-0.297983247,test,-2.096321884,0.00290571,,,
CCCC(O)C,-0.430265392,-0.633608652,test,-2.211591288,0.00254972,,,
CCCCCO,0.897972802,0.414092451,train,-1.865915289,0.003660992,,,
CCCCCO,0.77177679,0.178611617,train,-1.898757992,0.003411223,,,
CCCCCO,0.641295001,-0.026790301,train,-1.932716075,0.003193358,,,
CCCCCO,0.506226076,-0.207530602,train,-1.967867967,0.003001651,,,
CCCCCO,0.366235697,-0.367799063,train,-2.004300675,0.002831658,,,
CCCCC(=O)O,0.791007929,0.90480189,train,-1.893753059,0.004181476,,,
CCCCC(=O)O,0.584666858,0.169040368,train,-1.947453635,0.003401071,,,
CCCCC(=O)O,0.366613208,-0.335279253,train,-2.004202427,0.002866151,,,
CCCCC(=O)O,0.13543685,-0.702520329,train,-2.064366424,0.002476627,,,
CCCCC(=O)O,-0.110543419,-0.981884474,train,-2.128383161,0.002180312,,,
CCCCCS,1.029744521,1.737380864,train,-1.8316215,0.005064573,,,
CCCCCS,0.719792916,0.763583534,train,-1.912286874,0.004031689,,,
CCCCCS,0.382627709,0.119701104,train,-2.000034629,0.003348738,,,
CCCCCS,0.013006226,-0.337640011,train,-2.096229179,0.002863647,,,
CCCCCS,-0.395992266,-0.679246504,train,-2.202671655,0.002501313,,,
CCCCC#N,1.570592233,2.291460234,train,-1.690865065,0.005652272,,,
CCCCC#N,1.226329765,0.951210006,train,-1.780459893,0.0042307,,,
CCCCC#N,0.848160366,0.149637657,train,-1.878879051,0.003380491,,,
CCCCC#N,0.428667895,-0.383673837,train,-1.988052601,0.00281482,,,
CCCCC#N,-0.042299074,-0.764087636,train,-2.110622467,0.002411324,,,
CC(S)CCC,1.180389966,2.827503004,val,-1.792415795,0.00622084,,,
CC(S)CCC,0.849203318,1.310210115,val,-1.878607621,0.004611483,,,
CC(S)CCC,0.486755453,0.416621968,val,-1.972935226,0.003663675,,,
CC(S)CCC,0.086523774,-0.172269146,val,-2.077096126,0.003039052,,,
CC(S)CCC,-0.360296062,-0.589607491,val,-2.193381664,0.002596391,,,
CC(=O)CC(=O)C,1.048085782,0.734461556,test,-1.826848159,0.0040008,,,
CC(=O)CC(=O)C,0.902618028,0.213544981,test,-1.864706362,0.003448276,,,
CC(=O)CC(=O)C,0.751425693,-0.180950397,test,-1.904054396,0.003029844,,,
CC(=O)CC(=O)C,0.594039698,-0.490066308,test,-1.945014339,0.002701972,,,
CC(=O)CC(=O)C,0.429930831,-0.738813202,test,-1.98772392,0.002438132,,,
OCCCC(O)C,1.094442938,0.832785592,train,-1.814783639,0.00410509,,,
OCCCC(O)C,0.876377039,0.041167267,train,-1.871535619,0.003265439,,,
OCCCC(O)C,0.645186909,-0.481606613,train,-1.9317032,0.002710945,,,
OCCCC(O)C,0.399191052,-0.852610381,train,-1.995723994,0.00231743,,,
OCCCC(O)C,0.136362566,-1.129559086,train,-2.064125505,0.002023677,,,
N#CCCCC#N,2.02589535,0.823118177,val,-1.57237174,0.004094836,,,
N#CCCCC#N,1.655572039,-0.11810466,val,-1.668748942,0.003096503,,,
N#CCCCC#N,1.245713894,-0.690342252,val,-1.775415144,0.002489544,,,
N#CCCCC#N,0.786859519,-1.075011826,val,-1.894832689,0.002081534,,,
N#CCCCC#N,0.265683536,-1.351349601,val,-2.030469527,0.001788429,,,
NCCCCCN,2.077627469,0.228749427,train,-1.558908378,0.003464403,,,
NCCCCCN,1.825671319,-0.17422733,train,-1.624480347,0.003036975,,,
NCCCCCN,1.540672384,-0.488688885,train,-1.698651751,0.002703433,,,
NCCCCCN,1.216123695,-0.740912805,train,-1.783116038,0.002435905,,,
NCCCCCN,0.843208225,-0.947711945,train,-1.880167853,0.002216558,,,
CCCCC=O,1.520914723,1.883425385,train,-1.703793712,0.005219479,,,
CCCCC=O,1.221558772,0.932524762,train,-1.781701551,0.004210881,,,
CCCCC=O,0.896895095,0.289608696,train,-1.866195764,0.003528955,,,
CCCCC=O,0.542246151,-0.174096281,train,-1.958493688,0.003037114,,,
CCCCC=O,0.151504337,-0.524357628,train,-2.060184836,0.0026656,,,
C(CC(=CC(C)(C)C)C)(C)(C)C,0.079699475,1.281331377,train,-2.07887216,0.004580852,,,
C(CC(=CC(C)(C)C)C)(C)(C)C,-0.270737009,0.364430752,train,-2.170073785,0.003608317,,,
C(CC(=CC(C)(C)C)C)(C)(C)C,-0.656370753,-0.231325792,train,-2.27043555,0.002976412,,,
C(CC(=CC(C)(C)C)C)(C)(C)C,-1.085069637,-0.64951548,train,-2.382005083,0.002532848,,,
C(CC(=CC(C)(C)C)C)(C)(C)C,-1.567675539,-0.95922818,train,-2.507603999,0.002204343,,,
C(F)(F)C(F)(F)C(F),-0.41469268,1.89475306,train,-2.207538466,0.005231494,,,
C(F)(F)C(F)(F)C(F),-0.655679982,1.288117612,train,-2.270255776,0.00458805,,,
C(F)(F)C(F)(F)C(F),-0.912798722,0.81436433,train,-2.337171317,0.004085551,,,
C(F)(F)C(F)(F)C(F),-1.188364472,0.434141918,train,-2.40888772,0.003682258,,,
C(F)(F)C(F)(F)C(F),-1.485230189,0.12224005,train,-2.486147472,0.003351431,,,
CC(F)(F)CC(F)(F)F,-0.126584659,0.92152235,train,-2.132557918,0.004199211,,,
CC(F)(F)CC(F)(F)F,-0.733139813,0.411629871,train,-2.290414814,0.00365838,,,
CC(F)(F)CC(F)(F)F,-1.453725227,0.018094258,train,-2.477948258,0.003240966,,,
CC(F)(F)CC(F)(F)F,-2.341376822,-0.294835256,train,-2.708960928,0.002909049,,,
CC(F)(F)CC(F)(F)F,-3.497706175,-0.549623577,train,-3.009897391,0.002638801,,,
CC=C=CC,1.263057221,3.354356355,test,-1.770901517,0.006779661,,,
CC=C=CC,0.956890343,1.899271874,test,-1.85058191,0.005236287,,,
CC=C=CC,0.624199262,0.98383258,test,-1.937165267,0.004265302,,,
CC=C=CC,0.259948553,0.354791621,test,-2.031962065,0.003598093,,,
CC=C=CC,-0.142482945,-0.104071164,test,-2.136695471,0.003111388,,,
C=CCC=C,1.188757341,4.513342089,train,-1.790238173,0.00800897,,,
C=CCC=C,0.90854189,2.560323534,train,-1.863164668,0.005937449,,,
C=CCC=C,0.587555921,1.40998794,train,-1.946701752,0.004717315,,,
C=CCC=C,0.216683275,0.651841647,train,-2.043221919,0.003913167,,,
C=CCC=C,-0.21691039,0.114528934,train,-2.156065326,0.003343252,,,
C=C=CCC,1.307038225,3.900453085,train,-1.759455394,0.007358893,,,
C=C=CCC,0.997528451,2.159279506,train,-1.840005781,0.005512071,,,
C=C=CCC,0.66088605,1.116724175,train,-1.927617475,0.004406257,,,
C=C=CCC,0.291892859,0.422579486,train,-2.023648511,0.003669994,,,
C=C=CCC,-0.11633635,-0.0728015,train,-2.12989078,0.003144555,,,
c1(CCCCCCCCCCCCCCC)ccccc1,0.246384455,0.156818923,train,-2.035492142,0.003388108,,,
c1(CCCCCCCCCCCCCCC)ccccc1,-0.187295373,-0.563918227,train,-2.148357973,0.002623639,,,
c1(CCCCCCCCCCCCCCC)ccccc1,-0.676224693,-1.019287016,train,-2.275602568,0.00214064,,,
c1(CCCCCCCCCCCCCCC)ccccc1,-1.236564549,-1.333060331,train,-2.421431863,0.001807828,,,
c1(CCCCCCCCCCCCCCC)ccccc1,-1.892801807,-1.562395087,train,-2.592218602,0.001564578,,,
C=CCCCCCCCCCCCCC,0.698238532,0.461877989,val,-1.917896435,0.003711677,,,
C=CCCCCCCCCCCCCC,0.305444307,-0.243736738,val,-2.020121726,0.002963248,,,
C=CCCCCCCCCCCCCC,-0.132123855,-0.712539406,val,-2.133999502,0.002466,,,
C=CCCCCCCCCCCCCC,-0.626002453,-1.046614857,val,-2.262532154,0.002111654,,,
C=CCCCCCCCCCCCCC,-1.192855354,-1.296744831,val,-2.410056479,0.001846347,,,
C/C=C/CCCCCCCCCCCC,0.917756376,0.547298939,train,-1.860766584,0.003802281,,,
C/C=C/CCCCCCCCCCCC,0.530295108,-0.193445252,train,-1.961603965,0.003016591,,,
C/C=C/CCCCCCCCCCCC,0.099336083,-0.680484393,train,-2.073761703,0.0025,,,
C/C=C/CCCCCCCCCCCC,-0.386136807,-1.025102172,train,-2.200106757,0.002134472,,,
C/C=C/CCCCCCCCCCCC,-0.941939652,-1.281801538,train,-2.344755288,0.001862197,,,
ClC(Cl)(CC(Cl)Cl)Cl,-0.563518977,0.25901313,train,-2.246270735,0.003496503,,,
ClC(Cl)(CC(Cl)Cl)Cl,-0.957365561,-0.333574681,train,-2.348769904,0.002867959,,,
ClC(Cl)(CC(Cl)Cl)Cl,-1.396240351,-0.745573981,train,-2.462987732,0.002430961,,,
ClC(Cl)(CC(Cl)Cl)Cl,-1.891784641,-1.048620181,train,-2.591953883,0.002109527,,,
ClC(Cl)(CC(Cl)Cl)Cl,-2.460833907,-1.280885142,train,-2.740049815,0.001863169,,,
ClC(Cl)C(Cl)(Cl)Cl,-0.697444351,0.824067571,train,-2.281125016,0.004095843,,,
ClC(Cl)C(Cl)(Cl)Cl,-1.128549761,-0.049096819,train,-2.393320851,0.003169698,,,
ClC(Cl)C(Cl)(Cl)Cl,-1.614208479,-0.600207329,train,-2.519714267,0.002585148,,,
ClC(Cl)C(Cl)(Cl)Cl,-2.170255004,-0.979697191,train,-2.664426216,0.002182632,,,
ClC(Cl)C(Cl)(Cl)Cl,-2.820607566,-1.256933448,train,-2.833681454,0.001888574,,,
C1(CCC=CC)=CC=CC=C1C,0.100256666,0.735216734,test,-2.07352212,0.004001601,,,
C1(CCC=CC)=CC=CC=C1C,-0.241654484,-0.019804194,test,-2.162505014,0.003200768,,,
C1(CCC=CC)=CC=CC=C1C,-0.616988107,-0.523016974,test,-2.260186157,0.002667022,,,
C1(CCC=CC)=CC=CC=C1C,-1.032993428,-0.882388544,test,-2.368452171,0.002285845,,,
C1(CCC=CC)=CC=CC=C1C,-1.499568315,-1.151881631,test,-2.489878991,0.002,,,
CC(=O)C=O,0.592223916,0.126269553,train,-1.945486899,0.003355705,,,
CC(=O)C=O,0.292381206,-0.184666893,train,-2.023521418,0.003025902,,,
CC(=O)C=O,-0.032855145,-0.439953953,train,-2.10816467,0.002755125,,,
CC(=O)C=O,-0.388187616,-0.653304571,train,-2.200640483,0.002528829,,,
CC(=O)C=O,-0.779759453,-0.834268314,train,-2.302547646,0.002336885,,,
C1OC(OCCCCO)CC1,0.819521873,0.509536249,train,-1.886332262,0.003762227,,,
C1OC(OCCCCO)CC1,0.447296025,-0.174878801,train,-1.983204602,0.003036284,,,
C1OC(OCCCCO)CC1,0.035105748,-0.637891767,train,-2.090477745,0.002545177,,,
C1OC(OCCCCO)CC1,-0.426674378,-0.971977589,train,-2.210656721,0.00219082,,,
C1OC(OCCCCO)CC1,-0.951629425,-1.224404211,train,-2.347277066,0.001923077,,,
C1CC(C2CCOC2)CO1,0.672909165,0.974420663,train,-1.924488441,0.004255319,,,
C1CC(C2CCOC2)CO1,0.350458297,0.099948617,train,-2.008406767,0.003327787,,,
C1CC(C2CCOC2)CO1,-0.00155158,-0.461529804,train,-2.10001787,0.00273224,,,
C1CC(C2CCOC2)CO1,-0.389091787,-0.852547214,train,-2.200875795,0.002317497,,,
C1CC(C2CCOC2)CO1,-0.820148487,-1.140500216,train,-2.313058953,0.002012072,,,
C=C(C)C(=O)OCCOC(=O)CC(=O)C,0.38192379,0.839948944,train,-2.000217825,0.004112688,,,
C=C(C)C(=O)OCCOC(=O)CC(=O)C,-0.023363511,-0.083390968,train,-2.105694458,0.003133323,,,
C=C(C)C(=O)OCCOC(=O)CC(=O)C,-0.476495172,-0.651554745,train,-2.223622658,0.002530685,,,
C=C(C)C(=O)OCCOC(=O)CC(=O)C,-0.990298387,-1.036421363,train,-2.357340722,0.002122466,,,
C=C(C)C(=O)OCCOC(=O)CC(=O)C,-1.583569211,-1.314370374,train,-2.511740351,0.001827652,,,
C=CCOCC1(OC1),1.163696818,1.190307399,train,-1.796760212,0.004484305,,,
C=CCOCC1(OC1),0.85379888,0.402914679,train,-1.877411619,0.003649136,,,
C=CCOCC1(OC1),0.516697178,-0.13723396,train,-1.965142847,0.003076213,,,
C=CCOCC1(OC1),0.147152028,-0.530788429,train,-2.061317531,0.002658779,,,
C=CCOCC1(OC1),-0.261752988,-0.830296321,train,-2.16773568,0.002341098,,,
C(Oc1ccccc1)C2CO2,1.247123019,0.368701611,train,-1.775048417,0.003612847,,,
C(Oc1ccccc1)C2CO2,0.913884187,-0.237825417,train,-1.861774327,0.002969518,,,
C(Oc1ccccc1)C2CO2,0.548976694,-0.660997774,train,-1.956742054,0.002520669,,,
C(Oc1ccccc1)C2CO2,0.145743222,-0.973040119,train,-2.061684175,0.002189693,,,
C(Oc1ccccc1)C2CO2,-0.304822033,-1.212648506,train,-2.178944464,0.001935546,,,
O1C=NC=C1,0.068298466,1.89475306,train,-2.08183929,0.005231494,,,
O1C=NC=C1,-0.181870036,1.079086877,train,-2.146946021,0.004366336,,,
O1C=NC=C1,-0.449467517,0.494918221,train,-2.21658867,0.003746722,,,
O1C=NC=C1,-0.73710558,0.055940857,train,-2.291446911,0.003281109,,,
O1C=NC=C1,-1.048030701,-0.285990901,train,-2.372365644,0.00291843,,,
C1CCCCO1,0.272726849,1.171433596,train,-2.028636494,0.004464286,,,
C1CCCCO1,0.041277059,0.612704363,train,-2.088871652,0.003871655,,,
C1CCCCO1,-0.205012811,0.184932111,train,-2.152968963,0.003417927,,,
C1CCCCO1,-0.468176968,-0.153094592,train,-2.221457833,0.00305939,,,
C1CCCCO1,-0.75069885,-0.426935847,train,-2.29498458,0.002768933,,,
C1(=O)OCCCCC1,0.91680691,0.430597953,train,-1.861013684,0.003678499,,,
C1(=O)OCCCCC1,0.621475101,-0.201038519,train,-1.937874234,0.003008537,,,
C1(=O)OCCCCC1,0.301539765,-0.6380445,train,-2.021137889,0.002545015,,,
C1(=O)OCCCCC1,-0.047474053,-0.958369294,train,-2.111969263,0.002205254,,,
C1(=O)OCCCCC1,-0.431385455,-1.20324036,train,-2.211882786,0.001945525,,,
C1COC1(=O),1.664425351,0.894935546,train,-1.666444854,0.004171011,,,
C1COC1(=O),1.401676365,0.229315104,train,-1.734825675,0.003465003,,,
C1COC1(=O),1.119632955,-0.243591548,train,-1.808227899,0.002963402,,,
C1COC1(=O),0.815235243,-0.59689435,train,-1.887447864,0.002588662,,,
C1COC1(=O),0.484632296,-0.870874195,train,-1.973487781,0.002298058,,,
CCCCCCCC/C=CCCCCCCCC(=O)O,0.85656152,0.252916078,train,-1.876692638,0.003490036,,,
CCCCCCCC/C=CCCCCCCCC(=O)O,0.423671205,-0.497255115,train,-1.989352997,0.002694347,,,
CCCCCCCC/C=CCCCCCCCC(=O)O,-0.064254562,-0.968872967,train,-2.116336416,0.002194113,,,
CCCCCCCC/C=CCCCCCCCC(=O)O,-0.623276159,-1.292790751,train,-2.261822632,0.001850541,,,
CCCCCCCC/C=CCCCCCCCC(=O)O,-1.277704867,-1.528999422,train,-2.432138693,0.0016,,,
C#CCCCCCC,1.037231782,1.833593983,train,-1.829672929,0.005166624,,,
C#CCCCCCC,0.711710784,0.810670462,train,-1.914390261,0.004081633,,,
C#CCCCCCC,0.35603848,0.142810883,train,-2.006954516,0.00337325,,,
C#CCCCCCC,-0.035946151,-0.327512512,train,-2.108969109,0.002874389,,,
C#CCCCCCC,-0.472509662,-0.676648163,train,-2.222585423,0.002504069,,,
c1ccccc1(CCCCCCCC),0.339759566,0.938048595,train,-2.011191128,0.00421674,,,
c1ccccc1(CCCCCCCC),-0.05006213,-0.018112821,train,-2.112642814,0.003202562,,,
c1ccccc1(CCCCCCCC),-0.483943904,-0.603509938,train,-2.225561202,0.002581645,,,
c1ccccc1(CCCCCCCC),-0.973129988,-0.99877558,train,-2.35287262,0.002162396,,,
c1ccccc1(CCCCCCCC),-1.533807256,-1.283597562,train,-2.498789727,0.001860292,,,
CCCCCCCCN,0.848729408,0.411314978,train,-1.878730957,0.003658046,,,
CCCCCCCCN,0.607021775,-0.208188672,train,-1.941635734,0.003000953,,,
CCCCCCCCN,0.407920784,-0.639021235,train,-1.993452068,0.002543979,,,
CCCCCCCCN,0.259116427,-0.955982138,train,-2.032178627,0.002207786,,,
CCCCCCCCN,0.166992943,-1.198947817,train,-2.056153903,0.001950078,,,
CCCCCCCCOC=O,0.724089321,0.990704609,val,-1.911168728,0.004272591,,,
CCCCCCCCOC=O,0.3035637,-0.107603815,val,-2.020611157,0.003107641,,,
CCCCCCCCOC=O,-0.168706259,-0.735305064,val,-2.143520128,0.002441853,,,
CCCCCCCCOC=O,-0.707264997,-1.141501464,val,-2.283680854,0.00201101,,,
CCCCCCCCOC=O,-1.333807807,-1.42585582,val,-2.446739568,0.001709402,,,
CC(=O)OCCCCCCCC,0.943531373,0.980404579,train,-1.854058602,0.004261666,,,
CC(=O)OCCCCCCCC,0.501954581,0.039660682,train,-1.96897963,0.003263841,,,
CC(=O)OCCCCCCCC,0.002961654,-0.544129914,train,-2.098843294,0.002644628,,,
CC(=O)OCCCCCCCC,-0.57064196,-0.9417318,train,-2.248124502,0.002222901,,,
CC(=O)OCCCCCCCC,-1.245158259,-1.229965755,train,-2.423668389,0.001917178,,,
CCC/C=C/CCC,0.965897391,2.218672729,val,-1.848237812,0.005575068,,,
CCC/C=C/CCC,0.623839775,1.002268926,val,-1.937258824,0.004284857,,,
CCC/C=C/CCC,0.248329623,0.243069533,val,-2.034985909,0.003479592,,,
CCC/C=C/CCC,-0.167892608,-0.275917142,val,-2.143308374,0.002929115,,,
CCC/C=C/CCC,-0.634740431,-0.653123555,val,-2.264806226,0.002529021,,,
CC/C=C/CCCC,1.058750293,2.741226938,train,-1.824072704,0.006129329,,,
CC/C=C/CCCC,0.700031782,1.219418064,train,-1.917429739,0.004515182,,,
CC/C=C/CCCC,0.304343368,0.33205896,train,-2.020408247,0.003573981,,,
