smiles,lnA,Viscosity,temperature,splits,Viscosity_unnormed,lnA_unnormed,temperature_unnormed
Cc1cccc(Cl)c1,-3.117060725,-0.772691706,1.71474009150915,val,-0.982697664,-3.969350631,0.002543558
Cc1cccc(Cl)c1,-3.117060725,-0.917106041,1.60875828951919,val,-1.16667702,-3.969350631,0.00238635
Cc1cccc(Cl)c1,-3.117060725,-0.954270311,1.58158396978729,val,-1.21402314,-3.969350631,0.002346041
Cc1cccc(Cl)c1N,-4.504030404,0.736532801,2.3008536763769,train,0.940007258,-5.736306717,0.003412969
Cc1cccc(Cl)c1N,-4.504030404,0.639736167,2.26224914028998,train,0.816691367,-5.736306717,0.003355705
Cc1cccc(Cl)c1N,-4.504030404,0.54823583,2.22491807389899,train,0.700122794,-5.736306717,0.00330033
Cc1cccc(Cl)c1N,-4.504030404,0.374442543,2.1538343302891,train,0.47871557,-5.736306717,0.003194888
Cc1cccc(Cl)c1N,-4.504030404,0.290333722,2.1199690699896,train,0.371563556,-5.736306717,0.003144654
Cc1cccc(F)c1,-2.938808517,-0.391899594,2.29967661015715,test,-0.497580397,-3.74226288,0.003411223
Cc1cccc(F)c1,-2.938808517,-0.49376947,2.22381718664994,test,-0.62735944,-3.74226288,0.003298697
Cc1cccc(F)c1,-2.938808517,-0.575819022,2.1528028805089,test,-0.731888009,-3.74226288,0.003193358
Cc1cccc(F)c1,-2.938808517,-0.621684418,2.08618335941171,test,-0.790319092,-3.74226288,0.003094538
Cc1cccc(F)c1,-2.938808517,-0.729446399,2.02356357135104,test,-0.927604492,-3.74226288,0.003001651
Cc1cccc(N)c1,-3.807411039,1.047656038,2.29967661015715,test,1.336368552,-4.848835386,0.003411223
Cc1cccc(N)c1,-3.807411039,0.001887144,1.90896275926973,test,0.004091618,-4.848835386,0.002831658
Cc1cccc(N)c1,-3.807411039,-0.459260679,1.68685117258312,test,-0.583396317,-4.848835386,0.002502189
Cc1cccc(N)c1,-3.807411039,-0.739634193,1.54250146122052,test,-0.940583424,-4.848835386,0.002288068
Cc1cccc(N)c1,-3.807411039,-0.887911395,1.46506587458515,test,-1.129483952,-4.848835386,0.002173204
Cc1cccc(O)c1,-5.231809668,1.428316633,2.15275029679462,val,1.821318271,-6.663474787,0.00319328
Cc1cccc(O)c1,-5.231809668,0.139823654,1.79557946241916,val,0.179818427,-6.663474787,0.002663471
Cc1cccc(O)c1,-5.231809668,-0.353724789,1.62543743920008,val,-0.448946887,-6.663474787,0.002411091
Cc1cccc(O)c1,-5.231809668,-0.428907391,1.59317058898479,val,-0.544727175,-6.663474787,0.002363228
Cc1cccc(O)c1,-5.231809668,-0.713921812,1.48083492151881,val,-0.907826653,-6.663474787,0.002196595
CC1CCCC1,-3.199952541,-0.17648078,2.61146702495502,val,-0.223143551,-4.074952217,0.003873717
CC1CCCC1,-3.199952541,-0.232390713,2.56184754902589,val,-0.294371061,-4.074952217,0.003800114
CC1CCCC1,-3.199952541,-0.390609621,2.4236926036961,val,-0.495937011,-4.074952217,0.003595182
CC1CCCC1,-3.199952541,-0.669293257,2.18773397224793,val,-0.850971266,-4.074952217,0.003245173
CC1CCCC1,-3.199952541,-0.792441217,2.08618335941171,val,-1.007857925,-4.074952217,0.003094538
Cc1ccccc1,-3.933779576,1.304489356,3.4196517474984,val,1.663566184,-5.009824958,0.005072537
Cc1ccccc1,-3.933779576,-0.018176482,2.61258004690737,val,-0.021468815,-5.009824958,0.003875368
Cc1ccccc1,-3.368957434,-0.199378812,2.33951551522939,val,-0.252314929,-4.290259177,0.003470318
Cc1ccccc1,-3.368957434,-0.247281783,2.29967661015715,val,-0.313341819,-4.290259177,0.003411223
Cc1ccccc1,-3.368957434,-0.352864437,2.22381718664994,val,-0.447850825,-4.290259177,0.003298697
CC1CCCCC1,-3.368957434,-0.453653879,2.1528028805089,val,-0.576253429,-4.290259177,0.003193358
CC1CCCCC1,-3.368957434,-0.67224004,1.98308624605538,val,-0.854725376,-4.290259177,0.002941609
CC1CCCCC1,-3.933779576,-0.835175169,1.96373476504855,val,-1.062299646,-5.009824958,0.002912904
CC1CCCCC1,-3.933779576,-0.859506061,1.94402868104539,val,-1.093296443,-5.009824958,0.002883673
CC1CCCCC1,-3.933779576,-0.991256965,1.83797339668547,val,-1.261142983,-5.009824958,0.002726356
Cc1ccccc1[N+]([O-])=O,-3.387392833,1.053656512,2.46802337143855,val,1.344012969,-4.3137453,0.00366094
Cc1ccccc1[N+]([O-])=O,-3.387392833,0.849431756,2.3808941793199,val,1.083837003,-4.3137453,0.003531697
Cc1ccccc1[N+]([O-])=O,-3.387392833,0.520468205,2.22381718664994,val,0.664747706,-4.3137453,0.003298697
Cc1ccccc1[N+]([O-])=O,-3.387392833,-0.049810075,1.90896275926973,val,-0.061769026,-4.3137453,0.002831658
Cc1ccccc1[N+]([O-])=O,-3.387392833,-0.23587539,1.80374611773763,val,-0.29881043,-4.3137453,0.002675585
CC1CCCCC1=O,-3.708569063,0.479440176,2.3395391104858,test,0.612479277,-4.722913793,0.003470353
CC1CCCCC1=O,-3.708569063,0.469679564,2.32101481175367,test,0.600044562,-4.722913793,0.003442875
CC1CCCCC1=O,-3.708569063,0.266145717,2.22381718664994,test,0.340748793,-4.722913793,0.003298697
CC1CCCCC1=O,-3.708569063,0.152637036,2.15900775879446,test,0.196142276,-4.722913793,0.003202562
CC1CCCCC1=O,-3.708569063,-0.140147838,1.98835001068528,test,-0.176856517,-4.722913793,0.002949417
Cc1ccccc1Br,-3.250112433,0.323147384,2.29967661015715,train,0.413367138,-4.138854354,0.003411223
Cc1ccccc1Br,-3.250112433,0.199286329,2.22381718664994,train,0.255572019,-4.138854354,0.003298697
Cc1ccccc1Br,-3.250112433,0.08700161,2.1528028805089,train,0.112524791,-4.138854354,0.003193358
Cc1ccccc1Br,-3.250112433,-0.10730692,2.02356357135104,train,-0.135018212,-4.138854354,0.003001651
Cc1ccccc1Br,-3.250112433,-0.420561092,1.80664631182547,train,-0.534094251,-4.138854354,0.002679887
Cc1ccccc1C,-3.29571227,-0.089277665,2.35593309463923,val,-0.112049504,-4.196947124,0.003494671
Cc1ccccc1C,-3.29571227,-0.242998288,2.24694256038195,val,-0.30788478,-4.196947124,0.003333
Cc1ccccc1C,-3.29571227,-0.472024351,2.07878590945219,val,-0.599656837,-4.196947124,0.003083565
Cc1ccccc1C,-3.29571227,-0.593978474,1.9882333827036,val,-0.755022584,-4.196947124,0.002949244
Cc1ccccc1C,-3.29571227,-1.014680771,1.67765846068592,val,-1.290984181,-4.196947124,0.002488553
Cc1ccccc1C#N,-3.411022723,0.440184567,2.29967661015715,val,0.562468857,-4.343849042,0.003411223
Cc1ccccc1C#N,-3.411022723,-0.059978707,2.02356357135104,val,-0.074723546,-4.343849042,0.003001651
Cc1ccccc1C#N,-3.411022723,-0.410185413,1.80664631182547,val,-0.52087596,-4.343849042,0.002679887
Cc1ccccc1C#N,-3.411022723,-0.550133341,1.71474009150915,val,-0.699165253,-4.343849042,0.002543558
Cc1ccccc1C#N,-3.411022723,-0.680401204,1.63173197945999,val,-0.865122445,-4.343849042,0.002420428
Cc1ccccc1Cl,-3.092501565,0.134229782,2.3808941793199,val,0.172692008,-3.938063027,0.003531697
Cc1ccccc1Cl,-3.092501565,-0.123005507,2.18489040677548,val,-0.155017722,-3.938063027,0.003240955
Cc1ccccc1Cl,-3.092501565,-0.51130929,1.90896275926973,val,-0.649704623,-3.938063027,0.002831658
Cc1ccccc1Cl,-3.092501565,-0.801961108,1.69320638635951,val,-1.019985968,-3.938063027,0.002511616
Cc1ccccc1Cl,-3.092501565,-0.860232529,1.65172188069025,val,-1.09422194,-3.938063027,0.00245008
Cc1ccccc1F,-3.218724626,-0.304627164,2.29967661015715,test,-0.386398045,-4.098867268,0.003411223
Cc1ccccc1F,-3.218724626,-0.401642564,2.22381718664994,test,-0.509992637,-4.098867268,0.003298697
Cc1ccccc1F,-3.218724626,-0.488641463,2.1528028805089,test,-0.620826519,-4.098867268,0.003193358
Cc1ccccc1F,-3.218724626,-0.575819022,2.08618335941171,test,-0.731888009,-4.098867268,0.003094538
Cc1ccccc1F,-3.218724626,-0.656529584,2.02356357135104,test,-0.834710745,-4.098867268,0.003001651
Cc1ccccc1N,-4.202676215,1.814331941,2.46210972603211,val,2.313089726,-5.352390885,0.003652168
Cc1ccccc1N,-4.202676215,1.160266087,2.29967661015715,val,1.479830241,-5.352390885,0.003411223
Cc1ccccc1N,-4.202676215,0.205703992,1.96459295823168,val,0.263747922,-5.352390885,0.002914177
Cc1ccccc1N,-4.202676215,0.080026748,1.90896275926973,val,0.103639035,-5.352390885,0.002831658
Cc1ccccc1N,-4.202676215,-0.905595591,1.42873861781685,val,-1.152013065,-5.352390885,0.002119318
Cc1ccccc1O,-5.613955562,1.770765725,2.29967661015715,val,2.257587727,-7.150316729,0.003411223
Cc1ccccc1O,-5.613955562,1.106227662,2.1528028805089,val,1.410986974,-7.150316729,0.003193358
Cc1ccccc1O,-5.613955562,-0.240865274,1.71474009150915,val,-0.305167387,-7.150316729,0.002543558
Cc1ccccc1O,-5.613955562,-0.534496398,1.59317058898479,val,-0.679244275,-7.150316729,0.002363228
Cc1ccccc1O,-5.613955562,-0.819126353,1.47146153737253,val,-1.041853955,-7.150316729,0.002182691
Cc1ccccn1,-3.294327099,-0.053996032,2.3808941793199,val,-0.067101804,-4.195182459,0.003531697
Cc1ccccn1,-3.294327099,-0.270604198,2.22381718664994,val,-0.343053848,-4.195182459,0.003298697
Cc1ccccn1,-3.294327099,-0.536977471,2.02356357135104,val,-0.682405084,-4.195182459,0.003001651
Cc1ccccn1,-3.294327099,-0.613423537,1.96459295823168,val,-0.779794987,-4.195182459,0.002914177
Cc1ccccn1,-3.294327099,-0.688836554,1.90896275926973,val,-0.875868817,-4.195182459,0.002831658
CC1OC(C)OC(C)O1,-4.044215403,-0.310191732,2.07782457129105,val,-0.393487131,-5.150516756,0.003082139
CC1OC(C)OC(C)O1,-4.044215403,-0.407942135,2.02295616203604,val,-0.518018094,-5.150516756,0.00300075
CC1OC(C)OC(C)O1,-4.044215403,-0.513718033,1.96459295823168,val,-0.652773286,-5.150516756,0.002914177
CC1OC(C)OC(C)O1,-4.044215403,-0.603725339,1.91329687079709,val,-0.767439785,-5.150516756,0.002838087
CC1OC(C)OC(C)O1,-4.044215403,-0.717041334,1.85028203072911,val,-0.911800827,-5.150516756,0.002744614
CCC,-3.068358917,1.416311349,7.2449538173417,val,1.806023913,-3.907306047,0.010746795
CCC,-3.068358917,1.032282777,6.70262628686843,val,1.316783498,-3.907306047,0.009942334
CCC,-3.068358917,0.014527241,5.08562314060953,val,0.020194707,-3.907306047,0.007543754
CCC,-3.068358917,-0.816571867,3.63913751922171,val,-1.038599619,-3.907306047,0.005398111
CCC,-3.068358917,-1.023348616,3.30368578129624,val,-1.302026745,-3.907306047,0.004900519
CCC(=C)c1ccc(cc1)C(C)(C)N=C=O,-3.968052465,1.069564137,2.26111050063067,val,1.364278787,-5.053487549,0.003354016
CCC(=C)c1ccc(cc1)C(C)(C)N=C=O,-3.968052465,0.983307258,2.22381718664994,val,1.254390215,-5.053487549,0.003298697
CCC(=C)c1ccc(cc1)C(C)(C)N=C=O,-3.968052465,0.900721591,2.18773397224793,val,1.149178652,-5.053487549,0.003245173
CCC(=C)c1ccc(cc1)C(C)(C)N=C=O,-3.968052465,0.821620336,2.1528028805089,val,1.048406122,-5.053487549,0.003193358
CCC(=C)c1ccc(cc1)C(C)(C)N=C=O,-3.968052465,0.535861808,2.02356357135104,val,0.684358675,-5.053487549,0.003001651
CCC(=C)c1cccc(c1)C(C)(C)N=C=O,-3.958064581,0.893876138,2.26111050063067,val,1.140457759,-5.040763297,0.003354016
CCC(=C)c1cccc(c1)C(C)(C)N=C=O,-3.958064581,0.646230233,2.1528028805089,val,0.824964605,-5.040763297,0.003193358
CCC(=C)c1cccc(c1)C(C)(C)N=C=O,-3.958064581,0.500595028,2.08618335941171,val,0.639429898,-5.040763297,0.003094538
CCC(=C)c1cccc(c1)C(C)(C)N=C=O,-3.958064581,0.368192608,2.02356357135104,val,0.470753348,-5.040763297,0.003001651
CCC(=C)c1cccc(c1)C(C)(C)N=C=O,-3.958064581,0.137262002,1.90896275926973,val,0.176554962,-5.040763297,0.002831658
CCC(=O)CC,-3.225086861,-0.413628757,2.46387330291118,test,-0.525262672,-4.106972556,0.003654784
CCC(=O)CC,-3.225086861,-0.676681062,2.1528028805089,test,-0.8603831,-4.106972556,0.003193358
CCC(=O)CC,-3.225086861,-0.798269269,2.12096950886137,test,-1.015282681,-4.106972556,0.003146138
CCC(=O)CC,-3.225086861,-0.991063059,1.952078034232,test,-1.260895952,-4.106972556,0.002895613
CCC(=O)CC,-3.225086861,-1.11307965,1.85145033299648,test,-1.416341282,-4.106972556,0.002746347
CCC(=O)N,-4.689017011,0.578062112,1.84774587774017,val,0.738120546,-5.971973881,0.002740852
CCC(=O)N,-4.689017011,0.259980434,1.7462768370761,val,0.332894415,-5.971973881,0.002590338
CCC(=O)N,-4.689017011,-0.635120568,1.42511371228214,val,-0.807436327,-5.971973881,0.002113941
CCC(=O)N,-4.689017011,-0.738428744,1.38642692987288,val,-0.939047719,-5.971973881,0.002056555
CCC(=O)N,-4.689017011,-0.70694789,1.36924958320665,val,-0.898942094,-5.971973881,0.002031075
CCC(=O)O,-3.216535228,0.265028353,2.42630965470702,val,0.339325306,-4.096078043,0.003599064
CCC(=O)O,-3.216535228,-0.13911803,2.15252782723418,val,-0.175544573,-4.096078043,0.00319295
CCC(=O)O,-3.216535228,-0.249432329,2.07316012617395,val,-0.316081547,-4.096078043,0.00307522
CCC(=O)O,-3.216535228,-0.631608488,1.80176950940069,val,-0.802962047,-4.096078043,0.002672653
CCC(=O)O,-3.216535228,-0.786015955,1.69888138260113,val,-0.999672341,-4.096078043,0.002520034
CCC(=O)OC,-3.223933171,-0.430533105,2.46460475585988,val,-0.546798284,-4.105502791,0.003655869
CCC(=O)OC,-3.223933171,-0.651481666,2.27292700504062,val,-0.828279855,-4.105502791,0.003371544
CCC(=O)OC,-3.223933171,-0.701566243,2.22660816840811,val,-0.892086043,-4.105502791,0.003302837
CCC(=O)OC,-3.223933171,-0.939089105,2.02125797772473,val,-1.194682757,-4.105502791,0.002998231
CCC(=O)OC,-3.223933171,-0.997459486,1.97339196642193,val,-1.269044801,-4.105502791,0.002927229
CCC(=O)OC(=O)CC,-3.448330625,-0.196353958,2.1191695278724,val,-0.248461359,-4.391378145,0.003143468
CCC(=O)OC(=O)CC,-3.448330625,-0.245137114,2.08618335941171,val,-0.310609577,-4.391378145,0.003094538
CCC(=O)OC(=O)CC,-3.448330625,-0.338260321,2.02648331579419,val,-0.429245637,-4.391378145,0.003005982
CCC(=O)OC(=O)CC,-3.448330625,-0.697363539,1.78497710248903,val,-0.88673193,-4.391378145,0.002647744
CCC(=O)OC(=O)CC,-3.448330625,-0.898178698,1.65313894437519,val,-1.142564176,-4.391378145,0.002452182
CCC(C)(C)C,-3.421917461,-0.582373955,2.46805842724807,val,-0.740238788,-4.357728598,0.003660992
CCC(C)(C)C,-3.421917461,-0.726474981,2.33958090779715,val,-0.923818998,-4.357728598,0.003470415
CCC(C)(C)C,-3.421917461,-0.7712251,2.29967661015715,val,-0.980829253,-4.357728598,0.003411223
CCC(C)(C)C,-3.421917461,-0.823141444,2.26111050063067,val,-1.046969056,-4.357728598,0.003354016
CCC(C)(C)C,-3.421917461,-0.871567724,2.22381718664994,val,-1.108662625,-4.357728598,0.003298697
CCC(C)(C)S,-3.632591526,-0.204446283,2.3808941793199,test,-0.258770729,-4.626120782,0.003531697
CCC(C)(C)S,-3.632591526,-0.321558657,2.29967661015715,test,-0.407968238,-4.626120782,0.003411223
CCC(C)(C)S,-3.632591526,-0.435703525,2.22381718664994,test,-0.553385238,-4.626120782,0.003298697
CCC(C)(C)S,-3.632591526,-0.522207324,2.1528028805089,test,-0.663588378,-4.626120782,0.003193358
CCC(C)(C)S,-3.632591526,-0.624631121,2.08618335941171,test,-0.794073099,-4.626120782,0.003094538
CCC(C)=O,-3.207662551,-0.259183368,2.71342415035167,val,-0.328504067,-4.08477453,0.004024955
CCC(C)=O,-3.207662551,-0.624283875,2.34691094273836,val,-0.793630719,-4.08477453,0.003481288
CCC(C)=O,-3.207662551,-0.792441217,2.22381718664994,val,-1.007857925,-4.08477453,0.003298697
CCC(C)=O,-3.207662551,-0.908332774,2.09447945156534,val,-1.155500151,-4.08477453,0.003106844
CCC(C)=O,-3.207662551,-1.014680771,2.00109886479851,val,-1.290984181,-4.08477453,0.002968328
CCC(C)C,-3.321444171,-1.028212221,2.461634450153,val,-1.308222826,-4.229728762,0.003651463
CCC(C)C,-3.321444171,-1.074874331,2.41155520379897,val,-1.367668897,-4.229728762,0.003577178
CCC(C)C,-3.321444171,-1.185567083,2.29162456036981,val,-1.508688009,-4.229728762,0.003399279
CCC(C)C,-3.321444171,-1.210076193,2.2666607790884,val,-1.53991185,-4.229728762,0.003362249
CCC(C)C,-3.321444171,-1.225605593,2.2506935320009,val,-1.559695821,-4.229728762,0.003338564
CCC(C)CC,-3.219957754,-0.732429108,2.46805842724807,val,-0.93140437,-4.100438234,0.003660992
CCC(C)CC,-3.219957754,-0.8107169,2.3808941793199,val,-1.031140574,-4.100438234,0.003531697
CCC(C)CC,-3.219957754,-0.850446757,2.33958090779715,val,-1.081755172,-4.100438234,0.003470415
CCC(C)CC,-3.219957754,-0.928276261,2.26111050063067,val,-1.180907531,-4.100438234,0.003354016
CCC(C)CC,-3.219957754,-0.967597433,2.22381718664994,val,-1.231001477,-4.100438234,0.003298697
CCC(C)CC(O)CC,-4.220632327,0.565924367,2.46769708274991,test,0.722657438,-5.375266411,0.003660456
CCC(C)CC(O)CC,-4.220632327,0.373664017,2.3808941793199,test,0.477723752,-5.375266411,0.003531697
CCC(C)CC(O)CC,-4.220632327,0.051270309,2.22381718664994,test,0.067004229,-5.375266411,0.003298697
CCC(C)CC(O)CC,-4.220632327,-0.329388042,2.02356357135104,test,-0.41794263,-5.375266411,0.003001651
CCC(C)CC(O)CC,-4.220632327,-0.720173303,1.80640429190973,test,-0.915790857,-5.375266411,0.002679528
CCC(C)CCC(C)O,-5.283820686,1.205897623,2.46760674662537,val,1.537963393,-6.7297352,0.003660322
CCC(C)CCC(C)O,-5.283820686,0.720674715,2.29967661015715,val,0.919804551,-6.7297352,0.003411223
CCC(C)CCC(C)O,-5.283820686,0.515526565,2.22381718664994,val,0.658452211,-6.7297352,0.003298697
CCC(C)CCC(C)O,-5.283820686,0.329610456,2.1528028805089,val,0.42160089,-6.7297352,0.003193358
CCC(C)CCC(C)O,-5.283820686,0.011753024,2.02356357135104,val,0.016660441,-6.7297352,0.003001651
CCC(C)CCCCO,-6.156620207,2.056672449,2.46652338728108,val,2.62182397,-7.841654551,0.003658715
CCC(C)CCCCO,-6.156620207,1.15777802,2.22381718664994,val,1.476660521,-7.841654551,0.003298697
CCC(C)CCCCO,-6.156620207,0.916725928,2.1528028805089,val,1.169567678,-7.841654551,0.003193358
CCC(C)CCCCO,-6.156620207,0.500429357,2.02356357135104,val,0.639218839,-7.841654551,0.003001651
CCC(C)CCCCO,-6.156620207,-0.14437482,1.80630788843354,val,-0.18224156,-7.841654551,0.002679385
CCC(C)CO,-6.377391918,0.482836389,2.07335158482596,val,0.616805947,-8.122910822,0.003075504
CCC(C)CO,-6.377391918,0.107698512,1.96173456145519,val,0.138891999,-8.122910822,0.002909937
CCC(C)CO,-6.377391918,-0.232390713,1.85844329284612,val,-0.294371061,-8.122910822,0.00275672
CCC(C)CO,-6.377391918,-0.510107684,1.76594651696937,val,-0.648173815,-8.122910822,0.002619515
CCC(C)CO,-6.377391918,-0.693562327,1.70175461068164,val,-0.881889305,-8.122910822,0.002524296
CCC(C)O,-7.448566945,1.080342545,2.29965975640257,val,1.378010142,-9.487554377,0.003411198
CCC(C)O,-7.448566945,0.982254192,2.26111050063067,val,1.253048642,-9.487554377,0.003354016
CCC(C)O,-7.448566945,0.849962664,2.22381718664994,val,1.084513364,-9.487554377,0.003298697
CCC(C)O,-7.448566945,0.456254628,2.1528028805089,val,0.582941613,-9.487554377,0.003193358
CCC(C)O,-7.448566945,-0.61085974,1.8286997867663,val,-0.776528789,-9.487554377,0.0027126
CCC(C)S,-2.983377581,-0.442559015,2.3808941793199,val,-0.562118918,-3.799042477,0.003531697
CCC(C)S,-2.983377581,-0.531406045,2.29967661015715,val,-0.675307262,-3.799042477,0.003411223
CCC(C)S,-2.983377581,-0.615995736,2.22381718664994,val,-0.783071888,-3.799042477,0.003298697
CCC(C)S,-2.983377581,-0.684139062,2.1528028805089,val,-0.869884359,-3.799042477,0.003193358
CCC(C)S,-2.983377581,-0.76913469,2.08618335941171,val,-0.978166136,-3.799042477,0.003094538
CCC(O)CC,-7.679546669,0.935129272,2.2252854857488,test,1.193012964,-9.781815337,0.003300875
CCC(O)CC,-7.679546669,0.694978106,2.17432714755597,test,0.887067873,-9.781815337,0.003225286
CCC(O)CC,-7.679546669,0.379290913,2.10441777356509,test,0.484892242,-9.781815337,0.003121586
CCC(O)CC,-7.679546669,-0.17746258,1.95831594587653,test,-0.224394333,-9.781815337,0.002904866
CCC(O)CC,-7.679546669,-0.335852501,1.91166947225501,test,-0.42617815,-9.781815337,0.002835673
CCC(O)CCC(C)C,-4.675468997,0.75357845,2.46544070208697,val,0.961722883,-5.954714134,0.003657109
CCC(O)CCC(C)C,-4.675468997,0.547650994,2.3808941793199,val,0.69937773,-5.954714134,0.003531697
CCC(O)CCC(C)C,-4.675468997,0.358276713,2.29967661015715,val,0.458120807,-5.954714134,0.003411223
CCC(O)CCC(C)C,-4.675468997,-0.253101832,2.02356357135104,val,-0.32075638,-5.954714134,0.003001651
CCC(O)CCC(C)C,-4.675468997,-0.492888,1.90896275926973,val,-0.626236475,-5.954714134,0.002831658
CCC[S](=O)CCC,-4.4594606,0.726037855,2.22381718664994,train,0.926637024,-5.679526177,0.003298697
CCC[S](=O)CCC,-4.4594606,0.543544889,2.1528028805089,train,0.694146681,-5.679526177,0.003193358
CCC[S](=O)CCC,-4.4594606,0.382185626,2.08618335941171,train,0.488580015,-5.679526177,0.003094538
CCC[S](=O)CCC,-4.4594606,0.056173281,1.9363784247672,train,0.073250462,-5.679526177,0.002872325
CCC[S](=O)CCC,-4.4594606,-0.204446283,1.80664631182547,train,-0.258770729,-5.679526177,0.002679887
CCC#N,-3.218690311,-0.75506565,2.21504918936811,val,-0.960242619,-4.098823552,0.003285691
CCC#N,-3.218690311,-0.85439298,2.12632158716526,val,-1.086782537,-4.098823552,0.003154077
CCC#N,-3.218690311,-1.030830173,1.96746011896054,val,-1.311558015,-4.098823552,0.00291843
CCC#N,-3.218690311,-1.114050921,1.84622836567794,val,-1.417578651,-4.098823552,0.002738601
CCC#N,-3.218690311,-1.194489077,1.82079739831961,val,-1.520054351,-4.098823552,0.002700878
CCC=O,-3.510739356,-0.810276782,2.3363375712661,val,-1.030579878,-4.47088492,0.003465604
CCC=O,-3.510739356,-0.903858703,2.2482915348984,val,-1.149800325,-4.47088492,0.003335001
CCC=O,-3.510739356,-1.016967586,2.1528028805089,val,-1.293897512,-4.47088492,0.003193358
CCC=O,-3.510739356,-1.05030002,2.12297308320564,val,-1.336361992,-4.47088492,0.00314911
CCC=O,-3.510739356,-1.077034599,2.10048343309632,val,-1.370421012,-4.47088492,0.00311575
CCc1cccc(C)c1N,-4.401587869,1.060910644,2.3008536763769,val,1.353254507,-5.605798124,0.003412969
CCc1cccc(C)c1N,-4.401587869,0.748702791,2.18879912953728,val,0.955511445,-5.605798124,0.003246753
CCc1cccc(C)c1N,-4.401587869,0.682595929,2.16768541995174,val,0.871293366,-5.605798124,0.003215434
CCc1cccc(C)c1N,-4.401587869,0.670015294,2.1538343302891,val,0.85526603,-5.605798124,0.003194888
CCc1cccc(C)c1N,-4.401587869,-0.110638128,1.81223164609273,val,-0.139262067,-5.605798124,0.002688172
CCc1cccc(CC)c1N,-4.495209944,1.156288571,2.3008536763769,val,1.474763009,-5.725069726,0.003412969
CCc1cccc(CC)c1N,-4.495209944,1.014969692,2.26224914028998,val,1.294727168,-5.725069726,0.003355705
CCc1cccc(CC)c1N,-4.495209944,0.820766996,2.18879912953728,val,1.047318994,-5.725069726,0.003246753
CCc1cccc(CC)c1N,-4.495209944,0.542760333,2.08715211322487,val,0.693147181,-5.725069726,0.003095975
CCc1cccc(CC)c1N,-4.495209944,-0.058288828,1.81223164609273,val,-0.072570693,-5.725069726,0.002688172
CCC1CCCC1,-3.144502819,-0.033367733,2.66304625546652,val,-0.040821995,-4.004311002,0.003950227
CCC1CCCC1,-3.144502819,-0.492300904,2.26111117478085,val,-0.625488532,-4.004311002,0.003354017
CCC1CCCC1,-3.144502819,-0.536046149,2.22381718664994,val,-0.68121861,-4.004311002,0.003298697
CCC1CCCC1,-3.144502819,-0.7712251,2.02356357135104,val,-0.980829253,-4.004311002,0.003001651
CCC1CCCC1,-3.144502819,-0.843530865,1.96459363238186,val,-1.072944542,-4.004311002,0.002914178
CCC1CCCCC1,-3.145164732,0.0451537,2.42360563832247,val,0.05921186,-4.005154259,0.003595053
CCC1CCCCC1,-3.145164732,-0.023616693,2.3808941793199,val,-0.028399475,-4.005154259,0.003531697
CCC1CCCCC1,-3.195447827,-0.233445043,2.36909655111508,val,-0.295714244,-4.069213352,0.003514197
CCC1CCCCC1,-3.195447827,-0.284667353,2.33958090779715,val,-0.360969868,-4.069213352,0.003470415
CCC1CCCCC1,-3.145164732,-0.13911803,2.29967661015715,val,-0.175544573,-4.005154259,0.003411223
CCc1ccccc1,-3.195447827,-0.334651356,2.28672753343953,test,-0.424647928,-4.069213352,0.003392015
CCc1ccccc1,-3.195447827,-0.427555197,2.21650535376368,test,-0.543004522,-4.069213352,0.003287851
CCc1ccccc1,-3.145164732,-0.340675549,2.1528028805089,test,-0.432322562,-4.005154259,0.003193358
CCc1ccccc1,-3.145164732,-0.41682069,2.11890323855007,test,-0.529329095,-4.005154259,0.003143073
CCc1ccccc1,-3.195447827,-0.827626877,1.88959307620796,test,-1.052683357,-4.069213352,0.002802926
CCc1ccccc1N,-4.660211473,0.941767354,2.22491807389899,val,1.201469674,-5.935276525,0.00330033
CCc1ccccc1N,-4.660211473,0.745677937,2.16768541995174,val,0.951657876,-5.935276525,0.003215434
CCc1ccccc1N,-4.660211473,0.725416113,2.1538343302891,val,0.925844945,-5.935276525,0.003194888
CCc1ccccc1N,-4.660211473,0.522887155,2.08715211322487,val,0.667829373,-5.935276525,0.003095975
CCc1ccccc1N,-4.660211473,-0.0753536,1.81223164609273,val,-0.094310679,-5.935276525,0.002688172
CCCBr,-2.949911191,-0.349921796,2.46363869864745,val,-0.444101992,-3.756407341,0.003654436
CCCBr,-2.949911191,-0.467320205,2.35051157886647,val,-0.593663902,-3.756407341,0.003486629
CCCBr,-2.949911191,-0.48645396,2.33951551522939,val,-0.618039708,-3.756407341,0.003470318
CCCBr,-2.949911191,-0.612910108,2.21011103927666,val,-0.779140894,-3.756407341,0.003278366
CCCBr,-2.949911191,-0.796105683,2.03966564847517,val,-1.01252634,-3.756407341,0.003025536
CCCC,-3.07410292,0.605311942,4.91721503166146,val,0.772835979,-3.914623728,0.007293946
CCCC,-3.07410292,0.164101018,4.37845173320641,val,0.210747031,-3.914623728,0.006494772
CCCC,-3.07410292,-0.138874817,3.9803397582093,val,-0.175234728,-3.914623728,0.005904233
CCCC,-3.07410292,-1.200759186,2.5325901052281,val,-1.528042274,-3.914623728,0.003756715
CCCC,-3.07410292,-1.206569343,2.52556950522096,val,-1.535444233,-3.914623728,0.003746301
