smiles,lnA,Viscosity,temperature,splits,Viscosity_unnormed,lnA_unnormed,temperature_unnormed
CCCCCCCCCCC,-3.509079775,0.42624099,2.46805842724807,val,0.544705175,-4.468770666,0.003660992
CCCCCCCCCCC,-3.509079775,0.059812363,2.26111050063067,val,0.077886539,-4.468770666,0.003354016
CCCCCCCCCCC,-3.509079775,-0.109736407,2.1528028805089,val,-0.138113302,-4.468770666,0.003193358
CCCCCCCCCCC,-3.509079775,-0.217776887,2.08618335941171,val,-0.275753502,-4.468770666,0.003094538
CCCCCCCCCCC,-3.509079775,-1.034919977,1.55638962914324,val,-1.316768298,-4.468770666,0.002308669
CCCCCCCCCCC(CO)CCCC,-7.778611667,2.904049818,2.29967661015715,val,3.701356294,-9.908021052,0.003411223
CCCCCCCCCCC(CO)CCCC,-7.778611667,2.505943613,2.22381718664994,val,3.194181412,-9.908021052,0.003298697
CCCCCCCCCCC(CO)CCCC,-7.778611667,1.530286402,2.1528028805089,val,1.951224574,-9.908021052,0.003193358
CCCCCCCCCCC(CO)CCCC,-7.778611667,1.027027183,1.90896275926973,val,1.310088035,-9.908021052,0.002831658
CCCCCCCCCCC(CO)CCCC,-7.778611667,0.616788582,1.80664631182547,val,0.78745686,-9.908021052,0.002679887
CCCCCCCCCCc1ccccc1,-3.787221078,0.741118687,2.22381718664994,val,0.945849534,-4.823114006,0.003298697
CCCCCCCCCCc1ccccc1,-3.787221078,0.587942845,2.1528028805089,val,0.750708291,-4.823114006,0.003193358
CCCCCCCCCCc1ccccc1,-3.787221078,0.326997168,2.02356357135104,val,0.418271642,-4.823114006,0.003001651
CCCCCCCCCCc1ccccc1,-3.787221078,0.101525883,1.90896275926973,val,0.131028262,-4.823114006,0.002831658
CCCCCCCCCCc1ccccc1,-3.787221078,-0.057445251,1.80664631182547,val,-0.071496002,-4.823114006,0.002679887
CCCCCCCCCCCC,-3.63992372,0.417910846,2.35593309463923,val,0.534092831,-4.635461769,0.003494671
CCCCCCCCCCCC,-3.63992372,-0.887207394,1.59144071961487,val,-1.128587077,-4.635461769,0.002360662
CCCCCCCCCCCC,-3.63992372,-1.045505835,1.50121380740473,val,-1.33025435,-4.635461769,0.002226824
CCCCCCCCCCCC,-3.63992372,-1.058708119,1.49396129973459,val,-1.347073648,-4.635461769,0.002216066
CCCCCCCCCCCC,-3.63992372,-1.26237752,1.38874061330139,val,-1.606542109,-4.635461769,0.002059987
CCCCCCCCCCCC(=O)OC,-3.558232818,0.61487549,2.29967661015715,val,0.78501964,-4.531390109,0.003411223
CCCCCCCCCCCC(=O)OC,-3.558232818,0.325066004,2.16803395559642,val,0.4158114,-4.531390109,0.003215951
CCCCCCCCCCCC(=O)OC,-3.558232818,0.289358698,2.1528028805089,val,0.370321406,-4.531390109,0.003193358
CCCCCCCCCCCC(=O)OC,-3.558232818,-0.049559626,1.96459363238186,val,-0.061449962,-4.531390109,0.002914178
CCCCCCCCCCCC(=O)OC,-3.558232818,-0.320061012,1.81198827787662,val,-0.406060285,-4.531390109,0.002687811
CCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,-4.832307156,2.424270919,2.11896930526801,test,3.090132949,-6.154521054,0.003143171
CCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,-4.832307156,2.046868643,2.02356357135104,test,2.609334228,-6.154521054,0.003001651
CCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,-4.832307156,1.732919417,1.9363784247672,test,2.209372711,-6.154521054,0.002872325
CCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,-4.832307156,1.639711498,1.90896275926973,test,2.090628731,-6.154521054,0.002831658
CCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,-4.832307156,1.550404932,1.88231225423012,test,1.976854953,-6.154521054,0.002792126
CCCCCCCCCCCC(CO)CCC,-7.115463023,2.807544455,2.29967661015715,test,3.578411473,-9.063190375,0.003411223
CCCCCCCCCCCC(CO)CCC,-7.115463023,2.42007069,2.22381718664994,test,3.084781988,-9.063190375,0.003298697
CCCCCCCCCCCC(CO)CCC,-7.115463023,2.073930589,2.1528028805089,test,2.643810302,-9.063190375,0.003193358
CCCCCCCCCCCC(CO)CCC,-7.115463023,1.476387845,2.02356357135104,test,1.882559494,-9.063190375,0.003001651
CCCCCCCCCCCC(CO)CCC,-7.115463023,0.602770949,1.80664631182547,test,0.769598833,-9.063190375,0.002679887
CCCCCCCCCCCC(O)=O,-4.177282099,1.512199566,2.08618335941171,train,1.92818251,-5.320039573,0.003094538
CCCCCCCCCCCC(O)=O,-4.177282099,1.317600281,2.02356357135104,train,1.680269093,-5.320039573,0.003001651
CCCCCCCCCCCC(O)=O,-4.177282099,0.704297974,1.80664631182547,train,0.898941094,-5.320039573,0.002679887
CCCCCCCCCCCC(O)=O,-4.177282099,0.45524612,1.71474009150915,train,0.581656805,-5.320039573,0.002543558
CCCCCCCCCCCC(O)=O,-4.177282099,0.030216073,1.55638962914324,train,0.04018179,-5.320039573,0.002308669
CCCCCCCCCCCCC,-3.581065721,0.348233952,2.22381718664994,val,0.445326642,-4.560478515,0.003298697
CCCCCCCCCCCCC,-3.581065721,0.08341624,2.08618335941171,val,0.107957142,-4.560478515,0.003094538
CCCCCCCCCCCCC,-3.581065721,-0.02604312,2.02356357135104,val,-0.031490667,-4.560478515,0.003001651
CCCCCCCCCCCCC,-3.581065721,-0.318025499,1.85639589873995,val,-0.403467105,-4.560478515,0.002753683
CCCCCCCCCCCCC,-3.581065721,-0.949002181,1.4876977703831,val,-1.207311706,-4.560478515,0.002206775
CCCCCCCCCCCCCC,-3.980333166,0.850493214,2.3808941793199,val,1.085189268,-5.069132779,0.003531697
CCCCCCCCCCCCCC,-3.980333166,0.497940089,2.22381718664994,val,0.636047589,-5.069132779,0.003298697
CCCCCCCCCCCCCC,-3.980333166,-0.07708066,1.96459295823168,val,-0.0965109,-5.069132779,0.002914177
CCCCCCCCCCCCCC,-3.980333166,-0.207502543,1.85639589873995,val,-0.262664309,-5.069132779,0.002753683
CCCCCCCCCCCCCC,-3.980333166,-0.29829922,1.80664631182547,val,-0.378336441,-5.069132779,0.002679887
CCCCCCCCCCCCCC(=O)OC(C)C,-4.464366669,1.350818455,2.29967661015715,val,1.72258801,-5.685776356,0.003411223
CCCCCCCCCCCCCC(=O)OC(C)C,-4.464366669,1.012816197,2.17362603136551,val,1.291983682,-5.685776356,0.003224246
CCCCCCCCCCCCCC(=O)OC(C)C,-4.464366669,0.997002118,2.16803395559642,val,1.271837039,-5.685776356,0.003215951
CCCCCCCCCCCCCC(=O)OC(C)C,-4.464366669,0.652841592,2.02356357135104,val,0.833387269,-5.685776356,0.003001651
CCCCCCCCCCCCCC(=O)OC(C)C,-4.464366669,0.189190978,1.81198827787662,val,0.242710857,-5.685776356,0.002687811
CCCCCCCCCCCCCC(=O)OCCCC,-5.643958727,2.204446255,2.46805842724807,val,2.810083187,-7.188539825,0.003660992
CCCCCCCCCCCCCC(=O)OCCCC,-5.643958727,1.307235829,2.22381718664994,val,1.667065105,-7.188539825,0.003298697
CCCCCCCCCCCCCC(=O)OCCCC,-5.643958727,1.103658019,2.1528028805089,val,1.407713328,-7.188539825,0.003193358
CCCCCCCCCCCCCC(=O)OCCCC,-5.643958727,0.429376154,1.90896275926973,val,0.548699276,-7.188539825,0.002831658
CCCCCCCCCCCCCC(=O)OCCCC,-5.643958727,0.191097612,1.80664631182547,val,0.245139849,-7.188539825,0.002679887
CCCCCCCCCCCCCC(O)CC,-7.059993741,2.855062822,2.29967661015715,val,3.638948389,-8.992524241,0.003411223
CCCCCCCCCCCCCC(O)CC,-7.059993741,2.39358809,2.22381718664994,val,3.051043983,-8.992524241,0.003298697
CCCCCCCCCCCCCC(O)CC,-7.059993741,2.1196212,2.1528028805089,val,2.702018715,-8.992524241,0.003193358
CCCCCCCCCCCCCC(O)CC,-7.059993741,1.529181367,2.02356357135104,val,1.949816794,-8.992524241,0.003001651
CCCCCCCCCCCCCC(O)CC,-7.059993741,1.044369264,1.90896275926973,val,1.332181305,-8.992524241,0.002831658
CCCCCCCCCCCCCCC,-3.874446771,0.491263186,2.1528028805089,val,0.627541423,-4.934236817,0.003193358
CCCCCCCCCCCCCCC,-3.874446771,0.225471643,2.02356357135104,val,0.288931292,-4.934236817,0.003001651
CCCCCCCCCCCCCCC,-3.874446771,0.006485933,1.90896275926973,val,0.009950331,-4.934236817,0.002831658
CCCCCCCCCCCCCCC,-3.874446771,-0.094563534,1.85639589873995,val,-0.118783536,-4.934236817,0.002753683
CCCCCCCCCCCCCCC,-3.874446771,-0.190338997,1.80664631182547,val,-0.240798487,-4.934236817,0.002679887
CCCCCCCCCCCCCCC(=O)OC(C)C,-4.554131911,2.168136299,2.46805842724807,val,2.763825437,-5.800134473,0.003660992
CCCCCCCCCCCCCCC(=O)OC(C)C,-4.554131911,1.5436572,2.29967661015715,val,1.968258553,-5.800134473,0.003411223
CCCCCCCCCCCCCCC(=O)OC(C)C,-4.554131911,1.294868063,2.22381718664994,val,1.651308957,-5.800134473,0.003298697
CCCCCCCCCCCCCCC(=O)OC(C)C,-4.554131911,0.720674715,2.02356357135104,val,0.919804551,-5.800134473,0.003001651
CCCCCCCCCCCCCCC(=O)OC(C)C,-4.554131911,0.433852673,1.90896275926973,val,0.554402221,-5.800134473,0.002831658
CCCCCCCCCCCCCCC(C)O,-7.54270782,2.922059201,2.29967661015715,train,3.724299685,-9.607486913,0.003411223
CCCCCCCCCCCCCCC(C)O,-7.54270782,2.529657826,2.22381718664994,train,3.22439258,-9.607486913,0.003298697
CCCCCCCCCCCCCCC(C)O,-7.54270782,2.167765028,2.1528028805089,train,2.763352449,-9.607486913,0.003193358
CCCCCCCCCCCCCCC(C)O,-7.54270782,1.544785858,2.02356357135104,train,1.969696428,-9.607486913,0.003001651
CCCCCCCCCCCCCCC(C)O,-7.54270782,1.031988214,1.90896275926973,train,1.316408234,-9.607486913,0.002831658
CCCCCCCCCCCCCCC(C)OC(C)=O,-5.331857032,1.847592102,2.3808941793199,val,2.355462133,-6.790932006,0.003531697
CCCCCCCCCCCCCCC(C)OC(C)=O,-5.331857032,1.550991793,2.29967661015715,val,1.977602596,-6.790932006,0.003411223
CCCCCCCCCCCCCCC(C)OC(C)=O,-5.331857032,1.296086588,2.22381718664994,val,1.65286132,-6.790932006,0.003298697
CCCCCCCCCCCCCCC(C)OC(C)=O,-5.331857032,0.706435539,2.02356357135104,val,0.901664285,-6.790932006,0.003001651
CCCCCCCCCCCCCCC(C)OC(C)=O,-5.331857032,0.411488734,1.90896275926973,val,0.525911261,-6.790932006,0.002831658
CCCCCCCCCCCCCCCC,-3.68969356,0.959276228,2.29185849048336,train,1.223775432,-4.698866991,0.003399626
CCCCCCCCCCCCCCCC,-3.68969356,0.88676792,2.26111117478085,train,1.131402111,-4.698866991,0.003354017
CCCCCCCCCCCCCCCC,-3.68969356,0.662975349,2.16803395559642,train,0.84629736,-4.698866991,0.003215951
CCCCCCCCCCCCCCCC,-3.68969356,0.347227607,2.02356357135104,train,0.44404459,-4.698866991,0.003001651
CCCCCCCCCCCCCCCC,-3.68969356,-0.10166719,1.80664631182547,train,-0.127833372,-4.698866991,0.002679887
CCCCCCCCCCCCCCCC(=O)OCC,-4.136411469,1.172114325,2.18773397224793,val,1.494924526,-5.267971666,0.003245173
CCCCCCCCCCCCCCCC(=O)OCC,-4.136411469,0.913648939,2.08618335941171,val,1.16564769,-5.267971666,0.003094538
CCCCCCCCCCCCCCCC(=O)OCC,-4.136411469,0.690764042,1.99364208962287,val,0.881699287,-5.267971666,0.002957267
CCCCCCCCCCCCCCCC(=O)OCC,-4.136411469,0.49918571,1.90896275926973,val,0.637634471,-5.267971666,0.002831658
CCCCCCCCCCCCCCCC(=O)OCC,-4.136411469,0.325273142,1.83118335604096,val,0.416075287,-5.267971666,0.002716284
CCCCCCCCCCCCCCCCC,-3.698337453,1.086845231,2.28409362867403,val,1.386294361,-4.709879041,0.003388108
CCCCCCCCCCCCCCCCC,-3.698337453,0.790443323,2.16803395559642,val,1.008687581,-4.709879041,0.003215951
CCCCCCCCCCCCCCCCC,-3.698337453,0.457874298,2.02356357135104,val,0.585005022,-4.709879041,0.003001651
CCCCCCCCCCCCCCCCC,-3.698337453,0.017291689,1.81198827787662,val,0.023716527,-4.709879041,0.002687811
CCCCCCCCCCCCCCCCC,-3.698337453,0.015372967,1.80664631182547,val,0.021272135,-4.709879041,0.002679887
CCCCCCCCCCCCCCCCCC,-4.028328344,0.715085634,2.08618335941171,val,0.912684236,-5.130277138,0.003094538
CCCCCCCCCCCCCCCCCC,-4.028328344,0.565962473,2.02356357135104,val,0.722705983,-5.130277138,0.003001651
CCCCCCCCCCCCCCCCCC,-4.028328344,0.437047458,1.96459295823168,val,0.558472277,-5.130277138,0.002914177
CCCCCCCCCCCCCCCCCC,-4.028328344,0.308526937,1.90896275926973,val,0.394741145,-5.130277138,0.002831658
CCCCCCCCCCCCCCCCCC,-4.028328344,0.202804379,1.85639589873995,val,0.260053905,-5.130277138,0.002753683
CCCCCCCCCCCCCCCCCC(=O)OCC,-4.256481,1.363335618,2.18773397224793,val,1.738534486,-5.420936502,0.003245173
CCCCCCCCCCCCCCCCCC(=O)OCC,-4.256481,1.094849999,2.08618335941171,val,1.396492186,-5.420936502,0.003094538
CCCCCCCCCCCCCCCCCC(=O)OCC,-4.256481,0.857357928,1.99364208962287,val,1.093934699,-5.420936502,0.002957267
CCCCCCCCCCCCCCCCCC(=O)OCC,-4.256481,0.649731256,1.90896275926973,val,0.829424799,-5.420936502,0.002831658
CCCCCCCCCCCCCCCCCC(=O)OCC,-4.256481,0.473461214,1.83118335604096,val,0.604862266,-5.420936502,0.002716284
CCCCCCCCCCCCCCCCCC(=O)OCCCC,-4.101838758,1.526114852,2.26111117478085,val,1.945910149,-5.223927111,0.003354017
CCCCCCCCCCCCCCCCCC(=O)OCCCC,-4.101838758,1.48703174,2.22381718664994,val,1.896119485,-5.223927111,0.003298697
CCCCCCCCCCCCCCCCCC(=O)OCCCC,-4.101838758,1.286726279,2.1528028805089,val,1.640936579,-5.223927111,0.003193358
CCCCCCCCCCCCCCCCCC(=O)OCCCC,-4.101838758,0.649046011,1.90896275926973,val,0.828551818,-5.223927111,0.002831658
CCCCCCCCCCCCCCCCCC(=O)OCCCC,-4.101838758,0.534871336,1.85639589873995,val,0.683096845,-5.223927111,0.002753683
CCCCCCCCCCCCCCCCCCC,-4.679084622,1.068982166,2.18773397224793,val,1.363537374,-5.959320327,0.003245173
CCCCCCCCCCCCCCCCCCC,-4.679084622,0.889295937,2.11896930526801,val,1.134622726,-5.959320327,0.003143171
CCCCCCCCCCCCCCCCCCC,-4.679084622,0.721050079,2.05439650412681,val,0.920282753,-5.959320327,0.003047387
CCCCCCCCCCCCCCCCCCC,-4.679084622,0.63869489,2.02356357135104,val,0.815364813,-5.959320327,0.003001651
CCCCCCCCCCCCCCCCCCC,-4.679084622,0.562142764,1.99364208962287,val,0.717839793,-5.959320327,0.002957267
CCCCCCCCCCCCCCCCCCCC,-3.561263541,1.100848649,2.1528028805089,val,1.404134279,-4.535251155,0.003193358
CCCCCCCCCCCCCCCCCCCC,-3.561263541,0.133899485,1.90896275926973,val,0.172271221,-4.535251155,0.002831658
CCCCCCCCCCCCCCCCCCCC,-3.561263541,0.374442543,1.85639589873995,val,0.47871557,-4.535251155,0.002753683
CCCCCCCCCCCCCCCCCCCC,-3.561263541,-0.105243271,1.63173197945999,val,-0.132389188,-4.535251155,0.002420428
CCCCCCCCCCCCCCCCCCCC,-3.561263541,-0.26246082,1.55638962914324,val,-0.332679438,-4.535251155,0.002308669
CCCCCCCCCCCCCCCCCCCc1ccccc1,-5.052568984,1.662659254,2.1528028805089,val,2.119863456,-6.435127749,0.003193358
CCCCCCCCCCCCCCCCCCCc1ccccc1,-5.052568984,1.555822128,2.11896930526801,val,1.983756292,-6.435127749,0.003143171
CCCCCCCCCCCCCCCCCCCc1ccccc1,-5.052568984,1.454546473,2.08618335941171,val,1.854734268,-6.435127749,0.003094538
CCCCCCCCCCCCCCCCCCCc1ccccc1,-5.052568984,1.353757031,2.05439650412681,val,1.726331664,-6.435127749,0.003047387
CCCCCCCCCCCCCCCCCCCc1ccccc1,-5.052568984,1.258855355,2.02356357135104,val,1.605429891,-6.435127749,0.003001651
CCCCCCCCCCCCCCCCCCCCCCC,-3.962914205,0.751716032,1.90896275926973,val,0.959350221,-5.046941566,0.002831658
CCCCCCCCCCCCCCCCCCCCCCC,-3.962914205,0.617573923,1.85639589873995,val,0.78845736,-5.046941566,0.002753683
CCCCCCCCCCCCCCCCCCCCCCC,-3.962914205,0.513166305,1.8120368166898,val,0.655445313,-5.046941566,0.002687883
CCCCCCCCCCCCCCCCCCCCCCC,-3.962914205,0.317467822,1.73682929640968,val,0.406131553,-5.046941566,0.002576324
CCCCCCCCCCCCCCCCCCCCCCC,-3.962914205,0.118553635,1.65172188069025,val,0.152721087,-5.046941566,0.00245008
CCCCCCCCCCCCCCCCCCCCCCCCCC,-3.452037116,0.711611705,1.81198827787662,train,0.90825856,-4.396100099,0.002687811
CCCCCCCCCCCCCCCCCCCCCCCCCC,-3.452037116,0.192447903,1.59732335411289,train,0.246860078,-4.396100099,0.002369388
CCCCCCCCCCCCCCCCCCCCCCCCCC,-3.452037116,0.191834423,1.59694448170997,train,0.246078523,-4.396100099,0.002368826
CCCCCCCCCCCCCCCCCCCCCCCCCC,-3.452037116,-0.229761067,1.41286844835571,train,-0.291020974,-4.396100099,0.002095777
CCCCCCCCCCCCCCCCCCCCCCCCCC,-3.452037116,-0.229551076,1.41168531478432,train,-0.290753451,-4.396100099,0.002094022
CCCCCCCCCCCCCCCCOC(=O)C,-4.257147557,1.611700748,2.29967661015715,val,2.05494391,-5.421785675,0.003411223
CCCCCCCCCCCCCCCCOC(=O)C,-4.257147557,1.387264812,2.22381718664994,val,1.769019532,-5.421785675,0.003298697
CCCCCCCCCCCCCCCCOC(=O)C,-4.257147557,1.176555472,2.1528028805089,val,1.500582408,-5.421785675,0.003193358
CCCCCCCCCCCCCCCCOC(=O)C,-4.257147557,0.558458273,1.90896275926973,val,0.713145867,-5.421785675,0.002831658
CCCCCCCCCCCCCCCCOC(=O)C,-4.257147557,0.30023178,1.80664631182547,val,0.384173373,-5.421785675,0.002679887
CCCCCCCCCCOC(=O)C,-3.797701381,0.565581337,2.18773397224793,val,0.722220428,-4.836465585,0.003245173
CCCCCCCCCCOC(=O)C,-3.797701381,0.505590115,2.16803395559642,val,0.645793484,-4.836465585,0.003215951
CCCCCCCCCCOC(=O)C,-3.797701381,0.166893529,1.99364276377306,val,0.214304603,-4.836465585,0.002957268
CCCCCCCCCCOC(=O)C,-3.797701381,-0.162188265,1.83118335604096,val,-0.204935332,-4.836465585,0.002716284
CCCCCCCCCCOC(=O)C,-3.797701381,-0.196364022,1.81198827787662,val,-0.24847418,-4.836465585,0.002687811
CCCCCCCCCO,-6.312738826,1.783390333,2.26111050063067,val,2.273671083,-8.0405448,0.003354016
CCCCCCCCCO,-6.312738826,1.732143563,2.26111050063067,val,2.208384298,-8.0405448,0.003354016
CCCCCCCCCO,-6.312738826,1.470596167,2.18773397224793,val,1.875181077,-8.0405448,0.003245173
CCCCCCCCCO,-6.312738826,1.365815276,2.11896930526801,val,1.741693492,-8.0405448,0.003143171
CCCCCCCCCO,-6.312738826,0.976628909,2.05439650412681,val,1.245882207,-8.0405448,0.003047387
CCCCCCCCCS,-3.524318999,0.561299928,2.3808941793199,val,0.716766046,-4.488184962,0.003531697
CCCCCCCCCS,-3.524318999,0.266648013,2.22381718664994,val,0.341388702,-4.488184962,0.003298697
CCCCCCCCCS,-3.524318999,0.142638383,2.1528028805089,val,0.183404304,-4.488184962,0.003193358
CCCCCCCCCS,-3.524318999,-0.260492707,1.90896275926973,val,-0.330172124,-4.488184962,0.002831658
CCCCCCCCCS,-3.524318999,-0.565765836,1.71474009150915,val,-0.719080563,-4.488184962,0.002543558
CCCCCCCCN,-4.063682181,-0.095447984,2.05439650412681,train,-0.119910297,-5.175316823,0.003047387
CCCCCCCCN,-4.063682181,-0.198369232,1.99364208962287,train,-0.251028755,-5.175316823,0.002957267
CCCCCCCCN,-4.063682181,-0.312172015,1.9363784247672,train,-0.396009949,-5.175316823,0.002872325
CCCCCCCCN,-4.063682181,-0.612568007,1.80664631182547,train,-0.778705069,-5.175316823,0.002679887
CCCCCCCCN,-4.063682181,-0.967597433,1.59317058898479,train,-1.231001477,-5.175316823,0.002363228
CCCCCCCCS,-3.490983492,0.113144838,2.22381718664994,val,0.145830448,-4.445716566,0.003298697
CCCCCCCCS,-3.490983492,-0.003682951,2.1528028805089,val,-0.003004509,-4.445716566,0.003193358
CCCCCCCCS,-3.490983492,-0.205463715,2.02356357135104,val,-0.260066905,-4.445716566,0.003001651
CCCCCCCCS,-3.490983492,-0.378078818,1.90896275926973,val,-0.47997316,-4.445716566,0.002831658
CCCCCCCCS,-3.490983492,-0.540245825,1.80664631182547,val,-0.686568865,-4.445716566,0.002679887
CCCCCCCN,-4.132168922,0.359219416,2.33958090779715,val,0.459321781,-5.262566794,0.003470415
CCCCCCCN,-4.132168922,0.214816069,2.26111050063067,val,0.275356423,-5.262566794,0.003354016
CCCCCCCN,-4.132168922,-0.059133313,2.11896930526801,val,-0.07364654,-5.262566794,0.003143171
CCCCCCCN,-4.132168922,-0.290318555,1.99364208962287,val,-0.368169323,-5.262566794,0.002957267
CCCCCCCN,-4.132168922,-0.651122339,1.80664631182547,val,-0.827822084,-5.262566794,0.002679887
CCCCCCCNCCCCCCC,-3.931718122,0.696915455,2.18773397224793,val,0.889535995,-5.00719873,0.003245173
CCCCCCCNCCCCCCC,-3.931718122,0.391758288,2.05439650412681,val,0.500775288,-5.00719873,0.003047387
CCCCCCCNCCCCCCC,-3.931718122,0.141788482,1.9363784247672,val,0.182321557,-5.00719873,0.002872325
CCCCCCCNCCCCCCC,-3.931718122,-0.098995779,1.80664631182547,val,-0.124430078,-5.00719873,0.002679887
CCCCCCCNCCCCCCC,-3.931718122,-0.355325092,1.69320638635951,val,-0.450985623,-5.00719873,0.002511616
CCCCCCCO,-6.81697124,1.397489745,2.26111050063067,val,1.782045777,-8.682921159,0.003354016
CCCCCCCO,-6.81697124,1.396828958,2.26109566932664,val,1.781203955,-8.682921159,0.003353994
CCCCCCCO,-6.81697124,1.261216104,2.22381718664994,val,1.608437412,-8.682921159,0.003298697
CCCCCCCO,-6.81697124,1.227550685,2.22380302949609,val,1.565548719,-8.682921159,0.003298676
CCCCCCCO,-6.81697124,1.120456727,2.18773397224793,val,1.429114358,-8.682921159,0.003245173
CCCCCCCOC(=O)C,-3.549846646,0.166259739,2.24342821547728,val,0.213497174,-4.520706387,0.003327787
CCCCCCCOC(=O)C,-3.549846646,0.169423583,2.22381718664994,val,0.217527813,-4.520706387,0.003298697
CCCCCCCOC(=O)C,-3.549846646,-0.035004748,2.13744506518695,val,-0.042907501,-4.520706387,0.003170577
CCCCCCCOC(=O)C,-3.549846646,-0.537598966,1.83442197352073,val,-0.68319685,-4.520706387,0.002721088
CCCCCCCOC(=O)C,-3.549846646,-0.499671367,1.80664631182547,val,-0.634878272,-4.520706387,0.002679887
CCCCCCCS,-3.322267722,0.164355293,2.3808941793199,val,0.21107097,-4.23077794,0.003531697
CCCCCCCS,-3.322267722,-0.177560827,2.1528028805089,val,-0.224519497,-4.23077794,0.003193358
CCCCCCCS,-3.322267722,-0.36238058,2.02356357135104,val,-0.459974094,-4.23077794,0.003001651
CCCCCCCS,-3.322267722,-0.525414629,1.90896275926973,val,-0.667674385,-4.23077794,0.002831658
CCCCCCCS,-3.322267722,-0.669477106,1.80664631182547,val,-0.851205485,-4.23077794,0.002679887
CCCCCCCSC(=O)C,-3.280368474,0.456561309,2.22381718664994,val,0.583332315,-4.177399606,0.003298697
CCCCCCCSC(=O)C,-3.280368474,0.26893219,2.11896930526801,val,0.344298673,-4.177399606,0.003143171
CCCCCCCSC(=O)C,-3.280368474,0.109063641,2.02356357135104,val,0.14063113,-4.177399606,0.003001651
CCCCCCCSC(=O)C,-3.280368474,-0.022728879,1.9363784247672,val,-0.027268427,-4.177399606,0.002872325
CCCCCCCSC(=O)C,-3.280368474,-0.15080576,1.85639589873995,val,-0.190434377,-4.177399606,0.002753683
CCCCCCN,-3.995296903,0.041445858,2.33958090779715,val,0.054488185,-5.088196113,0.003470415
CCCCCCN,-3.995296903,-0.17159012,2.18773397224793,val,-0.216913002,-5.088196113,0.003245173
CCCCCCN,-3.995296903,-0.291453694,2.11896930526801,val,-0.369615455,-5.088196113,0.003143171
CCCCCCN,-3.995296903,-0.617715229,1.9363784247672,val,-0.785262469,-5.088196113,0.002872325
CCCCCCN,-3.995296903,-0.760828277,1.88231225423012,val,-0.967584026,-5.088196113,0.002792126
CCCCCCN(CCCCCC)CCCCCC,-4.225781647,1.413701784,2.3808941793199,val,1.802699409,-5.381826484,0.003531697
CCCCCCN(CCCCCC)CCCCCC,-4.225781647,0.479014614,2.02356357135104,val,0.611937125,-5.381826484,0.003001651
CCCCCCN(CCCCCC)CCCCCC,-4.225781647,-0.006048443,1.80664631182547,val,-0.006018072,-5.381826484,0.002679887
CCCCCCN(CCCCCC)CCCCCC,-4.225781647,-0.237676582,1.69320638635951,val,-0.301105093,-5.381826484,0.002511616
CCCCCCN(CCCCCC)CCCCCC,-4.225781647,-0.453653879,1.59317058898479,val,-0.576253429,-5.381826484,0.002363228
CCCCCCO,-5.18485863,1.318185081,2.29966110470294,val,1.681014111,-6.603660629,0.0034112
CCCCCCO,-5.18485863,1.192101918,2.26109566932664,val,1.520388096,-6.603660629,0.003353994
CCCCCCO,-5.18485863,1.03900655,2.22380302949609,val,1.325349375,-6.603660629,0.003298676
CCCCCCO,-5.18485863,0.924341902,2.18773397224793,val,1.179270192,-6.603660629,0.003245173
CCCCCCO,-5.18485863,0.889321176,2.1528028805089,val,1.13465488,-6.603660629,0.003193358
CCCCCCOC(=O)C,-3.536119999,0.176339474,2.33958090779715,train,0.226338442,-4.503219067,0.003470415
CCCCCCOC(=O)C,-3.536119999,-0.026853599,2.22381718664994,train,-0.032523192,-4.503219067,0.003298697
CCCCCCOC(=O)C,-3.536119999,-0.075181103,2.18773397224793,train,-0.094090923,-4.503219067,0.003245173
CCCCCCOC(=O)C,-3.536119999,-0.238738041,2.08618335941171,train,-0.302457358,-4.503219067,0.003094538
CCCCCCOC(=O)C,-3.536119999,-0.509657556,1.90896275926973,train,-0.647600366,-4.503219067,0.002831658
CCCCCCS,-3.23181271,-0.041835082,2.3808941793199,val,-0.051609134,-4.115541078,0.003531697
CCCCCCS,-3.23181271,-0.154804294,2.29967661015715,val,-0.195528384,-4.115541078,0.003411223
CCCCCCS,-3.23181271,-0.25754976,2.22381718664994,val,-0.326422901,-4.115541078,0.003298697
CCCCCCS,-3.23181271,-0.521141128,2.02356357135104,val,-0.662230078,-4.115541078,0.003001651
CCCCCCS,-3.23181271,-0.672055542,1.90896275926973,val,-0.854490331,-4.115541078,0.002831658
CCCCCF,-3.259643097,-0.777529942,2.29967661015715,val,-0.988861425,-4.150996123,0.003411223
CCCCCF,-3.259643097,-0.859763763,2.22381718664994,val,-1.093624747,-4.150996123,0.003298697
CCCCCF,-3.259643097,-0.937276589,2.1528028805089,val,-1.192373668,-4.150996123,0.003193358
CCCCCF,-3.259643097,-1.007577116,2.08618335941171,val,-1.281934346,-4.150996123,0.003094538
