smiles,temperature,lnA,vapor_pressure,splits,vapor_pressure_unnormed,temperature_unnormed,lnA_unnormed,,mean,8.580092891
C/C=CCCCCC,-0.056155608,1.94854504468362,0.299195555,train,10.75018397,0.002684744,22.71305756,,,
C/C=CCCCCC,-0.512330773,1.94854504468362,0.635636451,train,13.1904187,0.002117579,22.71305756,,,
C/C=CCCCCC,-0.809383316,1.94854504468362,0.853589755,train,14.77125275,0.001748252,22.71305756,,,
CC/C=C/CCCC,2.714350563,1.94120242384151,-2.132390906,val,-6.886321606,0.006129329,22.6598009,,,
CC/C=C/CCCC,0.809761237,1.94120242384151,-0.389941954,val,5.751810387,0.003761343,22.6598009,,,
CC/C=C/CCCC,-0.033306835,1.94120242384151,0.291823469,val,10.69671359,0.002713152,22.6598009,,,
CC/C=C/CCCC,-0.508897988,1.94120242384151,0.635677813,val,13.1907187,0.002121847,22.6598009,,,
CC/C=C/CCCC,-0.814283158,1.94120242384151,0.852439837,val,14.76291228,0.00174216,22.6598009,,,
c1ccccc1(C(C)OO),0.720985776,2.3889783369382,-1.843182561,train,-4.788668631,0.003650968,25.90755808,,,
c1ccccc1(C(C)OO),-0.151468481,2.3889783369382,-0.394075826,train,5.721827058,0.002566241,25.90755808,,,
c1ccccc1(C(C)OO),-0.624245361,2.3889783369382,0.287238622,train,10.6634593,0.001978435,25.90755808,,,
c1ccccc1(C(C)OO),-0.920803254,2.3889783369382,0.661462716,train,13.37773882,0.001609723,25.90755808,,,
c1ccccc1(C(C)OO),-1.124189342,2.3889783369382,0.905916797,train,15.15078527,0.001356852,25.90755808,,,
CCCOCCO,2.176008129,2.14468121094058,-2.61727946,test,-10.40325996,0.005460005,24.13565003,,,
CCCOCCO,0.546885336,2.14468121094058,-0.466138113,test,5.199153098,0.003434508,24.13565003,,,
CCCOCCO,-0.200590768,2.14468121094058,0.301844109,test,10.76939416,0.002505167,24.13565003,,,
CCCOCCO,-0.629696958,2.14468121094058,0.652130822,test,13.31005379,0.001971657,24.13565003,,,
CCCOCCO,-0.908123344,2.14468121094058,0.900247064,test,15.10966222,0.001625488,24.13565003,,,
CCCCOCCOCCO,1.705067484,2.27609171506989,-3.119217284,val,-14.04385814,0.004874482,25.08878171,,,
CCCCOCCOCCO,0.244611228,2.27609171506989,-0.685505776,val,3.608060586,0.003058689,25.08878171,,,
CCCCOCCOCCO,-0.423087206,2.27609171506989,0.191163001,val,9.966614568,0.002228536,25.08878171,,,
CCCCOCCOCCO,-0.805717281,2.27609171506989,0.592234675,val,12.87562188,0.00175281,25.08878171,,,
CCCCOCCOCCO,-1.053725554,2.27609171506989,0.863212899,val,14.84105024,0.00144446,25.08878171,,,
c1(N)cc(Cl)ccc1,0.84559797,2.0594502685488,-1.373552054,train,-1.3823982,0.003805899,23.51746268,,,
c1(N)cc(Cl)ccc1,-0.125387195,2.0594502685488,-0.128853819,train,7.645505066,0.002598668,23.51746268,,,
c1(N)cc(Cl)ccc1,-0.62871892,2.0594502685488,0.423161531,train,11.64931984,0.001972873,23.51746268,,,
c1(N)cc(Cl)ccc1,-0.936680288,2.0594502685488,0.729469689,train,13.87099923,0.001589983,23.51746268,,,
c1(N)cc(Cl)ccc1,-1.1445335,2.0594502685488,0.931893217,train,15.33919448,0.001331558,23.51746268,,,
c1(Cl)ccc(C(F)(F)F)cc1([N+]([O-])=O),0.756686582,2.1071956176067,-1.223960536,train,-0.297398065,0.003695355,23.8637638,,,
c1(Cl)ccc(C(F)(F)F)cc1([N+]([O-])=O),-0.067588037,2.1071956176067,-0.170679898,train,7.342136925,0.00267053,23.8637638,,,
c1(Cl)ccc(C(F)(F)F)cc1([N+]([O-])=O),-0.53393689,2.1071956176067,0.344750981,train,11.08060138,0.002090716,23.8637638,,,
c1(Cl)ccc(C(F)(F)F)cc1([N+]([O-])=O),-0.833905853,2.1071956176067,0.648131659,train,13.28104751,0.001717763,23.8637638,,,
c1(Cl)ccc(C(F)(F)F)cc1([N+]([O-])=O),-1.043055609,2.1071956176067,0.860259503,train,14.819629,0.001457726,23.8637638,,,
c1(C(F)(F)F)cc(N(=O)=O)ccc1,0.741498035,2.05286609453122,-1.025451355,train,1.142406089,0.003676471,23.4697071,,,
c1(C(F)(F)F)cc(N(=O)=O)ccc1,-0.046109,2.05286609453122,-0.080910541,train,7.993241785,0.002697235,23.4697071,,,
c1(C(F)(F)F)cc(N(=O)=O)ccc1,-0.50240079,2.05286609453122,0.385210406,train,11.37405707,0.002129925,23.4697071,,,
