smiles,lnA,EaR,Viscosity,temperature,splits,Viscosity_unnormed,lnA_unnormed,EaR_unnormed,,,,mean,0.001687455,,,,,,
CCOc1cccc(N)c1,-7.846646166,2.98112371,2.007377816,0.003298697,train,2.559024146,-9.994694881,3.797858571,,,,,,,,,,,
CCOc1cccc(N)c1,-7.846646166,2.98112371,0.630174144,0.002831658,train,0.804509648,-9.994694881,3.797858571,,,,,,,,,,,
CCOc1cccc(C)c1,-3.433604575,1.043200971,-1.01668137,0.002319378,train,-1.293532881,-4.372617617,1.329005481,,,,,,,,,,,
CCOc1cccc(C)c1,-3.433604575,1.043200971,-0.481228691,0.002833263,train,-0.611382879,-4.372617617,1.329005481,,,,,,,,,,,
CCOc1cccc(C)c1,-3.433604575,1.043200971,-0.780277846,0.002543558,train,-0.992362169,-4.372617617,1.329005481,,,,,,,,,,,
CCOc1cccc(C)c1,-3.433604575,1.043200971,-0.562550146,0.002754442,train,-0.714983875,-4.372617617,1.329005481,,,,,,,,,,,
CCOc1cccc(C)c1,-3.433604575,1.043200971,-0.906589826,0.002421601,train,-1.15327969,-4.372617617,1.329005481,,,,,,,,,,,
Nc1cccc(F)c1,-4.557380235,1.568830022,0.306408316,0.003094538,val,0.392042088,-5.804272737,1.998640488,,,,,,,,,,,
Nc1cccc(F)c1,-4.557380235,1.568830022,0.173831649,0.003001651,val,0.223143551,-5.804272737,1.998640488,,,,,,,,,,,
Nc1cccc(F)c1,-4.557380235,1.568830022,0.617573923,0.003298697,val,0.78845736,-5.804272737,1.998640488,,,,,,,,,,,
Nc1cccc(F)c1,-4.557380235,1.568830022,0.71002755,0.003354016,val,0.906240396,-5.804272737,1.998640488,,,,,,,,,,,
Nc1cccc(F)c1,-4.557380235,1.568830022,0.437945055,0.003193358,val,0.559615788,-5.804272737,1.998640488,,,,,,,,,,,
CCOc1cccc(F)c1,-3.203097875,0.982350167,-0.058288828,0.003193052,train,-0.072570693,-4.078959275,1.251483455,,,,,,,,,,,
CCOc1cccc(F)c1,-3.203097875,0.982350167,-0.24835632,0.003001651,train,-0.314710745,-4.078959275,1.251483455,,,,,,,,,,,
CCOc1cccc(F)c1,-3.203097875,0.982350167,-0.172565817,0.003094538,train,-0.21815601,-4.078959275,1.251483455,,,,,,,,,,,
CCOc1cccc(F)c1,-3.203097875,0.982350167,0.213025991,0.003422899,train,0.27307592,-4.078959275,1.251483455,,,,,,,,,,,
CCOc1cccc(F)c1,-3.203097875,0.982350167,-0.11971278,0.003143666,train,-0.15082289,-4.078959275,1.251483455,,,,,,,,,,,
CCCCC(O)CC,-6.212633351,2.178279081,-0.21674338,0.002780481,train,-0.274436846,-7.913013549,2.775059569,,,,,,,,,,,
CCCCC(O)CC,-6.212633351,2.178279081,-0.402296416,0.002691428,train,-0.510825624,-7.913013549,2.775059569,,,,,,,,,,,
CCCCC(O)CC,-6.212633351,2.178279081,0.857357928,0.003209758,train,1.093934699,-7.913013549,2.775059569,,,,,,,,,,,
CCCCC(O)CC,-6.212633351,2.178279081,-0.939607737,0.002390915,train,-1.195343478,-7.913013549,2.775059569,,,,,,,,,,,
CCCCC(O)CC,-6.212633351,2.178279081,-0.803050255,0.002472494,train,-1.021373508,-7.913013549,2.775059569,,,,,,,,,,,
CC(C)N1CCOC1=O,-3.982144353,1.487503593,1.20385465,0.003470415,train,1.535360709,-5.071440175,1.895033155,,,,,,,,,,,
CC(C)N1CCOC1=O,-3.982144353,1.487503593,0.548469644,0.003047387,train,0.700420665,-5.071440175,1.895033155,,,,,,,,,,,
CC(C)N1CCOC1=O,-3.982144353,1.487503593,0.68747435,0.003143171,train,0.877508323,-5.071440175,1.895033155,,,,,,,,,,,
CC(C)N1CCOC1=O,-3.982144353,1.487503593,0.84153203,0.003245173,train,1.073772999,-5.071440175,1.895033155,,,,,,,,,,,
CC(C)N1CCOC1=O,-3.982144353,1.487503593,1.012816197,0.003354016,train,1.291983682,-5.071440175,1.895033155,,,,,,,,,,,
COc1cccc(O)c1,-4.669368438,1.970371861,-0.461796864,0.002136067,train,-0.586627337,-5.946942212,2.510192259,,,,,,,,,,,
COc1cccc(O)c1,-4.669368438,1.970371861,-0.71587006,0.001987479,train,-0.91030866,-5.946942212,2.510192259,,,,,,,,,,,
COc1cccc(O)c1,-4.669368438,1.970371861,-0.338742772,0.002207749,train,-0.429860265,-5.946942212,2.510192259,,,,,,,,,,,
COc1cccc(O)c1,-4.669368438,1.970371861,0.065600028,0.002423361,train,0.085259844,-5.946942212,2.510192259,,,,,,,,,,,
COc1cccc(O)c1,-4.669368438,1.970371861,-0.153373907,0.002310803,train,-0.193706116,-5.946942212,2.510192259,,,,,,,,,,,
CC1CCCC(=O)C1,-3.80585278,1.248567862,0.476712585,0.003442875,train,0.609004412,-4.846850213,1.59063649,,,,,,,,,,,
CC1CCCC(=O)C1,-3.80585278,1.248567862,-0.122455759,0.002949417,train,-0.15431736,-4.846850213,1.59063649,,,,,,,,,,,
CC1CCCC(=O)C1,-3.80585278,1.248567862,0.542367761,0.003470353,train,0.692647056,-4.846850213,1.59063649,,,,,,,,,,,
CC1CCCC(=O)C1,-3.80585278,1.248567862,0.158678098,0.003202562,train,0.2038384,-4.846850213,1.59063649,,,,,,,,,,,
CC1CCCC(=O)C1,-3.80585278,1.248567862,0.323199301,0.003298697,train,0.413433278,-4.846850213,1.59063649,,,,,,,,,,,
CCC(C)CC,-3.219957754,0.683067121,-0.928276261,0.003354016,train,-1.180907531,-4.100438234,0.870206194,,,,,,,,,,,
CCC(C)CC,-3.219957754,0.683067121,-0.8107169,0.003531697,train,-1.031140574,-4.100438234,0.870206194,,,,,,,,,,,
CCC(C)CC,-3.219957754,0.683067121,-0.967597433,0.003298697,train,-1.231001477,-4.100438234,0.870206194,,,,,,,,,,,
CCC(C)CC,-3.219957754,0.683067121,-0.732429108,0.003660992,train,-0.93140437,-4.100438234,0.870206194,,,,,,,,,,,
CCC(C)CC,-3.219957754,0.683067121,-0.850446757,0.003470415,train,-1.081755172,-4.100438234,0.870206194,,,,,,,,,,,
C[N+]1=CC(=O)O[N-]1,-3.443773054,1.475133424,1.15574952,0.003094538,train,1.474076275,-4.385571942,1.879273946,,,,,,,,,,,
C[N+]1=CC(=O)O[N-]1,-3.443773054,1.475133424,0.787288035,0.002872325,train,1.004667842,-4.385571942,1.879273946,,,,,,,,,,,
C[N+]1=CC(=O)O[N-]1,-3.443773054,1.475133424,0.992279215,0.003001651,train,1.265820208,-4.385571942,1.879273946,,,,,,,,,,,
C[N+]1=CC(=O)O[N-]1,-3.443773054,1.475133424,1.336957741,0.003193358,train,1.704929894,-4.385571942,1.879273946,,,,,,,,,,,
C[N+]1=CC(=O)O[N-]1,-3.443773054,1.475133424,0.498355515,0.002679887,train,0.636576829,-4.385571942,1.879273946,,,,,,,,,,,
CCCCC(C)CCO,-4.588400111,1.517492226,0.576597411,0.003411223,train,0.736254562,-5.84379109,1.933237737,,,,,,,,,,,
CCCCC(C)CCO,-4.588400111,1.517492226,0.238706504,0.003193358,train,0.305792092,-5.84379109,1.933237737,,,,,,,,,,,
CCCCC(C)CCO,-4.588400111,1.517492226,0.995658763,0.003660456,train,1.270125647,-5.84379109,1.933237737,,,,,,,,,,,
CCCCC(C)CCO,-4.588400111,1.517492226,0.399898428,0.003298697,train,0.511145573,-5.84379109,1.933237737,,,,,,,,,,,
CCCCC(C)CCO,-4.588400111,1.517492226,-0.509357614,0.002676516,train,-0.647218249,-5.84379109,1.933237737,,,,,,,,,,,
CCCCC(C)C(C)O,-4.84203226,1.555966885,0.671648902,0.003531697,val,0.857347196,-6.166910533,1.982253253,,,,,,,,,,,
CCCCC(C)C(C)O,-4.84203226,1.555966885,-0.614108633,0.002679887,val,-0.780667778,-6.166910533,1.982253253,,,,,,,,,,,
CCCCC(C)C(C)O,-4.84203226,1.555966885,-0.410581952,0.002831658,val,-0.521381138,-6.166910533,1.982253253,,,,,,,,,,,
CCCCC(C)C(C)O,-4.84203226,1.555966885,0.270377256,0.003298697,val,0.346139642,-6.166910533,1.982253253,,,,,,,,,,,
CCCCC(C)C(C)O,-4.84203226,1.555966885,0.107698512,0.003193358,val,0.138891999,-6.166910533,1.982253253,,,,,,,,,,,
CN1CCOC1=O,-3.251375672,1.180763447,0.243547967,0.002957267,train,0.311959965,-4.140463681,1.504255782,,,,,,,,,,,
CN1CCOC1=O,-3.251375672,1.180763447,0.711959791,0.003354016,train,0.90870201,-4.140463681,1.504255782,,,,,,,,,,,
CN1CCOC1=O,-3.251375672,1.180763447,0.456911655,0.003143171,train,0.583778644,-4.140463681,1.504255782,,,,,,,,,,,
CN1CCOC1=O,-3.251375672,1.180763447,0.345614767,0.003047387,train,0.441989883,-4.140463681,1.504255782,,,,,,,,,,,
CN1CCOC1=O,-3.251375672,1.180763447,0.578587236,0.003245173,train,0.738789538,-4.140463681,1.504255782,,,,,,,,,,,
CCCCC(C)(O)CC,-8.026952513,2.786752338,1.428710279,0.003411223,train,1.821819764,-10.22439954,3.55023551,,,,,,,,,,,
CCCCC(C)(O)CC,-8.026952513,2.786752338,0.237896682,0.003001651,train,0.304760404,-10.22439954,3.55023551,,,,,,,,,,,
CCCCC(C)(O)CC,-8.026952513,2.786752338,2.339565911,0.00365992,train,2.982221412,-10.22439954,3.55023551,,,,,,,,,,,
CCCCC(C)(O)CC,-8.026952513,2.786752338,-0.148529996,0.002831658,train,-0.187535124,-10.22439954,3.55023551,,,,,,,,,,,
CCCCC(C)(O)CC,-8.026952513,2.786752338,1.852239022,0.003531697,train,2.361382164,-10.22439954,3.55023551,,,,,,,,,,,
CCCC(O)C(C)CC,-5.25971826,1.72765087,0.852849823,0.003531697,train,1.088191514,-6.699029462,2.200973291,,,,,,,,,,,
CCCC(O)C(C)CC,-5.25971826,1.72765087,0.402671353,0.003298697,train,0.514678193,-6.699029462,2.200973291,,,,,,,,,,,
CCCC(O)C(C)CC,-5.25971826,1.72765087,0.213802192,0.003193358,train,0.274064776,-6.699029462,2.200973291,,,,,,,,,,,
CCCC(O)C(C)CC,-5.25971826,1.72765087,-0.586995196,0.002680103,train,-0.746126105,-6.699029462,2.200973291,,,,,,,,,,,
CCCC(O)C(C)CC,-5.25971826,1.72765087,-0.103095668,0.003001651,train,-0.129653208,-6.699029462,2.200973291,,,,,,,,,,,
CCC(C)CCC(C)O,-5.283820686,1.764446156,0.329610456,0.003193358,train,0.42160089,-6.7297352,2.247849338,,,,,,,,,,,
CCC(C)CCC(C)O,-5.283820686,1.764446156,0.011753024,0.003001651,train,0.016660441,-6.7297352,2.247849338,,,,,,,,,,,
CCC(C)CCC(C)O,-5.283820686,1.764446156,0.515526565,0.003298697,train,0.658452211,-6.7297352,2.247849338,,,,,,,,,,,
CCC(C)CCC(C)O,-5.283820686,1.764446156,1.205897623,0.003660322,train,1.537963393,-6.7297352,2.247849338,,,,,,,,,,,
CCC(C)CCC(C)O,-5.283820686,1.764446156,0.720674715,0.003411223,train,0.919804551,-6.7297352,2.247849338,,,,,,,,,,,
CCC(C)CCCCO,-6.156620207,2.228794132,2.056672449,0.003658715,train,2.62182397,-7.841654551,2.839414168,,,,,,,,,,,
CCC(C)CCCCO,-6.156620207,2.228794132,1.15777802,0.003298697,train,1.476660521,-7.841654551,2.839414168,,,,,,,,,,,
CCC(C)CCCCO,-6.156620207,2.228794132,0.916725928,0.003193358,train,1.169567678,-7.841654551,2.839414168,,,,,,,,,,,
CCC(C)CCCCO,-6.156620207,2.228794132,0.500429357,0.003001651,train,0.639218839,-7.841654551,2.839414168,,,,,,,,,,,
CCC(C)CCCCO,-6.156620207,2.228794132,-0.14437482,0.002679385,train,-0.18224156,-7.841654551,2.839414168,,,,,,,,,,,
Oc1cccc(c1)[N+]([O-])=O,-5.375753967,2.353788534,0.896081192,0.0026656,train,1.143266929,-6.846855331,2.998653135,,,,,,,,,,,
Oc1cccc(c1)[N+]([O-])=O,-5.375753967,2.353788534,0.694978106,0.002576324,train,0.887067873,-6.846855331,2.998653135,,,,,,,,,,,
Oc1cccc(c1)[N+]([O-])=O,-5.375753967,2.353788534,0.999988888,0.002708926,train,1.275642091,-6.846855331,2.998653135,,,,,,,,,,,
Oc1cccc(c1)[N+]([O-])=O,-5.375753967,2.353788534,0.964568294,0.002694328,train,1.23051736,-6.846855331,2.998653135,,,,,,,,,,,
Oc1cccc(c1)[N+]([O-])=O,-5.375753967,2.353788534,0.926511269,0.002679887,train,1.182033897,-6.846855331,2.998653135,,,,,,,,,,,
Cc1cccc(c1)[N+]([O-])=O,-3.790628906,1.304509678,0.366229254,0.003193358,train,0.468252096,-4.827455472,1.661904618,,,,,,,,,,,
Cc1cccc(c1)[N+]([O-])=O,-3.790628906,1.304509678,-0.065751663,0.002831658,train,-0.082078111,-4.827455472,1.661904618,,,,,,,,,,,
Cc1cccc(c1)[N+]([O-])=O,-3.790628906,1.304509678,0.129792225,0.003001651,train,0.1670387,-4.827455472,1.661904618,,,,,,,,,,,
Cc1cccc(c1)[N+]([O-])=O,-3.790628906,1.304509678,0.505219672,0.003298697,train,0.645321551,-4.827455472,1.661904618,,,,,,,,,,,
Cc1cccc(c1)[N+]([O-])=O,-3.790628906,1.304509678,0.663513953,0.003411223,train,0.846983525,-4.827455472,1.661904618,,,,,,,,,,,
Cc1ccc[n+]([O-])c1,-5.075868928,2.057197557,0.805189901,0.002872325,train,1.027474261,-6.46481115,2.620805486,,,,,,,,,,,
Cc1ccc[n+]([O-])c1,-5.075868928,2.057197557,1.401837042,0.003143171,train,1.787584098,-6.46481115,2.620805486,,,,,,,,,,,
Cc1ccc[n+]([O-])c1,-5.075868928,2.057197557,1.282608208,0.003094538,train,1.635690284,-6.46481115,2.620805486,,,,,,,,,,,
Cc1ccc[n+]([O-])c1,-5.075868928,2.057197557,0.453489099,0.002679887,train,0.579418415,-6.46481115,2.620805486,,,,,,,,,,,
Cc1ccc[n+]([O-])c1,-5.075868928,2.057197557,0.182574206,0.002511616,train,0.234281296,-6.46481115,2.620805486,,,,,,,,,,,
CC(C)(C)N1CCOC1=O,-4.672978155,1.794679932,1.851157692,0.003595182,train,2.360004584,-5.951540879,2.286366225,,,,,,,,,,,
CC(C)(C)N1CCOC1=O,-4.672978155,1.794679932,0.642575294,0.002957267,train,0.820308326,-5.951540879,2.286366225,,,,,,,,,,,
CC(C)(C)N1CCOC1=O,-4.672978155,1.794679932,1.35451089,0.003354016,train,1.727292057,-5.951540879,2.286366225,,,,,,,,,,,
CC(C)(C)N1CCOC1=O,-4.672978155,1.794679932,1.588174462,0.003470415,train,2.024972156,-5.951540879,2.286366225,,,,,,,,,,,
CC(C)(C)N1CCOC1=O,-4.672978155,1.794679932,1.146182922,0.003245173,train,1.461888728,-5.951540879,2.286366225,,,,,,,,,,,
Cc1ccc(Br)cc1,-2.998463206,0.93000159,-0.208523947,0.003001651,train,-0.263965546,-3.818261092,1.184793002,,,,,,,,,,,
Cc1ccc(Br)cc1,-2.998463206,0.93000159,-0.498191728,0.002679887,train,-0.632993258,-3.818261092,1.184793002,,,,,,,,,,,
Cc1ccc(Br)cc1,-2.998463206,0.93000159,-0.363998646,0.002831658,train,-0.46203546,-3.818261092,1.184793002,,,,,,,,,,,
Cc1ccc(Br)cc1,-2.998463206,0.93000159,-0.046560456,0.003193358,train,-0.057629113,-3.818261092,1.184793002,,,,,,,,,,,
Cc1ccc(Br)cc1,-2.998463206,0.93000159,0.069912943,0.003298697,train,0.090754363,-3.818261092,1.184793002,,,,,,,,,,,
Nc1ccc(Cl)cc1,-3.280844963,1.231845546,-0.087523589,0.00260992,train,-0.109814866,-4.178006639,1.569332782,,,,,,,,,,,
Nc1ccc(Cl)cc1,-3.280844963,1.231845546,-0.374030074,0.002352664,train,-0.474815186,-4.178006639,1.569332782,,,,,,,,,,,
Nc1ccc(Cl)cc1,-3.280844963,1.231845546,0.133238476,0.002738569,train,0.171429116,-4.178006639,1.569332782,,,,,,,,,,,
Nc1ccc(Cl)cc1,-3.280844963,1.231845546,-0.221924577,0.002469441,train,-0.28103753,-4.178006639,1.569332782,,,,,,,,,,,
Nc1ccc(Cl)cc1,-3.280844963,1.231845546,-0.445041722,0.00229753,train,-0.56528181,-4.178006639,1.569332782,,,,,,,,,,,
Oc1ccc(Cl)cc1,-3.974730594,1.582572848,-0.243532448,0.002360439,train,-0.308565283,-5.061995278,2.016148419,,,,,,,,,,,
Oc1ccc(Cl)cc1,-3.974730594,1.582572848,-0.746906028,0.002036038,train,-0.949847515,-5.061995278,2.016148419,,,,,,,,,,,
Oc1ccc(Cl)cc1,-3.974730594,1.582572848,-0.447809526,0.002228909,train,-0.568807906,-5.061995278,2.016148419,,,,,,,,,,,
Oc1ccc(Cl)cc1,-3.974730594,1.582572848,-0.12337222,0.002436944,train,-0.155484903,-5.061995278,2.016148419,,,,,,,,,,,
Oc1ccc(Cl)cc1,-3.974730594,1.582572848,-0.695270595,0.002069751,train,-0.884065585,-5.061995278,2.016148419,,,,,,,,,,,
Cc1ccc(Cl)cc1,-3.088873033,0.877950934,-0.596320109,0.002831658,val,-0.758005753,-3.933440391,1.11848209,,,,,,,,,,,
Cc1ccc(Cl)cc1,-3.088873033,0.877950934,-0.988022225,0.00238863,val,-1.257022025,-3.933440391,1.11848209,,,,,,,,,,,
Cc1ccc(Cl)cc1,-3.088873033,0.877950934,-0.192038562,0.003298697,val,-0.242963679,-3.933440391,1.11848209,,,,,,,,,,,
Cc1ccc(Cl)cc1,-3.088873033,0.877950934,-1.062642707,0.002299644,val,-1.35208619,-3.933440391,1.11848209,,,,,,,,,,,
Cc1ccc(Cl)cc1,-3.088873033,0.877950934,-0.283991934,0.003193358,val,-0.360109406,-3.933440391,1.11848209,,,,,,,,,,,
N#Cc1ccncc1,-3.45833031,1.214169681,-0.288053189,0.002609944,train,-0.365283318,-4.404117431,1.546814281,,,,,,,,,,,
N#Cc1ccncc1,-3.45833031,1.214169681,-0.019589242,0.002831658,train,-0.023268627,-4.404117431,1.546814281,,,,,,,,,,,
N#Cc1ccncc1,-3.45833031,1.214169681,-0.11971278,0.002753683,train,-0.15082289,-4.404117431,1.546814281,,,,,,,,,,,
N#Cc1ccncc1,-3.45833031,1.214169681,-0.206482467,0.002679887,train,-0.261364764,-4.404117431,1.546814281,,,,,,,,,,,
N#Cc1ccncc1,-3.45833031,1.214169681,-0.404917282,0.002511616,train,-0.514164525,-4.404117431,1.546814281,,,,,,,,,,,
CCOc1ccc(C)cc1,-3.460161269,1.05870075,-0.575492708,0.002718499,train,-0.731472295,-4.406450016,1.348751715,,,,,,,,,,,
CCOc1ccc(C)cc1,-3.460161269,1.05870075,-0.11607032,0.003143171,train,-0.14618251,-4.406450016,1.348751715,,,,,,,,,,,
CCOc1ccc(C)cc1,-3.460161269,1.05870075,-0.2260943,0.003041825,train,-0.286349627,-4.406450016,1.348751715,,,,,,,,,,,
CCOc1ccc(C)cc1,-3.460161269,1.05870075,-0.924959392,0.002394349,train,-1.176681944,-4.406450016,1.348751715,,,,,,,,,,,
CCOc1ccc(C)cc1,-3.460161269,1.05870075,-0.499079176,0.00278668,train,-0.63412384,-4.406450016,1.348751715,,,,,,,,,,,
Nc1ccc(F)cc1,-4.63525787,1.612910059,0.675999683,0.003298697,train,0.862889955,-5.903486413,2.054797079,,,,,,,,,,,
Nc1ccc(F)cc1,-4.63525787,1.612910059,0.867543728,0.003411223,train,1.106911091,-5.903486413,2.054797079,,,,,,,,,,,
Nc1ccc(F)cc1,-4.63525787,1.612910059,0.228406034,0.003001651,train,0.292669614,-5.903486413,2.054797079,,,,,,,,,,,
Nc1ccc(F)cc1,-4.63525787,1.612910059,0.35773042,0.003094538,train,0.457424847,-5.903486413,2.054797079,,,,,,,,,,,
Nc1ccc(F)cc1,-4.63525787,1.612910059,0.512758646,0.003193358,train,0.654925968,-5.903486413,2.054797079,,,,,,,,,,,
CCOc1ccc(F)cc1,-3.960076739,1.228162424,0.082711301,0.003298697,train,0.107059072,-5.043326723,1.5646406,,,,,,,,,,,
CCOc1ccc(F)cc1,-3.960076739,1.228162424,-0.264653415,0.003001651,train,-0.335472736,-5.043326723,1.5646406,,,,,,,,,,,
CCOc1ccc(F)cc1,-3.960076739,1.228162424,0.228406034,0.003409478,train,0.292669614,-5.043326723,1.5646406,,,,,,,,,,,
CCOc1ccc(F)cc1,-3.960076739,1.228162424,-0.157098349,0.003094538,train,-0.198450939,-5.043326723,1.5646406,,,,,,,,,,,
CCOc1ccc(F)cc1,-3.960076739,1.228162424,-0.041587164,0.003193358,train,-0.051293294,-5.043326723,1.5646406,,,,,,,,,,,
CCCC(O)CCC,-6.396119642,2.222717114,-0.612568007,0.002613354,train,-0.778705069,-8.146769357,2.831672237,,,,,,,,,,,
CCCC(O)CCC,-6.396119642,2.222717114,-0.164793985,0.002840506,train,-0.208254939,-8.146769357,2.831672237,,,,,,,,,,,
CCCC(O)CCC,-6.396119642,2.222717114,-0.950315902,0.002412836,train,-1.208985346,-8.146769357,2.831672237,,,,,,,,,,,
CCCC(O)CCC,-6.396119642,2.222717114,0.416575312,0.003094538,train,0.532391402,-8.146769357,2.831672237,,,,,,,,,,,
CCCC(O)CCC,-6.396119642,2.222717114,1.371024523,0.003434656,train,1.748329911,-8.146769357,2.831672237,,,,,,,,,,,
Oc1ccc(C=O)cc1,-5.460312216,2.683579556,0.886007925,0.002364905,val,1.130433901,-6.954579901,3.418796604,,,,,,,,,,,
Oc1ccc(C=O)cc1,-5.460312216,2.683579556,1.021394955,0.002419843,val,1.302912752,-6.954579901,3.418796604,,,,,,,,,,,
Oc1ccc(C=O)cc1,-5.460312216,2.683579556,1.187972411,0.002477394,val,1.515127233,-6.954579901,3.418796604,,,,,,,,,,,
Oc1ccc(C=O)cc1,-5.460312216,2.683579556,0.754418096,0.002308669,val,0.962792566,-6.954579901,3.418796604,,,,,,,,,,,
Oc1ccc(C=O)cc1,-5.460312216,2.683579556,0.881687329,0.002363228,val,1.124929597,-6.954579901,3.418796604,,,,,,,,,,,
COc1ccc(O)cc1,-4.598846781,1.95129952,-0.774791623,0.001933675,train,-0.985372893,-5.857099822,2.485894692,,,,,,,,,,,
COc1ccc(O)cc1,-4.598846781,1.95129952,-0.252669234,0.00224341,train,-0.320205264,-5.857099822,2.485894692,,,,,,,,,,,
COc1ccc(O)cc1,-4.598846781,1.95129952,0.79130166,0.002738601,train,1.009781075,-5.857099822,2.485894692,,,,,,,,,,,
COc1ccc(O)cc1,-4.598846781,1.95129952,-0.717432148,0.001971803,train,-0.912298711,-5.857099822,2.485894692,,,,,,,,,,,
COc1ccc(O)cc1,-4.598846781,1.95129952,-0.340796506,0.002192261,train,-0.432476657,-5.857099822,2.485894692,,,,,,,,,,,
Cc1ccc(N)cc1,-5.410227688,2.056261291,0.358227066,0.002833263,train,0.458057558,-6.890773776,2.619612713,,,,,,,,,,,
Cc1ccc(N)cc1,-5.410227688,2.056261291,1.228321263,0.003194314,train,1.566530411,-6.890773776,2.619612713,,,,,,,,,,,
Cc1ccc(N)cc1,-5.410227688,2.056261291,-0.762896655,0.002269375,train,-0.970219074,-6.890773776,2.619612713,,,,,,,,,,,
Cc1ccc(N)cc1,-5.410227688,2.056261291,-0.911329718,0.002159128,train,-1.159318164,-6.890773776,2.619612713,,,,,,,,,,,
Cc1ccc(N)cc1,-5.410227688,2.056261291,-0.660155219,0.002344941,train,-0.839329691,-6.890773776,2.619612713,,,,,,,,,,,
Cc1ccc(cc1)C#N,-3.361999949,1.100239466,0.283264515,0.003298697,train,0.362557607,-4.281395558,1.401670743,,,,,,,,,,,
Cc1ccc(cc1)C#N,-3.361999949,1.100239466,-0.691668603,0.002420428,train,-0.879476759,-4.281395558,1.401670743,,,,,,,,,,,
Cc1ccc(cc1)C#N,-3.361999949,1.100239466,-0.257005978,0.002831658,train,-0.32573014,-4.281395558,1.401670743,,,,,,,,,,,
Cc1ccc(cc1)C#N,-3.361999949,1.100239466,-0.070195102,0.003001651,train,-0.087738914,-4.281395558,1.401670743,,,,,,,,,,,
Cc1ccc(cc1)C#N,-3.361999949,1.100239466,0.154763135,0.003193358,train,0.198850859,-4.281395558,1.401670743,,,,,,,,,,,
CC1CCC(=O)CC1,-3.41827873,1.128109084,0.509080151,0.003470353,train,0.65023968,-4.353092969,1.437175767,,,,,,,,,,,
CC1CCC(=O)CC1,-3.41827873,1.128109084,0.476541796,0.003442875,train,0.608786832,-4.353092969,1.437175767,,,,,,,,,,,
CC1CCC(=O)CC1,-3.41827873,1.128109084,-0.111721564,0.002949417,train,-0.14064233,-4.353092969,1.437175767,,,,,,,,,,,
CC1CCC(=O)CC1,-3.41827873,1.128109084,0.294114011,0.003298697,train,0.376379527,-4.353092969,1.437175767,,,,,,,,,,,
CC1CCC(=O)CC1,-3.41827873,1.128109084,0.163528597,0.003202562,train,0.210017784,-4.353092969,1.437175767,,,,,,,,,,,
CCCC(C)C(O)CC,-4.250501233,1.290311494,-0.772272396,0.002679887,train,-0.982163476,-5.413318465,1.643816575,,,,,,,,,,,
CCCC(C)C(O)CC,-4.250501233,1.290311494,-0.394356399,0.003001651,train,-0.50071029,-5.413318465,1.643816575,,,,,,,,,,,
CCCC(C)C(O)CC,-4.250501233,1.290311494,-0.011436765,0.003298697,train,-0.012882626,-5.413318465,1.643816575,,,,,,,,,,,
CCCC(C)C(O)CC,-4.250501233,1.290311494,0.142115476,0.003411223,train,0.182738137,-5.413318465,1.643816575,,,,,,,,,,,
CCCC(C)C(O)CC,-4.250501233,1.290311494,-0.151565817,0.003193358,train,-0.191402666,-5.413318465,1.643816575,,,,,,,,,,,
Oc1ccc(cc1)[N+]([O-])=O,-4.491437665,2.146128313,-0.071910838,0.002056978,train,-0.089924708,-5.72026396,2.734100495,,,,,,,,,,,
Oc1ccc(cc1)[N+]([O-])=O,-4.491437665,2.146128313,1.049469234,0.002582978,train,1.338678507,-5.72026396,2.734100495,,,,,,,,,,,
Oc1ccc(cc1)[N+]([O-])=O,-4.491437665,2.146128313,0.961581511,0.002543558,train,1.226712291,-5.72026396,2.734100495,,,,,,,,,,,
Oc1ccc(cc1)[N+]([O-])=O,-4.491437665,2.146128313,0.680952056,0.002420428,train,0.869199124,-5.72026396,2.734100495,,,,,,,,,,,
Oc1ccc(cc1)[N+]([O-])=O,-4.491437665,2.146128313,1.131842461,0.002609944,train,1.443619428,-5.72026396,2.734100495,,,,,,,,,,,
Cc1ccc(cc1)[N+]([O-])=O,-3.097783964,1.070694142,-0.833269953,0.002111264,train,-1.05987246,-3.944792639,1.364030923,,,,,,,,,,,
Cc1ccc(cc1)[N+]([O-])=O,-3.097783964,1.070694142,-0.409392935,0.002516673,train,-0.519866368,-3.944792639,1.364030923,,,,,,,,,,,
Cc1ccc(cc1)[N+]([O-])=O,-3.097783964,1.070694142,0.140872174,0.003001616,train,0.181154209,-3.944792639,1.364030923,,,,,,,,,,,
Cc1ccc(cc1)[N+]([O-])=O,-3.097783964,1.070694142,-0.989955937,0.001958288,train,-1.259485514,-3.944792639,1.364030923,,,,,,,,,,,
Cc1ccc(cc1)[N+]([O-])=O,-3.097783964,1.070694142,-0.773950982,0.002169903,train,-0.984301942,-3.944792639,1.364030923,,,,,,,,,,,
CC=O,-3.137915568,0.575401008,-1.146121085,0.003456022,train,-1.458435039,-3.99591905,0.733042928,,,,,,,,,,,
CC=O,-3.137915568,0.575401008,-1.177798747,0.003420909,train,-1.498791392,-3.99591905,0.733042928,,,,,,,,,,,
CC=O,-3.137915568,0.575401008,-1.176745361,0.003408897,train,-1.49744941,-3.99591905,0.733042928,,,,,,,,,,,
CC=O,-3.137915568,0.575401008,-1.10791974,0.003537194,train,-1.409767717,-3.99591905,0.733042928,,,,,,,,,,,
