smiles,lnA,Viscosity,temperature,splits,Viscosity_unnormed,lnA_unnormed,temperature_unnormed,,,,,mean,0.001687455
Cc1ccc(Cl)cc1,-3.088873033,-0.988022225,1.610295352,val,-1.257022025,-3.933440391,0.00238863,,,,,,
Cc1ccc(Cl)cc1,-3.088873033,-0.192038562,2.223817187,val,-0.242963679,-3.933440391,0.003298697,,,,,,
Cc1ccc(Cl)cc1,-3.088873033,-1.062642707,1.550305424,val,-1.35208619,-3.933440391,0.002299644,,,,,,
Cc1ccc(Cl)cc1,-3.088873033,-0.283991934,2.152802881,val,-0.360109406,-3.933440391,0.003193358,,,,,,
N#Cc1ccncc1,-3.45833031,-0.288053189,1.759494226,train,-0.365283318,-4.404117431,0.002609944,,,,,,
N#Cc1ccncc1,-3.45833031,-0.019589242,1.908962759,train,-0.023268627,-4.404117431,0.002831658,,,,,,
N#Cc1ccncc1,-3.45833031,-0.11971278,1.856395899,train,-0.15082289,-4.404117431,0.002753683,,,,,,
N#Cc1ccncc1,-3.45833031,-0.206482467,1.806646312,train,-0.261364764,-4.404117431,0.002679887,,,,,,
N#Cc1ccncc1,-3.45833031,-0.404917282,1.693206386,train,-0.514164525,-4.404117431,0.002511616,,,,,,
CCOc1ccc(C)cc1,-3.460161269,-0.575492708,1.832676599,train,-0.731472295,-4.406450016,0.002718499,,,,,,
CCOc1ccc(C)cc1,-3.460161269,-0.11607032,2.118969305,train,-0.14618251,-4.406450016,0.003143171,,,,,,
CCOc1ccc(C)cc1,-3.460161269,-0.2260943,2.050646881,train,-0.286349627,-4.406450016,0.003041825,,,,,,
CCOc1ccc(C)cc1,-3.460161269,-0.924959392,1.614150817,train,-1.176681944,-4.406450016,0.002394349,,,,,,
CCOc1ccc(C)cc1,-3.460161269,-0.499079176,1.878640832,train,-0.63412384,-4.406450016,0.00278668,,,,,,
Nc1ccc(F)cc1,-4.63525787,0.675999683,2.223817187,train,0.862889955,-5.903486413,0.003298697,,,,,,
Nc1ccc(F)cc1,-4.63525787,0.867543728,2.29967661,train,1.106911091,-5.903486413,0.003411223,,,,,,
Nc1ccc(F)cc1,-4.63525787,0.228406034,2.023563571,train,0.292669614,-5.903486413,0.003001651,,,,,,
Nc1ccc(F)cc1,-4.63525787,0.35773042,2.086183359,train,0.457424847,-5.903486413,0.003094538,,,,,,
Nc1ccc(F)cc1,-4.63525787,0.512758646,2.152802881,train,0.654925968,-5.903486413,0.003193358,,,,,,
CCOc1ccc(F)cc1,-3.960076739,0.082711301,2.223817187,train,0.107059072,-5.043326723,0.003298697,,,,,,
CCOc1ccc(F)cc1,-3.960076739,-0.264653415,2.023563571,train,-0.335472736,-5.043326723,0.003001651,,,,,,
CCOc1ccc(F)cc1,-3.960076739,0.228406034,2.298500218,train,0.292669614,-5.043326723,0.003409478,,,,,,
CCOc1ccc(F)cc1,-3.960076739,-0.157098349,2.086183359,train,-0.198450939,-5.043326723,0.003094538,,,,,,
CCOc1ccc(F)cc1,-3.960076739,-0.041587164,2.152802881,train,-0.051293294,-5.043326723,0.003193358,,,,,,
CCCC(O)CCC,-6.396119642,-0.612568007,1.761793078,train,-0.778705069,-8.146769357,0.002613354,,,,,,
CCCC(O)CCC,-6.396119642,-0.164793985,1.91492764,train,-0.208254939,-8.146769357,0.002840506,,,,,,
CCCC(O)CCC,-6.396119642,-0.950315902,1.626613831,train,-1.208985346,-8.146769357,0.002412836,,,,,,
CCCC(O)CCC,-6.396119642,0.416575312,2.086183359,train,0.532391402,-8.146769357,0.003094538,,,,,,
CCCC(O)CCC,-6.396119642,1.371024523,2.315473971,train,1.748329911,-8.146769357,0.003434656,,,,,,
Oc1ccc(C=O)cc1,-5.460312216,0.886007925,1.594301139,val,1.130433901,-6.954579901,0.002364905,,,,,,
Oc1ccc(C=O)cc1,-5.460312216,1.021394955,1.631337602,val,1.302912752,-6.954579901,0.002419843,,,,,,
Oc1ccc(C=O)cc1,-5.460312216,1.187972411,1.670135619,val,1.515127233,-6.954579901,0.002477394,,,,,,
Oc1ccc(C=O)cc1,-5.460312216,0.754418096,1.556389629,val,0.962792566,-6.954579901,0.002308669,,,,,,
Oc1ccc(C=O)cc1,-5.460312216,0.881687329,1.593170589,val,1.124929597,-6.954579901,0.002363228,,,,,,
COc1ccc(O)cc1,-4.598846781,-0.774791623,1.303587355,train,-0.985372893,-5.857099822,0.001933675,,,,,,
COc1ccc(O)cc1,-4.598846781,-0.252669234,1.512395262,train,-0.320205264,-5.857099822,0.00224341,,,,,,
COc1ccc(O)cc1,-4.598846781,0.79130166,1.846228366,train,1.009781075,-5.857099822,0.002738601,,,,,,
COc1ccc(O)cc1,-4.598846781,-0.717432148,1.329291354,train,-0.912298711,-5.857099822,0.001971803,,,,,,
COc1ccc(O)cc1,-4.598846781,-0.340796506,1.477913155,train,-0.432476657,-5.857099822,0.002192261,,,,,,
Cc1ccc(N)cc1,-5.410227688,0.358227066,1.91004477,train,0.458057558,-6.890773776,0.002833263,,,,,,
Cc1ccc(N)cc1,-5.410227688,1.228321263,2.153447368,train,1.566530411,-6.890773776,0.003194314,,,,,,
Cc1ccc(N)cc1,-5.410227688,-0.762896655,1.529899572,train,-0.970219074,-6.890773776,0.002269375,,,,,,
Cc1ccc(N)cc1,-5.410227688,-0.911329718,1.455576537,train,-1.159318164,-6.890773776,0.002159128,,,,,,
Cc1ccc(N)cc1,-5.410227688,-0.660155219,1.580842405,train,-0.839329691,-6.890773776,0.002344941,,,,,,
Cc1ccc(cc1)C#N,-3.361999949,0.283264515,2.223817187,train,0.362557607,-4.281395558,0.003298697,,,,,,
Cc1ccc(cc1)C#N,-3.361999949,-0.691668603,1.631731979,train,-0.879476759,-4.281395558,0.002420428,,,,,,
Cc1ccc(cc1)C#N,-3.361999949,-0.257005978,1.908962759,train,-0.32573014,-4.281395558,0.002831658,,,,,,
Cc1ccc(cc1)C#N,-3.361999949,-0.070195102,2.023563571,train,-0.087738914,-4.281395558,0.003001651,,,,,,
Cc1ccc(cc1)C#N,-3.361999949,0.154763135,2.152802881,train,0.198850859,-4.281395558,0.003193358,,,,,,
CC1CCC(=O)CC1,-3.41827873,0.509080151,2.33953911,train,0.65023968,-4.353092969,0.003470353,,,,,,
CC1CCC(=O)CC1,-3.41827873,0.476541796,2.321014812,train,0.608786832,-4.353092969,0.003442875,,,,,,
CC1CCC(=O)CC1,-3.41827873,-0.111721564,1.988350011,train,-0.14064233,-4.353092969,0.002949417,,,,,,
CC1CCC(=O)CC1,-3.41827873,0.294114011,2.223817187,train,0.376379527,-4.353092969,0.003298697,,,,,,
CC1CCC(=O)CC1,-3.41827873,0.163528597,2.159007759,train,0.210017784,-4.353092969,0.003202562,,,,,,
CCCC(C)C(O)CC,-4.250501233,-0.772272396,1.806646312,train,-0.982163476,-5.413318465,0.002679887,,,,,,
CCCC(C)C(O)CC,-4.250501233,-0.394356399,2.023563571,train,-0.50071029,-5.413318465,0.003001651,,,,,,
CCCC(C)C(O)CC,-4.250501233,-0.011436765,2.223817187,train,-0.012882626,-5.413318465,0.003298697,,,,,,
CCCC(C)C(O)CC,-4.250501233,0.142115476,2.29967661,train,0.182738137,-5.413318465,0.003411223,,,,,,
CCCC(C)C(O)CC,-4.250501233,-0.151565817,2.152802881,train,-0.191402666,-5.413318465,0.003193358,,,,,,
Oc1ccc(cc1)[N+]([O-])=O,-4.491437665,-0.071910838,1.386712095,train,-0.089924708,-5.72026396,0.002056978,,,,,,
Oc1ccc(cc1)[N+]([O-])=O,-4.491437665,1.049469234,1.741315092,train,1.338678507,-5.72026396,0.002582978,,,,,,
Oc1ccc(cc1)[N+]([O-])=O,-4.491437665,0.961581511,1.714740092,train,1.226712291,-5.72026396,0.002543558,,,,,,
Oc1ccc(cc1)[N+]([O-])=O,-4.491437665,0.680952056,1.631731979,train,0.869199124,-5.72026396,0.002420428,,,,,,
Oc1ccc(cc1)[N+]([O-])=O,-4.491437665,1.131842461,1.759494226,train,1.443619428,-5.72026396,0.002609944,,,,,,
Cc1ccc(cc1)[N+]([O-])=O,-3.097783964,-0.833269953,1.423309012,train,-1.05987246,-3.944792639,0.002111264,,,,,,
Cc1ccc(cc1)[N+]([O-])=O,-3.097783964,-0.409392935,1.696615564,train,-0.519866368,-3.944792639,0.002516673,,,,,,
Cc1ccc(cc1)[N+]([O-])=O,-3.097783964,0.140872174,2.023539976,train,0.181154209,-3.944792639,0.003001616,,,,,,
Cc1ccc(cc1)[N+]([O-])=O,-3.097783964,-0.989955937,1.320180214,train,-1.259485514,-3.944792639,0.001958288,,,,,,
Cc1ccc(cc1)[N+]([O-])=O,-3.097783964,-0.773950982,1.462840505,train,-0.984301942,-3.944792639,0.002169903,,,,,,
CC=O,-3.137915568,-1.146121085,2.329877864,train,-1.458435039,-3.99591905,0.003456022,,,,,,
CC=O,-3.137915568,-1.177798747,2.306206429,train,-1.498791392,-3.99591905,0.003420909,,,,,,
CC=O,-3.137915568,-1.176745361,2.298108537,train,-1.49744941,-3.99591905,0.003408897,,,,,,
CC=O,-3.137915568,-1.10791974,2.384599983,train,-1.409767717,-3.99591905,0.003537194,,,,,,
CC=O,-3.137915568,-1.039914988,2.465044302,train,-1.323131786,-3.99591905,0.003656521,,,,,,
CC(N)=O,-4.508250568,-0.749141483,1.359310587,train,-0.952695414,-5.741683074,0.002016332,,,,,,
CC(N)=O,-4.508250568,-0.351023994,1.520239674,train,-0.445506158,-5.741683074,0.002255046,,,,,,
CC(N)=O,-4.508250568,-0.172663454,1.588665243,train,-0.218280396,-5.741683074,0.002356545,,,,,,
CC(N)=O,-4.508250568,-0.517648075,1.453066675,train,-0.657780037,-5.741683074,0.002155405,,,,,,
CC(N)=O,-4.508250568,0.611125199,1.850789666,train,0.780241887,-5.741683074,0.002745367,,,,,,
CC(O)=O,-3.42804899,-0.570938497,1.836321055,train,-0.725670372,-4.365539975,0.002723905,,,,,,
CC(O)=O,-3.42804899,-0.258093918,2.039110149,train,-0.327116142,-4.365539975,0.003024712,,,,,,
CC(O)=O,-3.42804899,-0.428907391,1.927189758,train,-0.544727175,-4.365539975,0.002858695,,,,,,
CC(O)=O,-3.42804899,0.099112246,2.261110501,train,0.127953364,-4.365539975,0.003354016,,,,,,
CC(O)=O,-3.42804899,-0.535891037,1.853639299,train,-0.681021001,-4.365539975,0.002749594,,,,,,
CC#N,-2.822935498,-1.183794789,1.900888463,train,-1.506430162,-3.594644271,0.002819681,,,,,,
CC#N,-2.822935498,-1.156652905,1.872899769,train,-1.471852249,-3.594644271,0.002778164,,,,,,
CC#N,-2.822935498,-0.730439376,2.326661494,train,-0.928869514,-3.594644271,0.003451251,,,,,,
CC#N,-2.822935498,-0.92572358,2.143221184,train,-1.177655496,-3.594644271,0.003179145,,,,,,
CC#N,-2.822935498,-0.996064518,2.075905266,train,-1.267267655,-3.594644271,0.003079292,,,,,,
CC(=O)c1ccccc1,-3.27405136,-0.972992289,1.420909038,train,-1.237874356,-4.1693518,0.002107704,,,,,,
CC(=O)c1ccccc1,-3.27405136,-0.647001864,1.62582912,train,-0.822572728,-4.1693518,0.002411672,,,,,,
CC(=O)c1ccccc1,-3.27405136,-0.899656481,1.463476228,train,-1.144446825,-4.1693518,0.002170846,,,,,,
CC(=O)c1ccccc1,-3.27405136,0.375900202,2.261034996,train,0.480572581,-4.1693518,0.003353904,,,,,,
CC(=O)c1ccccc1,-3.27405136,-0.519924389,1.706061756,train,-0.66067999,-4.1693518,0.002530685,,,,,,
CC(Cl)=O,-3.066650838,-0.836675376,2.207794659,train,-1.064210862,-3.905130008,0.00327493,,,,,,
CC(Cl)=O,-3.066650838,-0.756707803,2.291079847,train,-0.96233467,-3.905130008,0.003398471,,,,,,
CC(Cl)=O,-3.066650838,-0.88742581,2.160391789,train,-1.128865332,-3.905130008,0.003204615,,,,,,
CC(Cl)=O,-3.066650838,-0.915595071,2.132374782,train,-1.164752091,-3.905130008,0.003163056,,,,,,
CC(Cl)=O,-3.066650838,-0.95506359,2.093309127,train,-1.215033752,-3.905130008,0.003105108,,,,,,
OCC=C,-4.68077683,0.053249819,2.223817187,train,0.069526063,-5.961476148,0.003298697,,,,,,
OCC=C,-4.68077683,-0.558070199,1.92636325,train,-0.709276562,-5.961476148,0.002857469,,,,,,
OCC=C,-4.68077683,-0.272376092,2.060046557,train,-0.345311185,-5.961476148,0.003055768,,,,,,
OCC=C,-4.68077683,-0.762896655,1.829990784,train,-0.970219074,-5.961476148,0.002714515,,,,,,
OCC=C,-4.68077683,-0.460668659,1.971141653,train,-0.585190039,-5.961476148,0.002923891,,,,,,
BrCC=C,-2.955581529,-0.489079696,2.360717538,train,-0.621384814,-3.763631174,0.003501768,,,,,,
BrCC=C,-2.955581529,-0.75979613,2.100091078,train,-0.966269102,-3.763631174,0.003115168,,,,,,
BrCC=C,-2.955581529,-0.43843854,2.409486237,train,-0.556869562,-3.763631174,0.003574109,,,,,,
BrCC=C,-2.955581529,-0.38061993,2.46535104,train,-0.483210457,-3.763631174,0.003656976,,,,,,
BrCC=C,-2.955581529,-0.682641783,2.172085598,train,-0.867976872,-3.763631174,0.003221961,,,,,,
ClCC=C,-3.136916779,-0.913083233,2.261110501,train,-1.161552088,-3.994646624,0.003354016,,,,,,
ClCC=C,-3.136916779,-0.871567724,2.29967661,train,-1.108662625,-3.994646624,0.003411223,,,,,,
ClCC=C,-3.136916779,-0.760828277,2.41518348,train,-0.967584026,-3.994646624,0.00358256,,,,,,
ClCC=C,-3.136916779,-1.007860031,2.164067256,train,-1.282294771,-3.994646624,0.003210067,,,,,,
ClCC=C,-3.136916779,-1.020410349,2.152802881,train,-1.298283484,-3.994646624,0.003193358,,,,,,
C=CCOCC=C,-3.586913364,-0.986643913,2.023563571,train,-1.255266099,-4.56792823,0.003001651,,,,,,
C=CCOCC=C,-3.586913364,-0.908083544,2.086183359,train,-1.15518264,-4.56792823,0.003094538,,,,,,
C=CCOCC=C,-3.586913364,-0.825380956,2.152802881,train,-1.049822124,-4.56792823,0.003193358,,,,,,
C=CCOCC=C,-3.586913364,-0.736423765,2.223817187,train,-0.936493439,-4.56792823,0.003298697,,,,,,
C=CCOCC=C,-3.586913364,-1.141410707,1.908962759,train,-1.452434164,-4.56792823,0.002831658,,,,,,
ICC=C,-2.871013565,-0.584021277,2.002882666,train,-0.742337425,-3.655894228,0.002970974,,,,,,
ICC=C,-2.871013565,-0.701183247,1.902014967,train,-0.891598119,-3.655894228,0.002821352,,,,,,
ICC=C,-2.871013565,-0.384191363,2.182280771,train,-0.487760351,-3.655894228,0.003237084,,,,,,
ICC=C,-2.871013565,-0.061672232,2.465080706,train,-0.076881044,-3.655894228,0.003656575,,,,,,
ICC=C,-2.871013565,-0.7712251,1.846936223,train,-0.980829253,-3.655894228,0.002739651,,,,,,
N,-3.925274443,-0.834131264,3.061535755,train,-1.060969743,-4.998989685,0.004541326,,,,,,
N,-3.925274443,-0.952607033,2.943501496,train,-1.211904175,-4.998989685,0.00436624,,,,,,
N,-3.925274443,-1.018887933,2.877049164,train,-1.296343974,-4.998989685,0.004267668,,,,,,
N,-3.925274443,-0.986175838,2.909959153,train,-1.254669785,-4.998989685,0.004316485,,,,,,
N,-3.925274443,-0.731513205,3.16294547,train,-0.930237538,-4.998989685,0.004691752,,,,,,
CCCCCN,-3.890407237,-0.609155182,2.054396504,train,-0.774357236,-4.954569952,0.003047387,,,,,,
CCCCCN,-3.890407237,-0.374030074,2.187733972,train,-0.474815186,-4.954569952,0.003245173,,,,,,
CCCCCN,-3.890407237,-0.261366815,2.261110501,train,-0.33128571,-4.954569952,0.003354016,,,,,,
CCCCCN,-3.890407237,-0.492300904,2.118969305,train,-0.625488532,-4.954569952,0.003143171,,,,,,
CCCCCN,-3.890407237,-0.783885835,1.964592958,train,-0.996958635,-4.954569952,0.002914177,,,,,,
CCCCCOC(=O)CCC,-3.637416173,-0.634241074,1.806646312,train,-0.806315879,-4.632267232,0.002679887,,,,,,
CCCCCOC(=O)CCC,-3.637416173,0.44903504,2.468058427,train,0.573744083,-4.632267232,0.003660992,,,,,,
CCCCCOC(=O)CCC,-3.637416173,0.02400852,2.223817187,train,0.032273561,-4.632267232,0.003298697,,,,,,
CCCCCOC(=O)CCC,-3.637416173,-0.294983094,2.023563571,train,-0.3741118,-4.632267232,0.003001651,,,,,,
CCCCCOC(=O)CCC,-3.637416173,0.150440471,2.29967661,train,0.19334392,-4.632267232,0.003411223,,,,,,
Nc1ccccc1,-4.394136243,0.757708036,2.16768542,train,0.966983846,-5.596304985,0.003215434,,,,,,
Nc1ccccc1,-4.394136243,-0.441458105,1.654965217,train,-0.560716393,-5.596304985,0.002454891,,,,,,
Nc1ccccc1,-4.394136243,0.898255117,2.223761232,train,1.146036441,-5.596304985,0.003298614,,,,,,
Nc1ccccc1,-4.394136243,-0.803268267,1.47726597,train,-1.021651248,-5.596304985,0.002191301,,,,,,
Nc1ccccc1,-4.394136243,0.963880044,2.224918074,train,1.229640551,-5.596304985,0.00330033,,,,,,
COc1ccccc1,-3.517004486,-0.866824817,1.680543823,train,-1.10262031,-4.478866501,0.002492833,,,,,,
COc1ccccc1,-3.517004486,0.168791834,2.343205813,train,0.216722984,-4.478866501,0.003475792,,,,,,
COc1ccccc1,-3.517004486,0.166766812,2.339566076,train,0.214143169,-4.478866501,0.003470393,,,,,,
COc1ccccc1,-3.517004486,0.062639181,2.261110501,train,0.081487817,-4.478866501,0.003354016,,,,,,
COc1ccccc1,-3.517004486,-0.675568449,1.801818048,train,-0.858965665,-4.478866501,0.002672725,,,,,,
c1ccccc1,-3.601494716,-0.277448044,2.344054568,train,-0.351772694,-4.586504417,0.003477051,,,,,,
c1ccccc1,-3.601494716,-0.78029902,1.989054498,train,-0.992389145,-4.586504417,0.002950462,,,,,,
c1ccccc1,-3.601494716,-0.577648892,2.134264425,train,-0.734219206,-4.586504417,0.003165859,,,,,,
c1ccccc1,-3.601494716,-0.22210134,2.380978448,train,-0.281262721,-4.586504417,0.003531822,,,,,,
c1ccccc1,-3.601494716,-0.632730644,2.094805066,train,-0.804391639,-4.586504417,0.003107327,,,,,,
OCc1ccccc1,-4.453989064,1.607021217,2.339513493,train,2.048982334,-5.672555611,0.003470315,,,,,,
OCc1ccccc1,-4.453989064,0.479440176,1.976689909,train,0.612479277,-5.672555611,0.002932121,,,,,,
OCc1ccccc1,-4.453989064,0.816901607,2.09525405,train,1.042394609,-5.672555611,0.003107993,,,,,,
OCc1ccccc1,-4.453989064,-0.726474981,1.471140642,train,-0.923818998,-5.672555611,0.002182215,,,,,,
OCc1ccccc1,-4.453989064,1.205037183,2.223817187,train,1.53686722,-5.672555611,0.003298697,,,,,,
NCc1ccccc1,-3.479952951,-0.830330491,1.57016454,train,-1.056127677,-4.431664001,0.002329102,,,,,,
NCc1ccccc1,-3.479952951,-0.073630331,2.018111719,train,-0.092115289,-4.431664001,0.002993564,,,,,,
NCc1ccccc1,-3.479952951,-0.642192225,1.672206608,train,-0.816445397,-4.431664001,0.002480466,,,,,,
NCc1ccccc1,-3.479952951,-0.960106387,1.493630292,train,-1.221458119,-4.431664001,0.002215575,,,,,,
NCc1ccccc1,-3.479952951,-0.439672413,1.801818048,train,-0.558441478,-4.431664001,0.002672725,,,,,,
O=C(OCc1ccccc1)c2ccccc2,-5.162254189,2.321391899,2.423619121,train,2.959068289,-6.574863277,0.003595073,,,,,,
O=C(OCc1ccccc1)c2ccccc2,-5.162254189,1.674239277,2.261045782,train,2.134616044,-6.574863277,0.00335392,,,,,,
O=C(OCc1ccccc1)c2ccccc2,-5.162254189,0.394133323,1.806646312,train,0.503801009,-6.574863277,0.002679887,,,,,,
O=C(OCc1ccccc1)c2ccccc2,-5.162254189,1.659070264,2.261110501,train,2.115291195,-6.574863277,0.003354016,,,,,,
O=C(OCc1ccccc1)c2ccccc2,-5.162254189,1.679836791,2.261045108,train,2.141747103,-6.574863277,0.003353919,,,,,,
C(OCc1ccccc1)c2ccccc2,-4.483132588,0.141984695,1.806646312,train,0.182571526,-5.709683552,0.002679887,,,,,,
C(OCc1ccccc1)c2ccccc2,-4.483132588,0.604804401,2.023563571,train,0.772189388,-5.709683552,0.003001651,,,,,,
C(OCc1ccccc1)c2ccccc2,-4.483132588,0.913208382,2.152802881,train,1.165086435,-5.709683552,0.003193358,,,,,,
C(OCc1ccccc1)c2ccccc2,-4.483132588,1.09886063,2.223817187,train,1.401601605,-5.709683552,0.003298697,,,,,,
C(OCc1ccccc1)c2ccccc2,-4.483132588,1.553832944,2.380894179,train,1.981222134,-5.709683552,0.003531697,,,,,,
c1ccc(cc1)c2ccccc2,-3.191167237,-1.154944638,1.134646668,train,-1.46967597,-4.063760014,0.001683077,,,,,,
c1ccc(cc1)c2ccccc2,-3.191167237,-0.61085974,1.504296022,train,-0.776528789,-4.063760014,0.002231396,,,,,,
c1ccc(cc1)c2ccccc2,-3.191167237,-0.895721893,1.35330728,train,-1.139434283,-4.063760014,0.002007427,,,,,,
c1ccc(cc1)c2ccccc2,-3.191167237,-1.449680489,1.046572991,train,-1.845160246,-4.063760014,0.001552433,,,,,,
c1ccc(cc1)c2ccccc2,-3.191167237,-1.579004876,1,train,-2.009915479,-4.063760014,0.001483349,,,,,,
ClB(Cl)Cl,-2.394836059,-0.644682433,2.772569368,train,-0.819617845,-3.049258945,0.004112688,,,,,,
ClB(Cl)Cl,-2.394836059,-0.841467925,2.468058427,train,-1.07031642,-3.049258945,0.003660992,,,,,,
ClB(Cl)Cl,-2.394836059,-0.785163213,2.561847549,train,-0.998585975,-3.049258945,0.003800114,,,,,,
ClB(Cl)Cl,-2.394836059,-0.71587006,2.663046255,train,-0.91030866,-3.049258945,0.003950227,,,,,,
ClB(Cl)Cl,-2.394836059,-0.611030399,2.83077954,train,-0.776746204,-3.049258945,0.004199034,,,,,,
Brc1ccccc1,-2.80515229,0.089732356,2.284867553,val,0.116003676,-3.571989018,0.003389256,,,,,,
Brc1ccccc1,-2.80515229,-0.345528415,1.957746963,val,-0.438504962,-3.571989018,0.002904022,,,,,,
Brc1ccccc1,-2.80515229,-0.635120568,1.707357473,val,-0.807436327,-3.571989018,0.002532607,,,,,,
Brc1ccccc1,-2.80515229,-0.472024351,1.851297975,val,-0.599656837,-3.571989018,0.002746121,,,,,,
Brc1ccccc1,-2.80515229,0.139167617,2.339580908,val,0.178982656,-3.571989018,0.003470415,,,,,,
CCCC,-3.07410292,0.605311942,4.917215032,train,0.772835979,-3.914623728,0.007293946,,,,,,
CCCC,-3.07410292,-1.206569343,2.525569505,train,-1.535444233,-3.914623728,0.003746301,,,,,,
CCCC,-3.07410292,0.164101018,4.378451733,train,0.210747031,-3.914623728,0.006494772,,,,,,
CCCC,-3.07410292,-0.138874817,3.980339758,train,-0.175234728,-3.914623728,0.005904233,,,,,,
CCCC,-3.07410292,-1.200759186,2.532590105,train,-1.528042274,-3.914623728,0.003756715,,,,,,
CCCC(O)=O,-3.472082042,-0.807641251,1.612336679,train,-1.027222293,-4.421636709,0.002391658,,,,,,
CCCC(O)=O,-3.472082042,-0.489371987,1.799173357,train,-0.621757184,-4.421636709,0.002668802,,,,,,
CCCC(O)=O,-3.472082042,0.363176317,2.315314872,train,0.464362749,-4.421636709,0.00343442,,,,,,
CCCC(O)=O,-3.472082042,-0.11971278,2.027275442,train,-0.15082289,-4.421636709,0.003007157,,,,,,
CCCC(O)=O,-3.472082042,-0.593978474,1.735756049,train,-0.755022584,-4.421636709,0.002574732,,,,,,
CCCCOC(C)=O,-3.494618961,-0.632309648,2.023563571,train,-0.803855303,-4.45034804,0.003001651,,,,,,
CCCCOC(C)=O,-3.494618961,-0.12787841,2.380894179,train,-0.161225648,-4.45034804,0.003531697,,,,,,
CCCCOC(C)=O,-3.494618961,-0.396820918,2.187663861,train,-0.50385001,-4.45034804,0.003245069,,,,,,
CCCCOC(C)=O,-3.494618961,-0.79115195,1.908962759,train,-1.006215439,-4.45034804,0.002831658,,,,,,
CCCCOC(C)=O,-3.494618961,-0.35507868,2.223817187,train,-0.450671701,-4.45034804,0.003298697,,,,,,
CCCCN,-3.637749839,-0.772272396,1.954908791,train,-0.982163476,-4.632692312,0.002899812,,,,,,
CCCCN,-3.637749839,-0.735023321,2.152802881,train,-0.934709317,-4.632692312,0.003193358,,,,,,
CCCCN,-3.637749839,-0.629858323,2.118969305,train,-0.800732391,-4.632692312,0.003143171,,,,,,
CCCCN,-3.637749839,-0.525261603,2.202025956,train,-0.667479434,-4.632692312,0.003266373,,,,,,
CCCCN,-3.637749839,-0.341885956,2.339580908,train,-0.433864583,-4.632692312,0.003470415,,,,,,
CCCCc1ccccc1,-3.393935209,-0.209546682,2.152802881,train,-0.265268478,-4.322080082,0.003193358,,,,,,
CCCCc1ccccc1,-3.393935209,-0.558070199,1.908962759,train,-0.709276562,-4.322080082,0.002831658,,,,,,
CCCCc1ccccc1,-3.393935209,-0.302896296,2.086183359,train,-0.384192973,-4.322080082,0.003094538,,,,,,
CCCCc1ccccc1,-3.393935209,-0.479205999,1.964592958,train,-0.608806032,-4.322080082,0.002914177,,,,,,
CCCCc1ccccc1,-3.393935209,-0.10166719,2.223817187,train,-0.127833372,-4.322080082,0.003298697,,,,,,
CCCCOC(=O)CCC,-3.532100059,-0.730638123,1.806646312,train,-0.929122711,-4.49809779,0.002679887,,,,,,
CCCCOC(=O)CCC,-3.532100059,0.28539197,2.468058427,train,0.365267918,-4.49809779,0.003660992,,,,,,
CCCCOC(=O)CCC,-3.532100059,-0.216846669,2.152802881,train,-0.274568433,-4.49809779,0.003193358,,,,,,
CCCCOC(=O)CCC,-3.532100059,-0.579909436,1.908962759,train,-0.737099068,-4.49809779,0.002831658,,,,,,
CCCCOC(=O)CCC,-3.532100059,0.008814007,2.29967661,train,0.012916225,-4.49809779,0.003411223,,,,,,
CCCCCCCCCCCCCC(=O)OCCCC,-5.643958727,2.204446255,2.468058427,train,2.810083187,-7.188539825,0.003660992,,,,,,
CCCCCCCCCCCCCC(=O)OCCCC,-5.643958727,0.429376154,1.908962759,train,0.548699276,-7.188539825,0.002831658,,,,,,
CCCCCCCCCCCCCC(=O)OCCCC,-5.643958727,0.191097612,1.806646312,train,0.245139849,-7.188539825,0.002679887,,,,,,
CCCCCCCCCCCCCC(=O)OCCCC,-5.643958727,1.103658019,2.152802881,train,1.407713328,-7.188539825,0.003193358,,,,,,
CCCCCCCCCCCCCC(=O)OCCCC,-5.643958727,1.307235829,2.223817187,train,1.667065105,-7.188539825,0.003298697,,,,,,
CCCCOCCCC,-3.462643601,-0.96464599,1.806646312,train,-1.227241431,-4.409612429,0.002679887,,,,,,
CCCCOCCCC,-3.462643601,-0.393967971,2.223817187,train,-0.500215445,-4.409612429,0.003298697,,,,,,
CCCCOCCCC,-3.462643601,-0.665991294,2.023563571,train,-0.846764669,-4.409612429,0.003001651,,,,,,
CCCCOCCCC,-3.462643601,-0.173347249,2.380894179,train,-0.21915153,-4.409612429,0.003531697,,,,,,
CCCCOCCCC,-3.462643601,-0.047808719,2.468058427,train,-0.05921936,-4.409612429,0.003660992,,,,,,
CCCCOC=O,-3.510629939,-0.833723157,1.908962759,train,-1.060449828,-4.470745527,0.002831658,,,,,,
CCCCOC=O,-3.510629939,-0.050060604,2.468058427,train,-0.062088192,-4.470745527,0.003660992,,,,,,
CCCCOC=O,-3.510629939,-0.497748379,2.152802881,train,-0.632428446,-4.470745527,0.003193358,,,,,,
CCCCOC=O,-3.510629939,-0.177757359,2.380894179,train,-0.224769873,-4.470745527,0.003531697,,,,,,
CCCCOC=O,-3.510629939,-0.977879567,1.806646312,train,-1.244100595,-4.470745527,0.002679887,,,,,,
CCCCOc1ccccc1,-3.563303989,-0.46689395,1.800374693,train,-0.593120866,-4.537850622,0.002670584,,,,,,
