,true_0,pred_0
0,0.38249373,-0.1670554
1,1.1455094,0.38836956
2,0.60387856,0.49272373
3,0.029368978,0.43050677
4,1.6596574,0.50013095
5,-0.62255496,0.116439246
6,-0.17073962,0.41705686
7,0.09738005,0.5070364
