original_smiles,augmented_smiles
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,CN(C)CCCN1c2ccccc2Sc2ccccc21
c1ccc2c(c1)ccc1ccccc12,cc1cccc2ccccc12
c1ccc2c(c1)ccc1ncccc12,cc1cccc2ncccc12
Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,Cnc1nc(Cl)nc1c(n)=O
O=C(O)Cc1c(Cl)ccc(Cl)c1Cl,cc(Cl)c(CC(=O)O)c(c)Cl
O=C1NC(=O)c2ccccc21,NC(=O)c1ccccc1
O=C1OC(=O)c2ccccc21,O=C(O)c1ccccc1
COc1c(N)cccc1[N+](=O)[O-],COc1c(N)cccc1N
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,ccCOC(=O)c1ccccc1C(=O)OCCCC
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,CCCOc1cc(C(=O)NCCNC)c2ccccc2n1
COc1cc([N+](=O)[O-])c2ncccc2c1,cc1cc(OC)cc(N(=O)O)c1
CCn1c2ccccc2c2ccccc21,ccc1c(c)nc2ccccc21
O=NN(c1ccccc1)c1ccccc1,cc(c)N(N=O)c1ccccc1
CCN1C(=O)NC(c2ccccc2)C1=O,cc(c)C1NC(=O)N(CC)C1=O
C[n+]1c2cc(N)ccc2cc2ccc(N)cc21,ccc1ccc2ccc(N)cc2n1C
COP(=S)(OC)SCn1nnc2ccccc2c1=O,ccc1c(=O)n(CSP(O)(O)=S)nnc1c
NNc1nncc2ccccc12,cc1ccccc1c(n)N
O=C(O)c1cccc2ccccc12,Cc1cccc2ccccc12
CN(C)c1cccc2ccccc12,cc(NC)c1ccccc1c
O=[N+]([O-])c1cccc2ccccc12,Nc1cccc2ccccc12
c1ccc2c(c1)Cc1ccccc1-2,ccc1cCc2ccccc2-1
c1ccc2c(c1)[nH]c1ccccc12,ccc1cnc2ccccc12
COc1cc(C=O)cc(OC)c1OC,COc1cccc(O)c1OC
O=C(O)Cc1cccc2ccccc12,cc1ccccc1CC(=O)O
NC(=S)Nc1cccc2ccccc12,cc1ccccc1NC(N)=S
O=c1[nH]c(=O)c2ccccc2[nH]1,ccc1cnc(=O)nc1=O
Clc1ccc2c(Cl)ccnc2c1,cc1cccnc1ccCl
CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,ccOCC(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
O=C(Nc1ccccc1)c1ccccc1O,cc(c)NC(=O)c1ccccc1O
CCOC(=O)c1ccccc1N,ccc(cc)C(=O)OCC
O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,O=N(O)OC1COC2C(O)COC12
COc1c(Cl)cc(Cl)cc1Cl,COc1ccccc1Cl
O=C1OCc2ccccc21,ccc1cCOC1=O
O=C(O)Cc1c[nH]c2ccccc12,ccc1cncc1CC(=O)O
Clc1cccc(Cl)c1Cl,ccc(Cl)c(c)Cl
Cc1cccc(C)c1N,ccc(C)c(c)N
Cc1cccc(Cl)c1O,ccc(Cl)c(c)O
Oc1c(Cl)cccc1Cl,ccc(Cl)c(c)O
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,C=C(Cl)C(Cl)=C(Cl)Cl
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,Brc1ccc(Br)c(Br)c1Br
ClC1C(Br)C(Br)C(Br)C(Br)C1Br,BrC1CCC(Br)C(Br)C1Br
Cc1c(C)c(C)c(C)c(C)c1C,Cc1ccc(C)c(C)c1C
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,Clc1ccc(Cl)c(Cl)c1Cl
CCOC(=O)C(O)C(O)C(=O)OCC,CCOC(=O)C(O)C(O)C=O
Cc1cc(O)cc(C)c1Cl,Cc1cccc(O)c1
Oc1c(Cl)cc(Cl)cc1Cl,cc(Cl)cc(Cl)cO
CCC(CC)C(=O)O,CCC(C)CC
C=CN1CCCC1=O,O=C1CCCN1
O=C(O)c1ccsc1,cc(c)C(=O)O
O=C(O)c1ccco1,cc(o)C(=O)O
CC(=O)c1cccs1,cc(s)C(C)=O
FC(F)(F)c1ccccc1Cl,cccc(c)C(F)(F)F
Nc1ccccc1C(F)(F)F,ccc(cN)C(F)(F)F
CC(C)(C)c1ccccc1O,ccc(cc)C(C)(C)C
Cc1ccccc1S(N)(=O)=O,ccc(cC)S(N)(=O)=O
Nc1ccc(S(=O)(=O)O)c(N)c1,Nc1ccc([SH]=O)c(N)c1
O=C(O)c1ccccc1Br,Cc1ccccc1Br
O=C(O)c1ccccc1I,ccc(cc)C(=O)O
NC(=O)c1ccccc1N,Cc1ccccc1N
CC(C)c1ccccc1O,Cc1ccccc1O
Cc1ccccc1[N+](=O)[O-],ccc(cC)N(=O)O
O=[N+]([O-])c1ccccc1Cl,ccc(cc)N(=O)O
Nc1ccccc1[N+](=O)[O-],ccc(cN)N(=O)O
O=[N+]([O-])c1ccccc1O,Nc1ccccc1O
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,CCC(C)c1cc(N=O)cc(N)c1O
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,Nc1cc(N=O)cc(N(=O)O)c1O
NC(=O)c1ccccc1C(N)=O,Cc1ccccc1C(N)=O
O=C(O)c1ccccc1C(=O)O,Cc1ccccc1C(=O)O
O=C1NC(=O)C(c2ccccc2)N1,NC(=O)C(N)c1ccccc1
CC(=O)Nc1ccccc1C(=O)O,CNc1ccccc1C(=O)O
O=C(O)c1cc(Br)ccc1O,Cc1cc(Br)ccc1O
Cc1ccc(O)c(C(=O)O)c1,O=Cc1ccccc1O
Cc1ccc(Cl)cc1[N+](=O)[O-],Cc1ccc(Cl)cc1N
O=[N+]([O-])c1cc(Cl)ccc1Cl,Nc1cc(Cl)ccc1Cl
Nc1ccc(Cl)cc1[N+](=O)[O-],Nc1ccccc1N=O
O=[N+]([O-])c1cc(Cl)ccc1O,O=Nc1cccc(Cl)c1
Cc1cc(O)c(C(C)C)cc1Cl,Cc1cc(Cl)c(C)cc1O
O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl,O=Nc1ccc(Cl)cc1Cl
COC(=O)c1ccccc1C,O=C(O)c1ccccc1
CCC(C)c1ccccc1O,CC(C)c1ccccc1
CC1CCC(C(C)C)C(O)C1,CCC1CCCCC1O
CC1=CC(=O)C(C(C)C)CC1,CCC1CCC=CC1=O
CC(C)=C1CCC(C)CC1=O,CC(C)=C1CCCCC1
Cc1ccc(C(C)C)c(O)c1,ccc(c(c)O)C(C)C
O=C(O)c1ccc(O)cc1O,ccc(C(=O)O)c(c)O
O=Cc1ccccc1Cl,ccc(Cl)c(c)C
CCc1ccccc1O,Oc1ccccc1
OCc1ccccc1O,ccc(O)c(c)C
O=Cc1ccccc1O,ccc(O)c(c)C
COc1ccccc1N,ccc(cc)OC
COc1ccccc1O,Oc1ccccc1
Cc1cccc2ccccc12,ccc(c(c)C)c(c)c
Clc1cccc2ccccc12,ccc1ccccc1c
Oc1cccc2ccccc12,ccc1ccccc1c
O=c1nn[nH]c2ccccc12,cc1ccccc1nn
c1ccc(Nc2cccc3ccccc23)cc1,cc1ccccc1Nc1ccccc1
Cc1cc(=O)oc2cc(O)ccc12,Cc1ccoc2ccccc12
Nc1ccccc1-c1ccccc1,ccc(cN)-c1ccccc1
Oc1ccccc1-c1ccccc1,ccc(cO)-c1ccccc1
O=C1c2ccccc2Cc2ccccc21,cc1cC(=O)c2ccccc2C1
Nc1c2ccccc2nc2ccccc12,ccc1nc(cc)c(c)cc1c
O=c1c2ccccc2oc2ccccc12,cc1coc2ccccc2c1=O
O=C(O)C(O)c1ccccc1,CC(O)c1ccccc1
CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1,ccc(cc)C(=O)c1ccc(N(C)C)cc1
OC(c1ccccc1)c1ccccc1,cc(c)C(O)c1ccccc1
O=C(c1ccccc1)c1ccccn1,cc(c)C(=O)c1ccccn1
COc1cccc(OC)c1O,Oc1cccc(O)c1O
N#Cc1ccccc1C#N,N#Cc1ccccc1
COc1ccccc1OC,ccc(OC)c(c)O
c1cnc2ncncc2n1,cc1nccnc1n
c1ccc2nccnc2c1,nc1ccccc1n
c1ccc2ccccc2c1,cc1ccccc1c
c1ccc2ncccc2c1,ccc1ccccc1
COc1ccccc1[N+](=O)[O-],COc1ccccc1N
NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,O=S1(=O)NC(CSCc2ccccc2)=Nc2cc(Cl)ccc21
O=C(O)c1ccccc1Nc1ccccc1,cc(c)Nc1ccccc1C(=O)O
Cc1ccc(C(C)C)c(OCCN(C)C)c1,Cc1ccccc1OCCN(C)C
Cc1[nH]c2ccccc2c1C,ccc1c(C)cnc1c
O=C1Nc2ccccc2C1=O,ccc1c(c)CC(=O)N1
Cc1ccc2ccccc2c1,ccc1cccc(C)c1
Clc1ccc2ccccc2c1,ccc1ccccc1c
Nc1ccc2ccccc2c1,ccc1ccccc1c
Cc1ccc2ncccc2c1,cnc1ccc(C)cc1
Cc1ccc2ccccc2n1,ccc1ccccc1n
O=c1ccc2ccccc2o1,ccc1ccccc1o
CCN(CC)c1ccccc1,CN(C)c1ccccc1
Nc1nc(N)nc(-c2ccccc2)n1,cnc(nc)-c1ccccc1
CN(C)CCN(Cc1cccs1)c1ccccn1,ccc(nc)N(CCN)Cc1cccs1
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,ccc(cc)CN(CCNC)c1ccccn1
Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,ccc(cc)-c1ccc(N)c(Cl)c1
CC(=O)CC(=O)Nc1ccc(-c2ccc(NC(=O)CC(C)=O)c(C)c2)cc1C,CNc1ccc(-c2ccc(NC(=O)CC(C)=O)c(C)c2)cc1C
CCC1C(=O)OCC1Cc1cncn1C,cc(n)CC1COC(=O)C1CC
c1ccc2cc3cc4ccccc4cc3cc2c1,cc1ccc2cc3ccccc3cc2c1
O=C1CCN(c2ccccc2)N1,CCN(N)c1ccccc1
Oc1cc2ccccc2cc1O,c1ccc2ccccc2c1
CCN(CCO)c1ccccc1,ccc(cc)N(CC)CC
c1ccc(-c2ccccc2)cc1,ccc(c)-c1ccccc1
c1ccc(N2CCOCC2)cc1,CCN(C)c1ccccc1
c1ccc(N2CCNCC2)cc1,CCN(C)c1ccccc1
CC(=O)OC(OC(C)=O)c1ccc([N+](=O)[O-])o1,CC(=O)OC(OC(C)=O)c1ccco1
Nc1ccc2cc3ccc(N)cc3nc2c1,cc1cc2ccc(N)cc2nc1c
Brc1ccc(-c2ccccc2)cc1,ccc(c)-c1ccc(Br)cc1
Nc1ccc(-c2ccccc2)cc1,ccc(cc)-c1ccccc1
Oc1ccc(-c2ccccc2)cc1,ccc(cc)-c1ccccc1
O=C(O)c1cc2ccccc2cc1O,Oc1ccc2ccccc2c1
c1ccc(-c2cnc(-c3ccccc3)o2)cc1,cc(c)-c1cnc(-c2ccccc2)o1
c1ccc2nc3ccccc3nc2c1,cc1cnc2ccccc2n1
c1ccc2c(c1)Cc1ccccc1O2,cc1cOc2ccccc2C1
c1ccc2c(c1)Nc1ccccc1S2,cc1cSc2ccccc2N1
c1ccc2c(c1)Sc1ccccc1S2,cc1cSc2ccccc2S1
Brc1ccc(-c2ccc(Br)cc2)cc1,ccc(cc)-c1ccccc1
Nc1ccc(-c2ccc(N)cc2)cc1,ccc(c)-c1ccc(N)cc1
O=C(O)c1ccc(-c2ccccc2)cc1,cc(c)-c1ccc(C(=O)O)cc1
O=[N+]([O-])c1ccc(-c2ccccc2)cc1,c1ccc(-c2ccccc2)cc1
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,cc(c)-c1ccc(-c2ccccc2)cc1
COc1ccc(OC)c(C=O)c1,COc1ccccc1C=O
COc1ccc2ccccc2c1,cc1ccccc1ccO
COc1ccc(C(=O)O)cc1OC,O=C(O)c1ccc(O)c(O)c1
O=C(O)c1ccc2ccccc2c1,cc1ccc(C(=O)O)cc1c
COc1ccccc1OCC(O)CO,CCOc1ccccc1OC
COc1ccccc1NC(C)=O,CCNc1ccccc1O
CCC(=O)c1ccccc1,CCc1ccccc1
COC(=O)c1ccccc1,OCc1ccccc1
COC(=O)c1cccnc1,ccc(cn)C(=O)O
CN(C=O)c1ccccc1,ccc(c)N(C)C=O
Cc1cc(Cl)ccc1OC(C)C(=O)O,CCOc1ccc(Cl)cc1C
CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,CCOc1cc(Cl)c(Cl)cc1Cl
O=C(O)COc1cc(Cl)c(Cl)cc1Cl,ccc(OCC(=O)O)c(c)Cl
CCCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,COC(=O)COc1cc(Cl)c(Cl)cc1Cl
CCOC(=O)c1ccccc1,ccc(c)C(=O)OCC
O=C(OC(=O)c1ccccc1)c1ccccc1,cc(c)C(=O)OC(=O)c1ccccc1
O=C(Nc1ccccc1)c1ccccc1,cc(c)C(=O)Nc1ccccc1
O=C(Oc1ccccc1)c1ccccc1,cc(c)OC(=O)c1ccccc1
CCOC(=O)CC(=O)c1ccccc1,cc(c)C(=O)CC(=O)OCC
CNCC(O)c1ccc(O)cc1,CC(O)c1ccc(O)cc1
CCOC(=O)c1ccc(N)cc1,ccc(cc)C(=O)OCC
CCCOC(=O)c1ccc(N)cc1,ccc(cc)C(=O)OCCC
CCCOC(=O)c1ccc(O)cc1,ccc(cc)C(=O)OCCC
O=C(OCc1ccccc1)c1ccc(O)cc1,cc(c)COC(=O)c1ccc(O)cc1
CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,O=S(=O)(Nc1nncs1)c1ccccc1
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,NC(=O)NS(=O)(=O)c1ccc(Cl)cc1
CCCCNc1ccc(C(=O)OCCN(C)C)cc1,CNc1ccc(C(=O)OCCN(C)C)cc1
CCCCOC(=O)c1ccc(N)cc1,COC(=O)c1ccc(N)cc1
CCCCOC(=O)c1ccc(O)cc1,COC(=O)c1ccc(O)cc1
O=C(OCCO)c1ccccc1,ccc(c)C(=O)OCCO
O=C(OOC(=O)c1ccccc1)c1ccccc1,cc(c)C(=O)OOC(=O)c1ccccc1
O=C(C=Cc1ccccc1)c1ccccc1,cc(c)C=CC(=O)c1ccccc1
O=C(OCc1ccccc1)c1cccnc1,cc(c)COC(=O)c1cccnc1
CC(C)CCOC(=O)c1ccccc1,CCOC(=O)c1ccccc1
O=C(OCCc1ccccc1)c1ccccc1,cc(c)C(=O)OCCc1ccccc1
CCOc1ccccc1O,ccc(cc)OCC
Cc1cc(Cl)ccc1OCC(=O)O,CCOc1ccc(Cl)cc1C
O=C(O)COc1ccc(Cl)cc1Cl,ccc(OCC(=O)O)c(c)Cl
O=C(O)CCCOc1ccc(Cl)cc1Cl,CCCOc1ccc(Cl)cc1Cl
ClCc1ccc(Cl)cc1Cl,Clc1cccc(Cl)c1
C1=Cc2ccccc2C1,cc1c(c)CC=C1
c1ccc2[nH]nnc2c1,ccc(cc)nn
c1ccc2sccc2c1,cccc(c)cc
c1ccc2scnc2c1,cc1ncsc1c
Cc1cc2ccccc2[nH]1,ccc1ccccc1
CC(C)(C)NSc1nc2ccccc2s1,cc1csc(SNC(C)(C)C)n1
Cc1ccccc1C,ccc(C)cc
Cc1ccccc1O,cccc(c)C
Cc1ccccc1Cl,cccc(c)Cl
Clc1ccccc1Cl,ccc(Cl)cc
Nc1ccccc1Cl,cccc(c)N
Cc1ccccc1N,cccccC
Nc1ccccc1N,cccc(c)N
Nc1ccccc1O,ccc(O)cN
Oc1ccccc1Br,ccc(Br)cO
Oc1ccccc1Cl,ccc(Cl)cO
NC1CC1c1ccccc1,CCc1ccccc1
Cc1ccc(C)c(C)c1,ccc(C)c(c)C
Cc1ccc(N)cc1C,cc(N)cccC
Cc1ccc(O)cc1C,ccc(C)c(c)C
Cc1ccc(N)c(C)c1,cc(C)cc(c)C
Cc1cc(O)ccc1O,ccc(O)c(c)C
Cc1ccc(C)c(Cl)c1,ccc(C)c(c)Cl
Cc1ccc(Cl)cc1Cl,ccc(C)c(c)Cl
Cc1ccc(Cl)c(Cl)c1,ccc(Cl)c(c)Cl
Nc1ccc(Cl)c(Cl)c1,Nc1ccccc1
Oc1ccc(Cl)c(Cl)c1,ccc(Cl)c(c)Cl
Cc1ccc(C)c(N)c1,Cc1ccccc1
Cc1ccc(N)cc1N,cc(N)cc(c)N
Nc1cc(Cl)ccc1Cl,ccc(Cl)c(c)N
Nc1ccc(Cl)cc1N,Nc1ccccc1
Cc1ccc(O)c(N)c1,cc(C)cc(c)N
Nc1cc(Cl)ccc1O,Oc1ccccc1
Cc1ccc(C)c(O)c1,cc(C)cccC
Oc1ccc(Cl)c(O)c1,Oc1ccccc1
Cc1cnc(C)c(Cl)n1,cnc(C)c(n)Cl
CCOC(=O)C(=O)OCC,CCOC(=O)C(=O)O
Cc1cc(C)c(C)cc1C,cc(C)c(C)ccC
Clc1cc(Cl)c(Cl)cc1Cl,Clc1cccc(Cl)c1
Oc1cc(Cl)c(Cl)cc1Cl,Clc1ccccc1Cl
c1ccc(C2CO2)cc1,ccc(c)C1CO1
ClCC(Br)CBr,CC(Br)CCl
CCC(C)CC,CCC(C)C
ClCC(Cl)CCl,CC(Cl)CCl
CCC(=O)CC,CCC(C)=O
CCC(C)N=O,CCC(C)N
CNC(=O)NC,CNC(N)=O
C=CC(=O)OC,C=CC(=O)O
CC1CCCC1,C1CCCC1
Clc1cccs1,ccc(s)Cl
S=C1NCCN1,CCNC=S
O=C1CCCO1,CCC(=O)O
Nc1nccs1,cnc(N)s
Cn1cccc1,c1ccnc1
CC(OP(C)(=O)F)C(C)(C)C,CPOC(C)C(C)(C)C
CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,Cc1cc(C(C)(C)C)ccc1O
Cc1cccc(C)c1NC(=O)C1CCCCN1C,CCC(N)C(=O)Nc1c(C)cccc1C
Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,Nc1ccc(O)c(N(=O)O)c1
COc1ccc(N)c([N+](=O)[O-])c1,Nc1ccccc1N(=O)O
O=C(O)c1cc([N+](=O)[O-])ccc1O,O=Cc1cccc(N(=O)O)c1
Cc1ccc(C(=O)O)cc1[N+](=O)[O-],Cc1ccc(C(=O)O)cc1N
O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,Nc1cc(N(=O)O)ccc1Cl
NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,O=N(O)c1cc(S)ccc1Cl
CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,ccc(cc)OP(=S)(OCC)OCC
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,ccc(cc)Cc1cc(Cl)ccc1O
COc1cc(C(O)CN)ccc1O,COc1cc(CO)ccc1O
C=CCc1ccc(O)c(OC)c1,CCc1ccc(O)c(O)c1
CC=Cc1ccc(O)c(OC)c1,COc1cc(C)ccc1O
CCCC(C)C(=O)O,CCC(C)C=O
C=C(C)C(=O)OCC,CCOC(C)=O
CCN(CC)C(=S)SSC(=S)N(CC)CC,CCN(CC)C(=S)SSC(=S)NC
C=C(C)C(=O)OCC(C)C,C=C(C)C(=O)OCC
C=C(C)C(=O)OCCCC,C=C(C)C(=O)OCC
OCc1ccco1,ccocC
O=Cc1ccco1,cc(o)C=O
O=Cc1cccs1,cc(s)C=O
C[N+](C)(C)c1ccccc1,ccc(c)N(C)(C)C
O=[As](O)(O)c1ccccc1,O=[As]c1ccccc1
CC(C)(C)c1ccccc1,CCc1ccccc1
FC(F)(F)c1ccccc1,FCc1ccccc1
NS(=O)(=O)c1ccccc1,ccc(c)S(N)(=O)=O
Nc1cccc(C(F)(F)F)c1,ccc(cc)C(F)(F)F
Oc1cccc(C(F)(F)F)c1,Oc1cccc(CF)c1
Nc1cccc(S(N)(=O)=O)c1,NSc1cccc(N)c1
O=[N+]([O-])c1cccc(C(F)(F)F)c1,Nc1cccc(C(F)(F)F)c1
Cc1ccc(C(C)(C)C)cc1,ccc(cc)C(C)(C)C
CC(C)(C)C1CCC(O)CC1,CCC1CCC(O)CC1
CC(C)(C)c1ccc(O)cc1,CCc1ccc(O)cc1
CC1=CCC(C(C)(C)O)CC1,CCC(CC)C(C)(C)O
CS(=O)(=O)c1ccc(Cl)cc1,CSc1ccc(Cl)cc1
NS(=O)(=O)c1ccc(Cl)cc1,NSc1ccc(Cl)cc1
CC(C)(C)c1ccc(C(=O)O)cc1,Cc1ccc(C(C)(C)C)cc1
OB(O)c1ccccc1,ccc(c)B(O)O
CC(C)c1ccccc1,ccc(c)C(C)C
C=C(C)c1ccccc1,C=Cc(c)ccc
CC(=O)c1ccccc1,ccc(c)C(C)=O
O=C(O)C1CCCCC1,CC1CCCCC1
NC(=O)c1cccnc1,ccc(c)C(N)=O
O=[N+]([O-])c1ccccc1,ccc(c)N(=O)O
NC(=O)c1cnccn1,ncc(n)C(N)=O
O=C(O)c1ccccn1,Cc1ccccn1
CC(=O)c1cccc(Cl)c1,Cc1cccc(Cl)c1
CC(=O)c1cccc(N)c1,Cc1cccc(N)c1
Cc1cccc(C(=O)O)c1,Cc1cccc(C)c1
Nc1cccc(C(=O)O)c1,ccc(cc)C(=O)O
O=C(O)c1cccc(O)c1,ccc(cc)C(=O)O
CN(C)c1cccc(O)c1,Nc1cccc(O)c1
Cc1cccc([N+](=O)[O-])c1,Cc1cccc(N)c1
Nc1cccc([N+](=O)[O-])c1,ccc(cc)N(=O)O
O=C(O)c1cc(O)cc(O)c1,Cc1cc(O)cc(O)c1
COC(=O)c1cc(O)c(O)c(O)c1,OCc1cc(O)c(O)c(O)c1
O=[N+]([O-])c1cc(Br)c(O)c(Br)c1,O=N(O)c1cccc(Br)c1
Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,O=N(O)c1cccc(Cl)c1
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,O=N(O)c1cccc(N(=O)O)c1
O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,O=N(O)c1cccc(N(=O)O)c1
COC(=O)c1cccc(C)c1,ccc(cc)C(=O)OC
C=C(C)C1CC=C(C)C(O)C1,CC1=CCC(C)CC1O
O=C(O)c1ccc(O)c(O)c1,Cc1ccc(O)c(O)c1
Cc1ccc([N+](=O)[O-])cc1C,Cc1ccc(N)cc1C
O=[N+]([O-])c1ccc(Cl)c(Cl)c1,Nc1ccc(Cl)c(Cl)c1
Cc1ccc([N+](=O)[O-])cc1N,Cc1ccc(N)cc1N
Nc1ccc([N+](=O)[O-])cc1N,Nc1ccc(N)c(N)c1
Nc1cc([N+](=O)[O-])ccc1O,Nc1ccc(O)c(N)c1
COc1ccc([N+](=O)[O-])cc1N,Nc1cccc(N(=O)O)c1
O=C(O)c1ccc([N+](=O)[O-])cc1Cl,Nc1ccc(C(=O)O)c(Cl)c1
O=Cc1cccc([N+](=O)[O-])c1,Nc1cccc(C=O)c1
O=[N+]([O-])c1cccc([N+](=O)[O-])c1,Nc1cccc(N(=O)O)c1
CCCC(CCC)C(=O)O,CCCC(C=O)CC
CCC(C)c1ccc(O)cc1,CCc1ccc(O)cc1
COC(=O)c1ccc(C)cc1,ccc(cc)C(=O)OC
COC(=O)c1ccc(O)cc1,OCc1ccc(O)cc1
CCOC(=O)c1ccc([N+](=O)[O-])cc1,O=N(O)c1ccc(CO)cc1
CC1CCC(C(C)C)CC1,CCC(CC)C(C)C
CC1=CCC(C(C)C)=CC1,CC1=CCC(C)=CC1
CC1=CC=C(C(C)C)CC1,CC1=CC=C(C)CC1
Cc1ccc(C(C)C)cc1,Cc1ccc(C)cc1
CC(C)c1ccc(N)cc1,Cc1ccc(N)cc1
CC(C)c1ccc(O)cc1,Cc1ccc(O)cc1
CC(=O)c1ccc(Br)cc1,ccc(cc)C(C)=O
CC(=O)c1ccc(Cl)cc1,Cc1ccc(Cl)cc1
CC(=O)c1ccc(N)cc1,cccc(c)C(C)=O
CC(=O)c1ccc(O)cc1,Cc1ccc(O)cc1
Cc1ccc(C(=O)O)cc1,ccc(cc)C(=O)O
O=C(O)c1ccc(O)cc1,ccc(cc)C(=O)O
Cc1ccc(N(C)C)cc1,ccc(cc)N(C)C
Cc1ccc([N+](=O)[O-])cc1,O=Nc1ccccc1
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1
Nc1ccc([N+](=O)[O-])cc1,ccc(cc)N(=O)O
O=[N+]([O-])c1ccc(O)cc1,ccc(cc)N(=O)O
COc1ccc(C(C)=O)cc1,COc1ccc(C)cc1
COc1ccc(C(=O)O)cc1,COc1ccc(C)cc1
CN(C)c1ccc(C=O)cc1,Nc1ccc(C=O)cc1
CCc1ccc([N+](=O)[O-])cc1,CCc1ccc(N)cc1
CNc1ccc([N+](=O)[O-])cc1,CNc1ccc(N)cc1
NNc1ccc([N+](=O)[O-])cc1,O=N(O)c1ccccc1
COc1ccc([N+](=O)[O-])cc1,COc1ccc(N)cc1
CC(=O)c1ccc([N+](=O)[O-])cc1,CC(=O)c1ccc(N)cc1
O=C(O)c1ccc(C(=O)O)cc1,Cc1ccc(C(=O)O)cc1
CN(C)c1ccc([N+](=O)[O-])cc1,Nc1ccc(N(=O)O)cc1
O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,Nc1ccc(N(=O)O)cc1
O=[N+]([O-])c1ccc(CCO)cc1,Nc1ccc(CCO)cc1
CCOc1ccc([N+](=O)[O-])cc1,CCOc1ccc(N)cc1
CCN(CC)CCN,CN(C)CCN
BrCc1ccccc1,cccc(c)C
C=CC1CC=CCC1,CCCC(C)C
CCc1ccccc1,cccccC
C=Cc1ccccc1,cccc(c)C
ClCc1ccccc1,cccc(c)C
NCc1ccccc1,c1ccccc1
N#Cc1ccccc1,c1ccccc1
N#Cc1ccncc1,ccc(c)C#N
OCc1ccccc1,ccc(c)CO
O=Cc1ccccc1,c1ccccc1
N#Cc1cccnc1,c1ccncc1
OCc1cccnc1,cncc(c)C
CNc1ccccc1,ccc(c)NC
NNc1ccccc1,cccccN
O=NC1CCCCC1,CCC(C)N=O
ONc1ccccc1,cccc(c)N
COc1ccccc1,ccc(c)OC
CSc1ccccc1,ccc(c)SC
C=Cc1ccccn1,ccnc(c)C
N#Cc1ccccn1,c1ccncc1
CCc1ccccn1,ccc(n)CC
O=NN1CCCCC1,C1CCNCC1
C1CN2CCC1CC2,CCC(C)CC
O=Cc1cccc(O)c1,ccc(C=O)cc
COc1cccc(C)c1,ccc(cc)OC
Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,cnc(nc)Nc1ccccc1Cl
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,ccc(cc)Cc1ccc(N)c(Cl)c1
CC(C)OC(=O)Nc1cccc(Cl)c1,ccc(c)NC(=O)OC(C)C
COC(=O)Cc1ccccc1,OCCc1ccccc1
CN(C)C(=O)Nc1ccccc1,NC(=O)Nc1ccccc1
Oc1ccc(Cc2ccccc2)cc1,ccc(c)Cc1ccccc1
Nc1ccc(Cc2ccc(N)cc2)cc1,ccc(c)Cc1ccc(N)cc1
Nc1ccc(Oc2ccc(N)cc2)cc1,ccc(c)Oc1ccc(N)cc1
c1ccc(Cc2ccccc2)cc1,ccc(c)Cc1ccccc1
c1ccc(Oc2ccccc2)cc1,ccc(c)Oc1ccccc1
CCOC(=O)Cc1ccccc1,ccc(cc)CC(=O)OC
CCOC(=O)Nc1ccccc1,O=C(O)Nc1ccccc1
CC(=O)NC(=O)Nc1ccccc1,ccc(c)NC(=O)NC(C)=O
