original_smiles,augmented_smiles
CCCCCNC(=O)CCC(NS(=O)(=O)c1ccccc1)C(=O)O,CNC(=O)CCC(NS(=O)(=O)c1ccccc1)C(=O)O
CCCNC(=O)CCC(NS(=O)(=O)c1ccc(C)cc1)C(=O)O,Cc1ccc(S(=O)(=O)NC(CCCN)C(=O)O)cc1
CCCCNC(=O)CCC(NS(=O)(=O)c1ccc(C)cc1)C(=O)O,Cc1ccc(S(=O)(=O)NC(CCC(N)=O)C(=O)O)cc1
CCCCCCNC(=O)CCC(NS(=O)(=O)c1ccc(C)cc1)C(=O)O,CCNC(=O)CCC(NS(=O)(=O)c1ccc(C)cc1)C(=O)O
Cc1ccc(S(=O)(=O)NC(CCC(=O)NC2CCCCC2)C(=O)O)cc1,cc(c)S(=O)(=O)NC(CCC(=O)NC1CCCCC1)C(=O)O
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,CCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
Cc1ccc(Cc2c[nH]c(NCCSCc3ccc(CN(C)C)o3)nc2=O)cn1,ccc(o)CSCCNc1ncc(Cc2ccc(C)nc2)c(=O)n1
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,CCC(OC)OC1C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)N(C)CC(C)CC(C)(O)C(OC2OC(C)CC(N)C2O)C1C
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl,CCC1C2CC(C)C(OC(=O)c3ccco3)(C(=O)CCl)C2(C)CC(O)C1(Cl)CC
Clc1cc(Cl)c(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,cc(Cl)c(c)Oc1cc(Cl)c(Cl)c(Cl)c1Cl
Clc1ccc(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,ccc(c)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
Clc1ccc(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1Cl,ccc(cCl)Oc1c(Cl)c(Cl)cc(Cl)c1Cl
Clc1cc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)cc(Cl)c1Cl,ccc(cc)Oc1cc(Cl)c(Cl)c(Cl)c1Cl
Clc1cc(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,cc(Cl)c(Oc1cc(Cl)c(Cl)c(Cl)c1Cl)c(c)Cl
Clc1cc(Cl)c(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,ccc(Oc1c(Cl)c(Cl)cc(Cl)c1Cl)c(c)Cl
CCC(=O)OCC1OC(n2cc(I)c(=O)[nH]c2=O)CC1O,ccn(cn)C1CC(O)C(COC(=O)CC)O1
CC(C)C(=O)OCC1OC(n2cc(I)c(=O)[nH]c2=O)C1O,COCC1OC(n2cc(I)c(=O)nc2=O)C1O
CC(C)(C)C(=O)OCC1OC(n2cc(I)c(=O)[nH]c2=O)CC1O,CCOCC1OC(n2cc(I)c(=O)nc2=O)CC1O
O=C(OCC1OC(n2cc(I)c(=O)[nH]c2=O)CC1O)c1ccccc1,ccn(cn)C1CC(O)C(COC(=O)c2ccccc2)O1
CCCCC(=O)OCC1OC(n2cc(I)c(=O)[nH]c2=O)CC1O,CC(=O)OCC1OC(n2cc(I)cnc2=O)CC1O
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,ccc(cc)-c1nnc(N)nc1N
CCCN1CCCCC1C(=O)Nc1c(C)cccc1C,cc(cC)NC(=O)C1CCCCN1CCC
CC(C)NCC(O)COc1ccc(OCCOCCc2ccc(F)cc2)cc1,ccCCOCCOc1ccc(OCC(O)CNC(C)C)cc1
CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,COC1CCC=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21
CC(=O)c1nc([N+](=O)[O-])n(CC(C)O)c1C,Cc1cnc(N(=O)O)n1CC(C)O
COc1ccc(CN(C)N=O)cc1,CNCc1ccc(OC)cc1
CN(Cc1ccc(F)cc1)N=O,ccc(cc)CN(C)N=O
CN(Cc1ccc(Cl)cc1)N=O,ccc(cc)CN(C)N=O
CN(Cc1ccc(C#N)cc1)N=O,CN(Cc1ccccc1)N=O
CN(Cc1ccc([N+](=O)[O-])cc1)N=O,CN(Cc1ccccc1)N=O
NC(=O)CCc1ccccn1,CCCc1ccccn1
NC(=O)CCCCc1ccccn1,CCCCCc1ccccn1
NC(=O)CCc1cccnc1,CCCc1cccnc1
NC(=O)CCCc1cccnc1,CCCCc1cccnc1
OCCCCCc1cccnc1,ccc(c)CCCCCO
NC(=O)CCCCc1cccnc1,ccc(c)CCCCC(N)=O
NCCCCCc1cccnc1,CCCCc1cccnc1
NC(=O)CCc1ccncc1,CCCc1ccncc1
NC(=O)CCCCc1ccncc1,CCCCCc1ccncc1
CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1O,ccc(C(=O)NCC1CCCN1CC)c(c)O
O=C1CCC(c2ccc(-n3ccnc3)cc2)=NN1,CCC(=N)c1ccc(-n2ccnc2)cc1
CCOC(=O)C1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O
COC(=O)C1C(C=C2CCSC2=O)C1(C)C,CC1C(C=C2CCSC2=O)C1(C)C
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(Nc4ncc(C)s4)C3=O)N1CC1NC12,CNC1=C(C)C(=O)C2=C(C1=O)C(COC(N)=O)C1(OC)C3NC3CN21
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(Nc4ccn[nH]4)C3=O)N1CC1NC12,COC1(C)C(CO)C2=C(C(=O)C(C)=C(Nc3ccnn3)C2=O)N1C
Nc1ncc2ncn(COCCO)c2n1,COCn1cnc2cncnc21
N=[N+]=NC1CC(n2ccc(=O)[nH]c2=O)OC1CO,CC1OC(n2cccnc2=O)CC1N=N
N=[N+]=NC1CC(n2ccc(N)nc2=O)OC1CO,CC1OC(n2cccnc2=O)CC1N=N
Cc1c(Cl)ccc(OC(C)C(O)=Nc2ccccc2)c1Cl,ccc(cCl)OC(C)C(O)=Nc1ccccc1
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,cn-c1ccc(N2CCN(c3ccc(OCC4COC(Cn5cncn5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1
Cc1ccc(COC(=O)N(C)C)cc1,Cc1ccc(COC=O)cc1
CN(C)C(=O)OCc1ccc(F)cc1,NCOCc1ccc(F)cc1
COc1cccc(COC(=O)N(C)C)c1,ccc(cc)COC(=O)N(C)C
COc1ccc(COC(=O)N(C)C)cc1,ccc(cc)COC(=O)N(C)C
CN(C)C(=O)OCc1cccc(N)c1,NCOCc1cccc(N)c1
CN(C)C(=O)OCc1cccc(Cl)c1,NCOCc1cccc(Cl)c1
CN(C)C(=O)OCc1ccc(Cl)cc1,ccc(c)COC(=O)N(C)C
CN(C)C(=O)OCc1cccc(N(C)C)c1,CN(C)C(=O)OCc1ccccc1
CC(C)Oc1cccc(COC(=O)N(C)C)c1,CC(C)Oc1cccc(COC=O)c1
CN(C)C(=O)OCc1ccc(OCc2ccccc2)cc1,COCc1ccc(OCc2ccccc2)cc1
CN(C)C(=O)OCc1ccc([N+](=O)[O-])cc1,NCOCc1ccc(N(=O)O)cc1
CN(C)C(=O)OCc1ccc(C#N)cc1,ccc(cc)COC(=O)N(C)C
CN(C)C(=O)OCc1ccc(Br)cc1,NCOCc1ccc(Br)cc1
CN(C)C(=O)OCc1ccc(I)cc1,NC(=O)OCc1ccccc1
CN(C)C(=O)OCc1ccc(C(F)(F)F)cc1,NCOCc1ccc(C(F)(F)F)cc1
CN(C)C(=O)OCc1ccc(OC(=O)N(C)C)cc1,CN(C)C(=O)Oc1ccc(COCN)cc1
CSc1ccc(COC(=O)N(C)C)cc1,ccc(cc)COC(=O)N(C)C
CC(=O)NC(CC(N)=O)C(N)=O,CCC(NC(C)=O)C(N)=O
CCNc1nc(Cl)nc(NC2CCCCC2)n1,CCNc1nc(Cl)nc(NC(C)C)n1
CN(C)c1ncc(-c2ccncc2)cc1C#N,ccc(cc)-c1cnc(N)c(C#N)c1
CCC(CNC)c1ccccc1,CCC(C)c1ccccc1
CNCC(c1ccccc1)C(C)C,ccc(c)C(CNC)C(C)C
CNCC(CC(C)C)c1ccccc1,cc(c)C(CNC)CC(C)C
CCC(C(c1ccc(OC)cc1)c1ccc(OC)cc1)[N+](=O)[O-],ccc(c)C(c1ccc(OC)cc1)C(CC)N(=O)O
COc1ccc(C(C[N+](=O)[O-])c2ccc(OC)cc2)cc1,ccc(c)C(CN(=O)O)c1ccc(OC)cc1
O=c1[nH]c(=O)n(Cc2ccc(Cl)cc2)cc1F,ccn(Cc1ccc(Cl)cc1)c(n)=O
COc1ccc(Cn2cc(F)c(=O)[nH]c2=O)cc1,ccn(Cc1ccc(OC)cc1)c(n)=O
COC1C(OC(C)=O)CC(=O)OC(C)CC2OC2C=CC(=O)C(C)CC(CC=O)C1OC1OC(C)C(O)C(N(C)C)C1O,CCC(C)OC(=O)CC(OC(C)=O)C(OC)C(OC1OC(C)CCC1O)C(CC=O)CC(C)C(C)=O
Nc1nc(=O)c2ncn(C3CCC(CO)O3)c2[nH]1,cnc1c(c)ncn1C1CCC(CO)O1
CCCCOC(=O)n1cc(F)c(=O)[nH]c1=O,COC(=O)n1cc(F)c(=O)nc1=O
CCC1(CC)C(=O)NC(=O)N(C(C)C)C1=O,CCC1(CC)C(=O)NCN(C)C1=O
CCC1(c2ccccc2)C(=O)NC(=O)N(C(C)C)C1=O,ccC1(CC)C(=O)NC(=O)N(C(C)C)C1=O
CCC1(c2ccccc2)C(=O)N=C(OC(C)C)NC1=O,CCC1(c2ccccc2)C(=O)N=CNC1=O
CCC1(CC)C(=O)NC(=O)N=C1OC(C)C,CCC1(CC)C(=O)NCN=C1OC
CCC1(c2ccccc2)C(=O)NC(=O)N=C1OC(C)C,CCC1(c2ccccc2)C(=O)NCN=C1O
CCC1(CC)C(=O)N=C(OC(C)C)NC1=O,CCC1(CC)C(=O)N=C(O)NC1=O
C[Si](Cn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1,ccc(cc)[Si](C)(Cn(c)n)c1ccc(F)cc1
CCOc1ccc(Cc2cnc(N)nc2N)cc1OC,Nc1ncc(Cc2cccc(O)c2)c(N)n1
CC=Cc1c(OC)cc(Cc2cnc(N)nc2N)cc1OCC,COc1cc(Cc2cnc(N)nc2N)cc(O)c1C
COc1ccc(Cc2cnc(N)nc2N)cc1I,COc1ccc(Cc(cn)cn)cc1I
COc1ccc(Cc2cnc(N)nc2N)cc1N,Nc1ncc(Cc2ccccc2)c(N)n1
COc1cc(Cc2cnc(N)nc2N)ccc1N,COc1cc(Cc(cn)cn)ccc1N
COc1ccc(Cc2cnc(N)nc2N)cc1N(C)C,cc(cn)Cc1ccc(OC)c(N(C)C)c1
COc1cc(Cc2cnc(N)nc2N)ccc1N(C)C,COc1cc(Cc(cn)c(n)N)ccc1N
COc1ccc(Br)cc1Cc1cnc(N)nc1N,ncc(Cc1cc(Br)ccc1O)c(n)N
COc1ccc(Br)c(Cc2cnc(N)nc2N)c1,COc1ccc(Br)c(Cc(cn)cn)c1
COc1cc(Cc2cnc(N)nc2N)c(Br)cc1Br,COc1cc(Cc(cn)cn)c(Br)cc1Br
COc1cc(Cc2cnc(N)nc2N)c(I)c(OC)c1OC,COc1cc(Cc(cn)c(n)N)c(I)c(O)c1O
CCCOc1cc(Cc2cnc(N)nc2N)ccc1OC,COc1cccc(Cc2cnc(N)nc2N)c1
NC(=O)c1ncn2c(=O)n(CCCl)nnc12,NC(=O)c1ncn2c(=O)nnnc12
CC(C)(C)[N+]([O-])=Cc1ccc(F)cc1,ccc(c)C=N(O)C(C)(C)C
Cc1ccn2c(=O)ccnc2c1,ccn1c(=O)ccnc1c
CCc1ccc(C=[N+]([O-])C(C)(C)C)cc1,ccc(C=N(O)C(C)(C)C)cc
Cn1c(S)nnc(-c2ccc(F)cc2)c1=O,ccc(c)-c1nnc(S)n(C)c1=O
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,CN(C)c1ccc2c(=O)c(C(=O)O)cn(C3CC3)c2c1
COC(=O)CS(=O)c1ccc([N+](=O)[O-])cc1,CCS(=O)c1ccc(N(=O)O)cc1
CNC(=O)c1c[nH]c2ccccc12,NCc1cnc2ccccc12
CCN(C(=O)SCc1ccccc1)C(C)C(C)C,ccc(cc)CSC(=O)N(CC)C(C)C
COc1ccccc1C(=O)NCCCN(C)C,CCCNC(=O)c1ccccc1OC
CCN(CC)CCCNC(=O)c1ccccc1OC,ccc(cc)C(=O)NCCCN(CC)CC
Nc1cccc(NC(=O)Cc2ccccc2)c1,ccc(c)NC(=O)Cc1ccccc1
CCCn1c(=O)c2[nH]c(-c3ccc(Cl)cc3N)nc2n(CCC)c1=O,CCn1cn(C)c(=O)c2nc(-c3ccc(Cl)cc3N)nc21
CNC(=O)ON=Cc1ccc(Cl)c(Cl)c1,NC(=O)ON=Cc1ccccc1
CNC(=O)ON=Cc1cccc(Oc2ccccc2)c1,ON=Cc1cccc(Oc2ccccc2)c1
CSc1cccc(NC(N)=O)c1,CNc1cccc(SC)c1
NC(=O)Nc1ccc(Oc2ccc(Br)cc2)cc1,ccc(c)Oc1ccc(NC(N)=O)cc1
CCCc1ccc(NC(=O)N(C)C)cc1,CCCc1ccc(NC=O)cc1
Clc1ccc(Oc2ccc(Cl)c(Cl)c2Cl)cc1Cl,ccc(Oc1ccc(Cl)c(Cl)c1)c(c)Cl
Clc1cc(Cl)c(Oc2ccccc2)c(Cl)c1Cl,cc(c)Oc1c(Cl)cc(Cl)c(Cl)c1Cl
Clc1ccc(Oc2c(Cl)cccc2Cl)c(Cl)c1Cl,cc(Cl)c(Oc1ccccc1Cl)c(c)Cl
Clc1cc(Cl)c(Oc2c(Cl)ccc(Cl)c2Cl)cc1Cl,ccc(Oc1cc(Cl)c(Cl)cc1Cl)c(c)Cl
CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,CCC(O)CCC1C(C)C=CC2=CC(O)CC(OC(=O)C(C)C)C21
N#CC(C#N)=NNc1ccc(C(=O)CCl)cc1,CC=NNc1ccc(C(=O)CCl)cc1
Cn1c([N+](=O)[O-])cnc1Cl,Cn1c(N)cnc1Cl
CC(C)(C)c1cc(C(O)CCC2CCNCC2)c2ccccc2n1,ccc1c(C(O)CCC2CCNCC2)cc(C)nc1c
Cc1ccc(Cc2cnc(NCCCCc3ncc(Br)cc3C)[nH]c2=O)cn1,cc(n)CCCCNc1ncc(Cc2ccc(C)nc2)c(=O)n1
COc1cc(S(C)=O)ccc1-c1nc2ccncc2[nH]1,COc1cc(S(C)=O)ccc1-c1nccn1
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,ccc(c(c)F)C(O)(Cn(c)n)Cn1cncn1
CNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,CN1CCN(c2cc3c(cc2F)c(=O)ccn3N)CC1
COc1cc2c(c(OC)c1O)-c1ccc(OC)c(=O)cc1C(NC(=O)C(F)(F)F)CC2,O=C(NC1CCc2cccc(O)c2-c2ccc(O)c(=O)cc21)C(F)(F)F
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1C2N1C(=O)OCc1ccccc1,COC(=O)N1C2CN3C4=C(C(=O)C(N)=C(C)C4=O)C(COC(N)=O)C3(OC)C21
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1,cc(c)C(=O)NC(=O)Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1
COc1ccc(C(=O)CS(=O)(=O)c2ccc(C)cc2)cc1,ccc(c)C(=O)CS(=O)(=O)c1ccc(C)cc1
CN(C)c1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,Nc1ccc(S(=O)(=O)c2ccccc2)cc1
CCCCCCCCCCOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,CCCCCCCCCCOC(=O)N(C)SN(C)C(=O)ON
CSC(C)=NOC(=O)N(C)SN(C)C(=O)OC1CCCCC1,C=NOC(=O)N(C)SN(C)C(=O)OC(CC)CC
CSC(C)=NOC(=O)N(C)SN(C)C(C)=O,CC(S)=NOC(=O)N(C)SN(C)C
CCC(=O)N(C)SN(C)C(=O)ON=C(C)SC,CSC(C)=NOC(=O)N(C)SN(C)C
CCCC(=O)N(C)SN(C)C(=O)ON=C(C)SC,CCN(C)SN(C)C(=O)ON=C(C)SC
CSC(C)=NOC(=O)N(C)SN(C)C(=O)C(C)C,C=NOC(=O)N(C)SN(C)C(=O)C(C)C
CCCCN(SN(C)C(=O)ON=C(C)SC)C(C)=O,CCN(SN(C)C(=O)ON=C(C)S)C(C)=O
CN(SN(C)C(=O)OC(C)(C)C)C(=O)Oc1cccc2c1OC(C)(C)C2,CN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(=O)O
CCC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,CNSN(C)C(=O)Oc1cccc2c1OC(C)(C)C2
CCCC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,CC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OCC2
CC(C)C(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,CN(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2
O=C(C=Cc1ccccc1)C(F)(F)F,cc(c)C=CC(=O)C(F)(F)F
Clc1ccc(CSC(Cn2cncn2)=Nc2ccc(Cl)cc2Cl)cc1,cc(c)CSC(Cn1cncn1)=Nc1ccc(Cl)cc1Cl
CC(CCC(=O)NCc1ccccc1)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,CCC1CC(O)C2(C)C(C(C)CCC(=O)NCc3ccccc3)CCC2C1C(C)O
CCc1cccc(C)c1N(COC(C)C)C(=O)CCl,CCc1cccc(C)c1N(COC)C(C)=O
CC1CC(=O)NN=C1c1ccc(-n2ccnc2)cc1,cn-c1ccc(C2=NNC(=O)CC2C)cc1
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c1,cnc(Oc1cc(NC(=O)NC(=O)c2c(F)cccc2F)ccc1Cl)c(c)Cl
Brc1ccc(O[Si]23OCCN(CCO2)CCO3)cc1,ccc(c)O[Si]12OCCN(CCO1)CCO2
Clc1cccc(O[Si]23OCCN(CCO2)CCO3)c1,CCO[Si](OC)(OC)Oc1cccc(Cl)c1
Nc1nc(NCCO)c(Cl)nc1[N+](=O)[O-],Nc1nc(N)c(N(=O)O)nc1Cl
N#Cc1ccccc1OCC(O)CNCCNC(=O)Cc1ccc(O)cc1,cc(c)OCC(O)CNCCNC(=O)Cc1ccc(O)cc1
O=C(CCc1ccccc1)Nc1ccc(Cl)c(Cl)c1,ccc(cc)NC(=O)CCc1ccccc1
CCCNC1CC2CC1c1ccccc12,NC1CC2CC1c1ccccc12
CCNC1CC2CC1c1ccccc12,cc1cC2CC(NCC)C1C2
CNC1CC2OC1c1ccccc12,c1ccc2c(c1)C1CCC2O1
Cc1c(Cl)no[n+]1[O-],Cc(n)c(n)Cl
CNC1C2CCC1c1ccccc12,c1ccc2c(c1)C1CCC2C1
Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,cc(CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1)c(n)=O
CCc1ccc(N=NN(C)C(C)=O)cc1,ccc(cc)N=NN(C)C(C)=O
CC(=O)N(C)N=Nc1ccc(F)cc1,CNN=Nc1ccc(F)cc1
CCOc1ccc(NC(=O)OC)cc1OCC,COC(=O)Nc1ccc(O)c(OC)c1
CCOC(=O)Nc1ccc(OCC)c(OCC)c1,CCOC(=O)Nc1ccc(O)c(OC)c1
CCOc1ccc(NC(=O)OC(C)C)cc1OCC,CCOc1ccc(NC(=O)O)cc1OCC
C=CCOC(=O)Nc1ccc(OCC)c(OCC)c1,CCOc1ccc(NC(=O)O)cc1OCC
C#CCOC(=O)Nc1ccc(OCC)c(OCC)c1,CCOc1ccc(NC(=O)O)cc1OCC
CCOc1ccc(NC(=O)OC(CBr)CBr)cc1OCC,O=C(Nc1ccc(O)c(O)c1)OC(CBr)CBr
CCOc1ccc(NC(=O)OCCC#N)cc1OCC,CCOC(=O)Nc1ccc(OC)c(OC)c1
CCCOC(=O)Nc1ccc(OCC)c(OCC)c1,CCOc1ccc(NC(=O)O)cc1OCC
O=P1(N(CCCl)CCCl)OCCCN1Cl,CCN(CCCl)P(=O)(NC)OC
CCOCCOC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,cnc(Oc1ccc(OC(C)C(=O)OCCOCC)cc1)c(c)Cl
CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1C(C(=O)O)CC2CCCC21,ccc(cc)CCC(NC(C)C(=O)N1C(C)CCC1C)C(=O)O
CN(C)C(=O)OCc1ccc(C(N)=O)cc1,NCOCc1ccc(C(N)=O)cc1
COc1ccc(-c2nc3ccncc3[nH]2)c(OC)c1,cc1cnc(-c2ccc(OC)cc2OC)n1
COc1ccc(-c2nc3ccncc3[nH]2)c(OCCCCl)c1,cc1cnc(-c2ccc(OC)cc2OCCC)n1
C#CCOc1cc(OC(=O)N2CCCC2)c(Cl)cc1Cl,C#CCOc1cc(OC(N)=O)c(Cl)cc1Cl
C#CCOc1cc(OC(=O)N2CCCCC2)c(Cl)cc1Cl,O=C(Oc1cc(O)ccc1Cl)N1CCCCC1
Nc1ncnc2c1ncn2C1CC(F)C(CO)O1,Nc1ncnc2c1ncn2C1CCCO1
COCn1cnc2c(=N)n(C)c(=O)[nH]c21,COCn1cnc2cncnc21
COCCn1cnc2c(=N)n(C)c(=O)[nH]c21,Cn1c(=O)nc2c(ncn2C)c1=N
COCCn1cnc2[nH]c(=O)n(C)c(=N)c21,Cn1c(=O)nc2ncn(C)c2c1=N
CCOCCn1cnc2c(=N)n(C)c(=O)[nH]c21,COCCn1cnc2c(=N)ncnc21
CCOCCn1cnc2[nH]c(=O)n(C)c(=N)c21,CCn1cnc2nc(=O)n(C)c(=N)c21
CCSCCn1cnc2c(=N)n(C)c(=O)[nH]c21,Cn1cnc2c(ncn2CCS)c1=N
CCSCCn1cnc2[nH]c(=O)n(C)c(=N)c21,CCSCCn1cnc(n)c1c(=N)n
C=COCCn1cnc2c(=N)n(C)c(=O)[nH]c21,CCn1cnc2c(=N)n(C)c(=O)nc21
C=COCCn1cnc2[nH]c(=O)n(C)c(=N)c21,C=COCCn1cnc(n)c1c(=N)n
Cn1c(=O)[nH]c2c(ncn2CCOc2ccc(Br)cc2)c1=N,cc(c)OCCn1cnc2c(=N)n(C)c(=O)nc21
Cn1c(=O)[nH]c2ncn(CCOc3ccc(Br)cc3)c2c1=N,cc(c)OCCn1cnc2nc(=O)n(C)c(=N)c21
Cn1c(=O)[nH]c2ncn(Cc3ccccc3)c2c1=N,cc(c)Cn1cnc2nc(=O)n(C)c(=N)c21
CC(=O)OCCn1cnc2c(=N)n(C)c(=O)[nH]c21,Cn1c(=O)nc2c(ncn2CCO)c1=N
COCOCCn1cnc2c(=N)n(C)c(=O)[nH]c21,Cn1c(=O)nc2c(ncn2CCO)c1=N
Cc1cc(CCCCCCCOc2ccc(C3=NCCO3)cc2)on1,ccCCCCCCCOc1ccc(C2=NCCO2)cc1
CCCCCOC(=O)COc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Cl,CCCCCOC(=O)COc1cc(N2CC=CC2=O)c(F)cc1Cl
c1ccc2c(c1)OCCOCCOCCOCCOCCOCCOc1ccccc1OCCOCCOCCO2,COCCOCCOCCOCCOCCOCCOc1ccccc1OCCOCCOC
CNC(=O)NCCCCn1nc(-c2ccccc2)ccc1=O,cc-c1ccc(=O)n(CCCCNC(=O)NC)n1
CCNC(=O)NCCCCn1nc(-c2ccccc2)ccc1=O,CNCCCCn1nc(-c2ccccc2)ccc1=O
CN(C)C(=O)NCCCCn1nc(-c2ccccc2)ccc1=O,CNCCCCn1nc(-c2ccccc2)ccc1=O
NC(=O)NCCCCCCn1nc(-c2ccccc2)ccc1=O,cc-c1ccc(=O)n(CCCCCCNC(N)=O)n1
CNC(=O)NCCn1nc(-c2ccccc2)ccc1=O,cc-c1ccc(=O)n(CCNC(=O)NC)n1
NC(=O)NCCCn1nc(-c2ccccc2)ccc1=O,ccc(cc)-c1ccc(=O)n(CCCN)n1
CNC(=O)NCCCn1nc(-c2ccccc2)ccc1=O,cc-c1ccc(=O)n(CCCNC(=O)NC)n1
CCNC(=O)NCCCn1nc(-c2ccccc2)ccc1=O,cc(c)-c1ccc(=O)n(CCCNC(=O)NC)n1
CN(C)C(=O)NCCCn1nc(-c2ccccc2)ccc1=O,CNCCCn1nc(-c2ccccc2)ccc1=O
NC(=O)NCCCCn1nc(-c2ccccc2)ccc1=O,CCCCn1nc(-c2ccccc2)ccc1=O
COCC(C)N(C(=O)CCl)c1c(C)csc1C,CC(=O)N(c1c(C)csc1C)C(C)C
c1ccc2c(N3CCNCC3)nsc2c1,CN(C)c1nsc2ccccc12
COC(=O)CON=C(C)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],CC(=NO)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1N(=O)O
COC(=O)Nc1cccc(C(C)=O)c1,CNc1cccc(C(C)=O)c1
CC(Oc1ccc(Oc2ncc(Cl)cc2Cl)cc1)C(=O)N1CCCO1,CC(Oc1ccc(Oc2ncc(Cl)cc2Cl)cc1)C(N)=O
CCOC(=O)Oc1cccc(C2(C(=O)CC)CCN(C)CC2)c1,CCC(=O)C1(c2cccc(OC)c2)CCN(C)CC1
O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,CCNC(=O)c1c(I)c(C(=O)NCCO)c(I)c(N(CCO)C(=O)CO)c1I
Fc1ccnc(N2CCNCC2)n1,cnc(nc)N1CCNCC1
Cc1ccccc1COC1CC2(C(C)C)CCC1(C)O2,Cc1ccccc1COC1CCOC1(C)C
CCON=C(CC)C1=C(O)CC(c2c(C)cc(C)cc2C)CC1=O,CC(=N)C1=C(O)CC(c2c(C)cc(C)cc2C)CC1=O
NC(Cc1cnccn1)C(=O)O,ncc(n)CC(N)C(=O)O
CC1(C)N=C(N)N=C(N)N1c1ccc(N)cc1,ccc(c)N1C(N)=NC(N)=NC1(C)C
O=[N+]([O-])c1nccnc1NCC(O)CO,CCNc1nccnc1N(=O)O
COC(=O)c1nc(NCC(O)CO)cnc1[N+](=O)[O-],Nc1ncc(NCC(O)CO)nc1C(=O)O
Cc1ncc([N+](=O)[O-])[nH]1,Cc1ncc(N)n1
CCCN1CCOC2c3cc(O)ccc3CCC21,cc1c(c)C2OCCN(CCC)C2CC1
CCCOc1cn[nH]c1,cc(c)OCCC
