,true_0,pred_0,true_2,pred_2
0,-0.28515133,-0.0037866477,0.35146788,0.18324137
1,0.5083753,-0.10614279,1.5784563,0.20981097
2,0.3941988,-0.10977147,0.7354827,0.18762133
3,1.6120814,-0.03979919,0.26664767,0.22749993
4,-0.26136455,-0.008235363,-2.0478985,0.32457367
5,-0.7380514,-0.07194552,0.3537917,0.21220574
6,-0.17668366,-0.09509559,0.51065105,0.20747733
7,-1.955934,0.0047224984,-0.116786204,0.2789019
8,-0.15765424,-0.078937024,-0.6745082,0.31152844
9,0.22293407,-0.11087871,0.877818,0.23067817
10,-1.0425221,-0.09550427,-0.1551296,0.19660386
11,0.68915474,-0.07764387,2.5742223,0.2200697
12,0.47031647,-0.05099132,0.5815282,0.2920815
13,-0.25565574,0.015828162,-0.5757449,0.21366245
14,2.3827727,-0.06202452,0.7569782,0.2966216
15,0.3941988,-0.07625093,0.8656178,0.26475582
16,1.5454785,-0.11350505,0.3729634,0.20112416
17,-0.3479484,-0.0792115,-0.5583161,0.25878024
18,2.278111,-0.07336015,0.026130052,0.21166366
19,0.42274293,-0.08138745,-0.24517846,0.25913832
20,0.73672825,-0.081219375,1.9769951,0.2567512
21,-0.2147425,-0.010629356,-0.58155453,0.20071805
22,1.6311108,-0.08432034,-0.76107126,0.18686804
23,-1.614356,0.010412067,0.17892264,0.18342394
24,-0.5201646,-0.014378063,-0.47872454,0.19810814
25,-0.41740575,-0.0058290027,-0.06159497,0.22375691
26,0.7176989,0.014749359,0.78137857,0.20345393
27,0.7196018,-0.021341858,0.23179004,0.21692371
28,0.35613996,-0.09023519,0.77731186,0.223028
29,-0.42406607,-0.0778502,-0.09819547,0.19063923
30,-1.238525,0.011302263,0.31544834,0.199245
31,-2.4193003,-0.015288681,-2.4249418,0.29666597
32,-0.55727196,-0.08203742,-1.5587299,0.2589116
33,-0.08153658,-0.10146148,-0.3137318,0.20109582
34,0.20390464,-0.054791726,1.7893449,0.21232781
35,1.3656504,0.010593314,-0.21438755,0.25607583
36,1.7034225,0.010963663,0.45139307,0.2914773
37,0.32759586,-0.08176525,-0.98009336,0.22669834
38,-1.2271074,-0.00572443,0.75407344,0.26450792
39,0.016464904,0.004645381,-2.217539,0.30696508
40,0.8375842,0.011819359,0.23585676,0.2083869
41,-0.097711585,-0.010777477,-0.25098807,0.25924155
42,-0.81416905,-0.087343685,3.0116856,0.25387317
43,-0.3669778,-0.12554929,-0.6570794,0.25693578
44,0.19438994,-0.12146404,-0.46942917,0.19651759
45,0.5274047,-0.052384168,-0.013956216,0.18547156
46,1.0354902,-0.012421051,0.496127,0.22359353
47,0.21627377,-0.007111296,-1.9357733,0.29263806
48,-1.080581,-0.099136434,0.3874874,0.28907245
49,0.2705076,-0.08238019,-0.428181,0.18587554
