,true_0,pred_0,true_5,pred_5
0,-0.43319306,0.23514667,0.73281413,-0.3227938
1,0.57343185,0.27864072,-0.6144963,-0.6099378
2,0.029368978,-0.34631374,0.6346882,-0.113985404
3,0.035425875,-0.5483445,-0.21232761,-0.36603102
4,2.3316994,0.48124513,0.32765564,-0.43208867
5,-0.36458698,-0.29276443,1.3374254,-0.49943957
6,-0.05370098,-0.5771485,-0.24381071,-0.44835612
7,-0.484418,-0.6446504,-0.2444799,-0.3071138
8,-1.49629,-0.98501325,-0.2430904,-0.2288064
9,-0.17073962,-0.2317132,0.29821298,-0.30376187
