,true_0,pred_0,true_4,pred_4,true_14,pred_14
0,0.2558775,-0.03776963,1.1641052,-0.046300046,0.102808684,-0.020854097
1,0.73577833,-0.046699025,-1.9294934,0.0019782893,0.91450965,-0.024064496
2,0.24917547,-0.04553026,-0.08367761,-0.013082139,0.091633774,-0.01846528
3,2.0296395,-0.046246756,1.2017174,-0.038910814,-1.9076496,-0.00031285034
4,0.51374006,-0.05329459,-0.67183745,-0.044459365,-0.50266534,-0.009541661
